id,證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
480,2884,玉山金,5.25,107.0,16.1,1.86,108/3
481,2885,元大金,5.14,107.0,10.67,0.89,108/3
482,2886,兆豐金,5.63,107.0,14.73,1.29,108/3
483,2887,台新金,5.33,107.0,10.71,0.86,108/4
484,2888,新光金,2.3,107.0,6.63,0.56,108/4
485,2889,國票金,5.19,107.0,11.65,0.85,108/3
486,2890,永豐金,5.45,107.0,11.99,0.91,108/3
487,2891,中信金,4.88,107.0,9.53,1.09,108/3
488,2892,第一金,5.05,107.0,14.73,1.26,108/3
489,2897,王道銀行,0.0,107.0,14.17,0.54,108/3
490,2901,欣欣,1.73,107.0,56.38,1.91,108/3
491,2903,遠百,3.83,107.0,18.66,1.06,108/3
492,2904,匯僑,7.44,107.0,10.68,1.45,108/3
493,2905,三商,2.7,107.0,5.95,0.9,108/3
494,2906,高林,3.76,107.0,36.72,0.76,108/3
495,2908,特力,6.67,107.0,,1.55,108/3
496,2910,統領,0.0,107.0,49.23,1.93,108/3
497,2911,麗嬰房,0.0,107.0,,0.49,108/3
498,2912,統一超,3.07,107.0,28.25,8.22,108/4
499,2913,農林,2.03,107.0,,0.73,108/3
500,2915,潤泰全,8.32,107.0,3.43,0.47,108/3
501,2923,鼎固-KY,3.18,107.0,3.91,0.71,108/3
502,2929,淘帝-KY,7.15,107.0,4.71,1.0,108/3
503,2936,客思達-KY,0.0,107.0,,0.51,108/3
504,2939,凱羿-KY,9.93,107.0,14.73,3.08,108/3
505,3002,歐格,0.0,107.0,20.72,0.77,108/3
506,3003,健和興,4.95,107.0,11.92,1.26,108/3
507,3004,豐達科,4.12,107.0,9.11,1.67,108/4
508,3005,神基,6.13,107.0,13.4,1.9,108/4
509,3006,晶豪科,4.62,107.0,28.02,1.22,108/3
510,3008,大立光,1.71,107.0,18.89,4.22,108/4
511,3010,華立,6.2,107.0,8.15,1.06,108/3
512,3011,今皓,0.0,107.0,,0.52,108/4
513,3013,晟銘電,2.61,107.0,17.42,0.81,108/3
514,3014,聯陽,6.01,107.0,13.4,1.79,108/4
515,3015,全漢,6.87,107.0,65.0,0.42,108/3
516,3016,嘉晶,1.96,107.0,115.91,3.67,108/3
517,3017,奇鋐,3.11,107.0,13.09,1.29,108/3
518,3018,同開,0.0,107.0,,1.96,108/3
519,3019,亞光,3.24,107.0,16.82,1.65,108/3
520,3021,鴻名,5.42,107.0,9.89,1.08,108/3
521,3022,威強電,3.63,107.0,7.93,1.06,108/3
522,3023,信邦,3.83,107.0,16.23,3.68,108/3
523,3024,憶聲,4.59,107.0,10.72,0.73,108/3
524,3025,星通,0.0,107.0,28.1,1.59,108/3
525,3026,禾伸堂,9.39,107.0,19.08,1.68,108/4
526,3027,盛達,0.0,107.0,3.63,0.5,108/3
527,3028,增你強,8.7,107.0,14.7,0.94,108/3
528,3029,零壹,5.03,107.0,10.59,1.54,108/4
529,3030,德律,7.58,107.0,12.29,2.14,108/4
530,3031,佰鴻,4.21,107.0,10.29,0.79,108/3
531,3032,偉訓,9.28,107.0,9.44,1.24,108/3
532,3033,威健,10.32,107.0,20.13,1.01,108/3
533,3034,聯詠,4.74,107.0,13.8,3.62,108/3
534,3035,智原,2.09,107.0,27.39,1.83,108/4
535,3036,文曄,6.24,107.0,9.21,0.95,108/3
536,3037,欣興,2.37,107.0,16.77,1.14,108/3
537,3038,全台,3.36,107.0,8.98,1.18,108/3
538,3040,遠見,7.13,107.0,20.63,1.35,108/4
539,3041,揚智,0.0,107.0,,0.97,108/3
540,3042,晶技,4.22,107.0,22.55,1.72,108/3
541,3043,科風,0.0,107.0,3.75,2.22,108/3
542,3044,健鼎,5.76,107.0,9.23,1.63,108/3
543,3045,台灣大,5.26,107.0,23.76,4.36,108/4
544,3046,建碁,2.86,107.0,45.65,1.01,108/3
545,3047,訊舟,0.0,107.0,13.62,0.72,108/3
546,3048,益登,4.95,107.0,8.73,0.9,108/3
547,3049,和鑫,0.0,107.0,10.16,0.85,108/3
548,3050,鈺德,3.03,107.0,11.13,0.63,108/3
549,3051,力特,0.0,107.0,,0.92,108/3
550,3052,夆典,0.0,107.0,,0.78,108/3
551,3054,立萬利,0.0,107.0,119.05,2.15,108/3
552,3055,蔚華科,3.63,107.0,344.38,1.12,108/3
553,3056,總太,5.56,107.0,14.59,1.19,108/3
554,3057,喬鼎,0.0,107.0,,0.89,108/3
555,3058,立德,3.34,107.0,,0.46,108/3
556,3059,華晶科,2.77,107.0,47.5,0.56,108/3
557,3060,銘異,0.0,107.0,,0.57,108/3
558,3062,建漢,2.86,107.0,51.85,0.84,108/3
559,3090,日電貿,14.46,107.0,11.13,1.97,108/3
560,3094,聯傑,4.62,107.0,34.6,1.3,108/4
561,3130,一零四,5.71,107.0,17.29,3.32,108/4
562,3149,正達,0.0,107.0,,0.84,108/3
563,3164,景岳,6.7,107.0,23.09,1.43,108/3
564,3167,大量,8.86,107.0,17.79,1.76,108/4
565,3189,景碩,3.4,107.0,,0.78,108/4
566,3209,全科,6.58,107.0,12.5,1.17,108/3
567,3229,晟鈦,0.0,107.0,,1.64,108/3
568,3231,緯創,6.3,107.0,11.05,0.93,108/3
569,3257,虹冠電,8.38,107.0,46.81,2.24,108/3
570,3266,昇陽,3.85,107.0,30.23,0.88,108/3
571,3296,勝德,8.13,107.0,12.42,0.8,108/3
572,3305,昇貿,5.01,107.0,13.34,0.68,108/3
573,3308,聯德,0.0,107.0,,0.6,108/3
574,3311,閎暉,0.0,107.0,,0.59,108/4
575,3312,弘憶股,10.24,107.0,10.24,1.07,108/3
576,3321,同泰,0.0,107.0,,1.81,108/3
577,3338,泰碩,1.42,107.0,26.76,4.85,108/3
578,3346,麗清,6.73,107.0,24.78,1.13,108/3
579,3356,奇偶,0.0,107.0,35.37,1.31,108/3
580,3376,新日興,3.24,107.0,16.9,1.71,108/3
581,3380,明泰,5.12,107.0,36.89,1.07,108/3
582,3383,新世紀,0.0,107.0,,0.65,108/3
583,3406,玉晶光,0.81,107.0,24.01,4.85,108/3
584,3413,京鼎,5.26,107.0,16.94,2.57,108/4
585,3416,融程電,4.82,107.0,16.14,1.8,108/4
586,3419,譁裕,0.0,107.0,,1.04,108/3
587,3432,台端,4.72,107.0,9.72,0.46,108/3
588,3437,榮創,0.0,107.0,,0.75,108/3
589,3443,創意,2.58,107.0,41.01,6.03,108/4
590,3450,聯鈞,4.61,107.0,32.55,2.54,108/3
591,3454,晶睿,3.23,107.0,24.53,2.34,108/4
592,3481,群創,0.91,107.0,,0.27,108/3
593,3494,誠研,0.0,107.0,,0.48,108/3
594,3501,維熹,7.95,107.0,9.11,0.9,108/3
595,3504,揚明光,0.81,107.0,,2.06,108/4
596,3515,華擎,4.51,107.0,21.32,1.75,108/3
597,3518,柏騰,0.0,107.0,,1.18,108/3
598,3528,安馳,6.68,107.0,14.52,1.75,108/3
599,3530,晶相光,2.14,107.0,41.65,3.51,108/3
600,3532,台勝科,6.16,107.0,26.64,2.78,108/4
601,3533,嘉澤,3.33,107.0,13.8,2.41,108/3
602,3535,晶彩科,0.0,107.0,4.98,1.06,108/3
603,3536,誠創,0.0,107.0,,0.86,108/3
604,3545,敦泰,1.8,107.0,,1.07,108/3
605,3550,聯穎,8.81,107.0,22.7,0.52,108/3
606,3557,嘉威,0.0,107.0,85.8,5.26,108/3
607,3563,牧德,8.48,107.0,15.92,7.11,108/4
608,3576,聯合再生,0.0,107.0,,0.65,108/3
609,3583,辛耘,5.56,107.0,11.19,1.38,108/4
610,3588,通嘉,2.89,107.0,74.14,0.94,108/3
611,3591,艾笛森,2.99,107.0,,0.44,108/3
612,3593,力銘,0.0,107.0,,1.53,108/3
613,3596,智易,5.01,107.0,10.84,1.42,108/3
614,3605,宏致,3.2,107.0,8.52,0.63,108/3
615,3607,谷崧,4.31,107.0,,0.39,108/3
616,3617,碩天,5.94,107.0,11.0,1.58,108/3
617,3622,洋華,2.97,107.0,26.75,0.56,108/3
618,3645,達邁,5.63,107.0,43.29,1.88,108/4
619,3653,健策,2.06,107.0,29.69,3.62,108/3
620,3661,世芯-KY,0.78,107.0,53.25,3.66,108/3
621,3665,貿聯-KY,4.29,107.0,11.51,2.21,108/3
622,3669,圓展,1.62,107.0,50.41,0.95,108/3
623,3673,TPK-KY,0.0,107.0,34.23,0.46,108/3
624,3679,新至陞,5.71,107.0,9.69,0.83,108/4
625,3682,亞太電,0.0,107.0,,0.99,108/3
626,3686,達能,0.0,107.0,,0.5,108/4
627,3694,海華,0.0,107.0,,1.33,108/3
628,3698,隆達,1.47,107.0,,0.65,108/4
629,3701,大眾控,0.0,107.0,18.07,1.26,108/3
630,3702,大聯大,7.22,107.0,11.13,1.08,108/3
631,3703,欣陸,7.93,107.0,21.42,0.4,108/3
632,3704,合勤控,0.0,107.0,54.6,0.82,108/4
633,3705,永信,5.11,107.0,16.88,1.9,108/3
634,3706,神達,9.98,107.0,11.3,0.81,108/4
635,3708,上緯投控,7.35,107.0,7.58,1.23,108/4
636,3711,日月光投控,3.99,107.0,15.83,1.33,108/4
637,3712,永崴投控,18.38,107.0,,0.51,108/3
638,4104,佳醫,5.79,107.0,12.98,0.97,108/3
639,4106,雃博,2.76,107.0,22.86,1.19,108/3
640,4108,懷特,0.0,107.0,,1.98,108/4
641,4119,旭富,3.65,107.0,15.44,2.7,108/3
642,4133,亞諾法,1.76,107.0,125.93,1.73,108/3
643,4137,麗豐-KY,7.14,107.0,9.72,3.28,108/3
644,4141,龍燈-KY,0.0,107.0,,0.46,108/3
645,4142,國光生,0.0,107.0,,3.05,108/3
646,4144,康聯-KY,2.04,107.0,24.3,0.83,108/3
647,4148,全宇生技-KY,8.66,107.0,28.27,0.86,108/3
648,4155,訊映,7.73,107.0,16.17,1.84,108/3
649,4164,承業醫,5.1,107.0,12.27,0.97,108/3
650,4190,佐登-KY,5.59,107.0,10.83,2.62,108/3
651,4306,炎洲,4.8,107.0,23.72,0.61,108/3
652,4414,如興,0.0,107.0,,0.65,108/3
653,4426,利勤,3.64,107.0,13.36,1.6,108/3
654,4438,廣越,4.62,107.0,13.36,1.93,108/4
655,4439,冠星-KY,0.0,107.0,16.49,2.47,108/3
656,4526,東台,2.12,107.0,16.45,0.67,108/3
657,4532,瑞智,6.3,107.0,12.13,1.2,108/3
658,4536,拓凱,4.8,107.0,10.78,1.99,108/3
659,4540,全球傳動,7.61,107.0,66.62,1.45,108/3
660,4545,銘鈺,1.25,107.0,103.89,1.27,108/3
661,4551,智伸科,2.4,107.0,17.13,3.5,108/3
662,4552,力達-KY,13.4,107.0,7.5,0.58,108/3
663,4555,氣立,4.18,107.0,72.58,1.29,108/4
664,4557,永新-KY,7.52,107.0,13.41,1.75,108/4
665,4560,強信-KY,7.89,107.0,11.08,1.84,108/3
666,4562,穎漢,7.5,107.0,42.55,1.16,108/3
667,4564,元翎,8.22,107.0,11.18,1.23,108/4
668,4566,時碩工業,4.94,107.0,11.96,1.24,108/3
669,4571,鈞興-KY,1.96,107.0,12.39,1.63,108/3
670,4572,駐龍,4.64,107.0,11.82,1.58,108/3
671,4576,大銀微系統,1.14,107.0,56.37,2.49,108/3
672,4581,光隆精密-KY,3.86,107.0,7.89,1.58,108/3
673,4720,德淵,1.18,107.0,21.9,1.04,108/3
674,4722,國精化,6.95,107.0,10.08,1.03,108/4
675,4725,信昌化,0.0,107.0,,0.96,108/3
676,4737,華廣,2.6,107.0,39.49,2.28,108/3
677,4739,康普,6.55,107.0,33.46,1.34,108/3
678,4746,台耀,0.95,107.0,27.58,1.17,108/3
679,4755,三福化,6.0,107.0,12.57,1.29,108/4
680,4763,材料-KY,3.48,107.0,19.83,4.97,108/3
681,4764,雙鍵,9.12,107.0,16.21,2.13,108/3
682,4766,南寶,3.58,107.0,16.22,1.72,108/3
683,4807,日成-KY,14.13,107.0,,1.26,108/3
684,4904,遠傳,5.81,107.0,25.49,3.11,108/3
685,4906,正文,0.0,107.0,38.75,0.92,108/4
686,4912,聯德控股-KY,6.2,107.0,10.63,1.84,108/3
687,4915,致伸,5.59,107.0,9.02,1.57,108/4
688,4916,事欣科,8.61,107.0,7.23,1.46,108/4
689,4919,新唐,6.54,107.0,19.69,1.49,108/4
690,4927,泰鼎-KY,4.92,107.0,9.12,1.28,108/3
691,4930,燦星網,0.0,107.0,36.0,0.34,108/3
692,4934,太極,0.0,107.0,,2.21,108/3
693,4935,茂林-KY,0.82,107.0,50.1,2.07,108/3
694,4938,和碩,6.16,107.0,10.33,0.97,108/3
695,4942,嘉彰,7.9,107.0,7.13,0.63,108/3
696,4943,康控-KY,4.36,107.0,33.05,3.35,108/3
697,4952,凌通,8.4,107.0,14.51,1.6,108/4
698,4956,光鋐,0.0,107.0,,0.59,108/4
699,4958,臻鼎-KY,4.39,107.0,10.68,1.43,108/3
700,4960,誠美材,0.0,107.0,,0.37,108/3
701,4961,天鈺,4.74,107.0,13.7,1.19,108/3
702,4967,十銓,4.76,107.0,53.16,2.51,108/3
703,4968,立積,1.04,107.0,46.59,6.5,108/4
704,4976,佳凌,0.0,107.0,,1.29,108/3
705,4977,眾達-KY,3.57,107.0,29.35,3.47,108/3
706,4989,榮科,8.89,107.0,24.32,1.28,108/3
707,4994,傳奇,0.0,107.0,22.69,4.47,108/3
708,4999,鑫禾,9.71,107.0,12.97,0.81,108/4
709,5007,三星,6.25,107.0,15.79,2.31,108/3
710,5203,訊連,2.73,107.0,24.39,2.22,108/4
711,5215,科嘉-KY,4.89,107.0,12.11,1.48,108/3
712,5225,東科-KY,5.26,107.0,3.32,0.78,108/3
713,5234,達興材料,6.31,107.0,12.51,2.92,108/4
714,5243,乙盛-KY,5.18,107.0,9.25,0.83,108/3
715,5258,虹堡,0.0,107.0,,1.74,108/3
716,5264,鎧勝-KY,2.86,107.0,,0.48,108/4
717,5269,祥碩,1.55,107.0,48.26,18.05,108/4
718,5283,禾聯碩,9.4,107.0,9.34,1.83,108/3
719,5284,jpp-KY,6.05,107.0,15.28,1.0,108/3
720,5285,界霖,7.37,107.0,15.55,1.7,108/3
721,5288,豐祥-KY,4.48,107.0,11.74,2.39,108/4
722,5305,敦南,5.47,107.0,20.13,1.67,108/3
723,5388,中磊,3.74,107.0,16.98,2.27,108/3
724,5434,崇越,5.49,107.0,10.21,1.96,108/3
725,5469,瀚宇博,3.39,107.0,6.18,0.69,108/4
726,5471,松翰,5.83,107.0,18.89,2.03,108/3
727,5484,慧友,0.0,107.0,,0.86,108/3
728,5515,建國,5.45,107.0,12.56,0.57,108/3
729,5519,隆大,7.51,107.0,3.84,0.64,108/3
730,5521,工信,0.0,107.0,,0.7,108/3
731,5522,遠雄,8.26,107.0,12.31,0.72,108/3
732,5525,順天,15.08,107.0,7.45,1.07,108/3
733,5531,鄉林,1.17,107.0,,0.79,108/3
734,5533,皇鼎,4.56,107.0,34.89,0.6,108/3
735,5534,長虹,9.22,107.0,8.04,1.33,108/3
736,5538,東明-KY,6.67,107.0,13.51,1.34,108/3
737,5607,遠雄港,1.99,107.0,6.86,0.81,108/3
738,5608,四維航,0.0,107.0,,0.36,108/3
739,5706,鳳凰,6.55,107.0,9.61,1.8,108/3
740,5871,中租-KY,4.43,107.0,9.1,2.03,108/3
741,5876,上海商銀,4.51,107.0,12.73,1.31,108/3
742,5880,合庫金,5.36,107.0,15.56,1.17,108/3
743,5906,台南-KY,0.0,107.0,15.74,1.51,108/3
744,5907,大洋-KY,8.71,107.0,8.05,0.43,108/3
745,6005,群益證,4.4,107.0,13.58,0.61,108/3
746,6024,群益期,8.81,107.0,12.7,1.39,108/3
747,6108,競國,11.68,107.0,7.87,0.9,108/3
748,6112,聚碩,5.76,107.0,17.26,1.52,108/4
749,6115,鎰勝,7.15,107.0,12.99,1.66,108/3
750,6116,彩晶,4.95,107.0,,0.46,108/3
751,6117,迎廣,0.0,107.0,,0.99,108/3
752,6120,達運,2.93,107.0,,0.7,108/4
753,6128,上福,7.41,107.0,9.38,1.0,108/3
754,6131,鈞泰,0.0,107.0,,2.36,108/3
755,6133,金橋,3.49,107.0,23.9,0.57,108/3
756,6136,富爾特,8.02,107.0,27.1,0.84,108/3
757,6139,亞翔,5.91,107.0,9.58,0.74,108/3
758,6141,柏承,0.65,107.0,90.88,1.17,108/3
759,6142,友勁,0.0,107.0,,0.65,108/3
760,6152,百一,0.0,107.0,,0.68,108/3
761,6153,嘉聯益,2.13,107.0,17.2,1.04,108/3
762,6155,鈞寶,4.69,107.0,22.9,1.28,108/4
763,6164,華興,3.26,107.0,,0.53,108/3
764,6165,捷泰,0.0,107.0,,2.32,108/3
765,6166,凌華,2.42,107.0,26.77,2.55,108/3
766,6168,宏齊,8.85,107.0,18.83,0.88,108/3
767,6172,互億,0.0,107.0,47.93,1.85,108/3
768,6176,瑞儀,7.96,107.0,5.94,1.51,108/3
769,6177,達麗,3.81,107.0,6.91,1.5,108/3
770,6183,關貿,4.2,107.0,20.15,2.7,108/4
771,6184,大豐電,6.38,107.0,12.02,1.42,108/3
772,6189,豐藝,8.17,107.0,10.84,1.59,108/3
773,6191,精成科,2.31,107.0,6.5,0.46,108/4
774,6192,巨路,5.24,107.0,8.09,1.41,108/3
775,6196,帆宣,4.86,107.0,18.93,2.04,108/3
776,6197,佳必琪,7.71,107.0,9.79,1.05,108/3
777,6201,亞弘電,7.95,107.0,12.62,1.25,108/4
778,6202,盛群,7.28,107.0,15.95,3.6,108/4
779,6205,詮欣,6.94,107.0,12.41,0.91,108/3
780,6206,飛捷,7.43,107.0,13.46,2.27,108/3
781,6209,今國光,0.0,107.0,,1.02,108/3
782,6213,聯茂,2.86,107.0,17.34,4.77,108/3
783,6214,精誠,6.62,107.0,17.08,1.44,108/3
784,6215,和椿,3.94,107.0,21.17,0.9,108/3
785,6216,居易,7.43,107.0,13.74,1.53,108/3
786,6224,聚鼎,6.63,107.0,14.37,2.2,108/3
787,6225,天瀚,0.0,107.0,,20.8,108/3
788,6226,光鼎,1.97,107.0,304.0,0.61,108/3
789,6230,超眾,2.41,107.0,21.41,4.25,108/3
790,6235,華孚,5.03,107.0,,0.97,108/4
791,6239,力成,5.26,107.0,13.84,1.72,108/3
792,6243,迅杰,0.0,107.0,,1.05,108/3
793,6251,定穎,0.0,107.0,31.41,1.03,108/3
794,6257,矽格,6.14,107.0,10.89,1.25,108/4
795,6269,台郡,4.83,107.0,10.85,1.56,108/4
796,6271,同欣電,4.96,107.0,25.31,2.01,108/3
797,6277,宏正,9.79,107.0,13.5,2.3,108/4
798,6278,台表科,1.6,107.0,12.91,1.88,108/3
799,6281,全國電,6.06,107.0,14.86,2.68,108/4
800,6282,康舒,5.03,107.0,6.72,1.11,108/3
801,6283,淳安,0.0,107.0,83.64,1.36,108/3
802,6285,啟碁,5.76,107.0,16.26,1.47,108/4
803,6288,聯嘉,2.73,107.0,18.15,1.5,108/3
804,6289,華上,0.0,107.0,,9.35,108/3
805,6405,悅城,3.89,107.0,642.5,0.46,108/3
806,6409,旭隼,3.21,107.0,26.19,11.44,108/4
807,6412,群電,3.75,107.0,11.84,2.46,108/4
808,6414,樺漢,3.55,107.0,15.98,2.01,108/3
809,6415,矽力-KY,0.62,107.0,46.88,6.65,108/3
810,6416,瑞祺電通,3.1,107.0,24.35,3.14,108/3
811,6431,光麗-KY,0.0,107.0,,2.67,108/3
812,6442,光聖,5.46,107.0,27.73,1.24,108/3
813,6443,元晶,0.0,107.0,,0.66,108/3
814,6449,鈺邦,3.54,107.0,27.45,1.23,108/3
815,6451,訊芯-KY,2.33,107.0,15.93,1.87,108/3
816,6452,康友-KY,3.19,107.0,13.3,1.98,108/3
817,6456,GIS-KY,5.01,107.0,7.04,1.09,108/3
818,6464,台數科,4.94,107.0,21.29,2.22,108/3
819,6477,安集,4.21,107.0,8.6,0.95,108/4
820,6491,晶碩,1.26,107.0,17.6,2.06,108/4
821,6504,南六,3.51,107.0,20.24,3.45,108/3
822,6505,台塑化,6.23,107.0,19.97,2.22,108/4
823,6525,捷敏-KY,9.69,107.0,9.9,1.9,108/3
824,6531,愛普,0.48,107.0,,3.69,108/3
825,6533,晶心科,0.76,107.0,242.89,3.35,108/4
826,6541,泰福-KY,0.0,107.0,,3.53,108/3
827,6552,易華電,3.36,107.0,10.4,2.75,108/3
828,6558,興能高,2.66,107.0,19.69,2.87,108/3
829,6573,虹揚-KY,2.51,107.0,,1.02,108/3
830,6579,研揚,6.17,107.0,17.88,1.27,108/4
831,6581,鋼聯,7.61,107.0,18.27,2.12,108/4
832,6582,申豐,4.54,107.0,16.48,2.43,108/3
833,6591,動力-KY,3.82,107.0,13.87,1.06,108/3
834,6592,和潤企業,4.85,107.0,12.47,2.36,108/3
835,6605,帝寶,4.67,107.0,9.98,0.64,108/3
836,6625,必應,5.39,107.0,,2.46,108/3
837,6641,基士德-KY,6.42,107.0,9.34,1.7,108/3
838,6655,科定,5.88,107.0,15.53,1.08,108/3
839,6666,羅麗芬-KY,6.84,107.0,11.14,3.0,108/4
840,6668,中揚光,1.45,107.0,53.91,2.6,108/3
841,6669,緯穎,2.47,107.0,20.53,6.13,108/3
842,6670,復盛應用,6.71,107.0,10.66,3.8,108/3
843,6671,三能-KY,9.09,107.0,12.45,1.3,108/3
844,6672,騰輝電子-KY,4.39,107.0,12.63,2.37,108/3
845,6674,鋐寶科技,7.91,107.0,33.46,0.89,108/3
846,6698,旭暉應材,1.73,107.0,19.11,3.87,108/3
847,6706,惠特,4.86,107.0,12.69,2.65,108/3
848,6715,嘉基,0.61,107.0,18.5,4.28,108/3
849,8011,台通,0.0,107.0,,0.64,108/3
850,8016,矽創,3.6,107.0,14.74,3.29,108/3
851,8021,尖點,6.5,107.0,13.77,0.61,108/4
852,8028,昇陽半導體,3.04,107.0,21.0,2.86,108/4
853,8033,雷虎,0.0,107.0,,1.58,108/3
854,8039,台虹,5.33,107.0,15.53,1.35,108/4
855,8046,南電,1.43,107.0,108.89,1.09,108/3
856,8070,長華*,7.92,107.0,8.4,1.71,108/3
857,8072,陞泰,2.5,107.0,,0.72,108/3
858,8081,致新,4.67,107.0,13.44,2.29,108/3
859,8101,華冠,0.0,107.0,,0.93,108/3
860,8103,瀚荃,4.56,107.0,9.0,0.71,108/3
861,8104,錸寶,8.61,107.0,17.69,1.26,108/3
862,8105,凌巨,0.0,107.0,10.36,0.48,108/3
863,8110,華東,3.38,107.0,36.96,0.42,108/3
864,8112,至上,9.49,107.0,9.27,1.54,108/4
865,8114,振樺電,7.31,107.0,14.13,2.21,108/3
866,8131,福懋科,6.89,107.0,13.49,1.45,108/3
867,8150,南茂,4.27,107.0,7.92,1.04,108/4
868,8163,達方,11.08,107.0,8.75,1.03,108/3
869,8201,無敵,0.0,107.0,,0.77,108/3
870,8210,勤誠,4.96,107.0,10.85,2.96,108/3
871,8213,志超,7.19,107.0,6.46,0.73,108/3
872,8215,明基材,3.95,107.0,19.0,1.18,108/4
873,8222,寶一,3.06,107.0,25.15,1.22,108/4
874,8249,菱光,7.18,107.0,9.19,0.69,108/3
875,8261,富鼎,4.52,107.0,21.46,1.28,108/3
876,8271,宇瞻,6.02,107.0,11.13,1.49,108/4
877,8341,日友,2.82,107.0,25.9,8.45,108/4
878,8367,建新國際,4.29,107.0,12.01,0.97,108/3
879,8374,羅昇,2.84,107.0,,1.04,108/3
880,8404,百和興業-KY,2.78,107.0,25.53,2.35,108/3
881,8411,福貞-KY,0.0,107.0,,0.39,108/3
882,8422,可寧衛,6.87,107.0,14.02,3.0,108/3
883,8427,基勝-KY,0.0,107.0,27.04,1.16,108/3
884,8429,金麗-KY,3.63,107.0,7.51,0.22,108/3
885,8442,威宏-KY,3.0,107.0,10.95,1.86,108/3
886,8443,阿瘦,4.39,107.0,,0.44,108/3
887,8454,富邦媒,2.61,107.0,34.67,7.85,108/4
888,8462,柏文,3.95,107.0,21.26,5.74,108/3
889,8463,潤泰材,1.88,107.0,53.29,2.43,108/3
890,8464,億豐,4.56,107.0,14.9,5.03,108/3
891,8466,美吉吉-KY,4.58,107.0,9.49,1.69,108/3
892,8467,波力-KY,5.31,107.0,16.02,1.7,108/3
893,8473,山林水,6.15,107.0,18.65,1.0,108/3
894,8478,東哥遊艇,5.58,107.0,12.71,1.31,108/3
895,8480,泰昇-KY,4.03,107.0,14.96,2.98,108/4
896,8481,政伸,5.36,107.0,16.0,3.06,108/3
897,8482,商億-KY,5.93,107.0,15.36,4.88,108/3
898,8488,吉源-KY,3.57,107.0,21.21,0.38,108/3
899,8497,格威傳媒,5.14,107.0,13.9,3.8,108/3
900,8499,鼎炫-KY,6.33,107.0,8.33,2.29,108/3
901,8926,台汽電,4.69,107.0,24.81,1.6,108/3
902,8940,新天地,0.0,107.0,,0.9,108/4
903,8996,高力,3.6,107.0,27.89,2.75,108/3
904,9802,鈺齊-KY,3.72,107.0,13.33,2.07,108/4
905,9902,台火,3.53,107.0,20.26,0.67,108/3
906,9904,寶成,4.99,107.0,6.52,0.75,108/3
907,9905,大華,4.52,107.0,14.54,0.99,108/3
908,9906,欣巴巴,0.0,107.0,,1.76,108/3
909,9907,統一實,4.77,107.0,20.52,0.87,108/3
910,9908,大台北,3.62,107.0,19.33,1.41,108/3
911,9910,豐泰,5.12,107.0,17.16,6.7,108/3
912,9911,櫻花,6.02,107.0,11.87,2.22,108/3
913,9912,偉聯,0.0,107.0,,0.73,108/3
914,9914,美利達,2.38,107.0,18.31,3.24,108/3
915,9917,中保科,4.6,107.0,17.94,3.76,108/3
916,9918,欣天然,3.59,107.0,22.54,1.95,108/3
917,9919,康那香,1.05,107.0,316.67,1.61,108/4
918,9921,巨大,2.92,107.0,16.63,2.77,108/3
919,9924,福興,6.0,107.0,9.13,1.38,108/4
920,9925,新保,5.56,107.0,17.91,1.44,108/3
921,9926,新海,3.68,107.0,19.43,2.44,108/3
922,9927,泰銘,4.62,107.0,13.21,1.2,108/3
923,9928,中視,0.0,107.0,,1.4,108/3
924,9929,秋雨,0.0,107.0,,2.02,108/3
925,9930,中聯資源,4.46,107.0,12.51,2.22,108/3
926,9931,欣高,3.81,107.0,18.24,1.78,108/3
927,9933,中鼎,6.87,107.0,21.27,1.54,108/4
928,9934,成霖,9.42,107.0,14.68,0.88,108/4
929,9935,慶豐富,1.12,107.0,18.12,2.5,108/3
930,9937,全國,4.87,107.0,17.27,2.65,108/3
931,9938,百和,4.06,107.0,12.4,2.1,108/3
932,9939,宏全,4.27,107.0,12.99,1.21,108/3
933,9940,信義,4.8,107.0,15.85,1.84,108/4
934,9941,裕融,6.77,107.0,12.92,2.27,108/3
935,9942,茂順,6.56,107.0,12.55,1.83,108/3
936,9943,好樂迪,8.78,107.0,10.49,2.25,108/3
937,9944,新麗,0.0,107.0,,0.65,108/3
938,9945,潤泰新,5.08,107.0,3.63,0.48,108/3
939,9946,三發地產,6.27,107.0,3.24,0.75,108/3
940,9955,佳龍,0.0,107.0,102.81,0.98,108/3
941,9958,世紀鋼,0.37,107.0,28.03,3.93,108/3
