id,證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
39,1307,三芳            ,"1,000","100,000","-99,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-99,000"
40,1308,亞聚            ,"194,000","363,000","-169,000",0.0,0.0,0.0,0,0,0,"-42,000","3,000","45,000","-42,000",0,0,0,"-211,000"
41,1309,台達化          ,"85,000","319,000","-234,000",0.0,0.0,0.0,0,0,0,"-4,000",0,"4,000","-4,000",0,0,0,"-238,000"
42,1310,台苯            ,"58,000","1,381,000","-1,323,000",0.0,0.0,0.0,0,0,0,"-4,000",0,"4,000","-4,000",0,0,0,"-1,327,000"
43,1312,國喬            ,"528,000","1,782,000","-1,254,000",0.0,0.0,0.0,0,0,0,"22,000","2,000","17,000","-15,000","37,000",0,"37,000","-1,232,000"
44,1313,聯成            ,"273,000","623,000","-350,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-350,000"
45,1314,中石化          ,"1,958,000","5,805,000","-3,847,000",0.0,0.0,0.0,"9,000",0,"9,000","-786,000","69,000","722,000","-653,000",0,"133,000","-133,000","-4,624,000"
46,1315,達新            ,"133,000","190,000","-57,000",0.0,0.0,0.0,0,0,0,"-1,000","1,000","2,000","-1,000",0,0,0,"-58,000"
47,1316,上曜            ,"144,000","142,000","2,000",0.0,0.0,0.0,0,0,0,0,"1,000","1,000",0,0,0,0,"2,000"
48,1319,東陽            ,"183,000","730,000","-547,000",0.0,0.0,0.0,0,"87,000","-87,000","-7,000","23,000","30,000","-7,000",0,0,0,"-641,000"
49,1321,大洋            ,"140,000","125,000","15,000",0.0,0.0,0.0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"14,000"
50,1323,永裕            ,"6,000","46,000","-40,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-40,000"
51,1324,地球            ,0,"15,000","-15,000",0.0,0.0,0.0,0,0,0,"3,000","3,000",0,"3,000",0,0,0,"-12,000"
52,1325,恆大            ,"484,000","1,328,000","-844,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-844,000"
53,1326,台化            ,"2,365,939","8,509,891","-6,143,952",0.0,0.0,0.0,"94,000",0,"94,000","1,052,000","36,000","82,000","-46,000","1,179,000","81,000","1,098,000","-4,997,952"
54,1337,再生-KY         ,"18,000","87,000","-69,000",0.0,0.0,0.0,0,0,0,"-8,000",0,"8,000","-8,000",0,0,0,"-77,000"
55,1338,廣華-KY         ,"72,000","58,000","14,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"14,000"
56,1339,昭輝            ,"82,000","146,000","-64,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-64,000"
57,1340,勝悅-KY         ,"19,000","47,000","-28,000",0.0,0.0,0.0,0,0,0,"-3,000",0,"3,000","-3,000",0,0,0,"-31,000"
58,1341,富林-KY         ,0,"1,000","-1,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-1,000"
59,1402,遠東新          ,"2,790,857","7,744,309","-4,953,452",0.0,0.0,0.0,"42,000",0,"42,000","-126,000","33,000","97,000","-64,000","48,000","110,000","-62,000","-5,037,452"
60,1409,新纖            ,"406,000","758,000","-352,000",0.0,0.0,0.0,0,0,0,"-21,000",0,"21,000","-21,000",0,0,0,"-373,000"
61,1410,南染            ,"20,000","1,000","19,000",0.0,0.0,0.0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"20,000"
62,1413,宏洲            ,"7,000","7,000",0,0.0,0.0,0.0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"-1,000"
63,1414,東和            ,"6,000","12,000","-6,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-6,000"
64,1416,廣豐            ,"10,000","9,000","1,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"1,000"
65,1417,嘉裕            ,"1,000","69,000","-68,000",0.0,0.0,0.0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"-69,000"
66,1419,新紡            ,"7,000",0,"7,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"7,000"
67,1423,利華            ,"23,000","1,000","22,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"22,000"
68,1432,大魯閣          ,"33,000","3,000","30,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"30,000"
69,1434,福懋            ,"1,172,504","1,686,316","-513,812",0.0,0.0,0.0,"8,000",0,"8,000","5,000","24,000","19,000","5,000",0,0,0,"-500,812"
70,1435,中福            ,"12,000","75,000","-63,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-63,000"
71,1436,華友聯          ,"14,000","30,000","-16,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-16,000"
72,1437,勤益控          ,"5,000","59,000","-54,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-54,000"
73,1438,三地開發        ,0,"9,000","-9,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-9,000"
74,1439,中和            ,"54,000","170,000","-116,000",0.0,0.0,0.0,0,0,0,"-2,000",0,"2,000","-2,000",0,0,0,"-118,000"
75,1440,南紡            ,"86,000","292,000","-206,000",0.0,0.0,0.0,0,0,0,"-8,000",0,"8,000","-8,000",0,0,0,"-214,000"
76,1441,大東            ,"13,000","33,000","-20,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-20,000"
77,1442,名軒            ,"105,000","125,000","-20,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-20,000"
78,1444,力麗            ,"300,000","468,000","-168,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-168,000"
79,1445,大宇            ,"8,000","21,000","-13,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-13,000"
80,1446,宏和            ,"35,000","63,000","-28,000",0.0,0.0,0.0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"-29,000"
81,1447,力鵬            ,"22,000","219,000","-197,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-197,000"
82,1449,佳和            ,"89,000","110,000","-21,000",0.0,0.0,0.0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"-20,000"
83,1451,年興            ,"10,000","22,000","-12,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-12,000"
84,1452,宏益            ,"5,000","66,000","-61,000",0.0,0.0,0.0,0,0,0,"-4,000",0,"4,000","-4,000",0,0,0,"-65,000"
85,1453,大將            ,"1,000","6,000","-5,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-5,000"
86,1454,台富            ,"3,000","11,000","-8,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-8,000"
87,1455,集盛            ,"224,000","192,000","32,000",0.0,0.0,0.0,0,0,0,"-38,000",0,"38,000","-38,000",0,0,0,"-6,000"
88,1457,宜進            ,"60,000","88,000","-28,000",0.0,0.0,0.0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"-29,000"
89,1459,聯發            ,0,"21,000","-21,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-21,000"
90,1460,宏遠            ,"138,000","158,000","-20,000",0.0,0.0,0.0,0,0,0,"-4,000","1,000","5,000","-4,000",0,0,0,"-24,000"
91,1463,強盛            ,"3,000","16,000","-13,000",0.0,0.0,0.0,0,0,0,"-3,000",0,"3,000","-3,000",0,0,0,"-16,000"
92,1464,得力            ,"108,000","335,000","-227,000",0.0,0.0,0.0,0,0,0,"-55,000",0,"29,000","-29,000",0,"26,000","-26,000","-282,000"
93,1465,偉全            ,0,"1,000","-1,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-1,000"
94,1466,聚隆            ,"2,000","14,000","-12,000",0.0,0.0,0.0,0,0,0,"-4,000",0,"4,000","-4,000",0,0,0,"-16,000"
95,1467,南緯            ,0,"14,000","-14,000",0.0,0.0,0.0,0,0,0,"-8,000",0,"8,000","-8,000",0,0,0,"-22,000"
96,1468,昶和            ,0,"2,000","-2,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-2,000"
97,1470,大統新創        ,0,"8,000","-8,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-8,000"
98,1472,三洋紡          ,"3,000","3,000",0,0.0,0.0,0.0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"-1,000"
99,1473,台南            ,"134,000","76,000","58,000",0.0,0.0,0.0,0,0,0,"-2,000","2,000","4,000","-2,000",0,0,0,"56,000"
100,1474,弘裕            ,"34,000","17,000","17,000",0.0,0.0,0.0,0,0,0,0,"2,000","2,000",0,0,0,0,"17,000"
101,1476,儒鴻            ,"796,369","994,023","-197,654",0.0,0.0,0.0,"1,000","178,000","-177,000","-91,000","23,000","102,000","-79,000",0,"12,000","-12,000","-465,654"
102,1477,聚陽            ,"1,155,950","1,067,000","88,950",0.0,0.0,0.0,0,"57,000","-57,000","21,000","79,000","52,000","27,000",0,"6,000","-6,000","52,950"
103,1503,士電            ,"12,000","80,000","-68,000",0.0,0.0,0.0,0,0,0,"-18,000",0,"18,000","-18,000",0,0,0,"-86,000"
104,1504,東元            ,"2,031,000","11,845,000","-9,814,000",0.0,0.0,0.0,"11,000",0,"11,000",0,"6,000","6,000",0,0,0,0,"-9,803,000"
105,1506,正道            ,0,"2,000","-2,000",0.0,0.0,0.0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"-3,000"
106,1507,永大            ,"53,000","151,000","-98,000",0.0,0.0,0.0,0,0,0,"-42,000",0,"42,000","-42,000",0,0,0,"-140,000"
107,1513,中興電          ,"1,458,000","688,000","770,000",0.0,0.0,0.0,0,0,0,"-39,000","35,000","74,000","-39,000",0,0,0,"731,000"
108,1514,亞力            ,"462,000","417,000","45,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"45,000"
109,1515,力山            ,"369,000","472,000","-103,000",0.0,0.0,0.0,0,0,0,"-11,000","1,000","8,000","-7,000","2,000","6,000","-4,000","-114,000"
110,1516,川飛            ,"2,000","3,000","-1,000",0.0,0.0,0.0,0,0,0,0,"1,000","1,000",0,0,0,0,"-1,000"
111,1517,利奇            ,0,"21,000","-21,000",0.0,0.0,0.0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"-20,000"
112,1519,華城            ,"331,000","645,000","-314,000",0.0,0.0,0.0,0,0,0,"-30,000",0,"30,000","-30,000",0,0,0,"-344,000"
113,1521,大億            ,0,"12,000","-12,000",0.0,0.0,0.0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"-13,000"
114,1522,堤維西          ,"152,000","257,000","-105,000",0.0,0.0,0.0,0,0,0,"-3,000",0,"3,000","-3,000",0,0,0,"-108,000"
115,1524,耿鼎            ,"11,000","25,000","-14,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-14,000"
116,1525,江申            ,"4,000","6,000","-2,000",0.0,0.0,0.0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"-3,000"
117,1526,日馳            ,"137,000","104,000","33,000",0.0,0.0,0.0,0,0,0,"10,000","10,000",0,"10,000",0,0,0,"43,000"
118,1527,鑽全            ,"79,000","430,000","-351,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-351,000"
119,1528,恩德            ,"8,000","40,000","-32,000",0.0,0.0,0.0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"-31,000"
120,1529,樂士            ,"2,000","9,000","-7,000",0.0,0.0,0.0,0,0,0,"15,000","15,000",0,"15,000",0,0,0,"8,000"
121,1531,高林股          ,"10,000","81,000","-71,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-71,000"
122,1532,勤美            ,"32,000","135,000","-103,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-103,000"
123,1533,車王電          ,"11,000","26,000","-15,000",0.0,0.0,0.0,0,0,0,"-3,000",0,"3,000","-3,000",0,0,0,"-18,000"
124,1535,中宇            ,"1,000","17,000","-16,000",0.0,0.0,0.0,0,0,0,"-4,000",0,"4,000","-4,000",0,0,0,"-20,000"
125,1536,和大            ,"889,000","1,048,000","-159,000",0.0,0.0,0.0,0,"443,000","-443,000","-114,000",0,"16,000","-16,000","1,000","99,000","-98,000","-716,000"
126,1537,廣隆            ,"20,000","77,000","-57,000",0.0,0.0,0.0,"15,000",0,"15,000","-10,000",0,"10,000","-10,000",0,0,0,"-52,000"
127,1539,巨庭            ,"7,000","10,000","-3,000",0.0,0.0,0.0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"-4,000"
128,1540,喬福            ,"3,000","32,000","-29,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-29,000"
129,1541,錩泰            ,"6,000","10,000","-4,000",0.0,0.0,0.0,0,0,0,"-21,000","3,000","24,000","-21,000",0,0,0,"-25,000"
130,1558,伸興            ,"3,000","99,000","-96,000",0.0,0.0,0.0,0,0,0,"-13,000",0,"13,000","-13,000",0,0,0,"-109,000"
131,1560,中砂            ,"155,000","414,000","-259,000",0.0,0.0,0.0,0,"85,000","-85,000","4,000","5,000","1,000","4,000",0,0,0,"-340,000"
132,1568,倉佑            ,"19,000","31,000","-12,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-12,000"
133,1582,信錦            ,"173,000","205,000","-32,000",0.0,0.0,0.0,0,0,0,"-8,000","6,000","14,000","-8,000",0,0,0,"-40,000"
134,1587,吉茂            ,"1,000","1,000",0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
135,1589,永冠-KY         ,"85,000","612,000","-527,000",0.0,0.0,0.0,0,0,0,"-159,000","10,000","169,000","-159,000",0,0,0,"-686,000"
136,1590,亞德客-KY       ,"331,367","693,000","-361,633",0.0,0.0,0.0,"21,000",0,"21,000","-6,000",0,"4,000","-4,000","13,000","15,000","-2,000","-346,633"
137,1592,英瑞-KY         ,"13,000","64,000","-51,000",0.0,0.0,0.0,0,0,0,0,"2,000","2,000",0,0,0,0,"-51,000"
138,1598,岱宇            ,"6,118","78,000","-71,882",0.0,0.0,0.0,0,0,0,"-146,000","2,000","148,000","-146,000",0,0,0,"-217,882"
139,1603,華電            ,"29,000","35,000","-6,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-6,000"
140,1604,聲寶            ,"22,000","285,000","-263,000",0.0,0.0,0.0,0,0,0,"3,000","30,000","27,000","3,000",0,0,0,"-260,000"
141,1605,華新            ,"5,225,000","12,137,000","-6,912,000",0.0,0.0,0.0,"9,000",0,"9,000","11,165,000","36,000","516,000","-480,000","11,830,000","185,000","11,645,000","4,262,000"
142,1608,華榮            ,"47,000","111,000","-64,000",0.0,0.0,0.0,0,0,0,"-10,000",0,"10,000","-10,000",0,0,0,"-74,000"
143,1609,大亞            ,"288,000","784,000","-496,000",0.0,0.0,0.0,"2,000",0,"2,000","-18,000","49,000","67,000","-18,000",0,0,0,"-512,000"
144,1611,中電            ,"131,000","318,000","-187,000",0.0,0.0,0.0,0,0,0,0,"1,000","1,000",0,0,0,0,"-187,000"
145,1612,宏泰            ,"5,000","129,000","-124,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-124,000"
146,1614,三洋電          ,"6,000","46,000","-40,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-40,000"
147,1615,大山            ,"11,000","30,000","-19,000",0.0,0.0,0.0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"-20,000"
148,1617,榮星            ,"1,000",0,"1,000",0.0,0.0,0.0,0,0,0,"3,000","3,000",0,"3,000",0,0,0,"4,000"
149,1618,合機            ,"8,000","7,000","1,000",0.0,0.0,0.0,0,0,0,"4,000","4,000",0,"4,000",0,0,0,"5,000"
150,1626,艾美特-KY       ,"32,000","93,000","-61,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-61,000"
151,1701,中化            ,"666,000","360,000","306,000",0.0,0.0,0.0,0,0,0,"-156,000",0,"156,000","-156,000",0,0,0,"150,000"
152,1702,南僑            ,"55,000","233,000","-178,000",0.0,0.0,0.0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"-177,000"
153,1707,葡萄王          ,"1,074,645","268,000","806,645",0.0,0.0,0.0,"45,000",0,"45,000","-58,000",0,"46,000","-46,000","8,000","20,000","-12,000","793,645"
154,1708,東鹼            ,"5,000","95,000","-90,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-90,000"
155,1709,和益            ,"129,000","321,000","-192,000",0.0,0.0,0.0,0,0,0,"-1,000","1,000","2,000","-1,000",0,0,0,"-193,000"
156,1710,東聯            ,"289,265","418,000","-128,735",0.0,0.0,0.0,"2,000",0,"2,000","-2,000",0,"2,000","-2,000",0,0,0,"-128,735"
157,1711,永光            ,"246,000","250,000","-4,000",0.0,0.0,0.0,0,0,0,0,"8,000","8,000",0,0,0,0,"-4,000"
158,1712,興農            ,"349,000","648,000","-299,000",0.0,0.0,0.0,0,0,0,"25,000","40,000","15,000","25,000",0,0,0,"-274,000"
159,1713,國化            ,"3,000","18,000","-15,000",0.0,0.0,0.0,0,0,0,0,"1,000","1,000",0,0,0,0,"-15,000"
160,1714,和桐            ,"2,586,000","812,000","1,774,000",0.0,0.0,0.0,0,0,0,"-65,000","28,000","93,000","-65,000",0,0,0,"1,709,000"
161,1717,長興            ,"209,000","240,000","-31,000",0.0,0.0,0.0,"3,000",0,"3,000","-1,000",0,"1,000","-1,000",0,0,0,"-29,000"
162,1718,中纖            ,"396,000","1,015,000","-619,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-619,000"
163,1720,生達            ,"80,000","126,000","-46,000",0.0,0.0,0.0,0,0,0,"-4,000",0,"4,000","-4,000",0,0,0,"-50,000"
164,1721,三晃            ,"64,000","25,000","39,000",0.0,0.0,0.0,0,0,0,0,"1,000","1,000",0,0,0,0,"39,000"
165,1722,台肥            ,"263,000","741,000","-478,000",0.0,0.0,0.0,"2,000",0,"2,000","-65,000",0,"15,000","-15,000","1,000","51,000","-50,000","-541,000"
166,1723,中碳            ,"145,000","44,000","101,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"101,000"
167,1724,台硝            ,0,"1,000","-1,000",0.0,0.0,0.0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"-2,000"
168,1725,元禎            ,"2,000","12,000","-10,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-10,000"
169,1726,永記            ,"14,000","16,000","-2,000",0.0,0.0,0.0,0,0,0,"-3,000",0,"3,000","-3,000",0,0,0,"-5,000"
170,1727,中華化          ,0,"2,000","-2,000",0.0,0.0,0.0,0,0,0,0,"1,000","1,000",0,0,0,0,"-2,000"
171,1730,花仙子          ,"253,000","92,000","161,000",0.0,0.0,0.0,0,0,0,"6,000","6,000",0,"6,000",0,0,0,"167,000"
172,1731,美吾華          ,"466,000","77,000","389,000",0.0,0.0,0.0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"388,000"
173,1732,毛寶            ,"23,000","6,000","17,000",0.0,0.0,0.0,0,0,0,"207,000",0,0,0,"207,000",0,"207,000","224,000"
174,1733,五鼎            ,"63,000","111,000","-48,000",0.0,0.0,0.0,0,0,0,"-9,000","26,000","35,000","-9,000",0,0,0,"-57,000"
175,1734,杏輝            ,"183,000","161,000","22,000",0.0,0.0,0.0,0,0,0,"-7,000",0,"7,000","-7,000",0,0,0,"15,000"
176,1735,日勝化          ,"1,000","8,000","-7,000",0.0,0.0,0.0,0,0,0,"2,000","2,000",0,"2,000",0,0,0,"-5,000"
177,1736,喬山            ,"1,016,000","455,000","561,000",0.0,0.0,0.0,0,0,0,"-6,000",0,"4,000","-4,000","14,000","16,000","-2,000","555,000"
178,1737,臺鹽            ,"26,000","79,000","-53,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-53,000"
179,1760,寶齡富錦        ,"61,000","150,000","-89,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-89,000"
180,1762,中化生          ,"781,000","995,000","-214,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-214,000"
181,1773,勝一            ,"49,000","116,000","-67,000",0.0,0.0,0.0,0,0,0,0,"1,000","1,000",0,0,0,0,"-67,000"
182,1776,展宇            ,0,"2,000","-2,000",0.0,0.0,0.0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"-3,000"
183,1783,和康生          ,"14,000","21,000","-7,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-7,000"
184,1786,科妍            ,"186,000","83,000","103,000",0.0,0.0,0.0,0,0,0,"16,000","24,000","8,000","16,000",0,0,0,"119,000"
185,1789,神隆            ,"2,581,000","1,412,000","1,169,000",0.0,0.0,0.0,"523,000",0,"523,000","-10,000","7,000","17,000","-10,000",0,0,0,"1,682,000"
186,1795,美時            ,"490,000","266,000","224,000",0.0,0.0,0.0,0,"58,000","-58,000","-1,000",0,"1,000","-1,000",0,0,0,"165,000"
187,1802,台玻            ,"369,000","826,000","-457,000",0.0,0.0,0.0,0,0,0,"-29,000","16,000","45,000","-29,000",0,0,0,"-486,000"
188,1805,寶徠            ,"4,000","6,000","-2,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-2,000"
189,1806,冠軍            ,"6,000","69,000","-63,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-63,000"
190,1808,潤隆            ,"97,000","123,000","-26,000",0.0,0.0,0.0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"-27,000"
191,1809,中釉            ,"159,000","208,000","-49,000",0.0,0.0,0.0,0,0,0,"-19,000","1,000","20,000","-19,000",0,0,0,"-68,000"
192,1810,和成            ,"2,000","195,000","-193,000",0.0,0.0,0.0,0,0,0,"-5,000",0,"5,000","-5,000",0,0,0,"-198,000"
193,1817,凱撒衛          ,"19,000","20,000","-1,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-1,000"
194,1902,台紙            ,"70,000","1,328,000","-1,258,000",0.0,0.0,0.0,0,0,0,"-3,000",0,"3,000","-3,000",0,0,0,"-1,261,000"
195,1903,士紙            ,0,"4,000","-4,000",0.0,0.0,0.0,0,0,0,"2,000","2,000",0,"2,000",0,0,0,"-2,000"
196,1904,正隆            ,"1,934,000","1,640,000","294,000",0.0,0.0,0.0,"2,377,000",0,"2,377,000","-22,000","2,000","24,000","-22,000",0,0,0,"2,649,000"
197,1905,華紙            ,"562,000","922,000","-360,000",0.0,0.0,0.0,0,0,0,"9,000","11,000","2,000","9,000",0,0,0,"-351,000"
198,1906,寶隆            ,"50,000","74,000","-24,000",0.0,0.0,0.0,0,0,0,"-8,000",0,"8,000","-8,000",0,0,0,"-32,000"
199,1907,永豐餘          ,"1,204,000","1,049,000","155,000",0.0,0.0,0.0,0,0,0,"-183,000","26,000","209,000","-183,000",0,0,0,"-28,000"
200,1909,榮成            ,"7,946,348","6,038,000","1,908,348",0.0,0.0,0.0,"300,000","286,000","14,000","-791,000","8,000","797,000","-789,000",0,"2,000","-2,000","1,131,348"
201,2002,中鋼            ,"4,794,786","17,238,401","-12,443,615",0.0,0.0,0.0,"128,000",0,"128,000","-337,000","80,000","115,000","-35,000","158,000","460,000","-302,000","-12,652,615"
202,2006,東和鋼鐵        ,"601,000","422,000","179,000",0.0,0.0,0.0,"3,000",0,"3,000","-31,000","21,000","52,000","-31,000",0,0,0,"151,000"
203,2007,燁興            ,0,"16,000","-16,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-16,000"
204,2008,高興昌          ,"2,000","20,000","-18,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-18,000"
205,2009,第一銅          ,"11,000","42,000","-31,000",0.0,0.0,0.0,0,0,0,"-7,000",0,"7,000","-7,000",0,0,0,"-38,000"
206,2010,春源            ,"23,000","153,000","-130,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-130,000"
207,2012,春雨            ,0,"25,000","-25,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-25,000"
208,2013,中鋼構          ,"98,000","100,000","-2,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-2,000"
209,2014,中鴻            ,"973,000","1,127,000","-154,000",0.0,0.0,0.0,0,0,0,"-1,738,000",0,"1,713,000","-1,713,000",0,"25,000","-25,000","-1,892,000"
210,2015,豐興            ,"197,000","561,000","-364,000",0.0,0.0,0.0,0,0,0,"-3,000","10,000","13,000","-3,000",0,0,0,"-367,000"
211,2017,官田鋼          ,0,"79,000","-79,000",0.0,0.0,0.0,0,0,0,"-1,000","1,000","2,000","-1,000",0,0,0,"-80,000"
212,2020,美亞            ,"31,000","21,000","10,000",0.0,0.0,0.0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"11,000"
213,2022,聚亨            ,"22,000","78,000","-56,000",0.0,0.0,0.0,0,0,0,"-9,000",0,"9,000","-9,000",0,0,0,"-65,000"
214,2023,燁輝            ,"162,000","763,000","-601,000",0.0,0.0,0.0,0,0,0,"-29,000",0,"29,000","-29,000",0,0,0,"-630,000"
215,2024,志聯            ,"3,000","10,000","-7,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-7,000"
216,2027,大成鋼          ,"2,127,000","1,333,000","794,000",0.0,0.0,0.0,0,0,0,"4,119,000","22,000","132,000","-110,000","4,766,000","537,000","4,229,000","4,913,000"
217,2028,威致            ,"11,000","24,000","-13,000",0.0,0.0,0.0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"-12,000"
218,2029,盛餘            ,"2,000","29,000","-27,000",0.0,0.0,0.0,0,0,0,"-5,000",0,"5,000","-5,000",0,0,0,"-32,000"
219,2030,彰源            ,"13,000","71,000","-58,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-58,000"
220,2031,新光鋼          ,"119,000","366,000","-247,000",0.0,0.0,0.0,0,0,0,"-98,000","27,000","125,000","-98,000",0,0,0,"-345,000"
221,2032,新鋼            ,"2,000","11,000","-9,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-9,000"
222,2033,佳大            ,"2,000","10,000","-8,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-8,000"
223,2034,允強            ,"176,000","133,000","43,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"43,000"
224,2038,海光            ,"3,000","9,000","-6,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-6,000"
225,2049,上銀            ,"2,068,834","1,347,168","721,666",0.0,0.0,0.0,"1,000","346,000","-345,000","-251,000","37,000","58,000","-21,000","7,000","237,000","-230,000","125,666"
226,2059,川湖            ,"15,000","106,000","-91,000",0.0,0.0,0.0,0,0,0,"-8,000","1,000","8,000","-7,000",0,"1,000","-1,000","-99,000"
227,2062,橋椿            ,"21,000","23,000","-2,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-2,000"
228,2069,運錩            ,"8,000","5,000","3,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"3,000"
229,2101,南港            ,"698,000","1,169,000","-471,000",0.0,0.0,0.0,0,0,0,"-134,000","6,000","6,000",0,"32,000","166,000","-134,000","-605,000"
