id,證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
230,2102,泰豐            ,"42,000","519,000","-477,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-477,000"
231,2103,台橡            ,"336,000","507,000","-171,000",0.0,0.0,0.0,0,0,0,"-541,000",0,"541,000","-541,000",0,0,0,"-712,000"
232,2104,國際中橡        ,"572,000","1,248,000","-676,000",0.0,0.0,0.0,0,0,0,"-17,000","1,000","1,000",0,0,"17,000","-17,000","-693,000"
233,2105,正新            ,"3,810,998","4,242,082","-431,084",0.0,0.0,0.0,"12,000",0,"12,000","-189,000","65,000","277,000","-212,000","23,000",0,"23,000","-608,084"
234,2106,建大            ,"158,000","491,000","-333,000",0.0,0.0,0.0,0,0,0,"-28,000","2,000","30,000","-28,000",0,0,0,"-361,000"
235,2107,厚生            ,"140,000","196,000","-56,000",0.0,0.0,0.0,0,0,0,"-6,000",0,"6,000","-6,000",0,0,0,"-62,000"
236,2108,南帝            ,"188,000","428,000","-240,000",0.0,0.0,0.0,0,0,0,"2,000","11,000","9,000","2,000",0,0,0,"-238,000"
237,2109,華豐            ,0,"5,000","-5,000",0.0,0.0,0.0,0,0,0,"2,000","2,000",0,"2,000",0,0,0,"-3,000"
238,2114,鑫永銓          ,"2,000","29,000","-27,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-27,000"
239,2115,六暉-KY         ,"10,000","1,000","9,000",0.0,0.0,0.0,0,0,0,"-2,000",0,"2,000","-2,000",0,0,0,"7,000"
240,2201,裕隆            ,"1,403,000","1,462,000","-59,000",0.0,0.0,0.0,0,"200,000","-200,000","-17,000","2,000","1,000","1,000","16,000","34,000","-18,000","-276,000"
241,2204,中華            ,"201,000","302,000","-101,000",0.0,0.0,0.0,"1,000",0,"1,000","-13,000",0,"13,000","-13,000",0,0,0,"-113,000"
242,2206,三陽工業        ,"434,000","355,000","79,000",0.0,0.0,0.0,0,0,0,"-64,000",0,"64,000","-64,000",0,0,0,"15,000"
243,2207,和泰車          ,"474,622","501,330","-26,708",0.0,0.0,0.0,"4,000",0,"4,000","-4,000","4,000","9,000","-5,000","5,000","4,000","1,000","-26,708"
244,2208,台船            ,"96,000","482,000","-386,000",0.0,0.0,0.0,0,0,0,"-4,000",0,"4,000","-4,000",0,0,0,"-390,000"
245,2227,裕日車          ,"6,000","38,050","-32,050",0.0,0.0,0.0,0,0,0,"-9,000",0,"9,000","-9,000",0,0,0,"-41,050"
246,2228,劍麟            ,"181,000","250,000","-69,000",0.0,0.0,0.0,0,0,0,"-31,000",0,"38,000","-38,000","7,000",0,"7,000","-100,000"
247,2231,為升            ,"657,000","436,000","221,000",0.0,0.0,0.0,0,"12,000","-12,000","-26,000","3,000","31,000","-28,000","12,000","10,000","2,000","183,000"
248,2233,宇隆            ,"97,000","154,000","-57,000",0.0,0.0,0.0,0,0,0,"-6,000","5,000","11,000","-6,000",0,0,0,"-63,000"
249,2236,百達-KY         ,"5,000",0,"5,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"5,000"
250,2239,英利-KY         ,"29,000","11,000","18,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"18,000"
251,2243,宏旭-KY         ,"2,000","1,000","1,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"1,000"
252,2301,光寶科          ,"2,975,624","14,594,656","-11,619,032",0.0,0.0,0.0,"15,000",0,"15,000","2,064,000","15,000","180,000","-165,000","2,300,000","71,000","2,229,000","-9,540,032"
253,2302,麗正            ,"23,000","14,000","9,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"9,000"
254,2303,聯電            ,"85,098,594","88,277,926","-3,179,332",0.0,0.0,0.0,"108,000","2,800,000","-2,692,000","587,000","2,115,000","566,000","1,549,000","326,000","1,288,000","-962,000","-5,284,332"
255,2305,全友            ,"10,000","28,000","-18,000",0.0,0.0,0.0,0,0,0,"-4,000",0,"4,000","-4,000",0,0,0,"-22,000"
256,2308,台達電          ,"6,569,558","8,881,038","-2,311,480",0.0,0.0,0.0,"32,000","573,000","-541,000","-75,000","188,000","112,000","76,000","33,000","184,000","-151,000","-2,927,480"
257,2312,金寶            ,"2,132,000","1,962,000","170,000",0.0,0.0,0.0,0,0,0,"-93,000","4,000","80,000","-76,000","7,000","24,000","-17,000","77,000"
258,2313,華通            ,"4,616,000","8,141,000","-3,525,000",0.0,0.0,0.0,"150,000","459,000","-309,000","-3,047,000","739,000","2,678,000","-1,939,000","319,000","1,427,000","-1,108,000","-6,881,000"
259,2314,台揚            ,"249,000","275,000","-26,000",0.0,0.0,0.0,0,0,0,"-78,000","1,000","89,000","-88,000","10,000",0,"10,000","-104,000"
260,2316,楠梓電          ,"829,000","1,826,000","-997,000",0.0,0.0,0.0,0,0,0,"-118,000",0,"8,000","-8,000","8,000","118,000","-110,000","-1,115,000"
261,2317,鴻海            ,"14,663,530","48,098,701","-33,435,171",0.0,0.0,0.0,"82,000",0,"82,000","-4,509,000","618,000","595,000","23,000","630,000","5,162,000","-4,532,000","-37,862,171"
262,2323,中環            ,"5,205,000","3,583,000","1,622,000",0.0,0.0,0.0,0,0,0,"-489,000","13,000","24,000","-11,000","114,000","592,000","-478,000","1,133,000"
263,2324,仁寶            ,"2,708,700","14,868,275","-12,159,575",0.0,0.0,0.0,"24,000",0,"24,000","6,401,000","20,000","39,000","-19,000","6,508,000","88,000","6,420,000","-5,734,575"
264,2327,國巨            ,"3,710,745","5,615,820","-1,905,075",0.0,0.0,0.0,"2,000","838,000","-836,000","3,000","194,000","183,000","11,000","651,000","659,000","-8,000","-2,738,075"
265,2328,廣宇            ,"136,000","978,000","-842,000",0.0,0.0,0.0,0,0,0,"-27,000","3,000","9,000","-6,000",0,"21,000","-21,000","-869,000"
266,2329,華泰            ,"881,000","1,392,000","-511,000",0.0,0.0,0.0,0,0,0,"-126,000",0,"5,000","-5,000","25,000","146,000","-121,000","-637,000"
267,2330,台積電          ,"31,254,651","69,797,090","-38,542,439",0.0,0.0,0.0,"284,000","431,000","-147,000","-3,715,995","1,629,000","2,324,000","-695,000","1,246,000","4,266,995","-3,020,995","-42,405,434"
268,2331,精英            ,"162,000","437,000","-275,000",0.0,0.0,0.0,0,0,0,"-58,000","1,000","59,000","-58,000",0,0,0,"-333,000"
269,2332,友訊            ,"1,089,000","1,004,000","85,000",0.0,0.0,0.0,0,0,0,"-1,980,000","2,000","1,536,000","-1,534,000","76,000","522,000","-446,000","-1,895,000"
270,2337,旺宏            ,"9,820,000","21,060,006","-11,240,006",0.0,0.0,0.0,0,"1,739,000","-1,739,000","-1,719,000","492,000","297,000","195,000","379,000","2,293,000","-1,914,000","-14,698,006"
271,2338,光罩            ,"1,214,000","1,503,000","-289,000",0.0,0.0,0.0,0,0,0,"-190,000",0,"14,000","-14,000","17,000","193,000","-176,000","-479,000"
272,2340,光磊            ,"733,000","846,000","-113,000",0.0,0.0,0.0,0,0,0,"-148,000","27,000","115,000","-88,000","68,000","128,000","-60,000","-261,000"
273,2342,茂矽            ,"3,767,000","1,190,000","2,577,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"2,577,000"
274,2344,華邦電          ,"9,577,250","19,383,649","-9,806,399",0.0,0.0,0.0,"11,000","3,473,000","-3,462,000","-2,224,000","102,000","737,000","-635,000","115,000","1,704,000","-1,589,000","-15,492,399"
275,2345,智邦            ,"3,434,214","4,765,301","-1,331,087",0.0,0.0,0.0,"297,000",0,"297,000","-564,000","463,000","812,000","-349,000","29,000","244,000","-215,000","-1,598,087"
276,2347,聯強            ,"1,182,276","4,823,522","-3,641,246",0.0,0.0,0.0,0,0,0,"3,117,000","15,000","118,000","-103,000","3,220,000",0,"3,220,000","-524,246"
277,2348,海悅            ,"15,000","166,000","-151,000",0.0,0.0,0.0,0,0,0,"-6,000","22,000","28,000","-6,000",0,0,0,"-157,000"
278,2349,錸德            ,"516,000","1,283,000","-767,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-767,000"
279,2351,順德            ,"140,000","117,000","23,000",0.0,0.0,0.0,0,"63,000","-63,000",0,"1,000","1,000",0,"1,000","1,000",0,"-40,000"
280,2352,佳世達          ,"181,000","1,980,000","-1,799,000",0.0,0.0,0.0,"5,000",0,"5,000","-143,000","91,000","231,000","-140,000","5,000","8,000","-3,000","-1,937,000"
281,2353,宏碁            ,"9,255,776","8,076,009","1,179,767",0.0,0.0,0.0,"8,000",0,"8,000","23,000","107,000","161,000","-54,000","115,000","38,000","77,000","1,210,767"
282,2354,鴻準            ,"932,232","3,820,206","-2,887,974",0.0,0.0,0.0,0,"800,000","-800,000","-15,000","49,000","56,000","-7,000",0,"8,000","-8,000","-3,702,974"
283,2355,敬鵬            ,"209,000","448,000","-239,000",0.0,0.0,0.0,0,0,0,"-27,000","1,000","6,000","-5,000",0,"22,000","-22,000","-266,000"
284,2356,英業達          ,"1,087,940","6,325,000","-5,237,060",0.0,0.0,0.0,"18,000","21,000","-3,000","4,313,000","209,000","881,000","-672,000","5,193,000","208,000","4,985,000","-927,060"
285,2357,華碩            ,"1,375,918","2,705,992","-1,330,074",0.0,0.0,0.0,"15,000",0,"15,000","403,000","5,000","67,000","-62,000","479,000","14,000","465,000","-912,074"
286,2358,廷鑫            ,"10,000","14,000","-4,000",0.0,0.0,0.0,0,0,0,"6,000","7,000","1,000","6,000",0,0,0,"2,000"
287,2359,所羅門          ,"185,000","396,000","-211,000",0.0,0.0,0.0,0,0,0,"-5,000",0,"5,000","-5,000",0,0,0,"-216,000"
288,2360,致茂            ,"1,620,000","673,000","947,000",0.0,0.0,0.0,"2,000","652,000","-650,000","-124,000","39,000","118,000","-79,000","2,000","47,000","-45,000","173,000"
289,2362,藍天            ,"50,000","422,000","-372,000",0.0,0.0,0.0,0,0,0,"14,000","33,000","34,000","-1,000","15,000",0,"15,000","-358,000"
290,2363,矽統            ,"457,000","1,129,000","-672,000",0.0,0.0,0.0,0,0,0,"-14,000","1,000","15,000","-14,000",0,0,0,"-686,000"
291,2365,昆盈            ,"6,000","82,000","-76,000",0.0,0.0,0.0,0,0,0,"-5,000","1,000","6,000","-5,000",0,0,0,"-81,000"
292,2367,燿華            ,"5,871,000","3,250,000","2,621,000",0.0,0.0,0.0,0,0,0,"-59,000",0,"4,000","-4,000","87,000","142,000","-55,000","2,562,000"
293,2368,金像電          ,"8,152,000","9,348,000","-1,196,000",0.0,0.0,0.0,"536,000","300,000","236,000","-2,181,000","1,385,000","3,566,000","-2,181,000",0,0,0,"-3,141,000"
294,2369,菱生            ,"200,000","1,249,000","-1,049,000",0.0,0.0,0.0,0,0,0,"-41,000","3,000","44,000","-41,000",0,0,0,"-1,090,000"
295,2371,大同            ,"3,091,790","4,641,000","-1,549,210",0.0,0.0,0.0,0,0,0,"-286,000","47,000","333,000","-286,000",0,0,0,"-1,835,210"
296,2373,震旦行          ,"4,000","39,000","-35,000",0.0,0.0,0.0,0,0,0,"-3,000",0,"3,000","-3,000",0,0,0,"-38,000"
297,2374,佳能            ,"14,000","50,000","-36,000",0.0,0.0,0.0,0,0,0,"-6,000",0,"6,000","-6,000",0,0,0,"-42,000"
298,2375,凱美            ,"728,000","601,000","127,000",0.0,0.0,0.0,0,0,0,"-47,000",0,0,0,0,"47,000","-47,000","80,000"
299,2376,技嘉            ,"2,537,000","3,086,000","-549,000",0.0,0.0,0.0,"85,000",0,"85,000","1,177,000","28,000","326,000","-298,000","2,088,000","613,000","1,475,000","713,000"
300,2377,微星            ,"666,372","2,991,800","-2,325,428",0.0,0.0,0.0,"2,000",0,"2,000","1,343,000","16,000","69,000","-53,000","1,416,000","20,000","1,396,000","-980,428"
301,2379,瑞昱            ,"1,947,058","4,805,488","-2,858,430",0.0,0.0,0.0,0,"27,000","-27,000","-52,000","57,000","81,000","-24,000","31,000","59,000","-28,000","-2,937,430"
302,2380,虹光            ,"11,000","22,000","-11,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-11,000"
303,2382,廣達            ,"2,388,904","7,579,078","-5,190,174",0.0,0.0,0.0,"29,000",0,"29,000","2,091,000","571,000","237,000","334,000","1,834,000","77,000","1,757,000","-3,070,174"
304,2383,台光電          ,"1,615,000","2,781,000","-1,166,000",0.0,0.0,0.0,"2,000","774,000","-772,000","-189,000","222,000","253,000","-31,000","17,000","175,000","-158,000","-2,127,000"
305,2385,群光            ,"2,673,358","3,933,376","-1,260,018",0.0,0.0,0.0,"21,000",0,"21,000","1,252,000",0,"31,000","-31,000","1,288,000","5,000","1,283,000","12,982"
306,2387,精元            ,"501,000","1,871,000","-1,370,000",0.0,0.0,0.0,0,"209,000","-209,000","-26,000",0,"16,000","-16,000","103,000","113,000","-10,000","-1,605,000"
307,2388,威盛            ,"190,000","225,000","-35,000",0.0,0.0,0.0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"-36,000"
308,2390,云辰            ,"408,000","488,000","-80,000",0.0,0.0,0.0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"-81,000"
309,2392,正崴            ,"1,239,411","1,143,000","96,411",0.0,0.0,0.0,0,0,0,"-39,000","35,000","36,000","-1,000",0,"38,000","-38,000","57,411"
310,2393,億光            ,"514,000","1,059,000","-545,000",0.0,0.0,0.0,0,0,0,"77,000","125,000","25,000","100,000","41,000","64,000","-23,000","-468,000"
311,2395,研華            ,"1,061,472","1,568,668","-507,196",0.0,0.0,0.0,"34,000",0,"34,000","-24,000",0,"25,000","-25,000","5,000","4,000","1,000","-497,196"
312,2397,友通            ,"25,000","39,000","-14,000",0.0,0.0,0.0,0,0,0,"-10,000",0,"10,000","-10,000",0,0,0,"-24,000"
313,2399,映泰            ,"313,000","432,000","-119,000",0.0,0.0,0.0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"-120,000"
314,2401,凌陽            ,"267,000","748,000","-481,000",0.0,0.0,0.0,0,0,0,"-74,000","1,000","31,000","-30,000",0,"44,000","-44,000","-555,000"
315,2402,毅嘉            ,"485,000","609,000","-124,000",0.0,0.0,0.0,0,0,0,"-15,000",0,"15,000","-15,000",0,0,0,"-139,000"
316,2404,漢唐            ,"340,000","709,400","-369,400",0.0,0.0,0.0,0,0,0,"616,000","10,000","73,000","-63,000","713,000","34,000","679,000","246,600"
317,2405,浩鑫            ,"318,000","145,000","173,000",0.0,0.0,0.0,0,0,0,"-3,000",0,"3,000","-3,000",0,0,0,"170,000"
318,2406,國碩            ,"301,000","424,000","-123,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-123,000"
319,2408,南亞科          ,"8,019,689","12,166,999","-4,147,310",0.0,0.0,0.0,"14,000","3,991,000","-3,977,000","856,000","788,000","1,281,000","-493,000","1,685,000","336,000","1,349,000","-7,268,310"
320,2409,友達            ,"55,223,096","40,604,646","14,618,450",0.0,0.0,0.0,"27,000","15,550,000","-15,523,000","-5,008,000","1,160,000","3,501,000","-2,341,000","176,000","2,843,000","-2,667,000","-5,912,550"
321,2412,中華電          ,"6,942,715","6,884,855","57,860",0.0,0.0,0.0,"2,301,000",0,"2,301,000","-206,000","40,000","104,000","-64,000","48,000","190,000","-142,000","2,152,860"
322,2413,環科            ,"7,000","34,000","-27,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-27,000"
323,2414,精技            ,"11,000","60,000","-49,000",0.0,0.0,0.0,0,0,0,"-30,000",0,"30,000","-30,000",0,0,0,"-79,000"
324,2415,錩新            ,"9,000","11,000","-2,000",0.0,0.0,0.0,0,0,0,0,"1,000","1,000",0,0,0,0,"-2,000"
325,2417,圓剛            ,"676,000","555,000","121,000",0.0,0.0,0.0,0,0,0,"-2,000","1,000","3,000","-2,000",0,0,0,"119,000"
326,2419,仲琦            ,"88,213","423,000","-334,787",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-334,787"
327,2420,新巨            ,"208,000","154,000","54,000",0.0,0.0,0.0,0,0,0,0,"1,000","1,000",0,0,0,0,"54,000"
328,2421,建準            ,"683,000","1,032,000","-349,000",0.0,0.0,0.0,0,0,0,"-25,000",0,"19,000","-19,000","6,000","12,000","-6,000","-374,000"
329,2423,固緯            ,"14,000","149,000","-135,000",0.0,0.0,0.0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"-136,000"
330,2425,承啟            ,"663,000","271,000","392,000",0.0,0.0,0.0,0,0,0,"-1,000","1,000","2,000","-1,000",0,0,0,"391,000"
331,2426,鼎元            ,"365,000","384,000","-19,000",0.0,0.0,0.0,0,0,0,"-7,000",0,"7,000","-7,000",0,0,0,"-26,000"
332,2427,三商電          ,"2,000","11,000","-9,000",0.0,0.0,0.0,0,0,0,0,"1,000","1,000",0,0,0,0,"-9,000"
333,2428,興勤            ,"89,000","266,000","-177,000",0.0,0.0,0.0,0,0,0,"-13,000","1,000","6,000","-5,000",0,"8,000","-8,000","-190,000"
334,2429,銘旺科          ,"52,000","13,000","39,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"39,000"
335,2430,燦坤            ,"2,000","20,000","-18,000",0.0,0.0,0.0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"-19,000"
336,2431,聯昌            ,"63,000","92,000","-29,000",0.0,0.0,0.0,0,0,0,"-2,000",0,"2,000","-2,000",0,0,0,"-31,000"
337,2433,互盛電          ,"35,000","65,000","-30,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-30,000"
338,2434,統懋            ,0,0,0,0.0,0.0,0.0,0,0,0,"2,000","2,000",0,"2,000",0,0,0,"2,000"
339,2436,偉詮電          ,"387,000","263,000","124,000",0.0,0.0,0.0,0,0,0,0,"13,000","13,000",0,0,0,0,"124,000"
340,2438,翔耀            ,"1,000","9,000","-8,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-8,000"
341,2439,美律            ,"799,000","906,000","-107,000",0.0,0.0,0.0,0,0,0,"655,000","360,000","430,000","-70,000","832,000","107,000","725,000","548,000"
342,2440,太空梭          ,"2,000",0,"2,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"2,000"
343,2441,超豐            ,"282,000","709,000","-427,000",0.0,0.0,0.0,"2,000",0,"2,000","-14,000","6,000","20,000","-14,000",0,0,0,"-439,000"
344,2442,新美齊          ,"873,000","362,000","511,000",0.0,0.0,0.0,"2,000",0,"2,000","-3,000",0,"3,000","-3,000",0,0,0,"510,000"
345,2443,億麗            ,"1,000","26,000","-25,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-25,000"
346,2444,兆勁            ,"24,000","52,000","-28,000",0.0,0.0,0.0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"-29,000"
347,2448,晶電            ,"4,763,000","15,554,000","-10,791,000",0.0,0.0,0.0,"40,000",0,"40,000","-446,000","518,000","929,000","-411,000","30,000","65,000","-35,000","-11,197,000"
348,2449,京元電子        ,"2,079,000","8,583,000","-6,504,000",0.0,0.0,0.0,"150,000",0,"150,000","2,153,000","149,000","192,000","-43,000","2,526,000","330,000","2,196,000","-4,201,000"
349,2450,神腦            ,"4,000","178,000","-174,000",0.0,0.0,0.0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"-173,000"
350,2451,創見            ,"456,000","1,393,000","-937,000",0.0,0.0,0.0,0,0,0,"1,496,000",0,"63,000","-63,000","1,559,000",0,"1,559,000","559,000"
351,2453,凌群            ,"188,000","166,000","22,000",0.0,0.0,0.0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"21,000"
352,2454,聯發科          ,"6,506,021","9,972,859","-3,466,838",0.0,0.0,0.0,"61,000","272,000","-211,000","-718,000","120,000","451,000","-331,000","120,000","507,000","-387,000","-4,395,838"
353,2455,全新            ,"1,317,000","1,043,000","274,000",0.0,0.0,0.0,0,"10,000","-10,000","-207,000","164,000","210,000","-46,000","5,000","166,000","-161,000","57,000"
354,2456,奇力新          ,"3,164,000","1,549,000","1,615,000",0.0,0.0,0.0,"3,000","484,509","-481,509","-238,000","45,000","71,000","-26,000","23,000","235,000","-212,000","895,491"
355,2457,飛宏            ,"118,000","137,000","-19,000",0.0,0.0,0.0,0,0,0,"-5,000",0,"5,000","-5,000",0,0,0,"-24,000"
356,2458,義隆            ,"589,800","2,335,000","-1,745,200",0.0,0.0,0.0,"271,000",0,"271,000","-187,000","296,000","173,000","123,000","3,000","313,000","-310,000","-1,661,200"
357,2459,敦吉            ,"60,000","79,000","-19,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-19,000"
358,2460,建通            ,"3,000","1,000","2,000",0.0,0.0,0.0,0,0,0,"7,000","9,000","2,000","7,000",0,0,0,"9,000"
359,2461,光群雷          ,"325,000","421,000","-96,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-96,000"
360,2462,良得電          ,"5,000","9,000","-4,000",0.0,0.0,0.0,0,0,0,"-3,000",0,"3,000","-3,000",0,0,0,"-7,000"
361,2464,盟立            ,"63,000","400,000","-337,000",0.0,0.0,0.0,0,0,0,"49,000","50,000","1,000","49,000",0,0,0,"-288,000"
362,2465,麗臺            ,"19,000","7,000","12,000",0.0,0.0,0.0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"11,000"
363,2466,冠西電          ,"1,000","22,000","-21,000",0.0,0.0,0.0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"-22,000"
364,2467,志聖            ,"288,000","352,000","-64,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-64,000"
365,2468,華經            ,"5,000","32,000","-27,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-27,000"
366,2471,資通            ,"6,000","38,000","-32,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-32,000"
367,2472,立隆電          ,"137,000","245,000","-108,000",0.0,0.0,0.0,0,0,0,"57,000","72,000","15,000","57,000",0,0,0,"-51,000"
368,2474,可成            ,"2,089,322","2,754,399","-665,077",0.0,0.0,0.0,"5,000","108,000","-103,000","-43,495","309,000","258,000","51,000","45,000","139,495","-94,495","-811,572"
369,2476,鉅祥            ,"15,000","150,000","-135,000",0.0,0.0,0.0,0,0,0,"-1,000","1,000","2,000","-1,000",0,0,0,"-136,000"
370,2477,美隆電          ,"38,000","98,000","-60,000",0.0,0.0,0.0,0,0,0,"-5,000","1,000","6,000","-5,000",0,0,0,"-65,000"
371,2478,大毅            ,"2,695,000","1,393,000","1,302,000",0.0,0.0,0.0,0,0,0,"-80,000","4,000","15,000","-11,000","8,000","77,000","-69,000","1,222,000"
372,2480,敦陽科          ,"919,000","260,000","659,000",0.0,0.0,0.0,0,0,0,"-64,000","76,000","140,000","-64,000",0,0,0,"595,000"
373,2481,強茂            ,"631,000","1,264,000","-633,000",0.0,0.0,0.0,0,0,0,"-112,000","1,000","2,000","-1,000","1,000","112,000","-111,000","-745,000"
374,2482,連宇            ,"8,000","17,000","-9,000",0.0,0.0,0.0,0,0,0,"-3,000",0,"3,000","-3,000",0,0,0,"-12,000"
375,2483,百容            ,"4,000","24,000","-20,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-20,000"
376,2484,希華            ,"532,000","385,000","147,000",0.0,0.0,0.0,0,0,0,"-68,000",0,"68,000","-68,000",0,0,0,"79,000"
377,2485,兆赫            ,"196,000","599,000","-403,000",0.0,0.0,0.0,0,0,0,"-9,000","1,000","10,000","-9,000",0,0,0,"-412,000"
378,2486,一詮            ,"36,000","102,000","-66,000",0.0,0.0,0.0,0,0,0,"-4,000",0,"4,000","-4,000",0,0,0,"-70,000"
379,2488,漢平            ,"47,000","181,000","-134,000",0.0,0.0,0.0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"-135,000"
380,2489,瑞軒            ,"366,000","714,000","-348,000",0.0,0.0,0.0,0,0,0,"-36,000","7,000","33,000","-26,000",0,"10,000","-10,000","-384,000"
381,2491,吉祥全          ,"1,000",0,"1,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"1,000"
382,2492,華新科          ,"3,956,471","5,008,191","-1,051,720",0.0,0.0,0.0,"2,000","371,000","-369,000","728,000","701,000","856,000","-155,000","1,191,000","308,000","883,000","-692,720"
383,2493,揚博            ,"12,000","105,000","-93,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-93,000"
384,2495,普安            ,"1,000","103,000","-102,000",0.0,0.0,0.0,0,0,0,"-6,000",0,"6,000","-6,000",0,0,0,"-108,000"
385,2496,卓越            ,"7,000","10,000","-3,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-3,000"
386,2497,怡利電          ,"6,000","15,000","-9,000",0.0,0.0,0.0,0,0,0,"-1,000","1,000","2,000","-1,000",0,0,0,"-10,000"
387,2498,宏達電          ,"756,598","2,901,000","-2,144,402",0.0,0.0,0.0,0,0,0,"-824,000","102,000","196,000","-94,000","58,000","788,000","-730,000","-2,968,402"
388,2499,東貝            ,"757,000","222,000","535,000",0.0,0.0,0.0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"534,000"
389,2501,國建            ,"173,000","628,000","-455,000",0.0,0.0,0.0,0,0,0,"-19,000",0,"19,000","-19,000",0,0,0,"-474,000"
390,2504,國產            ,"4,897,000","1,006,000","3,891,000",0.0,0.0,0.0,"500,000",0,"500,000","9,000","5,000","71,000","-66,000","100,000","25,000","75,000","4,400,000"
391,2505,國揚            ,"139,000","499,000","-360,000",0.0,0.0,0.0,0,0,0,"-17,000",0,"9,000","-9,000","3,000","11,000","-8,000","-377,000"
392,2506,太設            ,"1,000","11,000","-10,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-10,000"
393,2509,全坤建          ,0,"8,000","-8,000",0.0,0.0,0.0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"-9,000"
394,2511,太子            ,"290,000","380,000","-90,000",0.0,0.0,0.0,0,0,0,"-138,000",0,"138,000","-138,000",0,0,0,"-228,000"
395,2514,龍邦            ,"8,000","86,000","-78,000",0.0,0.0,0.0,0,0,0,"-7,000","2,000","9,000","-7,000",0,0,0,"-85,000"
396,2515,中工            ,"428,000","1,901,000","-1,473,000",0.0,0.0,0.0,0,0,0,"-352,000","1,000","136,000","-135,000","28,000","245,000","-217,000","-1,825,000"
397,2516,新建            ,"10,000","55,000","-45,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-45,000"
398,2520,冠德            ,"507,000","1,098,000","-591,000",0.0,0.0,0.0,0,0,0,"-36,000","1,000","2,000","-1,000",0,"35,000","-35,000","-627,000"
399,2524,京城            ,"58,000","166,000","-108,000",0.0,0.0,0.0,0,0,0,"5,000","7,000","2,000","5,000",0,0,0,"-103,000"
400,2527,宏璟            ,"23,000","96,000","-73,000",0.0,0.0,0.0,0,0,0,"60,000","68,000","8,000","60,000",0,0,0,"-13,000"
401,2528,皇普            ,"31,000","28,000","3,000",0.0,0.0,0.0,0,0,0,"6,000","6,000",0,"6,000",0,0,0,"9,000"
402,2530,華建            ,"10,000","10,000",0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
403,2534,宏盛            ,"154,000","336,000","-182,000",0.0,0.0,0.0,0,0,0,"46,000","54,000","4,000","50,000",0,"4,000","-4,000","-136,000"
