公司代號,公司名稱,備註,上月比較增減(%),上月營收,去年同月增減(%),去年當月營收,當月營收,前期比較增減(%),去年累計營收,當月累計營收
9935,慶豐富,-,-17.28,322467,7.5,248102,266714,-17.34,712807,589181
9938,百和,-,56.41,958811,12.0,1338991,1499752,-5.56,2603484,2458563
9939,宏全,-,-25.06,1556865,-14.11,1358452,1166670,-9.13,2997275,2723535
9940,信義,-,23.9,593817,0.16,734577,735788,-23.38,1735383,1329604
9941,裕融,-,-8.13,2424623,16.55,1911024,2227332,14.39,4066540,4651955
9942,茂順,-,-18.24,193210,-17.29,190988,157955,-22.96,455823,351165
9944,新麗,-,-8.22,182672,-12.3,191180,167653,-28.97,493244,350325
9945,潤泰新,主係本公司建案交屋認列及子公司潤弘業務正於大量施工階段，以致本月營收較去年同期增加。,17.48,1168710,61.45,850381,1373005,13.28,2243619,2541715
9955,佳龍,-,-3.71,126050,6.07,114414,121361,-15.87,294084,247411
全部國內上市公司合計,全部國內上市公司合計,,-21.49,2413882170,-3.98,1973747770,1895136283,-8.11,4688991784,4308668079
