公司代號,公司名稱,備註,上月比較增減(%),上月營收,去年同月增減(%),去年當月營收,當月營收,前期比較增減(%),去年累計營收,當月累計營收
6115,鎰勝,因新型冠狀毒肆虐，配合大陸當地政府停工防疫所致,-63.9,459650,-59.08,405533,165927,-37.74,1004909,625577
6133,金橋,疫情影響,-58.36,59430,-52.94,52594,24746,-46.3,156757,84176
6141,柏承,資料係自行結算數,-26.01,183120,-29.82,193064,135474,-27.19,437590,318594
6153,嘉聯益,-,-53.94,1084345,-34.89,767033,499375,-31.29,2305129,1583720
6155,鈞寶,本月較去年營收增加54.9%，主係因去年同期2月適逢農曆新年工作日數較少所致。,24.98,36760,54.89,29661,45944,1.03,81860,82704
6165,捷泰,受大陸低價競爭之影響，公司營收較去年同期衰退。,70.58,68,-38.29,188,116,-71.33,642,184
6191,精成科,-,-38.12,1654706,-27.6,1414153,1023805,-13.28,3088861,2678511
6197,佳必琪,-,-41.06,257167,-12.69,173604,151573,-14.58,478509,408740
6205,詮欣,-,-30.6,96455,-18.8,82433,66932,-27.9,226641,163387
6213,聯茂,-,-1.06,1608888,9.44,1454327,1591747,-4.76,3360669,3200635
6224,聚鼎,-,-31.4,127620,3.91,84246,87542,12.77,190792,215162
6251,定穎,子公司109年2月份人民幣營業收入以平均匯率人民幣1:4.31計算。,-11.49,1063505,11.61,843317,941257,0.08,2003031,2004762
6269,台郡,-,-13.04,1314365,27.55,896001,1142898,-14.56,2876222,2457263
6282,康舒,-,-58.91,2033104,-26.12,1130637,835291,-8.52,3135699,2868395
6412,群電,-,-38.08,2442078,-22.25,1944716,1511947,-12.75,4532030,3954025
6449,鈺邦,-,-48.27,155657,-19.45,99966,80519,7.08,220550,236176
6715,嘉基,-,-23.48,145542,-12.91,127868,111359,-35.89,400720,256901
8039,台虹,自結數尚未經會計師簽證，特此說明。,-15.01,520208,25.64,351858,442081,14.34,841561,962289
8046,南電,-,-5.33,2480951,43.35,1638299,2348603,17.9,4096136,4829554
8103,瀚荃,係本公司自結合併營收,-19.07,171928,-0.91,140418,139131,-25.0,414791,311059
8213,志超,-,-16.33,1599784,-4.44,1400638,1338395,-13.55,3398775,2938179
8249,菱光,-,-27.91,225226,-26.24,220115,162352,-40.65,653089,387578
2347,聯強,本月營收係當月自結數，前期調整數反應在本年累計營收內,-14.58,22163336,-12.35,21599476,18929971,-23.25,53102400,40752550
2414,精技,係108年春節在2月，109年春節在1月，以及客戶備貨需求所致。,-0.08,1630527,60.26,1016511,1629078,25.71,2592895,3259708
2430,燦坤,-,-24.05,1811974,-3.24,1422223,1376022,-8.27,3475567,3187996
2459,敦吉,-,-12.75,455822,-5.91,422687,397700,-21.9,1092881,853522
3010,華立,-,-24.34,4272418,1.74,3176868,3232286,-1.56,7623828,7504704
3028,增你強,-,-0.83,1840283,-0.1,1826836,1824848,-14.1,4266965,3665131
3033,威健,-,-1.4,3152664,16.71,2663125,3108265,-4.3,6542286,6260929
3036,文曄,-,-29.79,24737890,-6.86,18647002,17367081,-6.07,44829712,42104971
3048,益登,-,-19.71,7301339,42.34,4118111,5861779,14.16,11529744,13163118
3055,蔚華科,-,-0.29,157409,-24.8,208711,156939,-13.05,361532,314348
3209,全科,108年2月因春節關係故營業收入較低,-6.1,3242974,76.04,1729553,3044833,14.14,5508760,6287807
3312,弘憶股,"因108年2月適逢春節,其營業日相較109年2月份少,故營業額差異較大",6.8,909037,50.58,644765,970921,18.6,1585087,1879958
3528,安馳,高階整合方案出貨量增加,-11.62,389910,75.27,196589,344564,27.57,575741,734474
3702,大聯大,-,-5.59,39617441,26.29,29615153,37402364,8.32,71099636,77019805
5434,崇越,-,0.7,2795200,47.91,1903165,2815017,24.8,4495122,5610217
6189,豐藝,-,-22.09,1726060,10.21,1219990,1344644,0.76,3047400,3070704
6281,全國電,-,-27.39,1711438,3.48,1200797,1242597,5.74,2793570,2954035
8070,長華*,-,2.76,1174211,20.27,1003259,1206664,4.87,2270271,2380875
8072,陞泰,1月因農曆年節假期未出貨之訂單遞延至2月出貨,69.4,43063,61.34,45212,72949,3.14,112474,116014
8112,至上,去年同期適逢農曆過年，本期下游伺服器客戶需求暢旺，及部分客戶因應記憶體價格波動提前備貨，致使本期營收成長。,27.31,8333328,108.47,5089275,10609791,42.32,13309516,18943119
2427,三商電,-,-26.93,149467,-13.14,125728,109202,-30.45,371964,258669
2453,凌群,-,-8.24,341884,1.28,309717,313705,3.76,631819,655589
2468,華經,本月有大型專案完成驗收，認列收入,17.03,188630,101.98,109292,220755,84.87,221441,409385
2471,資通,-,4.76,55857,14.61,51057,58519,13.01,101200,114376
2480,敦陽科,-,-29.27,508996,-21.36,457778,359967,-8.45,949261,868963
3029,零壹,去年同期 2 月遇春節假期，本年度2月營運天數正常故帶動營收成長。,3.01,798891,50.72,546013,822998,26.11,1286086,1621889
3130,一零四,-,22.72,116417,28.55,111133,142872,13.79,227857,259289
4994,傳奇,-,-13.85,298628,-12.06,292548,257244,-5.53,588421,555872
5203,訊連,-,-16.86,134458,12.82,99072,111779,20.35,204597,246237
6112,聚碩,-,-2.47,1076464,13.89,921744,1049785,9.19,1947132,2126249
6183,關貿,-,-26.52,151164,-1.6,112877,111062,13.01,232027,262226
6214,精誠,營收增加主係2月營業天數較去年長，公司各事業體營收均有成長。,4.04,1947370,64.36,1232773,2026187,21.02,3283383,3973557
2312,金寶,-,-9.58,10036196,-12.02,10314557,9073910,-16.35,22846333,19110106
2317,鴻海,-,-40.35,364565505,-18.13,265632525,217460379,-14.37,679727542,582025884
2354,鴻準,-,-72.53,4849386,-48.05,2564452,1332001,-12.56,7069999,6181387
2359,所羅門,-,-16.11,232049,-30.51,280126,194651,-28.61,597743,426700
2360,致茂,-,-12.68,1040895,13.39,801500,908829,10.62,1762456,1949724
2373,震旦行,本月因新冠病毒疫情影響，大陸營收減少。,-55.34,1029429,-52.1,959857,459712,-30.96,2157148,1489141
2390,云辰,-,-9.31,46281,-19.06,51853,41969,-27.42,121605,88250
2404,漢唐,-,24.2,1943558,30.4,1851162,2414034,-7.35,4703759,4357592
2423,固緯,-,35.83,147857,24.1,161842,200847,2.48,340256,348704
2433,互盛電,-,-19.85,355189,-16.38,340450,284660,-9.25,705090,639849
2461,光群雷,-,-28.07,396253,-19.72,355037,284997,-6.73,730461,681250
2464,盟立,-,-8.83,737885,-37.33,1073343,672658,-37.39,2253235,1410543
2474,可成,-,-74.44,7910613,-41.29,3443737,2021545,18.83,8355910,9929889
2477,美隆電,因受新冠疫情影響大陸廠停工多日,-75.02,280907,-55.14,156430,70162,-19.25,434779,351069
2482,連宇,-,-18.49,97576,23.11,64599,79529,19.98,147602,177105
2488,漢平,中國大陸廠區受到新型冠狀肺炎疫情延遲復工影響，致營收較去年同期減少。,-45.78,96225,-58.98,127176,52164,-55.82,335891,148389
2495,普安,-,10.79,79868,5.13,84166,88489,-24.05,221669,168357
3018,同開,-,-52.02,141760,38.61,49067,68014,37.32,152760,209774
3030,德律,-,2.54,298294,17.39,260560,305897,-9.66,668842,604191
3043,科風,-,-20.41,68960,36.36,40247,54882,-19.86,154533,123842
3305,昇貿,-,-25.31,364414,-12.88,312382,272146,-21.17,807585,636560
3450,聯鈞,-,-15.9,396387,-20.37,418647,333350,-20.98,923552,729737
3518,柏騰,因中國大陸廠區受到新型冠狀肺炎疫情延燒推遲復工等影響，致營收較去年同期減少。,-58.22,32232,-63.29,36691,13466,-40.02,76189,45698
3617,碩天,-,-23.46,759380,6.85,543951,581216,12.17,1195123,1340596
6139,亞翔,受農曆春節假期及新冠肺炎疫情嚴重大陸地區延遲復工等影響，致營收相對減少。,-22.6,935538,-17.26,875077,724024,-53.85,3596565,1659562
6192,巨路,-,4.28,386140,11.47,361240,402684,-15.42,932684,788824
6196,帆宣,-,-17.33,2014471,2.71,1621147,1665218,-9.87,4082883,3679689
6201,亞弘電,春節,-32.64,205706,52.88,90623,138545,-38.5,559831,344251
6215,和椿,-,18.16,83532,7.08,92169,98703,-11.13,205066,182235
6283,淳安,本月營收大幅下降主因係新冠肺炎疫情影響，大陸子公司復工展延，整體2月工作天數大幅減少所致。,-71.39,75902,-58.08,51787,21709,-31.63,142780,97611
6409,旭隼,-,-43.81,918289,-30.18,738921,515910,-21.47,1826371,1434199
6558,興能高,受大陸新冠肺炎疫情影響，本公司之大陸子公司配合當地政府防疫要求自2/17甫復工，致使營收較去年同期減少。,-65.47,100059,-59.19,84658,34544,-53.85,291723,134603
6698,旭暉應材,新冠肺炎疫情影響營收減少,86.49,32231,63.51,36761,60109,-27.87,128024,92340
8021,尖點,-,-17.32,201932,-5.29,176285,166944,-14.35,430679,368875
8201,無敵,-,12.65,81815,-27.13,126487,92171,-36.47,273874,173986
2616,山隆,-,-6.68,1486356,18.21,1173263,1386939,5.6,2720853,2873294
6505,台塑化,-,-21.39,58111986,-12.87,52428849,45676980,-9.17,114271041,103788966
8926,台汽電,依工程進度認列收入較去年同期增加。,40.94,630684,1643.37,50989,888932,327.98,355066,1519616
9908,大台北,-,0.56,352378,-0.66,356739,354384,-8.23,770152,706762
9918,欣天然,-,-12.21,246744,0.01,216566,216593,1.31,457329,463337
9926,新海,-,4.95,224004,14.68,205005,235108,2.89,446183,459111
9931,欣高,-,3.87,127113,5.88,124694,132038,0.01,259100,259151
9937,全國,-,-16.88,1920741,-1.49,1620769,1596465,0.52,3498959,3517206
1316,上曜,-,27.47,30363,13.09,34224,38705,-19.58,85891,69068
1436,華友聯,-,-78.73,265215,-35.46,87388,56395,-10.82,360642,321610
1438,三地開發,"109年累計銷售商品2仟元,108年累計銷售商品3仟元,故營收變化大。",-100.0,2,-100.0,1,0,-33.33,3,2
1442,名軒,-,119.67,20427,-5.03,47250,44873,-46.41,121871,65300
1805,寶徠,前期累計營收較高主要係認列之青埔-寶徠花園案收入較多所致。,36100.0,4,44.22,1004,1448,-90.94,16040,1452
1808,潤隆,本月營收變動主要係本公司營建收入與去年同期認列之差異。,1469.6,12895,-3.32,209359,202400,-58.72,521569,215295
2501,國建,-,37.5,275949,-44.39,682412,379440,-48.79,1279899,655389
2504,國產,福建水泥108/10起不列入合併主體，本月影響數0.48億，本年累計影響數2.94億，排除該影響，營收同期增加69.07%，累計增加9.88%。,-13.51,1356804,58.03,742504,1173452,-2.56,2596836,2530256
2505,國揚,"本年度營建收入112,659仟元，租賃收入1,908仟元。",-35.25,69543,-22.38,58009,45024,95.2,58690,114567
2506,太設,-,-21.99,63382,-14.54,57857,49439,-2.74,116004,112821
2509,全坤建,"本年累計營收較去年同期累計減少,主要係認列餘屋銷售所致.",71.53,57855,-34.37,151228,99242,-67.94,490080,157097
2511,太子,-,-4.47,852850,-4.31,851409,814702,-11.2,1878080,1667552
2515,中工,-,-13.93,1005286,-13.57,1001094,865204,-15.03,2201507,1870490
2516,新建,因多個工地已趨近完工，故累計營收較去年同期減少。,12.38,289486,-37.46,520219,325325,-50.48,1241553,614811
2520,冠德,109年2月營業收入較去(108)年同期增加達50%以上，主係營造部門新承攬081B、091B等案陸續動工所致。,42.45,857575,66.83,732258,1221682,-5.05,2189980,2079257
2524,京城,"本月因銷售狀況比較去年同期為佳, 致單月比較去年成長率較高。",-32.02,754809,264.18,140885,513087,301.83,315524,1267896
2527,宏璟,-,-21.39,229906,-5.4,191053,180728,-2.69,422009,410634
2528,皇普,主係109年02月認列租賃收入21仟元所致。,0.0,21,-84.44,135,21,-84.38,269,42
2530,華建,"本年度出售房地收入較去年度減少2,000仟元,本年度租金收入較去年度同期增加223仟元.",-8.82,793,13.5,637,723,-53.96,3293,1516
2534,宏盛,-,160.47,115067,8.42,276424,299720,-46.25,771758,414787
2535,達欣工,-,19.39,658537,14.16,688680,786237,-2.29,1478737,1444774
2536,宏普,"今年本期餘屋銷售交屋量較去年同期增加,因此營收較多",198.71,177729,500.54,88404,530907,208.95,229362,708636
2537,聯上發,本月(本期)較去年同月(同期)營收減少，係本月(本期)新北市銷售交屋金額減少所致。,-8.92,21016,-51.14,39178,19141,-60.14,100759,40157
2538,基泰,"本期較去年同期增加,係因本期出售餘屋",41.84,36361,342.6,11653,51577,276.06,23384,87938
2539,櫻花建,無異常。本月有「櫻花孩子王」、「櫻花青上森」建案陸續過戶中。,-1.42,342160,806.91,37192,337298,595.31,97720,679458
2540,愛山林,本月營收增加，主係不動產代銷個案銷售成長暨營建個案完工入帳所致。,-8.77,302951,269.36,74823,276372,230.5,175283,579323
2542,興富發,本月較去年同期減少，主要係去年同期認列「台科段」及「福德段」等建案完工並完成產權移轉所致。,-8.67,558692,-79.9,2538786,510233,-76.69,4586997,1068925
2543,皇昌,"去年2月適逢春節期間,致本期營收較去年同期增加",22.5,357976,62.57,269750,438554,17.2,679583,796530
2545,皇翔,本公司2月份營收較去年同期增加，係因成屋銷售情形較佳所致。,15.36,248365,367.53,61282,286514,110.49,254100,534879
2546,根基,-,26.71,727993,14.16,808046,922466,-13.64,1911247,1650459
2547,日勝生,-,-0.73,490618,28.14,380019,486994,4.95,931423,977612
2548,華固,本公司截至2月底累計營收較去年同期增加，係因本期認列交屋金額較高所致。,18.7,391997,148.23,187450,465309,22.81,698073,857306
2597,潤弘,主係業務正於大量施工階段，以致本月營收較去年同期增加。,17.57,762123,88.11,476336,896053,43.19,1158004,1658176
2841,台開,-,-35.13,41222,-12.91,30701,26737,9.48,62073,67959
3052,夆典,主係本期營造工程收入較去年同期增加,-6.65,170346,28.26,123967,159005,75.06,188128,329351
3056,總太,本月營收增加係個案織築完工交屋所致,112.33,401588,4230.85,19689,852702,4975.22,24714,1254290
3266,昇陽,因營建收入受政策、全部完工法及建案規模不同等影響，故營收波動較大。,100.33,90358,231.27,54642,181017,125.08,120565,271375
3703,欣陸,-,-41.22,1808202,-16.76,1276686,1062686,-12.96,3298372,2870888
5515,建國,因季節性(農曆春節)因素，今年度2月工作日較多，故單月營收成長,-28.27,550354,56.65,251995,394764,9.19,865528,945118
5519,隆大,本年累計較去年累計減少主係因自建案部份僅餘屋銷售過戶，故認列收入較少所致。,166.99,58429,-7.08,167902,156005,-51.1,438603,214434
5521,工信,109年2月份營收增加原因為：1.去年同期逢春節連假，故營收較少。2.本月部分工程合約追加變更完成補計價，故收入較多。,63.66,208164,89.91,179387,340689,21.99,449895,548853
5522,遠雄,上月因售地收入入帳，致本年累計營收較去年增加,-70.36,3594956,33.38,798587,1065206,133.38,1996780,4660162
5525,順天,母公司本月主要營收為租賃收入,101.01,74884,21.92,123453,150526,-64.49,634953,225409
5531,鄉林,建設業之銷售進度及狀況深受景氣榮枯及市場現狀影響，且建築個案之完工時間並非固定時點，故月營收的表現上會有較大之波動。,-12.39,152044,-20.47,167486,133198,-37.01,452861,285242
5533,皇鼎,本月營收較去年同期減少達50%以上，係兩期個案營收組成因子不同。,-52.33,106947,-66.05,150171,50973,-49.69,313899,157920
5534,長虹,本月較去年同期減少，係因「天薈」、「陶都」個案減少完成產權移轉予客戶認列收入所致。,-40.24,1017578,-39.07,998054,608059,-20.72,2050704,1625637
6177,達麗,本月及本年累計營收均較去年同期增加，主係本期成屋銷售過戶量較去年同期增加所致。,41.96,134425,226.17,58510,190843,414.98,63161,325268
9906,欣巴巴,因有個案銷售認列收入。,78618.18,11,78618.18,11,8659,39309.09,22,8670
9946,三發地產,本月營收較去年同期減少29103萬(-64.65%),-23.4,207738,-64.65,450156,159125,-69.38,1198353,366863
2208,台船,主因艦艇業務依進度列營收所致,2.32,1826696,123.19,837454,1869129,80.38,2048859,3695824
2603,長榮,-,-20.52,16561235,-7.74,14266750,13162358,-4.4,31092675,29723594
2605,新興,-,-18.4,458369,20.73,309762,373995,26.69,657834,833428
2606,裕民,-,-16.03,691117,-4.22,605848,580281,-7.92,1380805,1271398
2607,榮運,-,-6.7,604037,-0.13,564278,563522,-5.4,1234295,1167559
2608,嘉里大榮,-,1.71,939590,44.16,662929,955725,3.94,1823402,1895315
2609,陽明,-,-33.19,14152198,-10.19,10527099,9454224,0.89,23397305,23606422
2610,華航,-,-36.74,14768150,-24.86,12433705,9342059,-9.74,26712638,24110209
2611,志信,-,-21.91,62537,-22.55,63057,48835,-19.26,137955,111372
2612,中航,-,-10.08,284599,-8.53,279793,255903,-14.34,631000,540502
2613,中櫃,-,-14.08,226563,14.91,169389,194646,1.22,416101,421209
2615,萬海,-,-23.89,6587073,-1.44,5086266,5012798,3.84,11170694,11599871
2617,台航,-,-10.46,220254,-11.37,222540,197215,-14.68,489350,417469
2618,長榮航,-,-39.32,14593152,-34.6,13540049,8853867,-20.55,29514758,23447019
2630,亞航,-,-24.16,294362,5.37,211829,223220,-5.52,547873,517582
2633,台灣高鐵,受疫情影響，運量減少所致。,-39.09,4488704,-31.86,4012567,2733939,-7.17,7780629,7222643
2634,漢翔,-,-3.11,1894406,9.01,1683603,1835402,2.57,3636109,3729807
2636,台驊投控,-,-49.1,975038,-16.92,597315,496213,-11.25,1657834,1471251
2642,宅配通,-,-15.31,359753,14.42,266247,304655,6.33,624834,664408
5607,遠雄港,-,-2.08,136558,15.76,115508,133717,0.35,269306,270275
5608,四維航,-,-17.23,241508,-31.88,293429,199875,-31.19,641463,441383
8367,建新國際,無,-4.86,157164,44.83,103230,149518,23.34,248630,306682
2701,萬企,本月營業收入減少係育樂收入之影院收入減少,-2.94,27400,-7.01,28598,26593,-1.82,54996,53993
2702,華園,-,-9.91,120850,18.48,91878,108865,36.21,168641,229715
2704,國賓,-,-55.83,322930,-44.49,256959,142625,-16.11,554983,465555
2705,六福,-,-42.71,166117,-47.28,180524,95155,-21.45,332636,261273
2706,第一店,-,-11.58,27984,-10.55,27662,24743,-4.4,55158,52727
2707,晶華,-,-44.89,687689,-29.02,533934,378955,-9.15,1174111,1066644
2712,遠雄來,-,-33.7,46650,-20.26,38784,30925,21.0,64111,77575
2722,夏都,-,-30.23,64741,-31.59,66026,45166,-4.38,114948,109906
2727,王品,-,-44.08,1408682,-46.81,1480827,787600,-23.46,2869781,2196282
2731,雄獅,-,-33.45,2441590,-37.68,2607481,1624781,-10.43,4540318,4066371
2739,寒舍,-,-58.57,433859,-48.73,350572,179709,-22.24,789111,613569
2748,雲品,-,-57.4,285515,-32.1,179113,121610,-8.94,447137,407125
5706,鳳凰,-,78.89,119788,-22.34,275944,214290,-9.0,367143,334078
8462,柏文,-,0.08,288646,12.26,257332,288902,5.09,549524,577548
8940,新天地,本月較去年同期減少係因去年農曆春節落在2月份，及大陸新冠肺炎疫情影響。另因大吾疆公司股權出售，合併營收不包含大吾疆公司。,-79.08,256660,-61.27,138668,53693,-23.01,403145,310353
9943,好樂迪,-,-31.34,336797,-24.21,305121,231235,-3.42,588191,568032
2801,彰銀,-,-0.11,2577265,15.28,2233035,2574278,-5.35,5442961,5151543
2809,京城銀,-,11.48,736655,2.51,801109,821277,-14.34,1818770,1557932
2812,台中銀,-,-1.33,954284,-1.88,959671,941540,-7.43,2048023,1895824
2816,旺旺保,-,-11.49,656205,-2.68,596823,580799,-6.33,1320694,1237004
2820,華票,-,6.32,200805,40.78,151656,213511,28.0,323682,414315
2823,中壽,-,-16.26,24598082,-10.59,23036421,20595990,-28.03,62795797,45194071
2832,台產,-,-3.1,439568,-0.79,429318,425923,-0.76,872190,865490
2834,臺企銀,-,-8.83,1918832,-3.66,1815834,1749297,-12.16,4176155,3668129
2836,高雄銀,-,-20.36,390364,14.24,272102,310855,9.26,641741,701219
2838,聯邦銀,-,-9.71,1165921,-0.43,1057327,1052700,-4.05,2312408,2218621
2845,遠東銀,-,-9.56,1060043,12.89,849143,958616,-0.26,2023948,2018659
2849,安泰銀,-,-8.43,527754,1.42,476414,483221,1.11,999702,1010896
2850,新產,-,-0.53,1254054,1.82,1225046,1247346,-1.38,2536569,2501400
2851,中再保,-,-25.84,1793467,-4.98,1399738,1329963,10.21,2833859,3123430
2852,第一保,-,2.84,418952,-17.12,519883,430867,-28.92,1195672,849818
2855,統一證,本月營收減少，主要為肺炎疫情造成市場波動，導致本月份交易部位操作獲利減少所致。,41.3,340723,-46.69,903156,481468,-41.9,1415299,822191
2867,三商壽,-,-33.19,15805989,-19.4,13101153,10559363,-19.83,32889467,26365352
2880,華南金,-,-14.62,4079909,0.8,3455301,3483265,-4.46,7916460,7563174
2881,富邦金,-,-35.68,57452927,41.49,26113779,36950131,15.13,81992822,94403058
2882,國泰金,本年累計營業收入淨額較去年同期增加，主係保險業務淨收益增加所致。,-25.19,63676813,23.7,38505174,47632274,52.82,72832515,111309087
2883,開發金,-,-19.29,18573953,-9.1,16491797,14990134,-28.64,47040990,33564087
2884,玉山金,-,-7.54,4921019,16.11,3918140,4549640,6.28,8910889,9470659
2885,元大金,-,-21.5,9794379,6.1,7245373,7687754,3.71,16855607,17482133
2886,兆豐金,-,3.1,4517222,-6.37,4974440,4657431,-16.29,10960244,9174653
2887,台新金,-,-11.31,4017351,14.66,3107058,3562607,2.38,7403397,7579958
2888,新光金,-,-25.18,30611195,32.36,17302630,22902435,8.91,49132573,53513630
2889,國票金,-,29.09,439339,47.2,385272,567143,0.48,1001584,1006482
2890,永豐金,-,-33.07,4140388,6.71,2596705,2771129,3.89,6652174,6911517
2891,中信金,-,-18.93,27536085,-7.9,24237554,22321250,-11.7,56469839,49857335
2892,第一金,-,-21.08,5862268,2.62,4507984,4626292,4.62,10025142,10488560
2897,王道銀行,-,-11.03,675805,-17.51,728887,601205,-14.09,1486514,1277010
5876,上海商銀,-,-1.01,3432016,12.85,3009973,3397046,9.39,6242649,6829062
5880,合庫金,-,-6.48,4061295,3.91,3654702,3797722,-2.99,8101953,7859017
6005,群益證,-,39.48,376297,-9.8,581954,524865,-26.33,1223310,901163
6024,群益期,主係本期經紀手續費收入以及香港子公司期貨佣金收入較去年同期增加。,35.61,143027,63.27,118801,193971,14.45,294438,336998
1432,大魯閣,-,-30.95,103967,-34.62,109804,71789,-12.57,201025,175756
2601,益航,受COVID-19病毒疫情影響，大洋百貨各店於1月底起暫停營業，至2月中才陸續恢復營業，截至2月底仍有7家店尚在停業中,-74.86,689483,-72.53,630901,173300,-39.37,1423137,862783
2614,東森,本期營收超過50%，係因東森寵物雲及其子公司營收增加所致。,-12.36,379768,122.64,149483,332818,60.99,442610,712585
2901,欣欣,-,-14.49,11162,-9.44,10540,9544,-4.12,21597,20706
2903,遠百,-,-36.82,3479285,-23.5,2873460,2197949,-6.46,6069948,5677234
2905,三商,-,-37.18,23065333,-23.69,18986163,14487433,-16.34,44890850,37552766
2906,高林,-,-25.19,593877,-0.91,448322,444227,-10.47,1159605,1038104
2908,特力,-,-23.55,3261228,-12.18,2839021,2493071,-16.14,6862285,5754299
2910,統領,-,-32.88,52006,-2.09,35652,34905,26.01,68968,86911
2911,麗嬰房,-,-48.28,423514,-44.33,393459,219033,-31.08,932396,642547
2912,統一超,-,-12.8,22704519,1.76,19454060,19797798,5.26,40377714,42502318
2913,農林,-,-13.08,23884,-24.03,27325,20758,-9.33,49239,44642
2915,潤泰全,-,-29.01,278127,-18.06,240961,197439,-21.64,606965,475566
8443,阿瘦,-,-39.49,147000,-36.29,139616,88942,-18.59,289833,235942
8454,富邦媒,-,0.49,4928582,39.95,3539199,4953148,26.34,7821453,9881730
1342,八貫,營業日數增加,10.47,121261,93.06,69389,133966,28.43,198722,255227
1416,廣豐,-,-7.26,18109,-11.38,18951,16793,-7.01,37534,34901
1435,中福,-,-7.27,1265,-35.19,1810,1173,-32.44,3609,2438
1437,勤益控,-,-57.96,94623,-3.88,41382,39775,-9.62,148715,134398
1516,川飛,主係客戶採購量增加所致,1.71,88122,323.67,21157,89637,304.53,43942,177759
2062,橋椿,-,-5.07,464905,8.63,406229,441327,-12.23,1032614,906232
2348,海悅,本月及本年度增減百分比達50％以上，係因個案銷售狀況良好。,3.53,169805,119.99,79911,175803,172.4,126874,345608
2358,廷鑫,-,22.26,76016,37.42,67626,92938,-0.86,170425,168954
2443,億麗,因大宗物資訂單變動及原列入合併營收之Chung Hong Electronics Poland Sp. z o. o 喪失控制權不列入，營業收入因而產生差異。,695.24,15198,65.75,72916,120862,-15.56,161148,136060
2496,卓越,-,-11.68,70252,-23.09,80678,62045,0.13,132124,132297
2514,龍邦,自108年03月起併入瑞助營造(股)及其子公司,15.7,386426,5693.27,7718,447125,4476.93,18212,833551
2904,匯僑,-,10.65,39332,-0.96,43948,43522,-2.59,85057,82854
3040,遠見,-,-27.29,12169,-38.63,14418,8847,-39.12,34523,21015
3557,嘉威,因併購致合併營收較去年同期增加，惟因應大陸武漢新型冠狀病毒肺炎疫情延後開工，致2月出貨天數較少，故營收較上月減少。,-68.17,778789,13671.44,1800,247886,12358.13,8241,1026675
4536,拓凱,-,-39.1,524674,-11.07,359287,319487,-25.3,1130170,844161
6184,大豐電,-,0.01,165726,-1.57,168405,165759,-1.33,335966,331485
6464,台數科,-,-1.65,357931,48.75,236626,352001,49.09,476174,709932
6504,南六,-,-13.2,465552,-6.11,430395,404064,-16.86,1046014,869616
6581,鋼聯,-,38.32,77883,-23.38,140606,107730,-37.1,295125,185613
6592,和潤企業,-,-2.57,998990,7.99,901265,973314,3.46,1906240,1972304
6625,必應,因本期參與製作之演製活動等較去年同期減少所致,-67.83,75170,-71.95,86221,24179,-46.16,184533,99349
6655,科定,-,-15.18,86885,-19.56,91612,73691,-40.7,270805,160576
6670,復盛應用,-,-65.85,1729254,-38.62,962161,590490,-17.23,2802828,2319744
6754,匯僑設計,-,-20.32,256177,37.74,148182,204111,-6.32,491371,460288
8033,雷虎,-,-2.73,75030,27.25,57348,72981,15.49,128170,148028
8341,日友,-,-14.75,230061,16.52,168291,196107,9.16,390395,426168
8422,可寧衛,-,3.39,195476,-4.43,211492,202107,-14.69,466081,397583
8463,潤泰材,-,4.35,207321,13.37,190838,216359,-8.23,461683,423680
8464,億豐,-,-18.88,1702668,-5.08,1455122,1381185,-8.18,3358926,3083853
8473,山林水,-,8.36,323826,17.55,298497,350912,-8.4,736619,674738
8478,東哥遊艇,主係認列遊艇銷貨收入增加所致,-42.91,79707,167.37,17017,45500,272.35,33626,125207
8481,政伸,-,-14.11,92183,37.67,57502,79168,1.04,169577,171352
9902,台火,本月營收較去年同期增加主要係因投標車輛及進口汽車本月營收較去年同期增加所致,970.87,1411,1382.82,1019,15110,6.95,15447,16521
9904,寶成,-,-51.33,26432753,-38.22,20821554,12862330,-20.41,49374237,39295083
9905,大華,-,16.09,393347,-13.9,530368,456638,-32.62,1261592,849985
9907,統一實,-,-27.83,2064824,-19.58,1853053,1490145,-26.38,4828816,3554969
9910,豐泰,合併營收為本公司自結數,-5.72,5917516,20.3,4637221,5578824,5.72,10873762,11496340
9911,櫻花,-,-17.12,588192,40.76,346289,487468,12.68,954566,1075660
9914,美利達,-,-0.26,1682048,-3.06,1730609,1677596,-10.32,3746287,3359645
9917,中保科,-,1.96,1092478,6.02,1050629,1113926,0.31,2199524,2206404
9919,康那香,-,-10.16,376518,29.76,260650,338245,5.14,679795,714763
9921,巨大,-,-16.66,4748125,-2.09,4041264,3956746,-1.8,8865211,8704871
9924,福興,-,-25.31,655642,17.77,415748,489665,-8.65,1253868,1145307
9925,新保,-,1.28,581216,0.7,584586,588708,-0.08,1170939,1169924
9927,泰銘,-,20.22,645871,28.65,603560,776502,2.36,1389567,1422373
9928,中視,-,-38.42,72323,12.27,39664,44531,11.09,105183,116854
9929,秋雨,-,-27.53,121971,-1.24,89498,88384,4.0,202248,210355
9930,中聯資源,本月營收較去年同期增加51.63%，主因108年2月適逢春節假期工作天數減少所致。,29.15,695196,51.63,592171,897914,-1.24,1613222,1593110
9933,中鼎,-,12.01,3328537,-28.53,5217052,3728619,-15.19,8321305,7057156
9934,成霖,-,-18.6,1420655,-0.55,1162841,1156365,-8.44,2814604,2577020
