公司代號,公司名稱,備註,上月比較增減(%),上月營收,去年同月增減(%),去年當月營收,當月營收,前期比較增減(%),去年累計營收,當月累計營收,date
1447,力鵬,因新增子公司貿易營收,-4.68,1972834,64.43,1143626,1880469,-16.51,12440183,10385594,2020-11
1449,佳和,-,59.04,126897,-14.68,236571,201824,-24.0,2068654,1572168,2020-11
1451,年興,-,-5.7,741504,-6.88,750858,699166,-21.09,7259802,5728458,2020-11
1452,宏益,-,2.28,116783,-19.27,147973,119450,-41.15,1608246,946297,2020-11
1453,大將,"本年營收增加,係因本年銷售待售房屋及營建用地所致",-77.77,252,0.0,56,56,32663.07,669,219185,2020-11
1454,台富,因為新冠肺炎疫情影響，全球需求銳減,-15.12,92735,-54.62,173464,78705,-41.24,1627419,956232,2020-11
1455,集盛,-,-10.37,729968,-25.72,880881,654240,-40.92,10244244,6051751,2020-11
1456,怡華,本月認列建設收入及子公司收入較去年本月減少所致,-44.9,37980,-79.11,100173,20925,-39.73,691777,416885,2020-11
1457,宜進,-,3.13,241966,-33.22,373712,249542,-47.19,4219124,2228078,2020-11
1459,聯發,-,19.73,139676,-32.62,248239,167239,-49.36,2664843,1349360,2020-11
1460,宏遠,-,26.3,679479,0.48,854068,858236,-21.17,7270356,5730559,2020-11
1463,強盛,-,-25.19,32314,-38.14,39084,24174,-21.76,478830,374601,2020-11
1464,得力,-,-2.97,867547,-25.01,1122465,841717,-22.22,8765685,6817271,2020-11
1465,偉全,本年營收較去年同期減少，主要係因去年同期含已處分子公司之營收及本年度受疫情影響客戶需求萎縮。,-22.65,38020,-27.97,40831,29407,-56.55,781298,339462,2020-11
1466,聚隆,-,-2.48,269260,33.74,196335,262582,-25.17,2777294,2078049,2020-11
1467,南緯,-,-47.35,1528050,48.76,540779,804509,20.52,5867331,7071552,2020-11
1468,昶和,-,-8.74,69344,-12.95,72704,63282,-6.4,844266,790221,2020-11
1470,大統新創,-,-23.64,71277,-12.4,62129,54421,-26.07,685523,506752,2020-11
1472,三洋紡,-,92.1,27688,-26.95,72822,53190,-23.28,361638,277440,2020-11
1473,台南,-,-43.25,581438,-6.84,354161,329912,-21.04,6413500,5063981,2020-11
1474,弘裕,-,1.48,271516,-1.05,278500,275559,-19.44,2838698,2286810,2020-11
1475,業旺,主要開始銷售染劑產品,53.99,16286,327.18,5871,25080,72.74,48924,84516,2020-11
1476,儒鴻,-,19.66,2614618,18.07,2649809,3128881,-4.58,23035826,21978695,2020-11
1477,聚陽,-,-21.07,2690100,-5.1,2237389,2123190,-8.0,22835187,21006236,2020-11
4414,如興,-,4.08,1558236,20.78,1342812,1621854,10.42,13336903,14727134,2020-11
4426,利勤,因國外新冠肺炎疫情嚴重影響，導致出貨減少,-25.6,109515,-54.9,180678,81469,-49.46,2023454,1022478,2020-11
4438,廣越,-,-57.29,1834130,-45.18,1429215,783353,-22.98,14572474,11222943,2020-11
1503,士電,-,1.37,2177328,11.06,1987267,2207236,-3.83,21451118,20629372,2020-11
1504,東元,-,-5.18,3786157,-7.47,3879865,3589714,-7.62,39803005,36767517,2020-11
1506,正道,-,-10.94,73726,-25.99,88712,65655,-30.7,1018044,705472,2020-11
1507,永大,-,3.39,1427171,34.44,1097575,1475590,10.91,11100273,12311972,2020-11
1513,中興電,-,-11.79,1132160,14.99,868367,998584,12.4,9719970,10925615,2020-11
1514,亞力,-,-6.49,405959,1.03,375703,379584,5.61,3844640,4060623,2020-11
1515,力山,客戶銷售狀況好增加採購量,1.55,1346360,52.43,896984,1367284,22.75,6697663,8221852,2020-11
1517,利奇,"主係自行車零組件受惠全球自行車零售巿場持續熱銷,造就本公司集團出貨量及金額大增",-5.93,352321,66.35,199223,331423,7.2,2450981,2627514,2020-11
1519,華城,-,-28.41,849914,-10.06,676528,608406,35.04,4794313,6474262,2020-11
1526,日馳,-,-11.03,122780,10.24,99085,109234,5.9,938460,993905,2020-11
1527,鑽全,-,-7.7,323881,22.97,243075,298915,-0.62,2919194,2900881,2020-11
1528,恩德,-,-16.26,290830,-40.66,410436,243531,-21.07,3372094,2661450,2020-11
1529,樂士,"本(10)月較去年同期之太陽能工程營收較少,故減幅較大",-43.61,52072,-63.59,80655,29360,40.73,410911,578291,2020-11
1530,亞崴,-,24.44,209901,-10.33,291315,261212,-13.4,2890331,2502935,2020-11
1531,高林股,-,-27.88,181850,16.47,112590,131137,-29.09,1787297,1267363,2020-11
1532,勤美,10月份兩期變動達92.20%，主係本月認列完工交屋之營建收入較去年同期增加所致,43.17,1197780,92.19,892287,1714970,-14.9,11464126,9755553,2020-11
1535,中宇,109年10月營收與去年同期差異56.7%，主係本期工案陸續依進度估驗所致。,13.69,793878,56.69,576022,902626,-6.65,7652577,7143151,2020-11
1537,廣隆,-,-1.35,624602,-9.07,677632,616113,-11.71,6623013,5847438,2020-11
1538,正峰,-,51.71,15721,-4.62,25008,23851,-24.79,294395,221408,2020-11
1539,巨庭,國外市場須求增加,28.0,215803,72.25,160369,276238,-0.97,1860268,1842212,2020-11
1540,喬福,歐美疫情影響到,94.51,19435,-26.34,51323,37804,-59.11,562795,230108,2020-11
1541,錩泰,-,-12.38,530327,27.9,363278,464634,14.65,3685823,4226074,2020-11
1558,伸興,-,-3.34,701611,48.83,455609,678115,11.47,5125664,5713885,2020-11
1560,中砂,-,0.05,420571,0.1,420369,420808,4.48,4065764,4248026,2020-11
1583,程泰,-,-1.96,435996,-22.76,553453,427442,-19.01,5202123,4213076,2020-11
1597,直得,-,-5.01,113151,4.25,103088,107479,3.02,1103340,1136697,2020-11
2049,上銀,-,-1.53,2007872,40.5,1407133,1977041,-2.89,17602747,17092821,2020-11
2241,艾姆勒,-,-1.49,77810,-0.19,76793,76645,6.03,645700,684669,2020-11
2371,大同,-,-5.09,2478018,-15.48,2782834,2351850,-3.2,27352683,26475292,2020-11
3167,大量,市場設備需求逐漸復甦所致,-1.42,239693,57.62,149891,236273,19.0,1533166,1824615,2020-11
4526,東台,-,-31.97,687563,-49.07,918320,467696,-31.35,9053625,6215267,2020-11
4532,瑞智,-,8.34,1436038,30.32,1193844,1555921,-6.08,16679618,15665206,2020-11
4540,全球傳動,-,46.67,195344,48.97,192324,286516,27.25,1764380,2245256,2020-11
4555,氣立,-,-1.68,133981,33.65,98552,131719,16.63,1119988,1306329,2020-11
4562,穎漢,-,1.89,55816,-24.7,75538,56874,-34.78,829014,540651,2020-11
4564,元翎,-,1.92,170997,-19.14,215568,174288,-28.81,2370226,1687168,2020-11
4566,時碩工業,-,-9.47,361444,3.43,316332,327194,-11.0,3214293,2860542,2020-11
4572,駐龍,"因受新冠肺炎疫情影響,致營收減少",-32.44,32138,-67.6,67028,21712,-55.71,704299,311933,2020-11
4576,大銀微系統,-,1.88,183363,13.58,164470,186814,16.67,1711740,1997168,2020-11
8222,寶一,-,48.19,21310,-49.69,62782,31580,-45.37,661808,361493,2020-11
8374,羅昇,-,-9.74,227516,12.3,182847,205349,-8.99,2425858,2207687,2020-11
8996,高力,-,11.57,164861,34.37,136884,183936,-6.67,1763918,1646159,2020-11
1603,華電,"本公司產品為訂單式生產。營收減少主要係去年同期有交貨161KV電纜線132,275仟元。",-0.8,165978,-52.3,345203,164642,-16.41,2205647,1843666,2020-11
1604,聲寶,-,-6.79,591889,3.91,530903,551670,8.07,6038405,6525782,2020-11
1605,華新,-,-9.3,10659389,-4.15,10086581,9667281,-20.11,114167585,91208107,2020-11
1608,華榮,-,-20.41,859677,17.83,580616,684140,-5.08,6491208,6161118,2020-11
1609,大亞,-,-4.24,1621234,7.58,1443005,1552389,-4.1,15016872,14399901,2020-11
1611,中電,-,-7.12,159038,-25.56,198437,147703,-10.85,1951805,1739937,2020-11
1612,宏泰,-,2.33,336784,4.32,330359,344641,28.11,2954165,3784659,2020-11
1614,三洋電,-,-31.59,471575,2.46,314822,322581,6.18,4460999,4736736,2020-11
1615,大山,-,-8.47,269800,-5.48,261253,246924,5.31,2423988,2552716,2020-11
1616,億泰,-,-10.78,216050,-31.63,281937,192755,-12.4,2457134,2152281,2020-11
1617,榮星,-,-5.42,294052,11.94,248427,278099,-0.42,2371169,2361057,2020-11
1618,合機,-,-51.46,443209,-14.19,250665,215094,15.41,2102592,2426645,2020-11
4930,燦星網,"109/3/27董事會決議處分燦星國旅全數持股，109年第一季起將該公司轉列停業單位，合併營收分別扣除110,186仟元及1,574,462仟元。",3.52,1022438,21.1,873991,1058450,-4.76,7992020,7611324,2020-11
5283,禾聯碩,-,-16.5,461258,-6.15,410423,385142,4.89,4967092,5210294,2020-11
1708,東鹼,-,2.65,332745,-6.05,363624,341589,-5.58,3610892,3409103,2020-11
1709,和益,-,-27.3,824520,-30.36,860765,599376,-3.77,7389157,7110432,2020-11
1710,東聯,無,8.54,1639701,37.09,1298296,1779869,-22.16,19565289,15228228,2020-11
1711,永光,-,-2.18,678137,-11.54,749894,663321,-19.45,7845920,6319708,2020-11
1712,興農,-,-11.78,1523205,-1.31,1361685,1343723,3.04,14388423,14826876,2020-11
1713,國化,-,-17.28,39097,-34.09,49064,32338,-22.58,491272,380313,2020-11
1714,和桐,-,-2.87,1881822,-16.85,2198182,1827787,-5.13,23230515,22038535,2020-11
1717,長興,-,5.47,3513059,13.81,3255454,3705269,-9.76,33447070,30179480,2020-11
1718,中纖,"本月份自結異業別合併營收資訊,未經會計師簽證或核閱",-53.42,4872746,-22.49,2928161,2269616,-13.53,30383084,26271513,2020-11
1721,三晃,-,-3.79,201278,-33.38,290691,193640,-15.34,2733577,2314031,2020-11
1722,台肥,"本月營收較去年本月減少,係去年同月銷售房地收入所致",-9.43,830979,-51.51,1552315,752587,-20.94,11087911,8765689,2020-11
1723,中碳,-,15.15,393207,-25.44,607351,452816,-34.39,6651259,4363435,2020-11
1724,台硝,-,-1.88,152473,-9.2,164775,149601,-7.77,1566842,1444962,2020-11
1725,元禎,-,-12.33,636485,-25.4,748021,557958,-24.44,7280192,5500202,2020-11
1726,永記,-,0.14,731228,-4.45,766438,732255,0.18,6475697,6487438,2020-11
1727,中華化,-,-11.19,164133,-32.33,215388,145753,-21.93,1938987,1513735,2020-11
1730,花仙子,-,-24.73,324815,1.35,241197,244458,-16.23,2964823,2483454,2020-11
1732,毛寶,-,-14.61,51174,-7.83,47409,43696,4.58,494743,517429,2020-11
1735,日勝化,-,-6.19,254887,-10.81,268113,239107,-28.49,2607845,1864741,2020-11
1773,勝一,-,3.89,650400,-0.21,677153,675711,3.3,6148926,6351923,2020-11
1776,展宇,-,-11.79,124033,-23.2,142465,109407,-19.26,1345908,1086616,2020-11
3708,上緯投控,客戶訂單增加，帶動我司營收成長,3.71,1116660,118.03,531144,1158096,48.03,5154608,7630501,2020-11
4720,德淵,-,4.68,278677,4.36,279532,291745,-5.45,2668978,2523393,2020-11
4722,國精化,-,-5.35,343680,-9.39,359007,325267,-15.84,3636108,3059846,2020-11
4725,信昌化,-,16.46,710192,-2.12,845148,827152,-26.36,9020472,6641897,2020-11
4739,康普,-,-22.62,482591,-35.29,577026,373386,-17.69,5336488,4392271,2020-11
4755,三福化,-,-20.33,341015,-16.47,325294,271686,-4.68,3332978,3176665,2020-11
4764,雙鍵,-,-4.56,232700,-5.49,234980,222069,-30.56,2941621,2042401,2020-11
4766,南寶,-,3.71,1383760,-9.29,1582326,1435195,-11.6,14171043,12526096,2020-11
1598,岱宇,新冠肺炎疫情帶動家用健身器材需求激增,21.24,1411781,205.41,560449,1711714,98.35,4729247,9380578,2020-11
1701,中化,-,-18.5,753371,-8.52,671164,613931,1.18,6600522,6678878,2020-11
1707,葡萄王,-,-1.99,748192,-8.12,798134,733274,-2.25,7323909,7158461,2020-11
1720,生達,-,3.01,359392,4.86,353035,370225,9.18,3258728,3558046,2020-11
1731,美吾華,本公司聚焦高利潤之自有品牌產品業務拓展，當月營收及毛利率持續成長，惟109年起淡出低利潤之物流配送業務，累計營收仍受影響。,-12.07,99118,1.8,85606,87151,-6.03,939440,882763,2020-11
1733,五鼎,-,7.67,150014,-13.92,187664,161526,-0.46,1720116,1712133,2020-11
1734,杏輝,-,-23.83,237151,-5.25,190643,180624,6.08,1913325,2029704,2020-11
1736,喬山,-,-11.45,3066687,20.99,2244246,2715434,10.33,19356037,21355988,2020-11
1760,寶齡富錦,-,-10.87,129161,7.98,106610,115119,-2.72,1215672,1182573,2020-11
1762,中化生,單月營收較去年同期增加，主係EPAE產品銷售較去年同期增加。,288.26,62016,191.64,82561,240784,27.17,963069,1224760,2020-11
1783,和康生,-,-62.05,51287,-36.88,30837,19463,-4.56,371184,354229,2020-11
1786,科妍,-,113.76,23850,32.44,38494,50982,11.36,346556,385936,2020-11
1789,神隆,-,15.99,268571,43.28,217414,311527,10.03,2290645,2520457,2020-11
1795,美時,-,0.26,1020621,38.35,739594,1023290,27.02,6786061,8620083,2020-11
3164,景岳,本月國外出貨較前期增加,8.96,32946,60.52,22364,35899,-5.15,289152,274248,2020-11
3705,永信,-,-4.53,692967,-4.43,692240,661566,-1.15,6607279,6531249,2020-11
4104,佳醫,-,0.54,573907,5.06,549178,577013,5.24,5303767,5582174,2020-11
4106,雃博,-,-15.36,206408,9.53,159483,174691,-3.2,1678818,1624938,2020-11
4108,懷特,「癌因性疲憊症CRF」的處方新藥因疫情緩和需求回溫，當月業績較去年同期持續成長。,8.69,7156,73.73,4477,7778,-20.99,85837,67815,2020-11
4119,旭富,-,7.96,190075,14.07,179896,205214,18.88,2015684,2396299,2020-11
4133,亞諾法,-,13.88,42920,31.39,37199,48878,10.86,348032,385847,2020-11
4142,國光生,月及年營收增加主因為國內四價流感疫苗銷售增加所致。,37.29,447539,275.61,163585,614442,98.86,835884,1662254,2020-11
4155,訊映,因美國、巴西、非洲等客戶銷售成長所致。,58.46,129401,69.93,120663,205049,25.33,986987,1237060,2020-11
4164,承業醫,-,-55.82,349580,0.48,153667,154413,-12.8,2493639,2174405,2020-11
4737,華廣,本月營收減少主係因客戶訂單延遲出貨所致,-50.08,199098,-68.1,311630,99385,-27.25,1733116,1260819,2020-11
4746,台耀,-,-3.94,280622,23.08,218989,269546,12.44,2254135,2534619,2020-11
6491,晶碩,-,10.45,380742,48.52,283132,420532,13.11,2639552,2985702,2020-11
1802,台玻,-,-1.71,4199290,9.76,3760060,4127169,-4.29,34126621,32662156,2020-11
1806,冠軍,-,15.1,264681,-24.6,404064,304651,-22.59,3926369,3039250,2020-11
1809,中釉,-,-15.49,209589,-4.63,185716,177115,-20.34,1902072,1515090,2020-11
1810,和成,-,-26.43,558710,-8.25,448020,411014,-6.33,4458166,4175640,2020-11
1817,凱撒衛,-,-0.99,205573,-9.3,224399,203519,1.21,1863922,1886499,2020-11
1903,士紙,-,14.7,13217,18.44,12799,15160,-5.23,138661,131398,2020-11
1904,正隆,-,-10.91,3778583,-4.43,3522377,3366103,-0.4,32412422,32279584,2020-11
1905,華紙,-,3.95,1539235,-3.33,1655313,1600126,-12.49,17319674,15155600,2020-11
1906,寶隆,-,18.79,85805,-13.11,117312,101929,7.22,1042405,1117692,2020-11
1907,永豐餘,-,1.62,6635793,8.28,6227481,6743318,-4.18,61648310,59069726,2020-11
1909,榮成,-,-0.24,4189910,5.09,3976955,4179763,-16.03,38973230,32724216,2020-11
2002,中鋼,-,3.67,26127823,-2.12,27677766,27088765,-17.84,309483414,254266097,2020-11
2006,東和鋼鐵,-,6.06,3690315,5.99,3692862,3914211,-9.35,37520402,34009045,2020-11
2007,燁興,-,5.21,461587,2.26,474870,485649,-18.81,5676919,4608640,2020-11
2008,高興昌,主要係本月內銷出貨量增加,6.93,89423,69.29,56484,95624,-24.11,996677,756333,2020-11
2009,第一銅,-,-6.6,198501,-10.97,208256,185396,-13.56,2110657,1824303,2020-11
2010,春源,-,3.07,1695910,15.66,1511243,1748007,14.18,13548647,15470964,2020-11
2012,春雨,-,-2.86,681066,-16.21,789546,661541,-17.6,7809987,6434800,2020-11
2013,中鋼構,-,10.6,1050965,16.36,998959,1162396,-21.92,13550309,10579754,2020-11
2014,中鴻,-,-6.84,3415540,36.99,2322494,3181690,-14.45,35505454,30374535,2020-11
2015,豐興,-,-0.53,2303545,-3.3,2369544,2291325,-4.34,22980750,21981315,2020-11
2017,官田鋼,-,0.17,328473,33.05,247303,329038,-15.98,3353027,2816985,2020-11
2020,美亞,-,-5.83,422015,14.68,346496,397388,10.27,3782997,4171841,2020-11
2022,聚亨,-,-19.07,686857,-42.36,964411,555853,-29.53,9595278,6761438,2020-11
2023,燁輝,-,9.52,4909104,17.9,4560181,5376577,-11.41,50244332,44509973,2020-11
2024,志聯,-,-5.85,111947,3.95,101381,105395,-10.33,1040560,933005,2020-11
2025,千興,本月庫存降低，品項不多，影響客戶採購意願。,-77.34,87989,-83.56,121237,19931,-36.79,1020994,645288,2020-11
2027,大成鋼,-,5.73,5005162,-19.11,6543031,5292296,-29.76,68573843,48165777,2020-11
2028,威致,-,16.96,809010,17.95,802211,946260,-13.44,8011128,6934159,2020-11
2029,盛餘,-,2.11,827119,5.21,802790,844643,-10.23,8389441,7530702,2020-11
2030,彰源,-,-10.68,980460,-11.95,994610,875719,-15.17,10142112,8603169,2020-11
2031,新光鋼,-,-7.92,857680,-5.36,834461,789674,14.1,6965707,7948233,2020-11
2032,新鋼,-,-10.42,293646,19.29,220501,263041,13.49,2330298,2644796,2020-11
2033,佳大,-,-4.68,62230,-18.22,72538,59315,-11.02,706783,628890,2020-11
2034,允強,-,-16.19,1131724,-27.0,1299248,948429,-22.88,13876671,10701348,2020-11
2038,海光,-,13.15,492258,-17.72,677010,557022,-6.06,6487257,6094104,2020-11
2069,運錩,-,5.6,636764,-17.24,812629,672466,-20.43,7333009,5834246,2020-11
3004,豐達科,因受新冠肺炎疫情影響,-3.79,85263,-66.57,245370,82026,-38.7,2352355,1441795,2020-11
5007,三星,-,-15.37,508898,-16.48,515657,430654,-27.78,5600648,4044532,2020-11
9958,世紀鋼,本月及本年增加百分比達50%以上，主因風力事業陸續投產，影響收入較同期增加。,-1.62,630125,136.17,262459,619864,204.41,1689825,5144039,2020-11
2101,南港,"本公告係屬自結數,與會計師所出具之財報因匯率之故將存有略微差異,屆時請以財報為準.",-2.07,931929,5.28,866783,912574,-14.39,9375592,8026233,2020-11
2102,泰豐,-,-17.97,634606,36.81,380448,520519,26.42,3833249,4846006,2020-11
2103,台橡,-,-0.05,1998494,-10.91,2242260,1997435,-19.23,24309591,19633980,2020-11
2104,國際中橡,-,-0.95,1549276,-11.36,1731103,1534441,-32.82,20425432,13720707,2020-11
2105,正新,無。,-11.11,9643242,1.23,8467266,8571569,-14.36,91371393,78243032,2020-11
2106,建大,-,4.49,2755305,8.11,2663092,2879154,-8.74,27341521,24950276,2020-11
2107,厚生,-,-42.34,223979,-30.82,186680,129137,14.73,2231432,2560241,2020-11
2108,南帝,-,5.83,1363278,47.09,980848,1442770,-1.4,10395467,10249788,2020-11
2109,華豐,-,22.24,419345,16.92,438423,512638,-8.4,4337516,3972748,2020-11
2114,鑫永銓,-,2.44,136826,-0.82,141340,140176,-4.62,1377895,1314120,2020-11
6582,申豐,"因今年產能擴充,營收較去年同期增加",14.37,492659,88.87,298333,563468,40.01,2778932,3890853,2020-11
1319,東陽,-,-8.51,1627022,-17.64,1807560,1488561,-19.69,17577260,14115815,2020-11
1339,昭輝,-,-3.45,206573,-7.66,215992,199428,-19.94,2151485,1722382,2020-11
1512,瑞利,-,-1.93,99501,-43.55,172861,97578,-40.51,1660979,988044,2020-11
1521,大億,"本月較前期增67%:因客戶新車型量產,出貨量增加及認列模具收入",83.89,395909,66.99,435962,728048,-17.13,4556947,3776016,2020-11
1522,堤維西,-,3.12,1230277,-15.02,1492929,1268689,-20.02,14858937,11883685,2020-11
1524,耿鼎,-,-7.0,184608,-8.83,188301,171669,-18.97,1935128,1567883,2020-11
1525,江申,-,13.95,82427,-21.02,118935,93931,-20.08,1027662,821298,2020-11
1533,車王電,-,-2.32,255406,7.62,231806,249473,-13.9,2372304,2042523,2020-11
1536,和大,-,9.58,510362,7.29,521274,559302,-19.71,5036229,4043573,2020-11
1568,倉佑,-,2.54,172346,7.9,163780,176727,-15.36,1656735,1402107,2020-11
1587,吉茂,公司接單狀況良好,-3.56,193477,53.75,121352,186584,13.93,1252373,1426900,2020-11
2201,裕隆,-,10.72,6810349,14.25,6600315,7540911,-4.85,70460308,67041611,2020-11
2204,中華,-,3.13,2734811,0.4,2809177,2820607,-5.58,27211463,25692075,2020-11
2206,三陽工業,-,-0.78,3829444,46.08,2600783,3799312,15.03,28287227,32539924,2020-11
2207,和泰車,-,11.38,18314502,4.37,19544582,20399524,10.9,170454612,189040021,2020-11
2227,裕日車,-,8.0,2122376,-24.32,3029239,2292296,-10.8,26824463,23927309,2020-11
2228,劍麟,-,8.23,354792,4.27,368258,383993,-29.54,3840577,2706030,2020-11
2231,為升,-,26.19,305338,-0.17,385992,385332,-22.21,3426079,2664910,2020-11
2233,宇隆,-,-19.21,283616,14.66,199818,229113,4.55,1930691,2018572,2020-11
2247,汎德永業,-,-23.67,4024185,6.5,2883812,3071460,19.03,26633494,31703804,2020-11
2497,怡利電,-,6.36,157519,0.92,166008,167543,-33.55,1882311,1250718,2020-11
3346,麗清,無,-9.65,453574,39.61,293514,409797,1.3,3323827,3367194,2020-11
4551,智伸科,"主係旭申國際於109年4月13日成為100%子公司,共同控制下企業合併,同步重編去年合併營收。",-8.51,733039,1.02,663811,670606,-8.21,6302932,5785211,2020-11
6288,聯嘉,-,4.63,381794,-7.96,434050,399491,-15.12,3588738,3045778,2020-11
6605,帝寶,-,7.51,1271426,4.86,1303609,1366968,-8.83,12832170,11697809,2020-11
