公司代號,公司名稱,備註,上月比較增減(%),上月營收,去年同月增減(%),去年當月營收,當月營收,前期比較增減(%),去年累計營收,當月累計營收,date
2606,裕民,-,1.97,830313,-28.5,1184272,846728,-18.16,6312742,5166041,2020-09
2607,榮運,-,0.71,586638,-8.14,643253,590850,-9.92,5184804,4670317,2020-09
2608,嘉里大榮,-,-3.57,1086163,0.98,1037087,1047326,3.9,7702826,8003711,2020-09
2609,陽明,-,6.46,12252479,3.27,12631351,13044917,-9.31,101109368,91689860,2020-09
2610,華航,-,4.61,8632737,-39.67,14970025,9031115,-32.48,113395028,76561021,2020-09
2611,志信,-,2.4,48917,-35.11,77204,50094,-34.7,603610,394147,2020-09
2612,中航,-,-3.89,269745,-15.29,306034,259240,-17.97,2540420,2083698,2020-09
2613,中櫃,-,-1.23,247525,2.79,237829,244465,-1.55,1881987,1852776,2020-09
2615,萬海,-,7.35,6076533,5.86,6161738,6523421,-2.69,48167679,46870544,2020-09
2617,台航,-,-2.43,227108,-19.48,275197,221572,-21.23,2105265,1658232,2020-09
2618,長榮航,主係受嚴重特殊傳染性肺炎疫情影響，航班取消致營收大幅減少。,1.46,6191888,-62.67,16831957,6282755,-48.08,119410778,61996673,2020-09
2630,亞航,-,-9.5,372350,-12.11,383415,336963,3.71,2554466,2649345,2020-09
2633,台灣高鐵,受疫情影響，運量減少所致。,9.79,3364502,-4.76,3879227,3694189,-22.8,31430916,24264272,2020-09
2634,漢翔,-,15.59,1487542,-30.01,2456970,1719523,-26.45,18142031,13342863,2020-09
2636,台驊投控,-,3.74,1219738,31.08,965366,1265456,21.15,7336562,8888384,2020-09
2642,宅配通,-,3.63,324454,11.65,301130,336235,7.98,2417815,2610897,2020-09
5607,遠雄港,"去年同期依子公司遠雄航空自由貿易港區(股)公司與近鐵運通(股)公司訴訟和解案內容認列營收,以致差異較大",-4.63,165353,-76.82,680436,157695,-27.44,1668663,1210754,2020-09
5608,四維航,-,1.83,235121,-26.85,327344,239430,-32.59,2549166,1718350,2020-09
8367,建新國際,無,9.45,152642,6.48,156906,167079,11.34,1149919,1280397,2020-09
2701,萬企,本月營業收入減少係育樂收入減少,12.95,21358,-16.85,29014,24125,-29.6,235428,165737,2020-09
2702,華園,主要係受新冠肺炎影響，致使本月營收大幅減少。,21.92,59912,-51.53,150731,73047,-47.48,980336,514801,2020-09
2704,國賓,-,7.27,164693,-20.98,223618,176682,-35.63,1906397,1227065,2020-09
2705,六福,-,5.71,237876,13.23,222063,251464,-27.95,1435164,1034010,2020-09
2706,第一店,-,26.44,18553,-18.24,28696,23460,-26.83,230056,168323,2020-09
2707,晶華,-,12.23,468736,-6.39,561999,526077,-21.76,4310497,3372133,2020-09
2712,遠雄來,"本月營收較去年同期成長56.63%,主係暑假疫情緩和又政府推出暖心旅遊專案及振興劵刺激消費情況下所致",14.34,74280,56.63,54224,84933,19.77,296983,355725,2020-09
2722,夏都,-,11.24,99691,34.65,82360,110899,-7.06,527718,490443,2020-09
2727,王品,-,25.1,1392177,8.17,1610051,1741617,-14.52,11196456,9570107,2020-09
2731,雄獅,因新型冠狀病毒肺炎疫情影響團體旅遊,97.63,198588,-83.32,2353335,392472,-73.98,20461611,5323028,2020-09
2739,寒舍,-,3.26,241124,-25.41,333869,249002,-42.13,2897958,1676790,2020-09
2748,雲品,-,5.83,150560,-4.54,166927,159344,-31.75,1541430,1051933,2020-09
5706,鳳凰,因新型冠狀病毒肺炎疫情影響國外團體旅遊,131.74,10690,-91.83,303335,24774,-78.47,2057664,442885,2020-09
8462,柏文,-,1.83,325564,7.63,308022,331534,1.85,2320928,2363957,2020-09
8940,新天地,-,20.5,57306,20.39,57359,69056,-46.2,1019330,548376,2020-09
9943,好樂迪,-,1.16,238631,-11.24,271997,241420,-10.55,2050069,1833617,2020-09
2801,彰銀,-,-16.63,2450596,-34.12,3101363,2043053,-13.38,21915865,18981524,2020-09
2809,京城銀,-,-36.44,1095140,-1.58,707201,695964,-10.69,5853306,5227356,2020-09
2812,台中銀,-,-8.71,1111747,-6.03,1080071,1014851,-7.2,8105219,7521417,2020-09
2816,旺旺保,-,-24.04,846365,-1.56,653072,642881,-0.44,5395058,5371310,2020-09
2820,華票,-,-13.4,255993,30.44,169946,221685,20.65,1369458,1652311,2020-09
2823,中壽,-,-19.66,36243213,15.45,25218871,29116876,-9.66,237423686,214465044,2020-09
2832,台產,-,-12.46,536566,-1.74,478025,469705,2.25,3542097,3621997,2020-09
2834,臺企銀,-,-9.61,2053551,-3.17,1916999,1856107,-9.42,16068011,14554376,2020-09
2836,高雄銀,-,3.76,304937,12.85,280363,316417,0.21,2513281,2518740,2020-09
2838,聯邦銀,-,-21.65,1512757,-5.9,1259492,1185119,2.23,9231797,9437837,2020-09
2845,遠東銀,-,-1.66,1066604,6.37,985947,1048794,-3.72,8056150,7756031,2020-09
2849,安泰銀,-,-4.43,451966,-11.84,489963,431915,-8.89,4309969,3926678,2020-09
2850,新產,-,-8.81,1569832,6.72,1341289,1431427,3.51,10361798,10726387,2020-09
2851,中再保,-,-8.31,1638838,12.39,1336869,1502553,8.94,10942224,11921530,2020-09
2852,第一保,-,-5.93,543310,-2.94,526574,511041,-4.89,4009316,3812997,2020-09
2855,統一證,本月營收減少主係交易部位操作獲利減少所致,-65.82,2151710,-6.17,783808,735432,27.74,4784755,6112159,2020-09
2867,三商壽,-,-15.39,15218302,-9.57,14239304,12875273,-13.8,120351171,103731042,2020-09
2880,華南金,-,3.39,4016265,-3.8,4316903,4152754,-22.9,32570350,25111662,2020-09
2881,富邦金,-,-23.17,58897045,-8.94,49689070,45244993,14.32,305112439,348814822,2020-09
2882,國泰金,-,-6.24,60755428,13.74,50076418,56960814,24.39,352647242,438673557,2020-09
2883,開發金,-,-12.95,27131383,26.01,18739443,23615307,-10.37,173854694,155810470,2020-09
2884,玉山金,-,-11.64,5076137,-7.3,4838474,4484920,5.59,36461472,38502166,2020-09
2885,元大金,-,-13.89,12130778,11.57,9361347,10445001,7.16,69111459,74060784,2020-09
2886,兆豐金,-,-15.12,6143597,0.83,5170982,5214167,-6.24,44373895,41604886,2020-09
2887,台新金,-,-6.23,4135030,5.71,3667468,3877158,0.28,29620230,29704949,2020-09
2888,新光金,-,-51.6,37328245,-4.0,18818982,18065384,10.33,186541079,205814571,2020-09
2889,國票金,"本月主要係透過其他綜合損益按公允價值衡量之金融資產及負債已實現損益較去年同期增加311,948仟元。",-11.72,1012528,59.28,561162,893841,20.01,4707443,5649791,2020-09
2890,永豐金,-,-16.05,4153212,7.24,3250645,3486240,2.37,25601035,26209911,2020-09
2891,中信金,-,-30.36,21587335,-35.76,23403601,15033395,-16.82,176977248,147195945,2020-09
2892,第一金,-,-4.07,5404883,-8.55,5669632,5184453,-9.2,42550172,38632951,2020-09
2897,王道銀行,-,-4.28,782295,10.03,680535,748804,-7.29,5832391,5407157,2020-09
5876,上海商銀,-,-18.38,3951240,-16.11,3844332,3224642,-7.24,28096787,26062340,2020-09
5880,合庫金,-,-22.47,5582275,14.78,3770066,4327507,5.23,32395333,34090910,2020-09
6005,群益證,-,-17.72,1269198,42.98,730321,1044257,17.32,4919198,5771567,2020-09
6024,群益期,-,-20.86,244162,-0.92,195036,193223,26.55,1292450,1635617,2020-09
1432,大魯閣,-,2.09,107979,-2.56,113142,110241,-2.98,818101,793666,2020-09
2601,益航,-,-18.05,641312,-13.87,610152,525515,-27.02,5186766,3784795,2020-09
2614,東森,本期營收超過50%，係因東森寵物雲及其子公司增加營收所致。,9.84,387948,99.14,213981,426125,61.4,1818503,2935090,2020-09
2901,欣欣,-,9.48,8642,-11.9,10741,9462,-18.15,86759,71007,2020-09
2903,遠百,-,14.23,2671929,3.1,2960286,3052194,-4.84,23444033,22307288,2020-09
2905,三商,-,-12.35,17791414,-22.56,20138821,15593535,-11.48,149819666,132616647,2020-09
2906,高林,-,5.63,563008,-9.26,655477,594724,-10.45,4834890,4329365,2020-09
2908,特力,-,2.5,3419616,7.78,3252068,3505342,4.05,25844696,26892332,2020-09
2910,統領,-,-15.5,46769,-44.74,71518,39518,-18.26,383823,313722,2020-09
2911,麗嬰房,無,5.35,291456,-11.43,346690,307052,-23.89,3171537,2413834,2020-09
2912,統一超,-,-1.83,23060586,2.14,22162649,22637009,0.38,169581527,170239873,2020-09
2913,農林,-,14.2,27494,33.14,23583,31400,0.3,199767,200384,2020-09
2915,潤泰全,-,9.18,201260,-23.94,288912,219743,-22.73,2547142,1967993,2020-09
8443,阿瘦,-,14.34,108790,0.14,124210,124394,-15.14,1012565,859229,2020-09
8454,富邦媒,-,6.69,5139283,28.69,4260832,5483606,30.42,31867467,41562700,2020-09
1342,八貫,-,18.49,125398,-14.41,173625,148589,2.66,970816,996660,2020-09
1416,廣豐,-,6.02,15795,-17.36,20267,16747,-21.69,184980,144849,2020-09
1435,中福,-,-0.47,1275,-27.4,1748,1269,-28.9,14222,10111,2020-09
1437,勤益控,-,3.15,40790,2.16,41186,42076,-6.12,407757,382798,2020-09
1516,川飛,本月較去年同期增加63.31%及本年累計較去年累計增加43.15%主係客戶採購量增加所致,-3.93,65520,63.3,38542,62942,43.14,397021,568318,2020-09
2062,橋椿,-,-2.87,688238,29.91,514526,668457,0.47,4199551,4219332,2020-09
2348,海悅,本月及本年度增減百分比達50％以上，係因個案銷售狀況良好,0.79,359808,217.93,114076,362683,182.56,694076,1961223,2020-09
2358,廷鑫,-,25.78,117824,-24.55,196431,148202,-4.09,1009871,968511,2020-09
2443,億麗,因大宗物資訂單變動及原列入合併營收之Chung Hong Electronics Poland Sp. z o. o 喪失控制權不列入，營業收入因而產生差異。,-77.39,94623,-53.77,46278,21393,-43.03,618413,352277,2020-09
2496,卓越,-,-2.96,65879,-15.13,75328,63927,-8.15,588635,540610,2020-09
2514,龍邦,-,0.96,882264,13.83,782552,890802,45.66,4264939,6212391,2020-09
2904,匯僑,-,-8.89,48345,-1.94,44920,44047,2.8,345659,355371,2020-09
3040,遠見,-,8.08,12905,-8.03,15168,13949,-24.73,127236,95764,2020-09
3557,嘉威,本月接單優於去年同期，致出貨營收增加，另因併購致累計合併營收較去年增加。,13.23,295613,134.06,143008,334737,1546.37,179382,2953296,2020-09
4536,拓凱,-,-10.34,703486,-0.33,632819,630723,-9.43,4988854,4517940,2020-09
6184,大豐電,-,0.08,163982,-2.01,167507,164126,-1.57,1342232,1321150,2020-09
6464,台數科,本年累計營業收入較去年累計增加，係因完成得濬(股)公司股權交割案。該公司及其子公司收入已併入申報。,0.93,353508,47.2,242382,356805,51.38,1922688,2910728,2020-09
6504,南六,新產線加入,-2.5,900437,90.87,459895,877839,38.73,4261070,5911558,2020-09
6581,鋼聯,今年8月出貨數量較去年8月增加。,-30.15,153032,122.03,48139,106885,-23.51,1192121,911836,2020-09
6592,和潤企業,-,0.77,1256282,8.11,1170930,1266003,5.29,8993531,9469997,2020-09
6625,必應,-,-6.55,92385,-19.88,107753,86326,-41.08,591582,348542,2020-09
6655,科定,-,-0.14,196881,-22.62,254060,196586,-23.56,1598693,1221919,2020-09
6670,復盛應用,-,22.37,862931,-33.27,1582664,1056044,-24.41,10700165,8088048,2020-09
6754,匯僑設計,-,-3.22,290393,-26.56,382696,281040,-22.12,2710078,2110434,2020-09
8033,雷虎,-,-23.42,69749,20.62,44277,53409,1.07,547643,553523,2020-09
8341,日友,-,-13.5,278591,-5.62,255308,240958,9.56,1707363,1870684,2020-09
8422,可寧衛,-,-4.75,250677,9.79,217459,238758,2.03,1752880,1788612,2020-09
8463,潤泰材,-,8.02,272811,12.68,261532,294706,-1.76,2008071,1972728,2020-09
8464,億豐,-,4.44,2307272,10.69,2176888,2409785,-2.81,15822548,15376630,2020-09
8473,山林水,-,16.3,324408,-14.54,441533,377297,-3.22,3059572,2960890,2020-09
8478,東哥遊艇,主係認列遊艇銷貨收入增加所致,136.72,187855,108.64,213141,444701,21.34,2211052,2683013,2020-09
8481,政伸,-,3.9,131871,24.58,109976,137015,4.42,774691,808982,2020-09
9902,台火,本月累計營收較去年同期增加主要係因投標車輛及進口汽車銷售營收較去年同期增加所致,847.84,2347,-39.67,36874,22246,121.6,96916,214770,2020-09
9904,寶成,-,-4.13,19413708,-28.83,26154678,18611764,-22.96,208837854,160884147,2020-09
9905,大華,-,-11.9,820067,7.64,671161,722463,-10.62,5667070,5064664,2020-09
9907,統一實,-,10.06,2900309,7.97,2956284,3192152,-9.34,22126164,20058636,2020-09
9910,豐泰,合併營收為本公司自結數,12.21,5178650,-15.56,6882070,5811162,-6.44,48117299,45015770,2020-09
9911,櫻花,-,15.43,472526,14.98,474365,545443,6.87,3749502,4007133,2020-09
9914,美利達,-,-6.65,2534580,-10.08,2631384,2366003,-4.2,18543770,17763637,2020-09
9917,中保科,-,2.33,1114062,-2.33,1167383,1140071,0.73,8919182,8984898,2020-09
9919,康那香,-,-4.4,472512,26.69,356521,451689,30.65,2610910,3411170,2020-09
9921,巨大,-,-5.76,6733336,11.36,5698023,6345452,10.66,41645697,46088398,2020-09
9924,福興,-,9.32,828798,10.48,820109,906113,-2.8,5903970,5738131,2020-09
9925,新保,-,0.08,615894,5.81,582596,616447,1.91,4695925,4785888,2020-09
9927,泰銘,-,-8.08,747743,-18.45,842828,687266,-12.89,6325670,5510286,2020-09
9928,中視,-,-10.01,70128,-13.04,72570,63102,5.59,467877,494077,2020-09
9929,秋雨,因新型冠狀病毒肺炎疫情影響子公司媒體收入,10.14,50099,-39.23,90815,55180,-33.96,764648,504900,2020-09
9930,中聯資源,-,-8.53,834788,-4.35,798315,763522,4.86,6230524,6533590,2020-09
9933,中鼎,-,-15.92,4898128,-23.97,5416898,4117998,-10.46,37665246,33721986,2020-09
9934,成霖,-,-5.55,1597663,4.39,1445487,1508969,-10.56,11505887,10290060,2020-09
9935,慶豐富,-,-8.9,710778,37.36,471339,647454,0.88,3644526,3676940,2020-09
9938,百和,-,2.21,1039446,-16.55,1273326,1062495,-5.41,10250622,9695273,2020-09
9939,宏全,-,-7.53,1996576,-9.56,2041330,1846167,-11.39,15320597,13575247,2020-09
9940,信義,-,6.65,1195216,44.55,881846,1274722,-7.4,8395638,7773796,2020-09
9941,裕融,-,-1.33,2532100,4.1,2399681,2498179,7.25,18464217,19804183,2020-09
9942,茂順,-,-9.19,253754,-4.69,241790,230426,-9.95,2004342,1804751,2020-09
9944,新麗,-,-15.06,220327,-10.72,209630,187141,-22.44,2071912,1606851,2020-09
9945,潤泰新,-,27.13,1452792,33.55,1383013,1847071,0.88,10911880,11008125,2020-09
9955,佳龍,受國際金價爆漲及香港金融環境變化導致營收增加。,392.06,163326,346.49,179993,803662,36.4,1244298,1697290,2020-09
全部國內上市公司合計,全部國內上市公司合計,,-1.17,2771456952,2.09,2682805064,2738899849,-1.84,20199478740,19827354121,2020-09
