證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,date
"=""00711B""",FH彭博新興債    ,"135,000,000","13,000","134,987,000",0.0,0.0,0.0,0,0,0,"-13,000",0,0,0,"101,000","114,000","-13,000","134,974,000",2020-12-02
2409,友達            ,"93,502,902","95,536,000","-2,033,098",0.0,0.0,0.0,"51,744,000","8,000","51,736,000","924,052","7,407,000","4,832,946","2,574,054","4,668,998","6,319,000","-1,650,002","50,626,954",2020-12-02
2344,華邦電          ,"76,724,000","41,377,000","35,347,000",0.0,0.0,0.0,"842,000",0,"842,000","-4,355,430","4,437,825","7,449,000","-3,011,175","1,965,952","3,310,207","-1,344,255","31,833,570",2020-12-02
6116,彩晶            ,"49,949,000","16,743,000","33,206,000",0.0,0.0,0.0,0,0,0,"-3,820,863","2,031,879","3,424,740","-1,392,861","811,998","3,240,000","-2,428,002","29,385,137",2020-12-02
2337,旺宏            ,"24,342,000","20,535,000","3,807,000",0.0,0.0,0.0,"6,855,000",0,"6,855,000","1,391,695","3,458,352","2,640,000","818,352","2,059,541","1,486,198","573,343","12,053,695",2020-12-02
2330,台積電          ,"43,688,185","33,219,452","10,468,733",0.0,0.0,0.0,"123,300","17,000","106,300","-415,004","580,998","897,000","-316,002","198,998","298,000","-99,002","10,160,029",2020-12-02
"=""00878""",國泰永續高股息  ,"196,300","2,000","194,300",0.0,0.0,0.0,0,0,0,"8,999,000",0,0,0,"9,517,000","518,000","8,999,000","9,193,300",2020-12-02
"=""0056""",元大高股息      ,"14,000","11,000","3,000",0.0,0.0,0.0,"86,000",0,"86,000","9,079,000",0,0,0,"9,079,000",0,"9,079,000","9,168,000",2020-12-02
2332,友訊            ,"11,949,000","3,789,000","8,160,000",0.0,0.0,0.0,0,0,0,"-161,128","180,000","138,000","42,000","127,120","330,248","-203,128","7,998,872",2020-12-02
2448,晶電            ,"17,513,000","15,185,212","2,327,788",0.0,0.0,0.0,"1,233,000",0,"1,233,000","3,523,570","3,931,000","560,430","3,370,570","153,000",0,"153,000","7,084,358",2020-12-02
2408,南亞科          ,"21,303,000","20,292,000","1,011,000",0.0,0.0,0.0,"5,577,000","2,000","5,575,000","81,813","781,151","564,221","216,930","428,883","564,000","-135,117","6,667,813",2020-12-02
2885,元大金          ,"19,500,440","13,147,795","6,352,645",0.0,0.0,0.0,"2,000","11,000","-9,000","96,000","100,000","4,000","96,000",0,0,0,"6,439,645",2020-12-02
2353,宏碁            ,"12,772,000","7,364,001","5,407,999",0.0,0.0,0.0,0,0,0,"996,000","1,023,000","4,000","1,019,000","41,000","64,000","-23,000","6,403,999",2020-12-02
2002,中鋼            ,"18,346,000","13,489,750","4,856,250",0.0,0.0,0.0,"2,000",0,"2,000","-103,000","126,000","116,000","10,000",0,"113,000","-113,000","4,755,250",2020-12-02
2515,中工            ,"10,548,000","6,689,000","3,859,000",0.0,0.0,0.0,0,0,0,"882,000","156,000","46,000","110,000","887,000","115,000","772,000","4,741,000",2020-12-02
"=""00677U""",富邦VIX         ,"6,411,000","1,338,000","5,073,000",0.0,0.0,0.0,0,0,0,"-777,000",0,0,0,"1,188,000","1,965,000","-777,000","4,296,000",2020-12-02
2363,矽統            ,"11,072,000","7,200,000","3,872,000",0.0,0.0,0.0,0,0,0,"27,000",0,"5,000","-5,000","32,000",0,"32,000","3,899,000",2020-12-02
3545,敦泰            ,"5,071,000","1,622,000","3,449,000",0.0,0.0,0.0,"613,000","808,000","-195,000","44,000","48,000","38,000","10,000","74,000","40,000","34,000","3,298,000",2020-12-02
2352,佳世達          ,"6,560,000","3,651,000","2,909,000",0.0,0.0,0.0,0,0,0,"20,000","88,000","44,000","44,000",0,"24,000","-24,000","2,929,000",2020-12-02
2338,光罩            ,"5,582,000","2,705,000","2,877,000",0.0,0.0,0.0,0,0,0,"-59,000","61,000","112,000","-51,000","15,000","23,000","-8,000","2,818,000",2020-12-02
3037,欣興            ,"18,813,020","14,970,200","3,842,820",0.0,0.0,0.0,"527,000","1,794,000","-1,267,000","229,708","321,948","334,240","-12,292","248,000","6,000","242,000","2,805,528",2020-12-02
8112,至上            ,"3,385,000","633,000","2,752,000",0.0,0.0,0.0,0,"2,000","-2,000","-1,000","1,000","2,000","-1,000",0,0,0,"2,749,000",2020-12-02
2367,燿華            ,"3,536,000","1,004,000","2,532,000",0.0,0.0,0.0,0,0,0,"121,000","3,000","5,000","-2,000","208,000","85,000","123,000","2,653,000",2020-12-02
2356,英業達          ,"7,347,000","4,303,000","3,044,000",0.0,0.0,0.0,"1,000",0,"1,000","-435,000","14,000","30,000","-16,000","2,000","421,000","-419,000","2,610,000",2020-12-02
6282,康舒            ,"3,575,000","986,000","2,589,000",0.0,0.0,0.0,0,0,0,"-84,000","2,000","88,000","-86,000","6,000","4,000","2,000","2,505,000",2020-12-02
2486,一詮            ,"3,370,000","1,326,000","2,044,000",0.0,0.0,0.0,0,0,0,"-1,396","1,000","2,396","-1,396",0,0,0,"2,042,604",2020-12-02
2606,裕民            ,"2,971,000","1,127,000","1,844,000",0.0,0.0,0.0,0,0,0,"-21,000","9,000","30,000","-21,000",0,0,0,"1,823,000",2020-12-02
2027,大成鋼          ,"4,609,372","4,351,000","258,372",0.0,0.0,0.0,"3,060,000","1,010,000","2,050,000","-530,000","569,000","524,000","45,000","46,000","621,000","-575,000","1,778,372",2020-12-02
2474,可成            ,"2,785,000","1,302,286","1,482,714",0.0,0.0,0.0,"415,000","114,000","301,000","-9,465","12,000","24,000","-12,000","20,535","18,000","2,535","1,774,249",2020-12-02
2231,為升            ,"2,228,100","874,000","1,354,100",0.0,0.0,0.0,"47,000",0,"47,000","337,319","383,708","95,450","288,258","83,061","34,000","49,061","1,738,419",2020-12-02
1447,力鵬            ,"2,841,000","1,176,000","1,665,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"1,665,000",2020-12-02
2498,宏達電          ,"2,816,000","932,000","1,884,000",0.0,0.0,0.0,0,0,0,"-231,894","42,000","37,894","4,106","42,000","278,000","-236,000","1,652,106",2020-12-02
8150,南茂            ,"1,940,000","1,364,000","576,000",0.0,0.0,0.0,"500,000",0,"500,000","573,000","805,000","54,000","751,000","67,000","245,000","-178,000","1,649,000",2020-12-02
1513,中興電          ,"4,800,000","2,000,050","2,799,950",0.0,0.0,0.0,0,"685,000","-685,000","-469,064","62,000","467,064","-405,064","24,000","88,000","-64,000","1,645,886",2020-12-02
2108,南帝            ,"3,859,000","2,270,000","1,589,000",0.0,0.0,0.0,0,"2,000","-2,000","-3,000","3,000",0,"3,000","18,000","24,000","-6,000","1,584,000",2020-12-02
"=""0050""",元大台灣50      ,"2,384,150","417,187","1,966,963",0.0,0.0,0.0,"88,000",0,"88,000","-498,816","584,000","1,168,000","-584,000","1,070,200","985,016","85,184","1,556,147",2020-12-02
1313,聯成            ,"2,768,000","1,230,000","1,538,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"1,538,000",2020-12-02
2489,瑞軒            ,"3,996,000","2,487,000","1,509,000",0.0,0.0,0.0,0,0,0,"-45,000","66,000","66,000",0,"22,000","67,000","-45,000","1,464,000",2020-12-02
2368,金像電          ,"3,961,000","1,742,000","2,219,000",0.0,0.0,0.0,0,"720,000","-720,000","-102,669","136,000","194,000","-58,000","50,000","94,669","-44,669","1,396,331",2020-12-02
6251,定穎            ,"5,225,000","3,777,682","1,447,318",0.0,0.0,0.0,0,0,0,"-102,000",0,"102,000","-102,000",0,0,0,"1,345,318",2020-12-02
6257,矽格            ,"2,524,000","1,003,000","1,521,000",0.0,0.0,0.0,0,0,0,"-216,000","148,000","355,000","-207,000","4,000","13,000","-9,000","1,305,000",2020-12-02
"=""00631L""",元大台灣50正2   ,"2,569,000","431,000","2,138,000",0.0,0.0,0.0,0,0,0,"-872,673","260,000",0,"260,000","502,327","1,635,000","-1,132,673","1,265,327",2020-12-02
3698,隆達            ,"2,039,000","1,403,000","636,000",0.0,0.0,0.0,0,0,0,"604,812","737,000","132,188","604,812",0,0,0,"1,240,812",2020-12-02
2603,長榮            ,"34,569,000","32,026,882","2,542,118",0.0,0.0,0.0,"251,000","2,075,000","-1,824,000","472,278","3,778,000","3,581,722","196,278","346,000","70,000","276,000","1,190,396",2020-12-02
"=""00633L""",富邦上証正2     ,"1,399,000","1,107,000","292,000",0.0,0.0,0.0,0,0,0,"864,050",0,0,0,"3,344,050","2,480,000","864,050","1,156,050",2020-12-02
2455,全新            ,"2,539,000","2,047,000","492,000",0.0,0.0,0.0,0,0,0,"628,145","592,000","10,000","582,000","102,145","56,000","46,145","1,120,145",2020-12-02
4938,和碩            ,"7,280,977","6,052,752","1,228,225",0.0,0.0,0.0,"1,000","2,000","-1,000","-135,000","9,000","18,000","-9,000","41,000","167,000","-126,000","1,092,225",2020-12-02
3049,和鑫            ,"4,382,000","3,168,000","1,214,000",0.0,0.0,0.0,0,0,0,"-178,000","3,000","7,000","-4,000","292,000","466,000","-174,000","1,036,000",2020-12-02
2601,益航            ,"1,460,000","491,000","969,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"969,000",2020-12-02
2379,瑞昱            ,"1,868,269","1,079,000","789,269",0.0,0.0,0.0,"24,000",0,"24,000","103,000","107,000","23,000","84,000","23,000","4,000","19,000","916,269",2020-12-02
2458,義隆            ,"1,700,000","646,600","1,053,400",0.0,0.0,0.0,0,"134,000","-134,000","-28,012","69,000","56,012","12,988","19,000","60,000","-41,000","891,388",2020-12-02
2399,映泰            ,"2,112,000","1,239,000","873,000",0.0,0.0,0.0,0,0,0,"-2,000",0,"2,000","-2,000",0,0,0,"871,000",2020-12-02
1414,東和            ,"1,284,000","418,000","866,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"866,000",2020-12-02
3019,亞光            ,"1,059,062","438,000","621,062",0.0,0.0,0.0,0,0,0,"244,000","162,000","2,000","160,000","86,000","2,000","84,000","865,062",2020-12-02
4960,誠美材          ,"3,550,000","2,712,000","838,000",0.0,0.0,0.0,0,0,0,"-5,000",0,"5,000","-5,000",0,0,0,"833,000",2020-12-02
"=""020019""",統一特選台灣5GN ,0,0,0,0.0,0.0,0.0,0,0,0,"812,000",0,0,0,"841,000","29,000","812,000","812,000",2020-12-02
6591,動力-KY         ,"1,434,000","667,000","767,000",0.0,0.0,0.0,0,0,0,"30,000","38,000","8,000","30,000",0,0,0,"797,000",2020-12-02
3711,日月光投控      ,"12,355,849","11,854,211","501,638",0.0,0.0,0.0,"128,000","2,000","126,000","155,032","179,000","64,000","115,000","72,032","32,000","40,032","782,670",2020-12-02
2009,第一銅          ,"836,000","70,000","766,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"766,000",2020-12-02
8021,尖點            ,"1,022,000","266,169","755,831",0.0,0.0,0.0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"754,831",2020-12-02
2887,台新金          ,"11,747,000","10,976,000","771,000",0.0,0.0,0.0,"2,000",0,"2,000","-19,000","31,000","6,000","25,000","12,000","56,000","-44,000","754,000",2020-12-02
2324,仁寶            ,"7,081,000","5,893,000","1,188,000",0.0,0.0,0.0,"1,000","3,000","-2,000","-433,000","84,000","12,000","72,000",0,"505,000","-505,000","753,000",2020-12-02
910861,神州-DR         ,"794,000","46,000","748,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"748,000",2020-12-02
8028,昇陽半導體      ,"908,000","992,000","-84,000",0.0,0.0,0.0,"810,000",0,"810,000","11,000","7,000","10,000","-3,000","19,000","5,000","14,000","737,000",2020-12-02
2371,大同            ,"2,689,000","4,394,511","-1,705,511",0.0,0.0,0.0,0,0,0,"2,408,000","2,448,000","40,000","2,408,000",0,0,0,"702,489",2020-12-02
2392,正崴            ,"1,233,000","514,000","719,000",0.0,0.0,0.0,0,0,0,"-29,000","5,000",0,"5,000",0,"34,000","-34,000","690,000",2020-12-02
3413,京鼎            ,"849,400","229,000","620,400",0.0,0.0,0.0,"35,000",0,"35,000","12,000","62,000","38,000","24,000","8,000","20,000","-12,000","667,400",2020-12-02
3706,神達            ,"784,000","855,000","-71,000",0.0,0.0,0.0,"1,000",0,"1,000","734,000","743,000","14,000","729,000","8,000","3,000","5,000","664,000",2020-12-02
2456,奇力新          ,"1,648,000","1,018,000","630,000",0.0,0.0,0.0,0,0,0,"20,000","80,000","57,000","23,000","8,000","11,000","-3,000","650,000",2020-12-02
5264,鎧勝-KY         ,"908,000","262,000","646,000",0.0,0.0,0.0,0,0,0,"-2,000",0,"2,000","-2,000",0,0,0,"644,000",2020-12-02
1609,大亞            ,"1,881,000","1,160,000","721,000",0.0,0.0,0.0,0,0,0,"-87,000","3,000","10,000","-7,000","9,000","89,000","-80,000","634,000",2020-12-02
"=""00692""",富邦公司治理    ,"7,000","7,000",0,0.0,0.0,0.0,0,0,0,"630,450",0,0,0,"2,422,396","1,791,946","630,450","630,450",2020-12-02
2301,光寶科          ,"3,680,000","2,981,000","699,000",0.0,0.0,0.0,0,"9,000","-9,000","-72,157","124,843","1,000","123,843","4,000","200,000","-196,000","617,843",2020-12-02
2542,興富發          ,"2,213,400","1,428,000","785,400",0.0,0.0,0.0,0,0,0,"-168,000","28,000","196,000","-168,000",0,0,0,"617,400",2020-12-02
2401,凌陽            ,"2,395,000","1,476,000","919,000",0.0,0.0,0.0,0,0,0,"-305,912","51,000","84,912","-33,912",0,"272,000","-272,000","613,088",2020-12-02
"=""00730""",富邦臺灣優質高息,0,0,0,0.0,0.0,0.0,0,0,0,"611,000",0,0,0,"1,021,000","410,000","611,000","611,000",2020-12-02
3532,台勝科          ,"1,109,910","618,000","491,910",0.0,0.0,0.0,"119,000",0,"119,000","-7,000","6,000","2,000","4,000","2,000","13,000","-11,000","603,910",2020-12-02
1536,和大            ,"467,000","556,000","-89,000",0.0,0.0,0.0,"690,000",0,"690,000","2,000","2,000",0,"2,000",0,0,0,"603,000",2020-12-02
5608,四維航          ,"767,000","174,000","593,000",0.0,0.0,0.0,0,0,0,-32,0,32,-32,0,0,0,"592,968",2020-12-02
"=""00670L""",富邦NASDAQ正2   ,"24,000","103,000","-79,000",0.0,0.0,0.0,0,0,0,"640,763","60,000",0,"60,000","702,763","122,000","580,763","561,763",2020-12-02
4915,致伸            ,"4,301,000","3,439,001","861,999",0.0,0.0,0.0,0,"566,000","-566,000","260,672","201,000","2,328","198,672","64,000","2,000","62,000","556,671",2020-12-02
1101,台泥            ,"5,861,000","7,857,002","-1,996,002",0.0,0.0,0.0,"2,705,000","312,000","2,393,000","158,000","594,000","190,000","404,000",0,"246,000","-246,000","554,998",2020-12-02
"=""00669R""",國泰美國道瓊反1 ,"27,000","6,000","21,000",0.0,0.0,0.0,0,0,0,"518,000",0,0,0,"772,000","254,000","518,000","539,000",2020-12-02
4306,炎洲            ,"1,595,000","833,000","762,000",0.0,0.0,0.0,0,0,0,"-228,000",0,"228,000","-228,000",0,0,0,"534,000",2020-12-02
2431,聯昌            ,"690,000","166,000","524,000",0.0,0.0,0.0,0,0,0,"-2,000",0,"2,000","-2,000",0,0,0,"522,000",2020-12-02
1526,日馳            ,"638,000","131,000","507,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"507,000",2020-12-02
3209,全科            ,"574,000","84,000","490,000",0.0,0.0,0.0,0,0,0,"-2,000",0,"2,000","-2,000",0,0,0,"488,000",2020-12-02
1608,華榮            ,"1,614,000","1,131,000","483,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"483,000",2020-12-02
"=""00655L""",國泰中國A50正2  ,"105,000","18,000","87,000",0.0,0.0,0.0,0,0,0,"388,000",0,0,0,"1,934,000","1,546,000","388,000","475,000",2020-12-02
"=""00651R""",FH香港反1       ,"325,000",0,"325,000",0.0,0.0,0.0,0,0,0,"146,000",0,0,0,"222,000","76,000","146,000","471,000",2020-12-02
2031,新光鋼          ,"1,110,000","684,000","426,000",0.0,0.0,0.0,0,0,0,"45,000","36,000","3,000","33,000","15,000","3,000","12,000","471,000",2020-12-02
2049,上銀            ,"921,000","782,670","138,330",0.0,0.0,0.0,"265,000",0,"265,000","65,000","64,000","14,000","50,000","26,000","11,000","15,000","468,330",2020-12-02
"=""020020""",元大台股領航N   ,0,0,0,0.0,0.0,0.0,0,0,0,"451,000",0,0,0,"897,000","446,000","451,000","451,000",2020-12-02
2607,榮運            ,"1,241,000","803,000","438,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"438,000",2020-12-02
2103,台橡            ,"1,652,000","1,304,000","348,000",0.0,0.0,0.0,0,0,0,"87,000","140,000","46,000","94,000",0,"7,000","-7,000","435,000",2020-12-02
6285,啟碁            ,"1,050,000","627,083","422,917",0.0,0.0,0.0,0,0,0,"6,000","32,000","22,000","10,000","2,000","6,000","-4,000","428,917",2020-12-02
4961,天鈺            ,"1,968,000","1,611,000","357,000",0.0,0.0,0.0,0,0,0,"70,000","60,000","1,000","59,000","11,000",0,"11,000","427,000",2020-12-02
2014,中鴻            ,"1,764,000","1,299,000","465,000",0.0,0.0,0.0,0,0,0,"-43,000",0,0,0,0,"43,000","-43,000","422,000",2020-12-02
2441,超豐            ,"573,000","247,000","326,000",0.0,0.0,0.0,0,"1,000","-1,000","73,000","77,000","4,000","73,000",0,0,0,"398,000",2020-12-02
2402,毅嘉            ,"726,000","327,000","399,000",0.0,0.0,0.0,0,0,0,"-2,200","1,000","3,200","-2,200",0,0,0,"396,800",2020-12-02
2461,光群雷          ,"762,000","369,000","393,000",0.0,0.0,0.0,0,0,0,"-2,000",0,"2,000","-2,000",0,0,0,"391,000",2020-12-02
2375,凱美            ,"960,000","569,640","390,360",0.0,0.0,0.0,0,0,0,"-3,000",0,0,0,0,"3,000","-3,000","387,360",2020-12-02
3450,聯鈞            ,"593,000","209,000","384,000",0.0,0.0,0.0,0,0,0,"-3,000",0,"1,000","-1,000","3,000","5,000","-2,000","381,000",2020-12-02
"=""00875""",國泰網路資安    ,"4,000","1,000","3,000",0.0,0.0,0.0,0,0,0,"376,000",0,0,0,"559,000","183,000","376,000","379,000",2020-12-02
3035,智原            ,"942,000","545,000","397,000",0.0,0.0,0.0,0,0,0,"-19,000","5,000","30,000","-25,000","6,000",0,"6,000","378,000",2020-12-02
2605,新興            ,"961,000","562,000","399,000",0.0,0.0,0.0,0,0,0,"-24,000",0,0,0,"9,000","33,000","-24,000","375,000",2020-12-02
6202,盛群            ,"456,000","94,001","361,999",0.0,0.0,0.0,0,"1,000","-1,000",0,"1,000","1,000",0,0,0,0,"360,999",2020-12-02
2393,億光            ,"1,579,000","1,275,000","304,000",0.0,0.0,0.0,0,0,0,"54,000","29,000",0,"29,000","25,000",0,"25,000","358,000",2020-12-02
6592,和潤企業        ,"499,000","149,000","350,000",0.0,0.0,0.0,0,0,0,"2,000","2,000",0,"2,000",0,0,0,"352,000",2020-12-02
"=""0061""",元大寶滬深      ,"185,000","7,000","178,000",0.0,0.0,0.0,0,0,0,"172,996",0,0,0,"183,000","10,004","172,996","350,996",2020-12-02
1337,再生-KY         ,"350,000","2,000","348,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"348,000",2020-12-02
3023,信邦            ,"684,000","322,600","361,400",0.0,0.0,0.0,"1,000",0,"1,000","-15,000","1,000","1,000",0,"22,000","37,000","-15,000","347,400",2020-12-02
"=""00693U""",街口S&P黃豆     ,"55,225","179,000","-123,775",0.0,0.0,0.0,0,0,0,"469,000",0,0,0,"1,666,000","1,197,000","469,000","345,225",2020-12-02
5871,中租-KY         ,"2,566,000","2,263,265","302,735",0.0,0.0,0.0,"1,000","1,000",0,"22,000","14,000",0,"14,000","8,000",0,"8,000","324,735",2020-12-02
6451,訊芯-KY         ,"427,000","139,000","288,000",0.0,0.0,0.0,0,0,0,"27,000","26,000","1,000","25,000","3,000","1,000","2,000","315,000",2020-12-02
2345,智邦            ,"1,248,972","943,600","305,372",0.0,0.0,0.0,"15,000",0,"15,000","-6,000","13,000","12,000","1,000","2,000","9,000","-7,000","314,372",2020-12-02
6288,聯嘉            ,"1,087,000","868,000","219,000",0.0,0.0,0.0,0,0,0,"95,000","106,000","11,000","95,000",0,0,0,"314,000",2020-12-02
1714,和桐            ,"1,343,000","1,033,000","310,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"310,000",2020-12-02
6153,嘉聯益          ,"1,378,000","1,462,000","-84,000",0.0,0.0,0.0,0,0,0,"393,150","314,000",0,"314,000","99,150","20,000","79,150","309,150",2020-12-02
3708,上緯投控        ,"701,015","330,000","371,015",0.0,0.0,0.0,"72,000","144,000","-72,000","9,000","55,000","44,000","11,000","16,000","18,000","-2,000","308,015",2020-12-02
8131,福懋科          ,"222,000","66,000","156,000",0.0,0.0,0.0,0,0,0,"147,000","151,000","4,000","147,000",0,0,0,"303,000",2020-12-02
2454,聯發科          ,"3,928,424","3,717,847","210,577",0.0,0.0,0.0,"5,000","140,000","-135,000","213,997","126,000","34,003","91,997","134,000","12,000","122,000","289,574",2020-12-02
"=""00850""",元大臺灣ESG永續 ,0,0,0,0.0,0.0,0.0,0,0,0,"285,312",0,0,0,"734,000","448,688","285,312","285,312",2020-12-02
2360,致茂            ,"845,000","538,000","307,000",0.0,0.0,0.0,"1,000","1,000",0,"-26,000","3,000","4,000","-1,000","11,000","36,000","-25,000","281,000",2020-12-02
6278,台表科          ,"2,029,000","2,443,000","-414,000",0.0,0.0,0.0,"57,000",0,"57,000","636,069","500,069","73,000","427,069","222,000","13,000","209,000","279,069",2020-12-02
2723,美食-KY         ,"2,213,000","2,032,000","181,000",0.0,0.0,0.0,"79,000",0,"79,000","15,000","13,000","14,000","-1,000","76,000","60,000","16,000","275,000",2020-12-02
8996,高力            ,"408,000","136,000","272,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"272,000",2020-12-02
4934,太極            ,"352,000","83,000","269,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"269,000",2020-12-02
8103,瀚荃            ,"333,000","65,000","268,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"268,000",2020-12-02
3443,創意            ,"931,000","506,000","425,000",0.0,0.0,0.0,0,"90,000","-90,000","-67,139","18,000","24,644","-6,644","24,000","84,495","-60,495","267,861",2020-12-02
"=""00643""",群益深証中小    ,"232,000","247,000","-15,000",0.0,0.0,0.0,0,0,0,"282,350",0,0,0,"348,430","66,080","282,350","267,350",2020-12-02
6582,申豐            ,"466,600","196,300","270,300",0.0,0.0,0.0,0,0,0,"-3,000",0,0,0,"1,000","4,000","-3,000","267,300",2020-12-02
1477,聚陽            ,"548,000","436,000","112,000",0.0,0.0,0.0,"146,000",0,"146,000","1,997","11,000",3,"10,997","14,000","23,000","-9,000","259,997",2020-12-02
5531,鄉林            ,"514,000","486,000","28,000",0.0,0.0,0.0,0,0,0,"228,000",0,0,0,"262,000","34,000","228,000","256,000",2020-12-02
2107,厚生            ,"711,000","457,000","254,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"254,000",2020-12-02
6196,帆宣            ,"382,000","154,000","228,000",0.0,0.0,0.0,0,0,0,"10,000",0,"1,000","-1,000","12,000","1,000","11,000","238,000",2020-12-02
3518,柏騰            ,"394,000","159,000","235,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"235,000",2020-12-02
"=""00639""",富邦深100       ,"111,000","53,000","58,000",0.0,0.0,0.0,0,0,0,"176,854",0,0,0,"1,055,854","879,000","176,854","234,854",2020-12-02
"=""020018""",統一價值成長30N ,0,0,0,0.0,0.0,0.0,0,0,0,"232,000",0,0,0,"233,000","1,000","232,000","232,000",2020-12-02
2331,精英            ,"545,000","438,000","107,000",0.0,0.0,0.0,0,0,0,"121,000","74,000",0,"74,000","88,000","41,000","47,000","228,000",2020-12-02
3060,銘異            ,"310,000","81,000","229,000",0.0,0.0,0.0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"228,000",2020-12-02
3003,健和興          ,"284,000","59,000","225,000",0.0,0.0,0.0,0,0,0,"-1,015",0,"1,015","-1,015",0,0,0,"223,985",2020-12-02
8016,矽創            ,"325,000","48,000","277,000",0.0,0.0,0.0,0,"1,000","-1,000","-54,000",0,"31,000","-31,000",0,"23,000","-23,000","222,000",2020-12-02
1598,岱宇            ,"1,216,000","685,000","531,000",0.0,0.0,0.0,0,"270,000","-270,000","-41,000","13,000","54,000","-41,000",0,0,0,"220,000",2020-12-02
3034,聯詠            ,"2,341,199","2,419,000","-77,801",0.0,0.0,0.0,"279,000","4,000","275,000","22,000","289,000","230,000","59,000","20,000","57,000","-37,000","219,199",2020-12-02
2404,漢唐            ,"475,000","211,000","264,000",0.0,0.0,0.0,0,"2,000","-2,000","-43,000","3,000","14,000","-11,000","1,000","33,000","-32,000","219,000",2020-12-02
"=""00641R""",富邦日本反1     ,0,"4,000","-4,000",0.0,0.0,0.0,0,0,0,"210,000",0,0,0,"362,000","152,000","210,000","206,000",2020-12-02
"=""006205""",富邦上証        ,"123,000","34,000","89,000",0.0,0.0,0.0,0,0,0,"110,103","26,202",0,"26,202","1,395,901","1,312,000","83,901","199,103",2020-12-02
1717,長興            ,"1,033,000","845,000","188,000",0.0,0.0,0.0,"3,000",0,"3,000","7,000","8,000",0,"8,000",0,"1,000","-1,000","198,000",2020-12-02
2355,敬鵬            ,"674,000","448,000","226,000",0.0,0.0,0.0,0,0,0,"-28,000","1,000","14,000","-13,000",0,"15,000","-15,000","198,000",2020-12-02
"=""00674R""",元大S&P黃金反1  ,0,"1,000","-1,000",0.0,0.0,0.0,0,0,0,"195,000",0,0,0,"223,000","28,000","195,000","194,000",2020-12-02
2484,希華            ,"444,000","254,000","190,000",0.0,0.0,0.0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"189,000",2020-12-02
