證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,date
"=""00677U""",富邦VIX         ,"50,506,000","15,662,000","34,844,000",0.0,0.0,0.0,0,0,0,"39,838,000","600,000","55,000","545,000","42,519,000","3,226,000","39,293,000","74,682,000",2020-10-29
"=""00632R""",元大台灣50反1   ,"88,695,000","10,034,000","78,661,000",0.0,0.0,0.0,0,0,0,"-9,380,000","7,720,000","180,000","7,540,000","29,151,000","46,071,000","-16,920,000","69,281,000",2020-10-29
3481,群創            ,"60,808,938","38,265,250","22,543,688",0.0,0.0,0.0,"14,405,000",0,"14,405,000","4,605,630","5,310,730","2,324,000","2,986,730","2,788,000","1,169,100","1,618,900","41,554,318",2020-10-29
"=""00637L""",元大滬深300正2  ,"19,446,000","1,258,000","18,188,000",0.0,0.0,0.0,0,0,0,"11,853,400",0,0,0,"24,469,400","12,616,000","11,853,400","30,041,400",2020-10-29
2409,友達            ,"47,419,464","41,701,000","5,718,464",0.0,0.0,0.0,"10,250,000",0,"10,250,000","4,527,317","4,634,201","2,256,000","2,378,201","2,983,841","834,725","2,149,116","20,495,781",2020-10-29
"=""00672L""",元大S&P原油正2  ,0,0,0,0.0,0.0,0.0,0,0,0,"11,905,000",0,0,0,"14,405,000","2,500,000","11,905,000","11,905,000",2020-10-29
"=""00693U""",街口S&P黃豆     ,"8,103,000",0,"8,103,000",0.0,0.0,0.0,0,0,0,"3,206,000",0,0,0,"6,006,000","2,800,000","3,206,000","11,309,000",2020-10-29
3189,景碩            ,"14,363,000","5,715,000","8,648,000",0.0,0.0,0.0,"1,590,000","33,000","1,557,000","562,450","826,450","440,000","386,450","207,000","31,000","176,000","10,767,450",2020-10-29
2324,仁寶            ,"12,983,054","7,693,792","5,289,262",0.0,0.0,0.0,"7,000","2,000","5,000","2,251,000","2,000","93,000","-91,000","2,360,000","18,000","2,342,000","7,545,262",2020-10-29
1444,力麗            ,"10,902,000","3,650,000","7,252,000",0.0,0.0,0.0,0,0,0,"1,000","2,000","1,000","1,000",0,0,0,"7,253,000",2020-10-29
2303,聯電            ,"82,215,045","83,668,000","-1,452,955",0.0,0.0,0.0,"5,244,000",0,"5,244,000","3,230,881","5,894,000","3,763,000","2,131,000","1,555,878","455,997","1,099,881","7,021,926",2020-10-29
2609,陽明            ,"7,127,000","2,337,000","4,790,000",0.0,0.0,0.0,0,0,0,"218,000","518,000","300,000","218,000",0,0,0,"5,008,000",2020-10-29
2356,英業達          ,"9,409,700","6,483,000","2,926,700",0.0,0.0,0.0,0,0,0,"1,953,200","1,200","19,000","-17,800","2,030,000","59,000","1,971,000","4,879,900",2020-10-29
"=""00633L""",富邦上証正2     ,"3,555,000","446,000","3,109,000",0.0,0.0,0.0,0,0,0,"1,246,000",0,0,0,"2,248,000","1,002,000","1,246,000","4,355,000",2020-10-29
5521,工信            ,"4,679,000","332,000","4,347,000",0.0,0.0,0.0,0,0,0,"-65,000","1,000","66,000","-65,000",0,0,0,"4,282,000",2020-10-29
8046,南電            ,"9,910,000","6,041,000","3,869,000",0.0,0.0,0.0,"319,000","220,000","99,000","48,989","447,000","460,011","-13,011","136,000","74,000","62,000","4,016,989",2020-10-29
"=""00642U""",元大S&P石油     ,"803,000","185,000","618,000",0.0,0.0,0.0,0,0,0,"3,336,000",0,0,0,"4,663,000","1,327,000","3,336,000","3,954,000",2020-10-29
"=""00669R""",國泰美國道瓊反1 ,"80,000","8,000","72,000",0.0,0.0,0.0,0,0,0,"3,717,000",0,0,0,"4,059,000","342,000","3,717,000","3,789,000",2020-10-29
1605,華新            ,"2,918,630","2,401,000","517,630",0.0,0.0,0.0,0,0,0,"2,795,999","18,000","18,001",-1,"3,008,000","212,000","2,796,000","3,313,629",2020-10-29
1314,中石化          ,"4,630,000","1,153,000","3,477,000",0.0,0.0,0.0,0,0,0,"-172,773","332,000","12,773","319,227","51,000","543,000","-492,000","3,304,227",2020-10-29
1305,華夏            ,"2,975,000","674,000","2,301,000",0.0,0.0,0.0,"388,000",0,"388,000","553,000","359,000",0,"359,000","255,000","61,000","194,000","3,242,000",2020-10-29
1714,和桐            ,"3,205,000","247,000","2,958,000",0.0,0.0,0.0,0,0,0,"90,000","2,000","6,000","-4,000","116,000","22,000","94,000","3,048,000",2020-10-29
