證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,date
"=""00677U""",富邦VIX         ,"22,562,000","12,499,000","10,063,000",0.0,0.0,0.0,0,0,0,"4,177,000","1,072,000",0,"1,072,000","4,312,000","1,207,000","3,105,000","14,240,000",2020-11-13
2888,新光金          ,"17,169,000","5,918,808","11,250,192",0.0,0.0,0.0,0,0,0,"-1,108,000","18,000","949,000","-931,000","14,000","191,000","-177,000","10,142,192",2020-11-13
6116,彩晶            ,"11,569,000","2,734,000","8,835,000",0.0,0.0,0.0,0,0,0,"982,452","355,572","231,120","124,452","1,053,000","195,000","858,000","9,817,452",2020-11-13
2891,中信金          ,"23,147,750","11,090,028","12,057,722",0.0,0.0,0.0,"857,000","457,000","400,000","-2,785,000","279,000","3,014,000","-2,735,000","20,000","70,000","-50,000","9,672,722",2020-11-13
2303,聯電            ,"33,563,707","26,316,181","7,247,526",0.0,0.0,0.0,"4,880,000","3,787,000","1,093,000","568,494","762,000","561,506","200,494","467,000","99,000","368,000","8,909,020",2020-11-13
"=""00878""",國泰永續高股息  ,"162,000","167,000","-5,000",0.0,0.0,0.0,0,0,0,"8,789,066",0,0,0,"8,927,066","138,000","8,789,066","8,784,066",2020-11-13
2603,長榮            ,"49,411,472","37,367,000","12,044,472",0.0,0.0,0.0,"1,187,000","3,581,000","-2,394,000","-2,300,149","1,133,051","3,433,200","-2,300,149",0,0,0,"7,350,323",2020-11-13
3231,緯創            ,"11,986,050","7,476,147","4,509,903",0.0,0.0,0.0,0,"282,000","-282,000","2,116,418","404,418","5,000","399,418","1,768,000","51,000","1,717,000","6,344,321",2020-11-13
2352,佳世達          ,"7,830,000","1,760,000","6,070,000",0.0,0.0,0.0,0,0,0,"13,953","94,953","46,000","48,953","56,000","91,000","-35,000","6,083,953",2020-11-13
3037,欣興            ,"10,852,000","4,768,000","6,084,000",0.0,0.0,0.0,0,"125,000","-125,000","101,494","334,000","416,506","-82,506","505,000","321,000","184,000","6,060,494",2020-11-13
4906,正文            ,"6,013,000","829,000","5,184,000",0.0,0.0,0.0,0,0,0,"779,000","354,000","150,000","204,000","620,000","45,000","575,000","5,963,000",2020-11-13
1216,統一            ,"10,175,000","4,749,750","5,425,250",0.0,0.0,0.0,"206,000","108,000","98,000","-27,000","2,000","30,000","-28,000","48,000","47,000","1,000","5,496,250",2020-11-13
2330,台積電          ,"18,406,073","13,192,792","5,213,281",0.0,0.0,0.0,"12,000","661,000","-649,000","552,933","218,000","37,000","181,000","715,996","344,063","371,933","5,117,214",2020-11-13
6153,嘉聯益          ,"10,785,000","5,951,000","4,834,000",0.0,0.0,0.0,0,0,0,"171,339","423,339","599,000","-175,661","967,000","620,000","347,000","5,005,339",2020-11-13
4938,和碩            ,"9,105,000","4,674,047","4,430,953",0.0,0.0,0.0,"3,000","165,000","-162,000","-265,000","36,000","443,000","-407,000","143,000","1,000","142,000","4,003,953",2020-11-13
1312,國喬            ,"14,474,000","9,128,000","5,346,000",0.0,0.0,0.0,"300,000","2,824,000","-2,524,000","1,004,303","1,970,472","1,099,169","871,303","231,000","98,000","133,000","3,826,303",2020-11-13
2002,中鋼            ,"7,306,000","3,857,000","3,449,000",0.0,0.0,0.0,0,0,0,"310,000","444,000","134,000","310,000",0,0,0,"3,759,000",2020-11-13
1444,力麗            ,"5,563,000","1,963,000","3,600,000",0.0,0.0,0.0,0,0,0,102,"1,102","1,000",102,0,0,0,"3,600,102",2020-11-13
2371,大同            ,"5,994,000","2,099,000","3,895,000",0.0,0.0,0.0,0,0,0,"-304,000","5,000","309,000","-304,000",0,0,0,"3,591,000",2020-11-13
6191,精成科          ,"4,117,000","774,000","3,343,000",0.0,0.0,0.0,0,0,0,"235,200","103,200","20,000","83,200","192,000","40,000","152,000","3,578,200",2020-11-13
