證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,date
"=""00672L""",元大S&P原油正2  ,0,"9,000","-9,000",0.0,0.0,0.0,0,0,0,"74,749,000",0,0,0,"90,966,000","16,217,000","74,749,000","74,740,000",2020-09-30
2303,聯電            ,"89,804,412","84,591,000","5,213,412",0.0,0.0,0.0,"7,857,000",0,"7,857,000","9,537,000","11,165,000","2,332,000","8,833,000","1,237,000","533,000","704,000","22,607,412",2020-09-30
"=""00637L""",元大滬深300正2  ,"18,293,000","2,762,000","15,531,000",0.0,0.0,0.0,0,0,0,"2,529,000",0,0,0,"11,833,000","9,304,000","2,529,000","18,060,000",2020-09-30
2344,華邦電          ,"22,902,000","10,022,600","12,879,400",0.0,0.0,0.0,0,0,0,"-838,000","97,000","318,000","-221,000","260,000","877,000","-617,000","12,041,400",2020-09-30
2888,新光金          ,"15,460,420","6,364,320","9,096,100",0.0,0.0,0.0,0,0,0,"-455,000","101,000","4,000","97,000","70,000","622,000","-552,000","8,641,100",2020-09-30
2603,長榮            ,"21,045,593","17,597,000","3,448,593",0.0,0.0,0.0,0,0,0,"2,750,000","3,328,000","548,000","2,780,000","35,000","65,000","-30,000","6,198,593",2020-09-30
2408,南亞科          ,"11,735,514","6,119,840","5,615,674",0.0,0.0,0.0,"659,000",0,"659,000","-124,000","294,000","179,000","115,000","107,000","346,000","-239,000","6,150,674",2020-09-30
2891,中信金          ,"25,217,517","19,524,186","5,693,331",0.0,0.0,0.0,0,0,0,"-37,000","22,000","19,000","3,000",0,"40,000","-40,000","5,656,331",2020-09-30
3576,聯合再生        ,"7,420,000","2,649,000","4,771,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"4,771,000",2020-09-30
4938,和碩            ,"8,814,666","4,082,000","4,732,666",0.0,0.0,0.0,0,0,0,"4,000","13,000","66,000","-53,000","69,000","12,000","57,000","4,736,666",2020-09-30
"=""00876""",元大未來關鍵科技,0,"50,000","-50,000",0.0,0.0,0.0,0,0,0,"3,893,000",0,0,0,"4,541,000","648,000","3,893,000","3,843,000",2020-09-30
2330,台積電          ,"18,642,103","15,426,768","3,215,335",0.0,0.0,0.0,"56,000","13,000","43,000","236,010","490,000","204,000","286,000","75,000","124,990","-49,990","3,494,345",2020-09-30
6116,彩晶            ,"5,069,000","2,724,000","2,345,000",0.0,0.0,0.0,0,0,0,"1,062,000","79,000","40,000","39,000","1,199,000","176,000","1,023,000","3,407,000",2020-09-30
