證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,date
"=""00637L""",元大滬深300正2  ,"24,732,000","1,660,000","23,072,000",0.0,0.0,0.0,0,0,0,"35,739,120","100,000",0,"100,000","42,911,120","7,272,000","35,639,120","58,811,120",2020-11-23
2337,旺宏            ,"43,991,250","17,792,500","26,198,750",0.0,0.0,0.0,"4,182,000","182,000","4,000,000","2,954,911","1,367,000","673,218","693,782","2,848,129","587,000","2,261,129","33,153,661",2020-11-23
"=""00632R""",元大台灣50反1   ,"9,203,000","28,791,000","-19,588,000",0.0,0.0,0.0,0,0,0,"47,193,263","3,653,000","650,000","3,003,000","61,999,002","17,808,739","44,190,263","27,605,263",2020-11-23
3481,群創            ,"38,004,903","8,436,300","29,568,603",0.0,0.0,0.0,"17,000","3,468,000","-3,451,000","1,049,000","537,000","70,000","467,000","2,016,000","1,434,000","582,000","27,166,603",2020-11-23
2303,聯電            ,"37,631,050","18,650,214","18,980,836",0.0,0.0,0.0,"1,822,000","573,000","1,249,000","1,511,000","2,134,000","1,284,000","850,000","1,117,000","456,000","661,000","21,740,836",2020-11-23
2885,元大金          ,"29,799,296","7,773,590","22,025,706",0.0,0.0,0.0,"48,000","10,000","38,000","-571,000","160,000","899,000","-739,000","195,000","27,000","168,000","21,492,706",2020-11-23
"=""00878""",國泰永續高股息  ,"865,299","6,000","859,299",0.0,0.0,0.0,0,0,0,"19,747,258",0,0,0,"19,827,427","80,169","19,747,258","20,606,557",2020-11-23
2002,中鋼            ,"20,735,272","4,619,700","16,115,572",0.0,0.0,0.0,"51,000","4,000","47,000","263,556","101,556","14,000","87,556","176,000",0,"176,000","16,426,128",2020-11-23
2344,華邦電          ,"29,447,000","19,208,100","10,238,900",0.0,0.0,0.0,"4,000",0,"4,000","4,160,370","2,306,819","430,449","1,876,370","2,539,000","255,000","2,284,000","14,403,270",2020-11-23
2888,新光金          ,"17,422,313","7,218,498","10,203,815",0.0,0.0,0.0,"34,000",0,"34,000","-149,646","14,471","7,000","7,471","112,000","269,117","-157,117","10,088,169",2020-11-23
3037,欣興            ,"26,996,202","18,030,150","8,966,052",0.0,0.0,0.0,"505,000","499,000","6,000","478,976","734,828","507,546","227,282","549,074","297,380","251,694","9,451,028",2020-11-23
