證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,date
2603,長榮            ,"53,815,100","26,246,150","27,568,950",0.0,0.0,0.0,"5,471,000","1,947,000","3,524,000","2,265,123","6,405,200","4,541,784","1,863,416","1,303,000","901,293","401,707","33,358,073",2020-12-08
3481,群創            ,"72,454,800","55,675,000","16,779,800",0.0,0.0,0.0,"4,478,000",0,"4,478,000","-1,044,656","1,282,562","1,895,218","-612,656","881,000","1,313,000","-432,000","20,213,144",2020-12-08
2448,晶電            ,"17,919,407","4,995,000","12,924,407",0.0,0.0,0.0,"481,000",0,"481,000","148,003","499,003","345,000","154,003",0,"6,000","-6,000","13,553,410",2020-12-08
2885,元大金          ,"20,996,000","7,940,880","13,055,120",0.0,0.0,0.0,"6,000",0,"6,000","-77,000","268,000","194,000","74,000","1,000","152,000","-151,000","12,984,120",2020-12-08
"=""0056""",元大高股息      ,"6,000","6,000",0,0.0,0.0,0.0,"40,000",0,"40,000","12,926,073",0,0,0,"13,024,073","98,000","12,926,073","12,966,073",2020-12-08
2609,陽明            ,"15,551,000","2,300,000","13,251,000",0.0,0.0,0.0,0,0,0,"-459,000","1,080,000","1,539,000","-459,000",0,0,0,"12,792,000",2020-12-08
"=""00632R""",元大台灣50反1   ,"9,689,000","1,553,000","8,136,000",0.0,0.0,0.0,0,0,0,"1,760,938","594,000","3,900,000","-3,306,000","18,209,008","13,142,070","5,066,938","9,896,938",2020-12-08
"=""00878""",國泰永續高股息  ,"29,000","3,000","26,000",0.0,0.0,0.0,0,0,0,"9,130,501",0,0,0,"9,500,000","369,499","9,130,501","9,156,501",2020-12-08
2353,宏碁            ,"11,462,900","4,321,567","7,141,333",0.0,0.0,0.0,"18,000",0,"18,000","213,000","60,000","22,000","38,000","183,000","8,000","175,000","7,372,333",2020-12-08
2344,華邦電          ,"54,897,100","46,160,000","8,737,100",0.0,0.0,0.0,"758,000","2,626,000","-1,868,000","48,436","3,180,838","2,693,402","487,436","671,000","1,110,000","-439,000","6,917,536",2020-12-08
