證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,date
3481,群創            ,"69,335,906","53,613,100","15,722,806",0.0,0.0,0.0,"15,224,000","29,000","15,195,000","5,729,297","5,623,297","2,320,000","3,303,297","2,659,000","233,000","2,426,000","36,647,103",2020-12-17
"=""00637L""",元大滬深300正2  ,"19,756,000","2,790,000","16,966,000",0.0,0.0,0.0,0,0,0,"11,358,817",0,"371,000","-371,000","15,807,665","4,077,848","11,729,817","28,324,817",2020-12-17
2344,華邦電          ,"28,856,042","13,101,000","15,755,042",0.0,0.0,0.0,"10,000","3,800,000","-3,790,000","602,114","1,277,133","789,019","488,114","325,000","211,000","114,000","12,567,156",2020-12-17
2883,開發金          ,"31,180,854","15,820,000","15,360,854",0.0,0.0,0.0,"103,000","11,000","92,000","-4,251,000","25,000","5,313,000","-5,288,000","1,340,000","303,000","1,037,000","11,201,854",2020-12-17
2324,仁寶            ,"13,189,420","3,690,000","9,499,420",0.0,0.0,0.0,"1,258,000","16,000","1,242,000","159,000","270,000","65,000","205,000","101,000","147,000","-46,000","10,900,420",2020-12-17
3711,日月光投控      ,"15,089,871","5,293,885","9,795,986",0.0,0.0,0.0,"11,000","3,000","8,000","-249,952","10,198","301,000","-290,802","60,000","19,150","40,850","9,554,034",2020-12-17
"=""00715L""",街口布蘭特油正2 ,"1,290,000","1,521,000","-231,000",0.0,0.0,0.0,0,0,0,"9,686,000",0,0,0,"10,886,000","1,200,000","9,686,000","9,455,000",2020-12-17
2002,中鋼            ,"16,209,495","8,182,960","8,026,535",0.0,0.0,0.0,"1,000","10,000","-9,000","104,000","232,000","195,000","37,000","67,000",0,"67,000","8,121,535",2020-12-17
3545,敦泰            ,"7,196,000","1,055,226","6,140,774",0.0,0.0,0.0,"182,000",0,"182,000","618,000","653,000","39,000","614,000","142,000","138,000","4,000","6,940,774",2020-12-17
2609,陽明            ,"6,400,200","6,102,000","298,200",0.0,0.0,0.0,"6,450,000",0,"6,450,000","-780,000","450,000","1,230,000","-780,000",0,0,0,"5,968,200",2020-12-17
