證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,date
"=""00637L""",元大滬深300正2  ,"15,484,000","4,861,000","10,623,000",0.0,0.0,0.0,0,0,0,"44,658,000",0,0,0,"46,169,000","1,511,000","44,658,000","55,281,000",2020-10-23
2603,長榮            ,"43,000,000","20,555,242","22,444,758",0.0,0.0,0.0,"2,291,000","343,000","1,948,000","7,531,000","8,206,000","702,000","7,504,000","27,000",0,"27,000","31,923,758",2020-10-23
"=""00672L""",元大S&P原油正2  ,0,0,0,0.0,0.0,0.0,0,0,0,"27,660,000",0,0,0,"29,060,000","1,400,000","27,660,000","27,660,000",2020-10-23
2344,華邦電          ,"58,795,000","38,576,000","20,219,000",0.0,0.0,0.0,"2,639,000",0,"2,639,000","1,506,000","1,317,000","802,000","515,000","3,102,000","2,111,000","991,000","24,364,000",2020-10-23
6116,彩晶            ,"17,562,000","1,583,000","15,979,000",0.0,0.0,0.0,0,0,0,"2,260,000","150,000","4,000","146,000","2,180,000","66,000","2,114,000","18,239,000",2020-10-23
2337,旺宏            ,"19,654,000","7,361,000","12,293,000",0.0,0.0,0.0,"1,046,000",0,"1,046,000","3,246,000","633,000","340,000","293,000","3,144,000","191,000","2,953,000","16,585,000",2020-10-23
2353,宏碁            ,"29,742,000","17,483,000","12,259,000",0.0,0.0,0.0,"18,000",0,"18,000","1,393,000","232,000","60,000","172,000","1,314,000","93,000","1,221,000","13,670,000",2020-10-23
"=""00715L""",街口布蘭特油正2 ,"754,000","545,000","209,000",0.0,0.0,0.0,0,0,0,"10,182,000",0,0,0,"10,429,000","247,000","10,182,000","10,391,000",2020-10-23
2609,陽明            ,"11,516,000","1,755,000","9,761,000",0.0,0.0,0.0,0,0,0,"410,000","777,000","367,000","410,000",0,0,0,"10,171,000",2020-10-23
1312,國喬            ,"8,230,000","1,803,000","6,427,000",0.0,0.0,0.0,0,0,0,"1,437,000","893,000","124,000","769,000","680,000","12,000","668,000","7,864,000",2020-10-23
2888,新光金          ,"12,920,431","4,839,000","8,081,431",0.0,0.0,0.0,0,"2,000","-2,000","-912,000",0,"107,000","-107,000","80,000","885,000","-805,000","7,167,431",2020-10-23
"=""00633L""",富邦上証正2     ,"2,659,000","231,000","2,428,000",0.0,0.0,0.0,0,0,0,"4,274,000",0,0,0,"5,086,000","812,000","4,274,000","6,702,000",2020-10-23
2367,燿華            ,"6,873,000","1,148,000","5,725,000",0.0,0.0,0.0,0,0,0,"221,000",0,"7,000","-7,000","238,000","10,000","228,000","5,946,000",2020-10-23
"=""00632R""",元大台灣50反1   ,"4,396,000","1,993,000","2,403,000",0.0,0.0,0.0,0,0,0,"2,890,000","1,000,000",0,"1,000,000","5,013,000","3,123,000","1,890,000","5,293,000",2020-10-23
1309,台達化          ,"5,648,000","803,000","4,845,000",0.0,0.0,0.0,0,0,0,"212,000","220,000","41,000","179,000","35,000","2,000","33,000","5,057,000",2020-10-23
1909,榮成            ,"4,446,000","789,000","3,657,000",0.0,0.0,0.0,"960,000",0,"960,000","9,000","8,000","6,000","2,000","37,000","30,000","7,000","4,626,000",2020-10-23
5871,中租-KY         ,"8,506,691","3,968,145","4,538,546",0.0,0.0,0.0,0,"1,000","-1,000","23,000","15,000","13,000","2,000","48,000","27,000","21,000","4,560,546",2020-10-23
1605,華新            ,"5,319,000","1,229,000","4,090,000",0.0,0.0,0.0,0,0,0,"412,000","53,000","3,000","50,000","448,000","86,000","362,000","4,502,000",2020-10-23
6239,力成            ,"7,837,206","3,662,000","4,175,206",0.0,0.0,0.0,"104,000",0,"104,000","114,000","43,000","6,000","37,000","168,000","91,000","77,000","4,393,206",2020-10-23
1305,華夏            ,"4,514,000","418,000","4,096,000",0.0,0.0,0.0,0,0,0,"38,000",0,"1,000","-1,000","85,000","46,000","39,000","4,134,000",2020-10-23
"=""00642U""",元大S&P石油     ,"81,000","30,000","51,000",0.0,0.0,0.0,0,0,0,"3,953,000",0,0,0,"4,103,000","150,000","3,953,000","4,004,000",2020-10-23
2610,華航            ,"6,712,000","2,571,000","4,141,000",0.0,0.0,0.0,0,0,0,"-155,000",0,"155,000","-155,000",0,0,0,"3,986,000",2020-10-23
1718,中纖            ,"4,573,000","1,091,000","3,482,000",0.0,0.0,0.0,0,0,0,"335,000","94,000","34,000","60,000","365,000","90,000","275,000","3,817,000",2020-10-23
3017,奇鋐            ,"2,997,000","705,000","2,292,000",0.0,0.0,0.0,"1,113,000",0,"1,113,000","244,000","55,000","2,000","53,000","314,000","123,000","191,000","3,649,000",2020-10-23
"=""00655L""",國泰中國A50正2  ,"1,165,000","190,000","975,000",0.0,0.0,0.0,0,0,0,"2,572,000",0,0,0,"3,095,000","523,000","2,572,000","3,547,000",2020-10-23
3711,日月光投控      ,"12,172,228","8,660,000","3,512,228",0.0,0.0,0.0,"190,000",0,"190,000","-594,000","165,000","859,000","-694,000","218,000","118,000","100,000","3,108,228",2020-10-23
2618,長榮航          ,"8,091,000","4,695,000","3,396,000",0.0,0.0,0.0,0,0,0,"-376,000","1,000","568,000","-567,000","221,000","30,000","191,000","3,020,000",2020-10-23
1440,南紡            ,"3,636,000","958,000","2,678,000",0.0,0.0,0.0,0,0,0,"287,000","300,000","1,000","299,000",0,"12,000","-12,000","2,965,000",2020-10-23
1513,中興電          ,"4,320,000","3,930,000","390,000",0.0,0.0,0.0,"1,248,000",0,"1,248,000","1,197,000","1,360,000","212,000","1,148,000","197,000","148,000","49,000","2,835,000",2020-10-23
1519,華城            ,"4,678,000","2,365,000","2,313,000",0.0,0.0,0.0,0,0,0,"449,000","170,000","179,000","-9,000","505,000","47,000","458,000","2,762,000",2020-10-23
2887,台新金          ,"7,803,000","5,217,000","2,586,000",0.0,0.0,0.0,"558,000","1,000","557,000","-445,000","38,000","61,000","-23,000",0,"422,000","-422,000","2,698,000",2020-10-23
2426,鼎元            ,"2,511,000","161,000","2,350,000",0.0,0.0,0.0,0,0,0,"-4,000",0,"4,000","-4,000",0,0,0,"2,346,000",2020-10-23
2103,台橡            ,"3,278,999","1,012,000","2,266,999",0.0,0.0,0.0,0,0,0,"30,000",0,"1,000","-1,000","64,000","33,000","31,000","2,296,999",2020-10-23
1598,岱宇            ,"2,860,000","856,000","2,004,000",0.0,0.0,0.0,"380,000",0,"380,000","-98,000","39,000","137,000","-98,000",0,0,0,"2,286,000",2020-10-23
2409,友達            ,"16,222,000","15,208,367","1,013,633",0.0,0.0,0.0,"55,000",0,"55,000","1,144,000","852,000","54,000","798,000","512,000","166,000","346,000","2,212,633",2020-10-23
2481,強茂            ,"3,088,000","1,006,000","2,082,000",0.0,0.0,0.0,0,0,0,"124,000","135,000","27,000","108,000","123,000","107,000","16,000","2,206,000",2020-10-23
2027,大成鋼          ,"2,105,000","961,000","1,144,000",0.0,0.0,0.0,0,0,0,"733,000","30,000","18,000","12,000","812,000","91,000","721,000","1,877,000",2020-10-23
2834,臺企銀          ,"3,478,000","1,525,838","1,952,162",0.0,0.0,0.0,0,"1,000","-1,000","-109,000","111,000","220,000","-109,000",0,0,0,"1,842,162",2020-10-23
3006,晶豪科          ,"1,228,000","996,000","232,000",0.0,0.0,0.0,0,0,0,"1,505,000","36,000","1,000","35,000","1,669,000","199,000","1,470,000","1,737,000",2020-10-23
2108,南帝            ,"2,490,000","794,863","1,695,137",0.0,0.0,0.0,0,0,0,"31,000","122,000","98,000","24,000","33,000","26,000","7,000","1,726,137",2020-10-23
2401,凌陽            ,"2,016,000","316,000","1,700,000",0.0,0.0,0.0,0,0,0,"-1,000","7,000","2,000","5,000","66,000","72,000","-6,000","1,699,000",2020-10-23
1314,中石化          ,"3,056,000","1,567,000","1,489,000",0.0,0.0,0.0,0,0,0,"196,000","66,000","38,000","28,000","197,000","29,000","168,000","1,685,000",2020-10-23
2535,達欣工          ,"1,244,000","147,000","1,097,000",0.0,0.0,0.0,"500,000",0,"500,000","-68,000","5,000",0,"5,000","39,000","112,000","-73,000","1,529,000",2020-10-23
9904,寶成            ,"3,270,000","1,360,000","1,910,000",0.0,0.0,0.0,0,"1,000","-1,000","-406,000",0,"403,000","-403,000","1,000","4,000","-3,000","1,503,000",2020-10-23
3035,智原            ,"1,466,000","119,000","1,347,000",0.0,0.0,0.0,0,0,0,"141,000","36,000","13,000","23,000","131,000","13,000","118,000","1,488,000",2020-10-23
8215,明基材          ,"1,489,000","142,000","1,347,000",0.0,0.0,0.0,0,0,0,"-2,000","1,000","3,000","-2,000",0,0,0,"1,345,000",2020-10-23
910861,神州-DR         ,"1,310,000",0,"1,310,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"1,310,000",2020-10-23
3406,玉晶光          ,"1,585,000","725,516","859,484",0.0,0.0,0.0,"415,000",0,"415,000","34,000","105,000","61,000","44,000","29,000","39,000","-10,000","1,308,484",2020-10-23
3048,益登            ,"1,521,000","304,000","1,217,000",0.0,0.0,0.0,0,0,0,"-16,000",0,"16,000","-16,000",0,0,0,"1,201,000",2020-10-23
1734,杏輝            ,"1,383,000","181,000","1,202,000",0.0,0.0,0.0,0,0,0,"-2,000",0,"2,000","-2,000",0,0,0,"1,200,000",2020-10-23
6282,康舒            ,"1,981,000","847,000","1,134,000",0.0,0.0,0.0,0,0,0,"53,000","24,000","3,000","21,000","98,000","66,000","32,000","1,187,000",2020-10-23
2812,台中銀          ,"1,329,000","195,000","1,134,000",0.0,0.0,0.0,"145,000",0,"145,000","-98,000",0,"98,000","-98,000",0,0,0,"1,181,000",2020-10-23
1802,台玻            ,"1,508,000","368,000","1,140,000",0.0,0.0,0.0,0,0,0,"7,000",0,0,0,"7,000",0,"7,000","1,147,000",2020-10-23
1710,東聯            ,"1,533,000","414,000","1,119,000",0.0,0.0,0.0,0,0,0,"-48,000","10,000","58,000","-48,000",0,0,0,"1,071,000",2020-10-23
4960,誠美材          ,"1,695,000","633,000","1,062,000",0.0,0.0,0.0,0,0,0,"-3,000",0,"3,000","-3,000",0,0,0,"1,059,000",2020-10-23
9105,泰金寶-DR       ,"1,593,000","17,000","1,576,000",0.0,0.0,0.0,0,0,0,"-520,000",0,0,0,"10,000","530,000","-520,000","1,056,000",2020-10-23
5471,松翰            ,"1,810,000","1,103,000","707,000",0.0,0.0,0.0,"219,000",0,"219,000","127,000","20,000",0,"20,000","133,000","26,000","107,000","1,053,000",2020-10-23
