證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季,date
1101,台泥,7.02,108.0,10.18,1.31,109/3,2020-11-24
1102,亞泥,6.86,108.0,10.25,1.03,109/3,2020-11-24
1103,嘉泥,5.59,108.0,33.77,0.52,109/3,2020-11-24
1104,環泥,4.18,108.0,11.95,0.88,109/3,2020-11-24
1108,幸福,1.34,108.0,12.17,0.99,109/3,2020-11-24
1109,信大,5.42,108.0,7.6,0.99,109/3,2020-11-24
1110,東泥,0.58,108.0,,1.16,109/3,2020-11-24
1201,味全,6.36,108.0,27.87,1.61,109/3,2020-11-24
1203,味王,2.69,108.0,19.05,1.75,109/3,2020-11-24
1210,大成,4.74,108.0,13.12,1.93,109/3,2020-11-24
1213,大飲,0.0,108.0,,0.89,109/3,2020-11-24
1215,卜蜂,5.58,108.0,10.9,2.42,109/3,2020-11-24
1216,統一,3.7,108.0,18.47,3.48,109/3,2020-11-24
1217,愛之味,0.0,108.0,20.05,0.68,109/3,2020-11-24
1218,泰山,3.85,108.0,14.81,1.66,109/3,2020-11-24
1219,福壽,2.08,108.0,10.24,1.45,109/3,2020-11-24
1220,台榮,4.96,108.0,12.6,0.92,109/3,2020-11-24
1225,福懋油,3.99,108.0,22.03,2.27,109/3,2020-11-24
1227,佳格,4.25,108.0,16.1,3.37,109/3,2020-11-24
1229,聯華,7.73,108.0,19.62,1.82,109/3,2020-11-24
1231,聯華食,4.75,108.0,12.46,2.14,109/3,2020-11-24
1232,大統益,3.98,108.0,18.27,4.87,109/3,2020-11-24
1233,天仁,4.44,108.0,47.43,2.26,109/3,2020-11-24
1234,黑松,5.15,108.0,15.07,0.74,109/3,2020-11-24
1235,興泰,4.43,108.0,31.86,0.95,109/3,2020-11-24
1236,宏亞,2.23,108.0,44.83,0.9,109/3,2020-11-24
1256,鮮活果汁-KY,1.96,108.0,15.21,4.43,109/3,2020-11-24
1301,台塑,5.02,108.0,44.69,1.91,109/3,2020-11-24
1303,南亞,3.35,108.0,29.42,1.65,109/3,2020-11-24
1304,台聚,2.48,108.0,15.54,1.12,109/3,2020-11-24
1305,華夏,4.39,108.0,14.81,1.46,109/3,2020-11-24
