證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季,date
1101,台泥,7.41,108.0,9.55,1.25,109/2,2020-10-27
1102,亞泥,7.27,108.0,10.09,1.01,109/2,2020-10-27
1103,嘉泥,6.29,108.0,20.38,0.48,109/2,2020-10-27
1104,環泥,4.98,108.0,11.36,0.76,109/2,2020-10-27
1108,幸福,1.3,108.0,16.04,1.04,109/2,2020-10-27
1109,信大,5.76,108.0,7.07,0.98,109/2,2020-10-27
1110,東泥,0.59,108.0,,1.16,109/2,2020-10-27
1201,味全,6.5,108.0,35.26,1.65,109/2,2020-10-27
1203,味王,2.89,108.0,18.93,1.65,109/2,2020-10-27
1210,大成,4.84,108.0,14.03,2.02,109/2,2020-10-27
1213,大飲,0.0,108.0,,0.91,109/2,2020-10-27
1215,卜蜂,5.81,108.0,12.03,2.37,109/2,2020-10-27
1216,統一,4.04,108.0,18.7,3.42,109/2,2020-10-27
1217,愛之味,0.0,108.0,35.57,0.65,109/2,2020-10-27
1218,泰山,4.1,108.0,15.35,1.64,109/2,2020-10-27
1219,福壽,2.11,108.0,12.15,1.47,109/2,2020-10-27
1220,台榮,5.04,108.0,13.08,0.93,109/2,2020-10-27
1225,福懋油,4.08,108.0,21.09,2.29,109/2,2020-10-27
1227,佳格,4.22,108.0,15.82,3.65,109/2,2020-10-27
1229,聯華,7.94,108.0,16.32,1.62,109/2,2020-10-27
1231,聯華食,4.95,108.0,13.27,2.06,109/2,2020-10-27
1232,大統益,4.18,108.0,19.43,5.06,109/2,2020-10-27
1233,天仁,4.4,108.0,39.57,2.3,109/2,2020-10-27
1234,黑松,5.17,108.0,16.45,0.76,109/2,2020-10-27
1235,興泰,4.4,108.0,26.88,0.78,109/2,2020-10-27
1236,宏亞,2.24,108.0,70.53,0.89,109/2,2020-10-27
1256,鮮活果汁-KY,2.21,108.0,19.18,4.79,109/2,2020-10-27
1301,台塑,5.48,108.0,28.68,1.76,109/2,2020-10-27
1303,南亞,3.66,108.0,31.14,1.54,109/2,2020-10-27
1304,台聚,2.7,108.0,18.14,1.07,109/2,2020-10-27
1305,華夏,4.52,108.0,17.54,1.41,109/2,2020-10-27
1307,三芳,3.79,108.0,32.97,1.07,109/2,2020-10-27
1308,亞聚,5.79,108.0,12.42,1.05,109/2,2020-10-27
1309,台達化,1.73,108.0,20.5,2.52,109/2,2020-10-27
1310,台苯,6.04,108.0,118.21,1.4,109/2,2020-10-27
1312,國喬,0.0,108.0,13.76,0.84,109/2,2020-10-27
1313,聯成,1.49,108.0,96.07,0.86,109/2,2020-10-27
1314,中石化,3.44,108.0,22.95,0.41,109/2,2020-10-27
1315,達新,5.34,108.0,2.39,1.02,109/2,2020-10-27
1316,上曜,0.0,108.0,,1.17,109/2,2020-10-27
1319,東陽,4.59,108.0,17.58,1.11,109/2,2020-10-27
1321,大洋,0.0,108.0,14.57,1.32,109/2,2020-10-27
1323,永裕,4.87,108.0,9.52,1.48,109/2,2020-10-27
1324,地球,3.06,108.0,69.93,0.77,109/2,2020-10-27
1325,恆大,0.23,108.0,14.97,4.38,109/2,2020-10-27
1326,台化,5.41,108.0,34.46,1.39,109/2,2020-10-27
1337,再生-KY,0.0,108.0,,0.32,109/2,2020-10-27
1338,廣華-KY,6.31,108.0,20.63,0.8,109/2,2020-10-27
1339,昭輝,4.67,108.0,20.8,0.94,109/2,2020-10-27
1340,勝悅-KY,0.0,108.0,,0.35,109/2,2020-10-27
1341,富林-KY,8.55,108.0,10.81,2.75,109/2,2020-10-27
1402,遠東新,5.79,108.0,15.6,0.7,109/2,2020-10-27
1409,新纖,4.89,108.0,7.45,0.6,109/2,2020-10-27
1410,南染,2.99,108.0,35.64,2.0,109/2,2020-10-27
