證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季,date
1101,台泥,7.4,108.0,9.56,1.25,109/2,2020-10-30
1102,亞泥,7.29,108.0,10.06,1.01,109/2,2020-10-30
1103,嘉泥,6.41,108.0,20.0,0.47,109/2,2020-10-30
1104,環泥,5.01,108.0,11.27,0.75,109/2,2020-10-30
1108,幸福,1.35,108.0,15.49,1.01,109/2,2020-10-30
1109,信大,5.84,108.0,6.98,0.97,109/2,2020-10-30
1110,東泥,0.59,108.0,,1.16,109/2,2020-10-30
1201,味全,6.65,108.0,34.48,1.61,109/2,2020-10-30
1203,味王,2.83,108.0,19.32,1.69,109/2,2020-10-30
1210,大成,4.89,108.0,13.87,2.0,109/2,2020-10-30
1213,大飲,0.0,108.0,,0.89,109/2,2020-10-30
1215,卜蜂,5.82,108.0,12.01,2.37,109/2,2020-10-30
1216,統一,4.08,108.0,18.52,3.38,109/2,2020-10-30
1217,愛之味,0.0,108.0,35.24,0.64,109/2,2020-10-30
1218,泰山,4.15,108.0,15.17,1.62,109/2,2020-10-30
1219,福壽,2.12,108.0,12.12,1.47,109/2,2020-10-30
1220,台榮,5.06,108.0,13.02,0.93,109/2,2020-10-30
1225,福懋油,4.13,108.0,20.86,2.26,109/2,2020-10-30
1227,佳格,4.34,108.0,15.39,3.55,109/2,2020-10-30
1229,聯華,8.01,108.0,16.17,1.6,109/2,2020-10-30
1231,聯華食,4.98,108.0,13.19,2.05,109/2,2020-10-30
1232,大統益,4.05,108.0,17.98,4.79,109/3,2020-10-30
1233,天仁,4.43,108.0,39.24,2.28,109/2,2020-10-30
1234,黑松,5.23,108.0,16.25,0.75,109/2,2020-10-30
1235,興泰,4.4,108.0,26.88,0.78,109/2,2020-10-30
1236,宏亞,2.26,108.0,70.0,0.88,109/2,2020-10-30
1256,鮮活果汁-KY,2.18,108.0,19.39,4.84,109/2,2020-10-30
1301,台塑,5.56,108.0,28.25,1.73,109/2,2020-10-30
1303,南亞,3.75,108.0,30.41,1.51,109/2,2020-10-30
1304,台聚,2.83,108.0,17.3,1.02,109/2,2020-10-30
1305,華夏,4.58,108.0,17.34,1.39,109/2,2020-10-30
1307,三芳,3.86,108.0,32.34,1.05,109/2,2020-10-30
1308,亞聚,5.79,108.0,12.42,1.05,109/2,2020-10-30
1309,台達化,1.85,108.0,19.23,2.36,109/2,2020-10-30
1310,台苯,6.21,108.0,115.0,1.36,109/2,2020-10-30
1312,國喬,0.0,108.0,14.13,0.86,109/2,2020-10-30
1313,聯成,1.54,108.0,92.86,0.84,109/2,2020-10-30
1314,中石化,3.51,108.0,22.5,0.4,109/2,2020-10-30
1315,達新,5.39,108.0,2.37,1.01,109/2,2020-10-30
1316,上曜,0.0,108.0,,1.14,109/2,2020-10-30
1319,東陽,4.77,108.0,16.91,1.07,109/2,2020-10-30
1321,大洋,0.0,108.0,14.16,1.28,109/2,2020-10-30
1323,永裕,4.89,108.0,9.49,1.48,109/2,2020-10-30
1324,地球,3.05,108.0,70.36,0.78,109/2,2020-10-30
1325,恆大,0.22,108.0,15.36,4.5,109/2,2020-10-30
1326,台化,5.52,108.0,33.73,1.36,109/2,2020-10-30
1337,再生-KY,0.0,108.0,,0.3,109/2,2020-10-30
1338,廣華-KY,6.46,108.0,20.15,0.78,109/2,2020-10-30
1339,昭輝,4.67,108.0,20.78,0.94,109/2,2020-10-30
1340,勝悅-KY,0.0,108.0,,0.34,109/2,2020-10-30
1341,富林-KY,8.62,108.0,10.72,2.73,109/2,2020-10-30
1402,遠東新,5.83,108.0,15.51,0.7,109/2,2020-10-30
1409,新纖,4.76,108.0,7.65,0.62,109/2,2020-10-30
1410,南染,2.93,108.0,36.28,2.03,109/2,2020-10-30
1413,宏洲,0.0,108.0,,1.06,109/2,2020-10-30
1414,東和,1.73,108.0,48.13,0.83,109/2,2020-10-30
1416,廣豐,0.0,108.0,,0.6,109/2,2020-10-30
1417,嘉裕,4.69,108.0,7.45,0.71,109/2,2020-10-30
1418,東華,0.0,108.0,,0.84,109/2,2020-10-30
1419,新紡,2.3,108.0,35.87,1.59,109/2,2020-10-30
1423,利華,0.8,108.0,,0.9,109/2,2020-10-30
1432,大魯閣,17.09,108.0,,3.8,109/2,2020-10-30
1434,福懋,8.0,108.0,12.6,0.93,109/2,2020-10-30
1435,中福,0.0,108.0,,2.57,109/2,2020-10-30
1436,華友聯,6.67,108.0,14.59,1.41,109/2,2020-10-30
1437,勤益控,4.65,108.0,17.92,0.77,109/2,2020-10-30
1438,三地開發,0.0,108.0,31.83,2.36,109/2,2020-10-30
1439,中和,19.23,108.0,152.94,1.03,109/2,2020-10-30
1440,南紡,1.63,108.0,,0.84,109/2,2020-10-30
1441,大東,0.0,108.0,,0.9,109/2,2020-10-30
1442,名軒,5.18,108.0,41.52,1.22,109/2,2020-10-30
1443,立益,0.0,108.0,,1.08,109/2,2020-10-30
1444,力麗,0.0,108.0,,1.27,109/2,2020-10-30
1445,大宇,1.95,108.0,,0.83,109/2,2020-10-30
1446,宏和,0.9,108.0,,3.07,109/2,2020-10-30
1447,力鵬,0.0,108.0,,0.75,109/2,2020-10-30
1449,佳和,0.0,108.0,,2.22,109/2,2020-10-30
1451,年興,0.0,108.0,,0.44,109/2,2020-10-30
1452,宏益,7.82,108.0,27.91,0.87,109/2,2020-10-30
1453,大將,2.36,108.0,,0.67,109/2,2020-10-30
1454,台富,3.04,108.0,,0.71,109/2,2020-10-30
1455,集盛,0.0,108.0,,0.7,109/2,2020-10-30
1456,怡華,0.0,108.0,319.33,0.75,109/2,2020-10-30
1457,宜進,7.19,108.0,6.21,0.69,109/2,2020-10-30
1459,聯發,0.0,108.0,,0.97,109/2,2020-10-30
1460,宏遠,0.0,108.0,,1.1,109/2,2020-10-30
1463,強盛,4.9,108.0,25.52,0.94,109/2,2020-10-30
1464,得力,8.26,108.0,64.82,1.47,109/2,2020-10-30
1465,偉全,11.63,108.0,,0.77,109/2,2020-10-30
1466,聚隆,0.0,108.0,,1.75,109/2,2020-10-30
1467,南緯,0.0,108.0,,1.66,109/2,2020-10-30
1468,昶和,0.0,108.0,58.1,1.64,109/2,2020-10-30
1470,大統新創,4.32,108.0,39.36,1.71,109/2,2020-10-30
1471,首利,0.0,108.0,,1.37,109/2,2020-10-30
1472,三洋紡,0.0,108.0,,2.05,109/2,2020-10-30
1473,台南,2.84,108.0,,0.71,109/2,2020-10-30
1474,弘裕,0.0,108.0,19.38,0.85,109/2,2020-10-30
1475,業旺,0.0,108.0,,6.07,109/2,2020-10-30
1476,儒鴻,2.91,108.0,27.81,6.31,109/2,2020-10-30
1477,聚陽,2.64,108.0,22.61,4.77,109/2,2020-10-30
1503,士電,3.25,108.0,15.31,1.06,109/2,2020-10-30
1504,東元,3.31,108.0,17.28,0.94,109/2,2020-10-30
1506,正道,0.0,108.0,,1.84,109/2,2020-10-30
