證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季,date
1101,台泥,7.32,108.0,9.67,1.27,109/2,2020-10-22
1102,亞泥,7.24,108.0,10.13,1.02,109/2,2020-10-22
1103,嘉泥,6.29,108.0,20.38,0.48,109/2,2020-10-22
1104,環泥,4.9,108.0,11.53,0.77,109/2,2020-10-22
1108,幸福,1.32,108.0,15.76,1.02,109/2,2020-10-22
1109,信大,5.73,108.0,7.11,0.98,109/2,2020-10-22
1110,東泥,0.59,108.0,,1.16,109/2,2020-10-22
1201,味全,6.43,108.0,35.69,1.67,109/2,2020-10-22
1203,味王,2.88,108.0,18.99,1.66,109/2,2020-10-22
1210,大成,4.86,108.0,13.97,2.01,109/2,2020-10-22
1213,大飲,0.0,108.0,,0.88,109/2,2020-10-22
1215,卜蜂,5.8,108.0,12.06,2.38,109/2,2020-10-22
1216,統一,3.97,108.0,19.03,3.48,109/2,2020-10-22
1217,愛之味,0.0,108.0,35.29,0.64,109/2,2020-10-22
1218,泰山,4.14,108.0,15.21,1.62,109/2,2020-10-22
1219,福壽,2.12,108.0,12.08,1.47,109/2,2020-10-22
1220,台榮,5.04,108.0,13.08,0.93,109/2,2020-10-22
1225,福懋油,4.12,108.0,20.89,2.26,109/2,2020-10-22
1227,佳格,4.08,108.0,16.35,3.77,109/2,2020-10-22
1229,聯華,8.02,108.0,16.15,1.6,109/2,2020-10-22
1231,聯華食,4.96,108.0,13.22,2.06,109/2,2020-10-22
1232,大統益,4.22,108.0,19.27,5.02,109/2,2020-10-22
1233,天仁,4.43,108.0,39.24,2.28,109/2,2020-10-22
1234,黑松,5.17,108.0,16.45,0.76,109/2,2020-10-22
1235,興泰,4.44,108.0,26.61,0.77,109/2,2020-10-22
1236,宏亞,2.24,108.0,70.53,0.89,109/2,2020-10-22
1256,鮮活果汁-KY,2.19,108.0,19.35,4.83,109/2,2020-10-22
1301,台塑,5.51,108.0,28.5,1.75,109/2,2020-10-22
1303,南亞,3.64,108.0,31.35,1.55,109/2,2020-10-22
1304,台聚,2.92,108.0,16.81,1.0,109/2,2020-10-22
1305,華夏,4.71,108.0,16.87,1.36,109/2,2020-10-22
1307,三芳,3.76,108.0,33.2,1.08,109/2,2020-10-22
1308,亞聚,5.95,108.0,12.09,1.03,109/2,2020-10-22
1309,台達化,1.97,108.0,18.02,2.21,109/2,2020-10-22
1310,台苯,6.17,108.0,115.71,1.37,109/2,2020-10-22
1312,國喬,0.0,108.0,12.76,0.78,109/2,2020-10-22
1313,聯成,1.54,108.0,92.86,0.84,109/2,2020-10-22
1314,中石化,3.59,108.0,21.97,0.39,109/2,2020-10-22
1316,上曜,0.0,108.0,,1.19,109/2,2020-10-22
1319,東陽,4.56,108.0,17.71,1.12,109/2,2020-10-22
1321,大洋,0.0,108.0,14.47,1.31,109/2,2020-10-22
1323,永裕,4.84,108.0,9.58,1.49,109/2,2020-10-22
1324,地球,3.05,108.0,70.36,0.78,109/2,2020-10-22
1325,恆大,0.22,108.0,15.59,4.57,109/2,2020-10-22
1326,台化,5.48,108.0,33.97,1.37,109/2,2020-10-22
1337,再生-KY,0.0,108.0,,0.31,109/2,2020-10-22
1338,廣華-KY,6.25,108.0,20.82,0.81,109/2,2020-10-22
1339,昭輝,4.67,108.0,20.78,0.94,109/2,2020-10-22
1340,勝悅-KY,0.0,108.0,,0.36,109/2,2020-10-22
1341,富林-KY,8.58,108.0,10.78,2.74,109/2,2020-10-22
