證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季,date
1101,台泥,7.03,108.0,10.15,1.31,109/3,2020-12-17
1102,亞泥,7.01,108.0,10.02,1.01,109/3,2020-12-17
1103,嘉泥,5.48,108.0,34.43,0.53,109/3,2020-12-17
1104,環泥,4.37,108.0,11.45,0.84,109/3,2020-12-17
1108,幸福,1.29,108.0,12.66,1.03,109/3,2020-12-17
1109,信大,5.5,108.0,7.49,0.98,109/3,2020-12-17
1110,東泥,0.56,108.0,,1.21,109/3,2020-12-17
1201,味全,6.29,108.0,28.2,1.63,109/3,2020-12-17
1203,味王,2.67,108.0,19.23,1.77,109/3,2020-12-17
1210,大成,4.82,108.0,12.88,1.9,109/3,2020-12-17
1213,大飲,0.0,108.0,,0.79,109/3,2020-12-17
1215,卜蜂,5.67,108.0,10.73,2.38,109/3,2020-12-17
1216,統一,3.73,108.0,18.31,3.44,109/3,2020-12-17
1217,愛之味,0.0,108.0,20.63,0.7,109/3,2020-12-17
1218,泰山,3.56,108.0,15.98,1.79,109/3,2020-12-17
1219,福壽,2.06,108.0,10.32,1.46,109/3,2020-12-17
1220,台榮,4.98,108.0,12.55,0.92,109/3,2020-12-17
1225,福懋油,4.01,108.0,21.89,2.25,109/3,2020-12-17
1227,佳格,4.41,108.0,15.53,3.25,109/3,2020-12-17
1229,聯華,7.72,108.0,19.64,1.82,109/3,2020-12-17
1231,聯華食,4.66,108.0,12.7,2.18,109/3,2020-12-17
1232,大統益,3.89,108.0,18.7,4.98,109/3,2020-12-17
1233,天仁,4.44,108.0,47.37,2.26,109/3,2020-12-17
1234,黑松,5.14,108.0,15.09,0.74,109/3,2020-12-17
1235,興泰,4.5,108.0,31.35,0.94,109/3,2020-12-17
1236,宏亞,2.14,108.0,46.67,0.94,109/3,2020-12-17
1256,鮮活果汁-KY,2.07,108.0,14.44,4.2,109/3,2020-12-17
1301,台塑,4.9,108.0,45.82,1.95,109/3,2020-12-17
1303,南亞,3.21,108.0,30.76,1.72,109/3,2020-12-17
1304,台聚,2.45,108.0,15.69,1.13,109/3,2020-12-17
1305,華夏,4.31,108.0,15.06,1.48,109/3,2020-12-17
1307,三芳,3.59,108.0,42.08,1.13,109/3,2020-12-17
1308,亞聚,5.66,108.0,13.6,1.05,109/3,2020-12-17
1309,台達化,1.85,108.0,9.22,2.08,109/3,2020-12-17
1310,台苯,5.7,108.0,,1.48,109/3,2020-12-17
1312,國喬,0.0,108.0,8.12,0.77,109/3,2020-12-17
