證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季,date
1101,台泥,7.43,108.0,9.52,1.25,109/2,2020-10-20
1102,亞泥,7.35,108.0,9.98,1.0,109/2,2020-10-20
1103,嘉泥,6.31,108.0,20.32,0.48,109/2,2020-10-20
1104,環泥,4.87,108.0,11.61,0.77,109/2,2020-10-20
1108,幸福,1.3,108.0,15.97,1.04,109/2,2020-10-20
1109,信大,5.67,108.0,7.19,0.99,109/2,2020-10-20
1110,東泥,0.59,108.0,,1.16,109/2,2020-10-20
1201,味全,6.67,108.0,34.4,1.61,109/2,2020-10-20
1203,味王,2.92,108.0,18.74,1.64,109/2,2020-10-20
1210,大成,4.86,108.0,13.97,2.01,109/2,2020-10-20
1213,大飲,0.0,108.0,,0.96,109/2,2020-10-20
1215,卜蜂,5.93,108.0,11.78,2.33,109/2,2020-10-20
1216,統一,4.0,108.0,18.88,3.45,109/2,2020-10-20
1217,愛之味,0.0,108.0,35.19,0.64,109/2,2020-10-20
1218,泰山,4.08,108.0,15.42,1.64,109/2,2020-10-20
1219,福壽,2.11,108.0,12.15,1.47,109/2,2020-10-20
1220,台榮,4.98,108.0,13.24,0.94,109/2,2020-10-20
1225,福懋油,4.12,108.0,20.89,2.26,109/2,2020-10-20
1227,佳格,4.22,108.0,15.82,3.65,109/2,2020-10-20
1229,聯華,8.1,108.0,15.99,1.59,109/2,2020-10-20
1231,聯華食,4.95,108.0,13.27,2.06,109/2,2020-10-20
1232,大統益,4.24,108.0,19.19,5.0,109/2,2020-10-20
1233,天仁,4.43,108.0,39.29,2.29,109/2,2020-10-20
1234,黑松,5.14,108.0,16.55,0.76,109/2,2020-10-20
1235,興泰,4.41,108.0,26.83,0.78,109/2,2020-10-20
1236,宏亞,2.25,108.0,70.26,0.89,109/2,2020-10-20
1256,鮮活果汁-KY,2.21,108.0,19.11,4.77,109/2,2020-10-20
1301,台塑,5.53,108.0,28.39,1.74,109/2,2020-10-20
1303,南亞,3.7,108.0,30.78,1.52,109/2,2020-10-20
1304,台聚,3.01,108.0,16.27,0.96,109/2,2020-10-20
1305,華夏,4.73,108.0,16.79,1.35,109/2,2020-10-20
1307,三芳,3.72,108.0,33.59,1.09,109/2,2020-10-20
