證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季,date
1101,台泥,7.04,108.0,10.14,1.31,109/3,2020-11-25
1102,亞泥,6.86,108.0,10.23,1.03,109/3,2020-11-25
1103,嘉泥,5.54,108.0,34.06,0.52,109/3,2020-11-25
1104,環泥,4.18,108.0,11.95,0.88,109/3,2020-11-25
1108,幸福,1.33,108.0,12.28,1.0,109/3,2020-11-25
1109,信大,5.45,108.0,7.57,0.99,109/3,2020-11-25
1110,東泥,0.58,108.0,,1.16,109/3,2020-11-25
1201,味全,6.21,108.0,28.53,1.65,109/3,2020-11-25
1203,味王,2.74,108.0,18.69,1.72,109/3,2020-11-25
1210,大成,4.72,108.0,13.18,1.94,109/3,2020-11-25
1213,大飲,0.0,108.0,,0.89,109/3,2020-11-25
1215,卜蜂,5.59,108.0,10.88,2.41,109/3,2020-11-25
1216,統一,3.73,108.0,18.31,3.44,109/3,2020-11-25
1217,愛之味,0.0,108.0,20.12,0.69,109/3,2020-11-25
1218,泰山,3.85,108.0,14.81,1.66,109/3,2020-11-25
1219,福壽,2.08,108.0,10.21,1.45,109/3,2020-11-25
1220,台榮,4.92,108.0,12.71,0.93,109/3,2020-11-25
1225,福懋油,4.01,108.0,21.89,2.25,109/3,2020-11-25
1227,佳格,4.24,108.0,16.15,3.38,109/3,2020-11-25
1229,聯華,7.73,108.0,19.62,1.82,109/3,2020-11-25
1231,聯華食,4.74,108.0,12.49,2.15,109/3,2020-11-25
1232,大統益,3.98,108.0,18.27,4.87,109/3,2020-11-25
1233,天仁,4.43,108.0,47.5,2.26,109/3,2020-11-25
1234,黑松,5.16,108.0,15.05,0.74,109/3,2020-11-25
1235,興泰,4.43,108.0,31.86,0.95,109/3,2020-11-25
1236,宏亞,2.23,108.0,44.83,0.9,109/3,2020-11-25
1256,鮮活果汁-KY,1.98,108.0,15.09,4.39,109/3,2020-11-25
1301,台塑,5.01,108.0,44.8,1.91,109/3,2020-11-25
1303,南亞,3.36,108.0,29.37,1.64,109/3,2020-11-25
1304,台聚,2.49,108.0,15.46,1.11,109/3,2020-11-25
1305,華夏,4.35,108.0,14.94,1.47,109/3,2020-11-25
1307,三芳,3.52,108.0,42.83,1.15,109/3,2020-11-25
1308,亞聚,5.66,108.0,13.6,1.05,109/3,2020-11-25
1309,台達化,1.85,108.0,9.22,2.08,109/3,2020-11-25
1310,台苯,5.85,108.0,,1.44,109/3,2020-11-25
1312,國喬,0.0,108.0,8.92,0.84,109/3,2020-11-25
1313,聯成,1.16,108.0,28.28,0.99,109/3,2020-11-25
1314,中石化,3.34,108.0,44.85,0.42,109/3,2020-11-25
1315,達新,4.65,108.0,1.97,0.87,109/3,2020-11-25
1316,上曜,0.0,108.0,,1.13,109/3,2020-11-25
1319,東陽,4.7,108.0,19.95,1.06,109/3,2020-11-25
1321,大洋,0.0,108.0,13.8,1.31,109/3,2020-11-25
1323,永裕,4.85,108.0,10.19,1.43,109/3,2020-11-25
1324,地球,2.9,108.0,47.05,0.81,109/3,2020-11-25
1325,恆大,0.29,108.0,6.19,2.76,109/3,2020-11-25
1326,台化,4.79,108.0,37.23,1.54,109/3,2020-11-25
1337,再生-KY,0.0,108.0,,0.33,109/3,2020-11-25
1338,廣華-KY,5.91,108.0,20.92,0.83,109/3,2020-11-25
1339,昭輝,4.65,108.0,28.29,0.93,109/3,2020-11-25
1340,勝悅-KY,0.0,108.0,,0.36,109/3,2020-11-25
1341,富林-KY,8.55,108.0,10.62,2.55,109/3,2020-11-25
1342,八貫,3.8,108.0,22.38,3.85,109/3,2020-11-25
1402,遠東新,5.35,108.0,16.8,0.75,109/3,2020-11-25
1409,新纖,4.55,108.0,8.01,0.64,109/3,2020-11-25
1410,南染,3.02,108.0,39.0,1.95,109/3,2020-11-25
1413,宏洲,0.0,108.0,,1.08,109/3,2020-11-25
1414,東和,1.28,108.0,35.45,1.12,109/3,2020-11-25
1416,廣豐,0.0,108.0,,0.62,109/3,2020-11-25
1417,嘉裕,4.41,108.0,40.54,0.85,109/3,2020-11-25
