證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季,date
1101,台泥,7.08,108.0,10.1,1.3,109/3,2020-11-12
1102,亞泥,6.86,108.0,10.68,1.07,109/2,2020-11-12
1103,嘉泥,5.78,108.0,22.18,0.52,109/2,2020-11-12
1104,環泥,4.71,108.0,12.01,0.8,109/2,2020-11-12
1108,幸福,1.26,108.0,16.53,1.07,109/2,2020-11-12
1109,信大,5.58,108.0,7.38,0.96,109/3,2020-11-12
1110,東泥,0.58,108.0,,1.16,109/3,2020-11-12
1201,味全,6.44,108.0,27.53,1.59,109/3,2020-11-12
1203,味王,2.81,108.0,19.43,1.7,109/2,2020-11-12
1210,大成,4.77,108.0,14.24,2.05,109/2,2020-11-12
1213,大飲,0.0,108.0,,0.88,109/3,2020-11-12
1215,卜蜂,5.63,108.0,10.79,2.39,109/3,2020-11-12
1216,統一,3.7,108.0,18.44,3.47,109/3,2020-11-12
1217,愛之味,0.0,108.0,36.0,0.65,109/2,2020-11-12
1218,泰山,3.93,108.0,16.01,1.71,109/2,2020-11-12
1219,福壽,2.11,108.0,10.11,1.43,109/3,2020-11-12
1220,台榮,4.96,108.0,12.6,0.92,109/3,2020-11-12
1225,福懋油,4.15,108.0,20.76,2.25,109/2,2020-11-12
1227,佳格,4.11,108.0,16.25,3.75,109/2,2020-11-12
1229,聯華,7.67,108.0,16.88,1.67,109/2,2020-11-12
1231,聯華食,4.75,108.0,12.46,2.14,109/3,2020-11-12
1232,大統益,4.02,108.0,18.12,4.83,109/3,2020-11-12
1233,天仁,4.44,108.0,47.43,2.26,109/3,2020-11-12
1234,黑松,5.15,108.0,15.07,0.74,109/3,2020-11-12
1235,興泰,4.35,108.0,27.2,0.79,109/2,2020-11-12
1236,宏亞,2.21,108.0,71.58,0.9,109/2,2020-11-12
1256,鮮活果汁-KY,2.04,108.0,14.64,4.26,109/3,2020-11-12
1301,台塑,5.0,108.0,44.9,1.91,109/3,2020-11-12
1303,南亞,3.44,108.0,28.65,1.6,109/3,2020-11-12
1304,台聚,2.55,108.0,19.22,1.14,109/2,2020-11-12
1305,華夏,4.26,108.0,15.23,1.5,109/3,2020-11-12
1307,三芳,3.74,108.0,40.38,1.08,109/3,2020-11-12
1308,亞聚,5.57,108.0,13.81,1.07,109/3,2020-11-12
1309,台達化,1.94,108.0,8.79,1.98,109/3,2020-11-12
