證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季,date
1101,台泥,6.98,108.0,10.23,1.32,109/3,2020-12-18
1102,亞泥,7.06,108.0,9.95,1.0,109/3,2020-12-18
1103,嘉泥,5.42,108.0,34.81,0.53,109/3,2020-12-18
1104,環泥,4.34,108.0,11.53,0.85,109/3,2020-12-18
1108,幸福,1.29,108.0,12.66,1.03,109/3,2020-12-18
1109,信大,5.56,108.0,7.42,0.97,109/3,2020-12-18
1110,東泥,0.56,108.0,,1.2,109/3,2020-12-18
1201,味全,6.33,108.0,28.0,1.62,109/3,2020-12-18
1203,味王,2.7,108.0,19.03,1.75,109/3,2020-12-18
1210,大成,4.74,108.0,13.12,1.93,109/3,2020-12-18
1213,大飲,0.0,108.0,,0.77,109/3,2020-12-18
1215,卜蜂,5.67,108.0,10.71,2.38,109/3,2020-12-18
1216,統一,3.76,108.0,18.17,3.42,109/3,2020-12-18
1217,愛之味,0.0,108.0,21.15,0.72,109/3,2020-12-18
1218,泰山,3.49,108.0,16.33,1.83,109/3,2020-12-18
1219,福壽,2.07,108.0,10.29,1.46,109/3,2020-12-18
1220,台榮,4.98,108.0,12.55,0.92,109/3,2020-12-18
1225,福懋油,4.01,108.0,21.93,2.26,109/3,2020-12-18
1227,佳格,4.38,108.0,15.63,3.27,109/3,2020-12-18
1229,聯華,7.72,108.0,19.64,1.82,109/3,2020-12-18
1231,聯華食,4.66,108.0,12.7,2.18,109/3,2020-12-18
1232,大統益,3.89,108.0,18.7,4.98,109/3,2020-12-18
1233,天仁,4.45,108.0,47.3,2.25,109/3,2020-12-18
1234,黑松,5.15,108.0,15.07,0.74,109/3,2020-12-18
1235,興泰,4.53,108.0,31.15,0.93,109/3,2020-12-18
1236,宏亞,2.15,108.0,46.5,0.94,109/3,2020-12-18
1256,鮮活果汁-KY,2.06,108.0,14.52,4.22,109/3,2020-12-18
1301,台塑,4.99,108.0,45.0,1.92,109/3,2020-12-18
1303,南亞,3.26,108.0,30.27,1.69,109/3,2020-12-18
1304,台聚,2.46,108.0,15.62,1.12,109/3,2020-12-18
1305,華夏,4.37,108.0,14.87,1.46,109/3,2020-12-18
1307,三芳,3.65,108.0,41.32,1.11,109/3,2020-12-18
1308,亞聚,5.67,108.0,13.57,1.05,109/3,2020-12-18
1309,台達化,1.87,108.0,9.12,2.05,109/3,2020-12-18
1310,台苯,5.68,108.0,,1.49,109/3,2020-12-18
1312,國喬,0.0,108.0,8.08,0.76,109/3,2020-12-18
1313,聯成,1.14,108.0,28.69,1.01,109/3,2020-12-18
1314,中石化,3.22,108.0,46.65,0.44,109/3,2020-12-18
1315,達新,5.17,108.0,1.77,0.78,109/3,2020-12-18
1316,上曜,0.0,108.0,,1.2,109/3,2020-12-18
1319,東陽,4.71,108.0,19.92,1.06,109/3,2020-12-18
1321,大洋,0.0,108.0,13.45,1.27,109/3,2020-12-18
1323,永裕,4.87,108.0,10.14,1.42,109/3,2020-12-18
1324,地球,3.0,108.0,45.45,0.78,109/3,2020-12-18
1325,恆大,0.33,108.0,5.37,2.39,109/3,2020-12-18
1326,台化,4.85,108.0,36.76,1.52,109/3,2020-12-18
1337,再生-KY,0.0,108.0,,0.36,109/3,2020-12-18
1338,廣華-KY,6.33,108.0,19.54,0.77,109/3,2020-12-18
1339,昭輝,4.88,108.0,26.97,0.89,109/3,2020-12-18
1340,勝悅-KY,0.0,108.0,,0.34,109/3,2020-12-18
1341,富林-KY,8.55,108.0,10.62,2.55,109/3,2020-12-18
1342,八貫,4.19,108.0,20.31,3.5,109/3,2020-12-18
1402,遠東新,5.46,108.0,16.44,0.73,109/3,2020-12-18
1409,新纖,4.44,108.0,8.21,0.66,109/3,2020-12-18
1410,南染,2.9,108.0,40.59,2.03,109/3,2020-12-18
1413,宏洲,0.0,108.0,,1.07,109/3,2020-12-18
1414,東和,1.42,108.0,32.05,1.01,109/3,2020-12-18
1416,廣豐,0.0,108.0,,0.62,109/3,2020-12-18
1417,嘉裕,4.72,108.0,37.86,0.79,109/3,2020-12-18
1418,東華,0.0,108.0,,0.9,109/3,2020-12-18
1419,新紡,2.33,108.0,39.31,1.54,109/3,2020-12-18
1423,利華,0.78,108.0,,0.94,109/3,2020-12-18
1432,大魯閣,27.4,108.0,,1.0,109/3,2020-12-18
1434,福懋,8.25,108.0,13.71,0.96,109/3,2020-12-18
1435,中福,0.0,108.0,,3.36,109/3,2020-12-18
1436,華友聯,6.54,108.0,8.32,1.34,109/3,2020-12-18
1437,勤益控,4.58,108.0,16.55,0.78,109/3,2020-12-18
1438,三地開發,0.0,108.0,26.81,2.29,109/3,2020-12-18
1439,中和,17.89,108.0,63.52,1.12,109/3,2020-12-18
1440,南紡,1.36,108.0,86.76,1.01,109/3,2020-12-18
1441,大東,0.0,108.0,,0.98,109/3,2020-12-18
1442,名軒,5.55,108.0,127.5,1.1,109/3,2020-12-18
1443,立益,0.0,108.0,,1.35,109/3,2020-12-18
1444,力麗,0.0,108.0,,1.17,109/3,2020-12-18
1445,大宇,1.79,108.0,,0.92,109/3,2020-12-18
1446,宏和,0.98,108.0,382.5,2.79,109/3,2020-12-18
1447,力鵬,0.0,108.0,,0.74,109/3,2020-12-18
1449,佳和,0.0,108.0,,2.5,109/3,2020-12-18
1451,年興,0.0,108.0,,0.46,109/3,2020-12-18
1452,宏益,7.1,108.0,31.3,0.93,109/3,2020-12-18
1453,大將,2.27,108.0,,0.69,109/3,2020-12-18
1454,台富,3.14,108.0,,0.69,109/3,2020-12-18
1455,集盛,0.0,108.0,,0.83,109/3,2020-12-18
1456,怡華,0.0,108.0,,1.09,109/3,2020-12-18
1457,宜進,6.85,108.0,5.18,0.72,109/3,2020-12-18
1459,聯發,0.0,108.0,,0.99,109/3,2020-12-18
1460,宏遠,0.0,108.0,,1.06,109/3,2020-12-18
1463,強盛,4.9,108.0,58.33,0.95,109/3,2020-12-18
1464,得力,8.26,108.0,363.0,1.46,109/3,2020-12-18
1465,偉全,11.67,108.0,,0.78,109/3,2020-12-18
1466,聚隆,0.0,108.0,,1.2,109/3,2020-12-18
1467,南緯,0.0,108.0,,1.5,109/3,2020-12-18
1468,昶和,0.0,108.0,45.0,1.73,109/3,2020-12-18
1470,大統新創,4.35,108.0,49.73,1.67,109/3,2020-12-18
1471,首利,0.0,108.0,3.17,0.85,109/3,2020-12-18
1472,三洋紡,0.0,108.0,,2.59,109/3,2020-12-18
1473,台南,2.79,108.0,,0.74,109/3,2020-12-18
1474,弘裕,0.0,108.0,14.88,0.85,109/3,2020-12-18
1475,業旺,0.0,108.0,,4.88,109/3,2020-12-18
1476,儒鴻,2.83,108.0,28.11,6.05,109/3,2020-12-18
1477,聚陽,2.62,108.0,21.0,4.42,109/3,2020-12-18
1503,士電,3.14,108.0,15.81,1.07,109/3,2020-12-18
1504,東元,3.61,108.0,15.87,0.86,109/3,2020-12-18
1506,正道,0.0,108.0,,2.0,109/3,2020-12-18
1507,永大,3.53,108.0,21.52,2.21,109/3,2020-12-18
1512,瑞利,0.0,108.0,,4.94,109/3,2020-12-18
1513,中興電,2.15,108.0,27.49,2.52,109/3,2020-12-18
