證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季,date
1101,台泥,7.02,108.0,10.18,1.31,109/3,2020-11-17
1102,亞泥,6.76,108.0,10.4,1.05,109/3,2020-11-17
1103,嘉泥,5.73,108.0,32.92,0.5,109/3,2020-11-17
1104,環泥,4.35,108.0,11.5,0.84,109/3,2020-11-17
1108,幸福,1.32,108.0,12.39,1.01,109/3,2020-11-17
1109,信大,5.45,108.0,7.57,0.99,109/3,2020-11-17
1110,東泥,0.59,108.0,,1.15,109/3,2020-11-17
1201,味全,6.46,108.0,27.47,1.59,109/3,2020-11-17
1203,味王,2.73,108.0,18.77,1.72,109/3,2020-11-17
1210,大成,4.7,108.0,13.22,1.95,109/3,2020-11-17
1213,大飲,0.0,108.0,,0.91,109/3,2020-11-17
1215,卜蜂,5.56,108.0,10.93,2.42,109/3,2020-11-17
1216,統一,3.68,108.0,18.55,3.49,109/3,2020-11-17
1217,愛之味,0.0,108.0,19.29,0.66,109/3,2020-11-17
1218,泰山,3.86,108.0,14.75,1.65,109/3,2020-11-17
1219,福壽,2.11,108.0,10.11,1.43,109/3,2020-11-17
1220,台榮,4.8,108.0,13.02,0.95,109/3,2020-11-17
1225,福懋油,4.03,108.0,21.79,2.24,109/3,2020-11-17
1227,佳格,4.23,108.0,16.18,3.39,109/3,2020-11-17
1229,聯華,7.74,108.0,19.6,1.82,109/3,2020-11-17
1231,聯華食,4.76,108.0,12.44,2.14,109/3,2020-11-17
1232,大統益,3.98,108.0,18.27,4.87,109/3,2020-11-17
1233,天仁,4.45,108.0,47.3,2.25,109/3,2020-11-17
1234,黑松,5.14,108.0,15.11,0.74,109/3,2020-11-17
1235,興泰,4.39,108.0,32.12,0.96,109/3,2020-11-17
1236,宏亞,2.22,108.0,45.0,0.91,109/3,2020-11-17
1256,鮮活果汁-KY,1.91,108.0,15.65,4.55,109/3,2020-11-17
1301,台塑,5.0,108.0,44.9,1.91,109/3,2020-11-17
1303,南亞,3.38,108.0,29.15,1.63,109/3,2020-11-17
1304,台聚,2.62,108.0,14.69,1.06,109/3,2020-11-17
1305,華夏,4.37,108.0,14.87,1.46,109/3,2020-11-17
1307,三芳,3.75,108.0,40.28,1.08,109/3,2020-11-17
1308,亞聚,5.77,108.0,13.32,1.03,109/3,2020-11-17
1309,台達化,1.99,108.0,8.58,1.93,109/3,2020-11-17
1310,台苯,5.87,108.0,,1.44,109/3,2020-11-17
1312,國喬,0.0,108.0,9.01,0.85,109/3,2020-11-17
1313,聯成,1.36,108.0,24.18,0.85,109/3,2020-11-17
1314,中石化,3.45,108.0,43.5,0.41,109/3,2020-11-17
1315,達新,5.0,108.0,1.83,0.81,109/3,2020-11-17
1316,上曜,0.0,108.0,,1.12,109/3,2020-11-17
1319,東陽,4.66,108.0,20.13,1.07,109/3,2020-11-17
1321,大洋,0.0,108.0,13.78,1.3,109/3,2020-11-17
1323,永裕,4.88,108.0,10.12,1.42,109/3,2020-11-17
1324,地球,3.01,108.0,45.27,0.78,109/3,2020-11-17
1325,恆大,0.27,108.0,6.61,2.94,109/3,2020-11-17
1326,台化,4.87,108.0,36.62,1.52,109/3,2020-11-17
1337,再生-KY,0.0,108.0,,0.3,109/3,2020-11-17
1338,廣華-KY,6.14,108.0,20.14,0.8,109/3,2020-11-17
1339,昭輝,4.65,108.0,28.29,0.93,109/3,2020-11-17
1340,勝悅-KY,0.0,108.0,,0.34,109/3,2020-11-17
1341,富林-KY,8.58,108.0,10.58,2.54,109/3,2020-11-17
1402,遠東新,5.36,108.0,16.77,0.75,109/3,2020-11-17
1409,新纖,4.62,108.0,7.88,0.63,109/3,2020-11-17
1410,南染,2.97,108.0,39.65,1.98,109/3,2020-11-17
1413,宏洲,0.0,108.0,,1.06,109/3,2020-11-17
1414,東和,1.17,108.0,38.75,1.22,109/3,2020-11-17
1416,廣豐,0.0,108.0,,0.6,109/3,2020-11-17
1417,嘉裕,4.55,108.0,39.29,0.82,109/3,2020-11-17
1418,東華,0.0,108.0,,0.89,109/3,2020-11-17
1419,新紡,2.4,108.0,38.3,1.5,109/3,2020-11-17
1423,利華,0.76,108.0,,0.97,109/3,2020-11-17
1432,大魯閣,24.77,108.0,,1.1,109/3,2020-11-17
1434,福懋,7.84,108.0,14.43,1.01,109/3,2020-11-17
1435,中福,0.0,108.0,,2.86,109/3,2020-11-17
