證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季,date
1101,台泥,6.98,108.0,10.23,1.32,109/3,2020-12-22
1102,亞泥,7.03,108.0,10.0,1.01,109/3,2020-12-22
1103,嘉泥,5.46,108.0,34.53,0.53,109/3,2020-12-22
1104,環泥,4.46,108.0,11.2,0.82,109/3,2020-12-22
1108,幸福,1.28,108.0,12.77,1.04,109/3,2020-12-22
1109,信大,5.5,108.0,7.49,0.98,109/3,2020-12-22
1110,東泥,0.58,108.0,,1.17,109/3,2020-12-22
1201,味全,6.19,108.0,28.67,1.66,109/3,2020-12-22
1203,味王,2.74,108.0,18.74,1.72,109/3,2020-12-22
1210,大成,4.76,108.0,13.06,1.93,109/3,2020-12-22
1213,大飲,0.0,108.0,,0.78,109/3,2020-12-22
1215,卜蜂,5.67,108.0,10.71,2.38,109/3,2020-12-22
1216,統一,3.78,108.0,18.06,3.4,109/3,2020-12-22
1217,愛之味,0.0,108.0,22.32,0.76,109/3,2020-12-22
1218,泰山,3.3,108.0,17.25,1.93,109/3,2020-12-22
1219,福壽,1.83,108.0,11.6,1.64,109/3,2020-12-22
1220,台榮,4.72,108.0,13.23,0.97,109/3,2020-12-22
1225,福懋油,3.62,108.0,24.29,2.5,109/3,2020-12-22
1227,佳格,4.42,108.0,15.5,3.24,109/3,2020-12-22
1229,聯華,7.74,108.0,19.6,1.82,109/3,2020-12-22
1231,聯華食,4.66,108.0,12.69,2.18,109/3,2020-12-22
1232,大統益,3.94,108.0,18.49,4.92,109/3,2020-12-22
1233,天仁,4.49,108.0,46.84,2.23,109/3,2020-12-22
1234,黑松,5.16,108.0,15.05,0.74,109/3,2020-12-22
1235,興泰,4.56,108.0,30.9,0.92,109/3,2020-12-22
1236,宏亞,2.11,108.0,47.33,0.95,109/3,2020-12-22
1256,鮮活果汁-KY,2.08,108.0,14.32,4.17,109/3,2020-12-22
1301,台塑,4.78,108.0,46.99,2.0,109/3,2020-12-22
1303,南亞,3.21,108.0,30.76,1.72,109/3,2020-12-22
1304,台聚,2.33,108.0,16.5,1.19,109/3,2020-12-22
1305,華夏,4.18,108.0,15.52,1.53,109/3,2020-12-22
1307,三芳,3.58,108.0,42.17,1.13,109/3,2020-12-22
1308,亞聚,5.24,108.0,14.69,1.14,109/3,2020-12-22
1309,台達化,1.74,108.0,9.8,2.21,109/3,2020-12-22
1310,台苯,5.15,108.0,,1.64,109/3,2020-12-22
1312,國喬,0.0,108.0,8.44,0.8,109/3,2020-12-22
1313,聯成,1.1,108.0,29.84,1.05,109/3,2020-12-22
1314,中石化,2.96,108.0,50.75,0.48,109/3,2020-12-22
1315,達新,5.21,108.0,1.76,0.77,109/3,2020-12-22
1316,上曜,0.0,108.0,,1.17,109/3,2020-12-22
1319,東陽,4.77,108.0,19.66,1.04,109/3,2020-12-22
1321,大洋,0.0,108.0,13.64,1.29,109/3,2020-12-22
1323,永裕,4.83,108.0,10.22,1.43,109/3,2020-12-22
1324,地球,2.87,108.0,47.5,0.82,109/3,2020-12-22
1325,恆大,0.3,108.0,5.9,2.63,109/3,2020-12-22
1326,台化,4.77,108.0,37.42,1.55,109/3,2020-12-22
1337,再生-KY,0.0,108.0,,0.37,109/3,2020-12-22
1338,廣華-KY,6.29,108.0,19.65,0.78,109/3,2020-12-22
1339,昭輝,4.92,108.0,26.74,0.88,109/3,2020-12-22
1340,勝悅-KY,0.0,108.0,,0.34,109/3,2020-12-22
1341,富林-KY,8.49,108.0,10.69,2.57,109/3,2020-12-22
1342,八貫,4.27,108.0,19.9,3.43,109/3,2020-12-22
1402,遠東新,5.42,108.0,16.59,0.74,109/3,2020-12-22
1409,新纖,4.33,108.0,8.41,0.67,109/3,2020-12-22
1410,南染,2.98,108.0,39.53,1.98,109/3,2020-12-22
1413,宏洲,0.0,108.0,,1.09,109/3,2020-12-22
1414,東和,1.42,108.0,32.05,1.01,109/3,2020-12-22
1416,廣豐,0.0,108.0,,0.61,109/3,2020-12-22
1417,嘉裕,4.65,108.0,38.39,0.8,109/3,2020-12-22
1418,東華,0.0,108.0,,0.91,109/3,2020-12-22
1419,新紡,2.38,108.0,38.62,1.51,109/3,2020-12-22
1423,利華,0.77,108.0,,0.95,109/3,2020-12-22
1432,大魯閣,28.78,108.0,,0.95,109/3,2020-12-22
1434,福懋,8.21,108.0,13.78,0.96,109/3,2020-12-22
