證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季,date
1101,台泥,6.93,108.0,10.31,1.33,109/3,2020-11-27
1102,亞泥,6.8,108.0,10.33,1.04,109/3,2020-11-27
1103,嘉泥,5.52,108.0,34.15,0.52,109/3,2020-11-27
1104,環泥,4.19,108.0,11.93,0.88,109/3,2020-11-27
1108,幸福,1.3,108.0,12.5,1.02,109/3,2020-11-27
1109,信大,5.39,108.0,7.64,1.0,109/3,2020-11-27
1110,東泥,0.58,108.0,,1.16,109/3,2020-11-27
1201,味全,6.29,108.0,28.2,1.63,109/3,2020-11-27
1203,味王,2.71,108.0,18.92,1.74,109/3,2020-11-27
1210,大成,4.68,108.0,13.28,1.96,109/3,2020-11-27
1213,大飲,0.0,108.0,,0.87,109/3,2020-11-27
1215,卜蜂,5.6,108.0,10.85,2.41,109/3,2020-11-27
1216,統一,3.77,108.0,18.11,3.41,109/3,2020-11-27
1217,愛之味,0.0,108.0,19.98,0.68,109/3,2020-11-27
1218,泰山,3.81,108.0,14.97,1.68,109/3,2020-11-27
1219,福壽,2.07,108.0,10.27,1.45,109/3,2020-11-27
1220,台榮,4.88,108.0,12.81,0.94,109/3,2020-11-27
1225,福懋油,4.05,108.0,21.69,2.23,109/3,2020-11-27
1227,佳格,4.28,108.0,15.99,3.35,109/3,2020-11-27
1229,聯華,7.67,108.0,19.76,1.83,109/3,2020-11-27
1231,聯華食,4.71,108.0,12.56,2.16,109/3,2020-11-27
1232,大統益,3.98,108.0,18.27,4.87,109/3,2020-11-27
1233,天仁,4.47,108.0,47.11,2.24,109/3,2020-11-27
1234,黑松,5.15,108.0,15.07,0.74,109/3,2020-11-27
1235,興泰,4.37,108.0,32.24,0.96,109/3,2020-11-27
1236,宏亞,2.19,108.0,45.67,0.92,109/3,2020-11-27
1256,鮮活果汁-KY,1.97,108.0,15.17,4.41,109/3,2020-11-27
1301,台塑,5.05,108.0,44.49,1.9,109/3,2020-11-27
1303,南亞,3.35,108.0,29.42,1.65,109/3,2020-11-27
1304,台聚,2.52,108.0,15.27,1.1,109/3,2020-11-27
1305,華夏,4.3,108.0,15.1,1.49,109/3,2020-11-27
1307,三芳,3.49,108.0,43.21,1.16,109/3,2020-11-27
1308,亞聚,5.66,108.0,13.6,1.05,109/3,2020-11-27
1309,台達化,1.86,108.0,9.18,2.07,109/3,2020-11-27
1310,台苯,5.78,108.0,,1.46,109/3,2020-11-27
1312,國喬,0.0,108.0,8.84,0.84,109/3,2020-11-27
1313,聯成,1.16,108.0,28.2,0.99,109/3,2020-11-27
1314,中石化,3.33,108.0,45.1,0.43,109/3,2020-11-27
1315,達新,4.94,108.0,1.85,0.82,109/3,2020-11-27
1316,上曜,0.0,108.0,,1.15,109/3,2020-11-27
1319,東陽,4.65,108.0,20.16,1.07,109/3,2020-11-27
1321,大洋,0.0,108.0,13.82,1.31,109/3,2020-11-27
1323,永裕,4.85,108.0,10.19,1.43,109/3,2020-11-27
1324,地球,2.94,108.0,46.36,0.8,109/3,2020-11-27
1325,恆大,0.28,108.0,6.31,2.81,109/3,2020-11-27
1326,台化,4.81,108.0,37.09,1.54,109/3,2020-11-27
1337,再生-KY,0.0,108.0,,0.33,109/3,2020-11-27
1338,廣華-KY,5.81,108.0,21.27,0.84,109/3,2020-11-27
1339,昭輝,4.63,108.0,28.42,0.94,109/3,2020-11-27
1340,勝悅-KY,0.0,108.0,,0.36,109/3,2020-11-27
1341,富林-KY,8.55,108.0,10.62,2.55,109/3,2020-11-27
1342,八貫,3.97,108.0,21.43,3.69,109/3,2020-11-27
1402,遠東新,5.42,108.0,16.59,0.74,109/3,2020-11-27
1409,新纖,4.51,108.0,8.08,0.65,109/3,2020-11-27
1410,南染,2.96,108.0,39.71,1.99,109/3,2020-11-27
1413,宏洲,0.0,108.0,,1.08,109/3,2020-11-27
1414,東和,1.28,108.0,35.45,1.12,109/3,2020-11-27
1416,廣豐,0.0,108.0,,0.63,109/3,2020-11-27
1417,嘉裕,4.37,108.0,40.89,0.86,109/3,2020-11-27
1418,東華,0.0,108.0,,0.85,109/3,2020-11-27
1419,新紡,2.36,108.0,38.9,1.52,109/3,2020-11-27
1423,利華,0.78,108.0,,0.95,109/3,2020-11-27
1432,大魯閣,23.53,108.0,,1.16,109/3,2020-11-27
1434,福懋,8.0,108.0,14.14,0.99,109/3,2020-11-27
1435,中福,0.0,108.0,,2.85,109/3,2020-11-27
1436,華友聯,6.33,108.0,8.61,1.39,109/3,2020-11-27
1437,勤益控,4.53,108.0,16.76,0.79,109/3,2020-11-27
1438,三地開發,0.0,108.0,26.91,2.3,109/3,2020-11-27
1439,中和,17.42,108.0,65.23,1.15,109/3,2020-11-27
1440,南紡,1.37,108.0,85.88,1.0,109/3,2020-11-27
1441,大東,0.0,108.0,,0.96,109/3,2020-11-27
1442,名軒,5.18,108.0,136.43,1.18,109/3,2020-11-27
1443,立益,0.0,108.0,,1.16,109/3,2020-11-27
1444,力麗,0.0,108.0,,1.2,109/3,2020-11-27
1445,大宇,1.79,108.0,,0.91,109/3,2020-11-27
1446,宏和,0.98,108.0,383.75,2.8,109/3,2020-11-27
1447,力鵬,0.0,108.0,,0.74,109/3,2020-11-27
1451,年興,0.0,108.0,,0.47,109/3,2020-11-27
1452,宏益,7.29,108.0,30.46,0.9,109/3,2020-11-27
1453,大將,2.31,108.0,,0.68,109/3,2020-11-27
1454,台富,3.12,108.0,,0.69,109/3,2020-11-27
1455,集盛,0.0,108.0,,0.81,109/3,2020-11-27
1456,怡華,0.0,108.0,,1.28,109/3,2020-11-27
1457,宜進,6.73,108.0,5.27,0.73,109/3,2020-11-27
1459,聯發,0.0,108.0,,0.98,109/3,2020-11-27
1460,宏遠,0.0,108.0,,1.06,109/3,2020-11-27
1463,強盛,4.84,108.0,59.05,0.96,109/3,2020-11-27
1464,得力,7.83,108.0,383.0,1.54,109/3,2020-11-27
1465,偉全,11.54,108.0,,0.78,109/3,2020-11-27
1466,聚隆,0.0,108.0,,1.3,109/3,2020-11-27
1467,南緯,0.0,108.0,,1.48,109/3,2020-11-27
1468,昶和,0.0,108.0,40.67,1.56,109/3,2020-11-27
1470,大統新創,4.49,108.0,48.11,1.62,109/3,2020-11-27
1471,首利,0.0,108.0,3.38,0.9,109/3,2020-11-27
1472,三洋紡,0.0,108.0,,2.61,109/3,2020-11-27
1473,台南,2.74,108.0,,0.76,109/3,2020-11-27
