證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季,date
1101,台泥,7.41,108.0,9.55,1.25,109/2,2020-10-14
1102,亞泥,7.44,108.0,9.85,0.99,109/2,2020-10-14
1103,嘉泥,6.33,108.0,20.26,0.48,109/2,2020-10-14
1104,環泥,4.94,108.0,11.44,0.76,109/2,2020-10-14
1108,幸福,1.33,108.0,15.69,1.02,109/2,2020-10-14
1109,信大,5.71,108.0,7.13,0.99,109/2,2020-10-14
1110,東泥,0.61,108.0,,1.13,109/2,2020-10-14
1201,味全,6.65,108.0,34.48,1.61,109/2,2020-10-14
1203,味王,2.98,108.0,18.33,1.6,109/2,2020-10-14
1210,大成,4.9,108.0,13.86,2.0,109/2,2020-10-14
1213,大飲,0.0,108.0,,0.99,109/2,2020-10-14
1215,卜蜂,5.93,108.0,11.78,2.33,109/2,2020-10-14
1216,統一,3.99,108.0,18.94,3.46,109/2,2020-10-14
1217,愛之味,0.0,108.0,35.57,0.65,109/2,2020-10-14
1218,泰山,4.05,108.0,15.52,1.66,109/2,2020-10-14
1219,福壽,2.12,108.0,12.12,1.47,109/2,2020-10-14
1220,台榮,5.06,108.0,13.02,0.93,109/2,2020-10-14
1225,福懋油,4.07,108.0,21.16,2.29,109/2,2020-10-14
1227,佳格,4.32,108.0,15.47,3.57,109/2,2020-10-14
1229,聯華,8.01,108.0,16.17,1.6,109/2,2020-10-14
1231,聯華食,4.96,108.0,13.22,2.06,109/2,2020-10-14
1232,大統益,4.22,108.0,19.27,5.02,109/2,2020-10-14
1233,天仁,4.41,108.0,39.46,2.29,109/2,2020-10-14
1234,黑松,5.14,108.0,16.55,0.76,109/2,2020-10-14
1235,興泰,4.4,108.0,26.88,0.78,109/2,2020-10-14
1236,宏亞,2.25,108.0,70.26,0.89,109/2,2020-10-14
1256,鮮活果汁-KY,2.24,108.0,18.91,4.72,109/2,2020-10-14
1301,台塑,5.5,108.0,28.57,1.75,109/2,2020-10-14
1303,南亞,3.64,108.0,31.35,1.55,109/2,2020-10-14
1304,台聚,3.05,108.0,16.08,0.95,109/2,2020-10-14
1305,華夏,4.61,108.0,17.22,1.38,109/2,2020-10-14
1307,三芳,3.79,108.0,32.97,1.07,109/2,2020-10-14
1308,亞聚,6.08,108.0,11.83,1.0,109/2,2020-10-14
1309,台達化,1.88,108.0,18.91,2.32,109/2,2020-10-14
1310,台苯,6.17,108.0,115.71,1.37,109/2,2020-10-14
1312,國喬,0.0,108.0,12.11,0.74,109/2,2020-10-14
1313,聯成,1.53,108.0,93.21,0.84,109/2,2020-10-14
1314,中石化,3.57,108.0,22.13,0.39,109/2,2020-10-14
1315,達新,6.93,108.0,1.85,0.79,109/2,2020-10-14
1316,上曜,0.0,108.0,,1.19,109/2,2020-10-14
1319,東陽,4.84,108.0,16.68,1.05,109/2,2020-10-14
1321,大洋,0.0,108.0,14.42,1.31,109/2,2020-10-14
1323,永裕,4.87,108.0,9.52,1.48,109/2,2020-10-14
1324,地球,3.04,108.0,70.43,0.78,109/2,2020-10-14
1325,恆大,0.24,108.0,14.12,4.13,109/2,2020-10-14
1326,台化,5.52,108.0,33.73,1.36,109/2,2020-10-14
1337,再生-KY,0.0,108.0,,0.33,109/2,2020-10-14
1338,廣華-KY,6.36,108.0,20.45,0.79,109/2,2020-10-14
1339,昭輝,4.6,108.0,21.12,0.96,109/2,2020-10-14
1340,勝悅-KY,0.0,108.0,,0.34,109/2,2020-10-14
1341,富林-KY,8.61,108.0,10.74,2.73,109/2,2020-10-14
1402,遠東新,5.77,108.0,15.66,0.7,109/2,2020-10-14
1409,新纖,4.95,108.0,7.35,0.6,109/2,2020-10-14
1410,南染,3.02,108.0,35.27,1.98,109/2,2020-10-14
1413,宏洲,0.0,108.0,,1.07,109/2,2020-10-14
1414,東和,2.02,108.0,41.29,0.71,109/2,2020-10-14
1416,廣豐,0.0,108.0,,0.7,109/2,2020-10-14
1417,嘉裕,4.48,108.0,7.8,0.74,109/2,2020-10-14
1418,東華,0.0,108.0,,0.85,109/2,2020-10-14
1419,新紡,2.34,108.0,35.33,1.56,109/2,2020-10-14
1423,利華,0.82,108.0,,0.88,109/2,2020-10-14
1432,大魯閣,0.0,108.0,,2.94,109/2,2020-10-14
1434,福懋,8.04,108.0,12.54,0.93,109/2,2020-10-14
1435,中福,0.0,108.0,,2.43,109/2,2020-10-14
1436,華友聯,6.57,108.0,14.81,1.43,109/2,2020-10-14
1437,勤益控,4.63,108.0,17.99,0.77,109/2,2020-10-14
1438,三地開發,0.0,108.0,32.44,2.41,109/2,2020-10-14
1439,中和,18.05,108.0,162.94,1.1,109/2,2020-10-14
1440,南紡,1.63,108.0,,0.84,109/2,2020-10-14
1441,大東,0.0,108.0,,0.92,109/2,2020-10-14
1442,名軒,4.93,108.0,43.7,1.29,109/2,2020-10-14
1443,立益,0.0,108.0,,1.08,109/2,2020-10-14
1444,力麗,0.0,108.0,,1.28,109/2,2020-10-14
1445,大宇,2.11,108.0,,0.77,109/2,2020-10-14
1446,宏和,0.94,108.0,,2.94,109/2,2020-10-14
1447,力鵬,0.0,108.0,,0.69,109/2,2020-10-14
1449,佳和,0.0,108.0,,2.65,109/2,2020-10-14
1451,年興,0.0,108.0,,0.46,109/2,2020-10-14
1452,宏益,7.74,108.0,28.18,0.88,109/2,2020-10-14
1453,大將,2.34,108.0,,0.67,109/2,2020-10-14
1454,台富,3.11,108.0,,0.69,109/2,2020-10-14
1455,集盛,0.0,108.0,,0.77,109/2,2020-10-14
1456,怡華,0.0,108.0,318.67,0.75,109/2,2020-10-14
1457,宜進,7.3,108.0,6.12,0.68,109/2,2020-10-14
1459,聯發,0.0,108.0,,0.96,109/2,2020-10-14
1460,宏遠,0.0,108.0,,1.08,109/2,2020-10-14
1463,強盛,4.8,108.0,26.04,0.96,109/2,2020-10-14
1464,得力,8.43,108.0,63.57,1.44,109/2,2020-10-14
1465,偉全,11.41,108.0,,0.78,109/2,2020-10-14
1466,聚隆,0.0,108.0,,1.74,109/2,2020-10-14
1467,南緯,0.0,108.0,,1.71,109/2,2020-10-14
1468,昶和,0.0,108.0,58.81,1.66,109/2,2020-10-14
1470,大統新創,4.46,108.0,38.19,1.66,109/2,2020-10-14
1471,首利,0.0,108.0,,1.64,109/2,2020-10-14
1472,三洋紡,0.0,108.0,,2.16,109/2,2020-10-14
1473,台南,2.78,108.0,,0.73,109/2,2020-10-14
1474,弘裕,0.0,108.0,18.98,0.84,109/2,2020-10-14
1475,業旺,0.0,108.0,,6.06,109/2,2020-10-14
1476,儒鴻,2.87,108.0,28.14,6.38,109/2,2020-10-14
1477,聚陽,2.97,108.0,20.11,4.24,109/2,2020-10-14
1503,士電,3.25,108.0,15.28,1.06,109/2,2020-10-14
1504,東元,3.32,108.0,17.25,0.93,109/2,2020-10-14
1506,正道,0.0,108.0,,1.91,109/2,2020-10-14
1507,永大,3.33,108.0,21.71,2.52,109/2,2020-10-14
1512,瑞利,0.0,108.0,,5.14,109/2,2020-10-14
1513,中興電,2.37,108.0,28.17,2.78,109/2,2020-10-14
1514,亞力,4.17,108.0,17.86,1.92,109/2,2020-10-14
1515,力山,3.48,108.0,27.31,5.08,109/2,2020-10-14
1516,川飛,1.98,108.0,26.55,1.66,109/2,2020-10-14
1517,利奇,1.66,108.0,,0.89,109/2,2020-10-14
1519,華城,1.96,108.0,28.98,4.16,109/2,2020-10-14
1521,大億,7.43,108.0,19.42,2.46,109/2,2020-10-14
1522,堤維西,6.8,108.0,21.91,1.04,109/2,2020-10-14
1524,耿鼎,4.26,108.0,18.78,0.74,109/2,2020-10-14
1525,江申,3.04,108.0,17.43,1.22,109/2,2020-10-14
1526,日馳,1.52,108.0,22.83,3.0,109/2,2020-10-14
1527,鑽全,3.02,108.0,20.15,1.41,109/2,2020-10-14
1528,恩德,1.24,108.0,,0.74,109/2,2020-10-14
1529,樂士,3.26,108.0,27.91,1.44,109/2,2020-10-14
1530,亞崴,5.03,108.0,8.32,0.94,109/2,2020-10-14
1531,高林股,1.75,108.0,,0.6,109/2,2020-10-14
1532,勤美,2.8,108.0,78.21,1.12,109/2,2020-10-14
1533,車王電,1.72,108.0,40.85,1.19,109/2,2020-10-14
1535,中宇,3.57,108.0,28.0,1.45,109/2,2020-10-14
1536,和大,2.15,108.0,61.12,3.82,109/2,2020-10-14
1537,廣隆,7.17,108.0,12.69,3.16,109/2,2020-10-14
1538,正峰,0.0,108.0,,1.11,109/2,2020-10-14
1539,巨庭,3.84,108.0,61.32,1.06,109/2,2020-10-14
1540,喬福,6.92,108.0,,0.92,109/2,2020-10-14
1541,錩泰,0.0,108.0,11.59,2.89,109/2,2020-10-14
1558,伸興,6.47,108.0,11.93,1.83,109/2,2020-10-14
1560,中砂,4.63,108.0,15.16,2.05,109/2,2020-10-14
1568,倉佑,3.14,108.0,,1.12,109/2,2020-10-14
1582,信錦,5.3,108.0,10.19,2.0,109/2,2020-10-14
1583,程泰,5.01,108.0,13.28,1.39,109/2,2020-10-14
1587,吉茂,1.84,108.0,18.22,1.47,109/2,2020-10-14
1589,永冠-KY,0.5,108.0,31.92,1.43,109/2,2020-10-14
1590,亞德客-KY,0.71,108.0,42.19,6.81,109/2,2020-10-14
1592,英瑞-KY,0.0,108.0,,0.6,109/2,2020-10-14
1598,岱宇,0.85,108.0,44.11,5.41,109/2,2020-10-14
1603,華電,1.74,108.0,19.46,0.89,109/2,2020-10-14
1604,聲寶,6.54,108.0,19.62,1.41,109/2,2020-10-14
1605,華新,2.94,108.0,14.22,0.77,109/2,2020-10-14
1608,華榮,6.23,108.0,20.38,0.74,109/2,2020-10-14
1609,大亞,1.43,108.0,16.15,1.67,109/2,2020-10-14
1611,中電,10.71,108.0,5.31,0.89,109/2,2020-10-14
1612,宏泰,3.37,108.0,29.7,1.02,109/2,2020-10-14
1614,三洋電,2.31,108.0,30.42,1.82,109/2,2020-10-14
1615,大山,9.17,108.0,9.48,1.35,109/2,2020-10-14
1616,億泰,0.0,108.0,,0.68,109/2,2020-10-14
1617,榮星,2.26,108.0,16.42,1.15,109/2,2020-10-14
1618,合機,2.83,108.0,16.06,0.63,109/2,2020-10-14
1626,艾美特-KY,4.03,108.0,19.68,1.13,109/2,2020-10-14
1701,中化,3.46,108.0,13.43,1.07,109/2,2020-10-14
1702,南僑,4.68,108.0,12.18,1.89,109/2,2020-10-14
1707,葡萄王,3.93,108.0,17.59,3.87,109/2,2020-10-14
1708,東鹼,7.08,108.0,25.98,0.83,109/2,2020-10-14
1709,和益,3.6,108.0,21.06,0.97,109/2,2020-10-14
1710,東聯,1.84,108.0,,1.14,109/2,2020-10-14
1711,永光,1.83,108.0,37.16,1.16,109/2,2020-10-14
1712,興農,6.6,108.0,12.71,1.21,109/2,2020-10-14
1713,國化,3.24,108.0,47.11,1.19,109/2,2020-10-14
1714,和桐,0.0,108.0,5.57,0.84,109/2,2020-10-14
1717,長興,4.22,108.0,20.75,2.07,109/2,2020-10-14
1718,中纖,0.0,108.0,,0.49,109/2,2020-10-14
1720,生達,3.96,108.0,14.84,1.81,109/2,2020-10-14
1721,三晃,0.0,108.0,3.79,0.76,109/2,2020-10-14
1722,台肥,4.39,108.0,19.12,0.98,109/2,2020-10-14
1723,中碳,5.36,108.0,23.74,3.6,109/2,2020-10-14
1724,台硝,3.89,108.0,31.34,0.84,109/2,2020-10-14
1725,元禎,5.79,108.0,14.89,0.79,109/2,2020-10-14
1726,永記,4.59,108.0,14.8,1.38,109/2,2020-10-14
1727,中華化,1.86,108.0,,0.92,109/2,2020-10-14
1730,花仙子,5.1,108.0,17.67,3.03,109/2,2020-10-14
1731,美吾華,3.65,108.0,16.29,1.23,109/2,2020-10-14
1732,毛寶,0.0,108.0,20.65,1.84,109/2,2020-10-14
1733,五鼎,4.61,108.0,23.17,1.51,109/2,2020-10-14
1734,杏輝,0.56,108.0,100.0,2.26,109/2,2020-10-14
1735,日勝化,3.82,108.0,30.91,1.23,109/2,2020-10-14
1736,喬山,1.99,108.0,27.1,2.61,109/2,2020-10-14
1737,臺鹽,4.64,108.0,20.97,1.07,109/2,2020-10-14
1760,寶齡富錦,1.55,108.0,130.9,7.43,109/2,2020-10-14
1762,中化生,1.2,108.0,11.21,2.18,109/2,2020-10-14
1773,勝一,4.22,108.0,14.15,2.93,109/2,2020-10-14
1776,展宇,5.43,108.0,31.3,1.18,109/2,2020-10-14
1783,和康生,3.37,108.0,27.89,1.94,109/2,2020-10-14
1786,科妍,2.84,108.0,30.61,2.84,109/2,2020-10-14
1789,神隆,0.9,108.0,86.14,2.3,109/2,2020-10-14
1795,美時,0.0,108.0,25.85,2.51,109/2,2020-10-14
1802,台玻,0.0,108.0,,1.01,109/2,2020-10-14
1805,寶徠,0.0,108.0,,1.64,109/2,2020-10-14
1806,冠軍,0.0,108.0,,0.52,109/2,2020-10-14
1808,潤隆,4.76,108.0,30.58,4.07,109/2,2020-10-14
1809,中釉,1.59,108.0,,0.72,109/2,2020-10-14
1810,和成,0.0,108.0,27.34,0.63,109/2,2020-10-14
1817,凱撒衛,5.63,108.0,11.65,1.36,109/2,2020-10-14
1903,士紙,0.0,108.0,,6.49,109/2,2020-10-14
1904,正隆,3.61,108.0,11.61,1.57,109/2,2020-10-14
1905,華紙,0.0,108.0,,0.66,109/2,2020-10-14
1906,寶隆,3.47,108.0,26.67,0.59,109/2,2020-10-14
1907,永豐餘,3.87,108.0,8.54,0.78,109/2,2020-10-14
1909,榮成,1.8,108.0,37.0,0.97,109/2,2020-10-14
2002,中鋼,2.42,108.0,,1.11,109/2,2020-10-14
2006,東和鋼鐵,4.66,108.0,14.29,1.22,109/2,2020-10-14
2007,燁興,0.0,108.0,,0.81,109/2,2020-10-14
2008,高興昌,0.0,108.0,,1.15,109/2,2020-10-14
2009,第一銅,0.0,108.0,,0.99,109/2,2020-10-14
2010,春源,2.73,108.0,24.44,0.71,109/2,2020-10-14
2012,春雨,7.27,108.0,14.47,1.33,109/2,2020-10-14
2013,中鋼構,2.63,108.0,13.98,1.34,109/2,2020-10-14
2014,中鴻,0.0,108.0,,1.07,109/2,2020-10-14
2015,豐興,5.31,108.0,16.52,1.85,109/2,2020-10-14
2017,官田鋼,0.0,108.0,,0.79,109/2,2020-10-14
2020,美亞,11.46,108.0,12.62,1.27,109/2,2020-10-14
2022,聚亨,0.0,108.0,,0.64,109/2,2020-10-14
2023,燁輝,0.0,108.0,,0.83,109/2,2020-10-14
2024,志聯,2.39,108.0,,1.29,109/2,2020-10-14
2025,千興,0.0,108.0,,1.86,109/2,2020-10-14
2027,大成鋼,5.45,108.0,,1.17,109/2,2020-10-14
2028,威致,0.0,108.0,19.52,1.33,109/2,2020-10-14
2029,盛餘,0.79,108.0,,0.71,109/2,2020-10-14
2030,彰源,5.02,108.0,26.71,0.78,109/2,2020-10-14
2031,新光鋼,2.49,108.0,50.0,1.7,109/2,2020-10-14
2032,新鋼,3.51,108.0,23.19,0.79,109/2,2020-10-14
2033,佳大,2.02,108.0,19.82,0.8,109/2,2020-10-14
2034,允強,6.51,108.0,20.77,1.34,109/2,2020-10-14
2038,海光,0.0,108.0,,0.64,109/2,2020-10-14
2049,上銀,0.77,108.0,97.49,3.57,109/2,2020-10-14
2059,川湖,2.77,108.0,19.84,2.6,109/2,2020-10-14
2062,橋椿,0.38,108.0,,0.87,109/2,2020-10-14
2069,運錩,3.34,108.0,,0.76,109/2,2020-10-14
2101,南港,2.89,108.0,35.16,3.33,109/2,2020-10-14
