證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季,date
1101,台泥,7.31,108.0,9.68,1.27,109/2,2020-11-05
1102,亞泥,7.14,108.0,10.27,1.03,109/2,2020-11-05
1103,嘉泥,6.33,108.0,20.26,0.48,109/2,2020-11-05
1104,環泥,5.03,108.0,11.24,0.75,109/2,2020-11-05
1108,幸福,1.34,108.0,15.56,1.01,109/2,2020-11-05
1109,信大,5.77,108.0,7.06,0.98,109/2,2020-11-05
1110,東泥,0.58,108.0,,1.17,109/2,2020-11-05
1201,味全,6.62,108.0,34.66,1.62,109/2,2020-11-05
1203,味王,2.82,108.0,19.34,1.69,109/2,2020-11-05
1210,大成,4.87,108.0,13.94,2.01,109/2,2020-11-05
1213,大飲,0.0,108.0,,0.89,109/2,2020-11-05
1215,卜蜂,5.71,108.0,12.26,2.42,109/2,2020-11-05
1216,統一,3.99,108.0,18.91,3.45,109/2,2020-11-05
1217,愛之味,0.0,108.0,35.71,0.65,109/2,2020-11-05
1218,泰山,4.08,108.0,15.42,1.64,109/2,2020-11-05
1219,福壽,2.12,108.0,12.12,1.47,109/2,2020-11-05
1220,台榮,5.02,108.0,13.13,0.94,109/2,2020-11-05
1225,福懋油,4.11,108.0,20.93,2.27,109/2,2020-11-05
1227,佳格,4.25,108.0,15.72,3.62,109/2,2020-11-05
1229,聯華,8.0,108.0,16.19,1.61,109/2,2020-11-05
1231,聯華食,4.92,108.0,13.33,2.07,109/2,2020-11-05
1232,大統益,4.08,108.0,17.83,4.75,109/3,2020-11-05
1233,天仁,4.44,108.0,39.18,2.28,109/2,2020-11-05
1234,黑松,5.18,108.0,16.4,0.75,109/2,2020-11-05
1235,興泰,4.39,108.0,26.94,0.78,109/2,2020-11-05
1236,宏亞,2.24,108.0,70.53,0.89,109/2,2020-11-05
1256,鮮活果汁-KY,2.16,108.0,19.59,4.89,109/2,2020-11-05
1301,台塑,5.4,108.0,29.11,1.79,109/2,2020-11-05
1303,南亞,3.58,108.0,31.87,1.58,109/2,2020-11-05
1304,台聚,2.73,108.0,17.94,1.06,109/2,2020-11-05
1305,華夏,4.5,108.0,17.62,1.42,109/2,2020-11-05
1307,三芳,3.86,108.0,32.42,1.05,109/2,2020-11-05
1308,亞聚,5.76,108.0,12.48,1.06,109/2,2020-11-05
1309,台達化,1.89,108.0,18.79,2.31,109/2,2020-11-05
1310,台苯,5.92,108.0,120.71,1.43,109/2,2020-11-05
1312,國喬,0.0,108.0,14.29,0.87,109/2,2020-11-05
1313,聯成,1.45,108.0,98.57,0.89,109/2,2020-11-05
1314,中石化,3.43,108.0,23.0,0.41,109/2,2020-11-05
1315,達新,5.49,108.0,2.33,1.0,109/2,2020-11-05
1316,上曜,0.0,108.0,,1.16,109/2,2020-11-05
1319,東陽,4.63,108.0,17.44,1.1,109/2,2020-11-05
1321,大洋,0.0,108.0,14.26,1.29,109/2,2020-11-05
1323,永裕,4.94,108.0,9.39,1.46,109/2,2020-11-05
1324,地球,3.03,108.0,70.71,0.78,109/2,2020-11-05
1325,恆大,0.22,108.0,15.14,4.43,109/2,2020-11-05
1326,台化,5.33,108.0,34.95,1.41,109/2,2020-11-05
1337,再生-KY,0.0,108.0,,0.29,109/2,2020-11-05
1338,廣華-KY,6.36,108.0,20.45,0.79,109/2,2020-11-05
1339,昭輝,4.78,108.0,20.32,0.92,109/2,2020-11-05
1340,勝悅-KY,0.0,108.0,,0.35,109/2,2020-11-05
1341,富林-KY,8.55,108.0,10.81,2.75,109/2,2020-11-05
1402,遠東新,5.73,108.0,15.78,0.71,109/2,2020-11-05
1409,新纖,4.76,108.0,7.65,0.62,109/2,2020-11-05
1410,南染,2.97,108.0,35.85,2.01,109/2,2020-11-05
1413,宏洲,0.0,108.0,,1.07,109/2,2020-11-05
1414,東和,1.4,108.0,59.58,1.03,109/2,2020-11-05
1416,廣豐,0.0,108.0,,0.58,109/2,2020-11-05
1417,嘉裕,4.61,108.0,7.59,0.72,109/2,2020-11-05
1418,東華,0.0,108.0,,0.82,109/2,2020-11-05
1419,新紡,2.3,108.0,35.95,1.59,109/2,2020-11-05
1423,利華,0.8,108.0,,0.91,109/2,2020-11-05
1432,大魯閣,18.35,108.0,,3.54,109/2,2020-11-05
1434,福懋,7.97,108.0,12.64,0.93,109/2,2020-11-05
1435,中福,0.0,108.0,,3.21,109/2,2020-11-05
1436,華友聯,6.63,108.0,14.67,1.41,109/2,2020-11-05
1437,勤益控,4.61,108.0,18.07,0.77,109/2,2020-11-05
1438,三地開發,0.0,108.0,30.24,2.24,109/2,2020-11-05
1439,中和,19.01,108.0,154.71,1.04,109/2,2020-11-05
1440,南紡,1.51,108.0,,0.91,109/2,2020-11-05
1441,大東,0.0,108.0,,0.89,109/2,2020-11-05
1442,名軒,5.27,108.0,40.87,1.2,109/2,2020-11-05
1443,立益,0.0,108.0,,1.19,109/2,2020-11-05
1444,力麗,0.0,108.0,,1.27,109/2,2020-11-05
1445,大宇,1.93,108.0,,0.84,109/2,2020-11-05
1446,宏和,0.87,108.0,,3.19,109/2,2020-11-05
1447,力鵬,0.0,108.0,,0.74,109/2,2020-11-05
1449,佳和,0.0,108.0,,2.21,109/2,2020-11-05
1451,年興,0.0,108.0,,0.45,109/2,2020-11-05
1452,宏益,7.74,108.0,28.7,0.85,109/3,2020-11-05
1453,大將,2.37,108.0,,0.66,109/2,2020-11-05
1454,台富,3.07,108.0,,0.7,109/2,2020-11-05
1455,集盛,0.0,108.0,,0.69,109/2,2020-11-05
1456,怡華,0.0,108.0,321.0,0.75,109/2,2020-11-05
1457,宜進,7.17,108.0,6.23,0.69,109/2,2020-11-05
1459,聯發,0.0,108.0,,0.97,109/2,2020-11-05
1460,宏遠,0.0,108.0,,1.07,109/2,2020-11-05
1463,強盛,4.92,108.0,25.42,0.94,109/2,2020-11-05
1464,得力,8.09,108.0,66.25,1.5,109/2,2020-11-05
1465,偉全,11.58,108.0,,0.77,109/2,2020-11-05
1466,聚隆,0.0,108.0,,1.67,109/2,2020-11-05
1467,南緯,0.0,108.0,,1.7,109/2,2020-11-05
1468,昶和,0.0,108.0,58.81,1.66,109/2,2020-11-05
1470,大統新創,4.53,108.0,37.55,1.63,109/2,2020-11-05
1471,首利,0.0,108.0,,1.34,109/2,2020-11-05
1472,三洋紡,0.0,108.0,,2.03,109/2,2020-11-05
1473,台南,2.82,108.0,,0.72,109/2,2020-11-05
1474,弘裕,0.0,108.0,20.31,0.89,109/2,2020-11-05
1475,業旺,0.0,108.0,,5.58,109/2,2020-11-05
1476,儒鴻,2.8,108.0,28.84,6.54,109/2,2020-11-05
1477,聚陽,2.65,108.0,22.49,4.75,109/2,2020-11-05
1503,士電,3.21,108.0,15.5,1.08,109/2,2020-11-05
1504,東元,3.31,108.0,17.31,0.94,109/2,2020-11-05
1506,正道,0.0,108.0,,1.78,109/2,2020-11-05
1507,永大,3.38,108.0,21.38,2.48,109/2,2020-11-05
1512,瑞利,0.0,108.0,,5.38,109/2,2020-11-05
1513,中興電,2.39,108.0,27.89,2.76,109/2,2020-11-05
1514,亞力,4.23,108.0,17.64,1.9,109/2,2020-11-05
1515,力山,3.76,108.0,22.08,4.35,109/3,2020-11-05
1516,川飛,1.74,108.0,30.34,1.89,109/2,2020-11-05
1517,利奇,1.28,108.0,,1.16,109/2,2020-11-05
1519,華城,1.95,108.0,29.2,4.2,109/2,2020-11-05
1521,大億,7.35,108.0,19.64,2.48,109/2,2020-11-05
1522,堤維西,6.71,108.0,22.18,1.06,109/2,2020-11-05
1524,耿鼎,4.28,108.0,23.38,0.71,109/3,2020-11-05
1525,江申,3.08,108.0,17.24,1.2,109/2,2020-11-05
1526,日馳,1.57,108.0,22.13,2.91,109/2,2020-11-05
1527,鑽全,3.08,108.0,19.8,1.39,109/2,2020-11-05
1528,恩德,1.25,108.0,,0.74,109/2,2020-11-05
1529,樂士,3.41,108.0,26.64,1.37,109/2,2020-11-05
1530,亞崴,4.93,108.0,8.49,0.96,109/2,2020-11-05
1531,高林股,1.75,108.0,,0.6,109/2,2020-11-05
1532,勤美,2.81,108.0,77.86,1.11,109/2,2020-11-05
1533,車王電,1.57,108.0,44.79,1.3,109/2,2020-11-05
1535,中宇,3.64,108.0,24.09,1.41,109/3,2020-11-05
1536,和大,2.21,108.0,59.47,3.72,109/2,2020-11-05
1537,廣隆,7.27,108.0,12.51,3.11,109/2,2020-11-05
1538,正峰,0.0,108.0,,0.92,109/2,2020-11-05
1539,巨庭,4.08,108.0,57.65,1.0,109/2,2020-11-05
1540,喬福,6.76,108.0,,0.95,109/2,2020-11-05
1541,錩泰,0.0,108.0,10.76,2.68,109/2,2020-11-05
1558,伸興,6.4,108.0,12.06,1.85,109/2,2020-11-05
1560,中砂,4.84,108.0,14.7,1.91,109/3,2020-11-05
1568,倉佑,2.87,108.0,,1.22,109/2,2020-11-05
1582,信錦,5.18,108.0,10.8,1.92,109/3,2020-11-05
1583,程泰,5.06,108.0,13.15,1.38,109/2,2020-11-05
1587,吉茂,1.94,108.0,17.32,1.4,109/2,2020-11-05
1589,永冠-KY,0.54,108.0,29.49,1.32,109/2,2020-11-05
1590,亞德客-KY,0.64,108.0,46.81,7.55,109/2,2020-11-05
1592,英瑞-KY,0.0,108.0,,0.56,109/2,2020-11-05
1598,岱宇,0.76,108.0,49.33,6.05,109/2,2020-11-05
1603,華電,1.77,108.0,19.12,0.88,109/2,2020-11-05
1604,聲寶,6.17,108.0,20.77,1.49,109/2,2020-11-05
1605,華新,2.86,108.0,14.63,0.79,109/2,2020-11-05
1608,華榮,6.03,108.0,21.06,0.76,109/2,2020-11-05
1609,大亞,1.47,108.0,14.93,1.61,109/3,2020-11-05
1611,中電,10.53,108.0,5.4,0.91,109/2,2020-11-05
1612,宏泰,3.24,108.0,30.9,1.06,109/2,2020-11-05
1614,三洋電,2.37,108.0,29.7,1.78,109/2,2020-11-05
1615,大山,9.35,108.0,9.3,1.33,109/2,2020-11-05
1616,億泰,0.0,108.0,,0.69,109/2,2020-11-05
1617,榮星,2.32,108.0,15.99,1.12,109/2,2020-11-05
1618,合機,2.55,108.0,17.8,0.7,109/2,2020-11-05
1626,艾美特-KY,4.45,108.0,17.82,1.03,109/2,2020-11-05
1701,中化,3.42,108.0,13.6,1.08,109/2,2020-11-05
1702,南僑,4.61,108.0,12.35,1.91,109/2,2020-11-05
1707,葡萄王,3.87,108.0,17.89,3.7,109/3,2020-11-05
1708,東鹼,7.21,108.0,25.52,0.81,109/2,2020-11-05
1709,和益,3.53,108.0,21.44,0.99,109/2,2020-11-05
1710,東聯,1.8,108.0,,1.16,109/2,2020-11-05
1711,永光,1.83,108.0,37.16,1.16,109/2,2020-11-05
1712,興農,6.57,108.0,12.77,1.21,109/2,2020-11-05
1713,國化,3.21,108.0,37.6,1.2,109/3,2020-11-05
1714,和桐,0.0,108.0,5.73,0.86,109/2,2020-11-05
1717,長興,4.06,108.0,21.53,2.15,109/2,2020-11-05
