證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季,date
1101,台泥,7.44,108.0,9.5,1.24,109/2,2020-10-16
1102,亞泥,7.4,108.0,9.91,1.0,109/2,2020-10-16
1103,嘉泥,6.35,108.0,20.19,0.47,109/2,2020-10-16
1104,環泥,4.99,108.0,11.33,0.75,109/2,2020-10-16
1108,幸福,1.26,108.0,16.53,1.07,109/2,2020-10-16
1109,信大,5.76,108.0,7.07,0.98,109/2,2020-10-16
1110,東泥,0.6,108.0,,1.14,109/2,2020-10-16
1201,味全,6.72,108.0,34.14,1.6,109/2,2020-10-16
1203,味王,2.98,108.0,18.36,1.6,109/2,2020-10-16
1210,大成,4.92,108.0,13.81,1.99,109/2,2020-10-16
1213,大飲,0.0,108.0,,0.98,109/2,2020-10-16
1215,卜蜂,5.91,108.0,11.84,2.34,109/2,2020-10-16
1216,統一,4.03,108.0,18.76,3.43,109/2,2020-10-16
1217,愛之味,0.0,108.0,35.24,0.64,109/2,2020-10-16
1218,泰山,4.1,108.0,15.35,1.64,109/2,2020-10-16
1219,福壽,2.13,108.0,12.05,1.46,109/2,2020-10-16
1220,台榮,5.04,108.0,13.08,0.93,109/2,2020-10-16
1225,福懋油,4.13,108.0,20.86,2.26,109/2,2020-10-16
1227,佳格,4.24,108.0,15.74,3.63,109/2,2020-10-16
1229,聯華,8.04,108.0,16.11,1.6,109/2,2020-10-16
1231,聯華食,5.01,108.0,13.11,2.04,109/2,2020-10-16
1232,大統益,4.22,108.0,19.27,5.02,109/2,2020-10-16
1233,天仁,4.4,108.0,39.51,2.3,109/2,2020-10-16
1234,黑松,5.18,108.0,16.4,0.75,109/2,2020-10-16
1235,興泰,4.43,108.0,26.72,0.78,109/2,2020-10-16
1236,宏亞,2.24,108.0,70.53,0.89,109/2,2020-10-16
1256,鮮活果汁-KY,2.22,108.0,19.04,4.76,109/2,2020-10-16
1301,台塑,5.57,108.0,28.21,1.73,109/2,2020-10-16
