證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季,date
1101,台泥,6.99,108.0,10.21,1.32,109/3,2020-11-19
1102,亞泥,6.78,108.0,10.36,1.04,109/3,2020-11-19
1103,嘉泥,5.68,108.0,33.21,0.51,109/3,2020-11-19
1104,環泥,4.32,108.0,11.58,0.85,109/3,2020-11-19
1108,幸福,1.32,108.0,12.34,1.0,109/3,2020-11-19
1109,信大,5.45,108.0,7.57,0.99,109/3,2020-11-19
1110,東泥,0.59,108.0,,1.14,109/3,2020-11-19
1201,味全,6.44,108.0,27.53,1.59,109/3,2020-11-19
1203,味王,2.76,108.0,18.59,1.71,109/3,2020-11-19
1210,大成,4.74,108.0,13.11,1.93,109/3,2020-11-19
1213,大飲,0.0,108.0,,0.88,109/3,2020-11-19
1215,卜蜂,5.67,108.0,10.73,2.38,109/3,2020-11-19
1216,統一,3.65,108.0,18.69,3.52,109/3,2020-11-19
1217,愛之味,0.0,108.0,19.46,0.66,109/3,2020-11-19
1218,泰山,3.86,108.0,14.75,1.65,109/3,2020-11-19
1219,福壽,2.11,108.0,10.11,1.43,109/3,2020-11-19
1220,台榮,4.86,108.0,12.86,0.94,109/3,2020-11-19
1225,福懋油,3.96,108.0,22.16,2.28,109/3,2020-11-19
1227,佳格,4.28,108.0,15.99,3.35,109/3,2020-11-19
1229,聯華,7.8,108.0,19.45,1.81,109/3,2020-11-19
1231,聯華食,4.75,108.0,12.46,2.14,109/3,2020-11-19
1232,大統益,3.97,108.0,18.34,4.89,109/3,2020-11-19
1233,天仁,4.44,108.0,47.37,2.26,109/3,2020-11-19
1234,黑松,5.15,108.0,15.07,0.74,109/3,2020-11-19
1235,興泰,4.39,108.0,32.12,0.96,109/3,2020-11-19
1236,宏亞,2.21,108.0,45.33,0.91,109/3,2020-11-19
1256,鮮活果汁-KY,1.95,108.0,15.33,4.46,109/3,2020-11-19
1301,台塑,4.99,108.0,44.95,1.92,109/3,2020-11-19
1303,南亞,3.37,108.0,29.28,1.64,109/3,2020-11-19
1304,台聚,2.63,108.0,14.62,1.05,109/3,2020-11-19
1305,華夏,4.38,108.0,14.84,1.46,109/3,2020-11-19
1307,三芳,3.75,108.0,40.28,1.08,109/3,2020-11-19
1308,亞聚,5.79,108.0,13.29,1.03,109/3,2020-11-19
1309,台達化,1.97,108.0,8.64,1.94,109/3,2020-11-19
1310,台苯,5.9,108.0,,1.43,109/3,2020-11-19
1312,國喬,0.0,108.0,9.16,0.87,109/3,2020-11-19
1313,聯成,1.29,108.0,25.33,0.89,109/3,2020-11-19
1314,中石化,3.42,108.0,43.8,0.41,109/3,2020-11-19
1315,達新,4.98,108.0,1.84,0.81,109/3,2020-11-19
1316,上曜,0.0,108.0,,1.12,109/3,2020-11-19
1319,東陽,4.68,108.0,20.05,1.06,109/3,2020-11-19
1321,大洋,0.0,108.0,13.84,1.31,109/3,2020-11-19
1323,永裕,4.85,108.0,10.19,1.43,109/3,2020-11-19
1324,地球,3.01,108.0,45.32,0.78,109/3,2020-11-19
1325,恆大,0.26,108.0,6.76,3.01,109/3,2020-11-19
1326,台化,4.76,108.0,37.46,1.55,109/3,2020-11-19
1337,再生-KY,0.0,108.0,,0.33,109/3,2020-11-19
1338,廣華-KY,6.03,108.0,20.49,0.81,109/3,2020-11-19
1339,昭輝,4.64,108.0,28.36,0.94,109/3,2020-11-19
1340,勝悅-KY,0.0,108.0,,0.35,109/3,2020-11-19
1341,富林-KY,8.55,108.0,10.62,2.55,109/3,2020-11-19
1402,遠東新,5.32,108.0,16.89,0.75,109/3,2020-11-19
1409,新纖,4.62,108.0,7.88,0.63,109/3,2020-11-19
1410,南染,2.96,108.0,39.71,1.99,109/3,2020-11-19
1413,宏洲,0.0,108.0,,1.07,109/3,2020-11-19
1414,東和,1.18,108.0,38.52,1.21,109/3,2020-11-19
1416,廣豐,0.0,108.0,,0.61,109/3,2020-11-19
