證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16,date
1337,再生-KY,"8,029,366","2,869","67,654,045",8.65,8.88,8.05,8.20,-,0.42,8.15,9,8.20,57,0.00,,2020-10-16
1338,廣華-KY,"562,000",325,"31,472,000",55.70,56.50,55.30,55.30,-,0.7,55.30,5,55.40,5,20.56,,2020-10-16
1339,昭輝,"206,000",104,"8,861,300",43.40,43.40,42.50,42.50,-,0.4,42.45,4,42.65,1,20.63,,2020-10-16
1340,勝悅-KY,"4,450,722","1,476","58,255,352",12.10,13.25,12.10,13.25,+,1.2,13.25,268,--,0,0.00,,2020-10-16
1341,富林-KY,"1,000",1,"58,800",58.80,58.80,58.80,58.80,-,0.1,57.70,3,58.80,2,10.87,,2020-10-16
1402,遠東新,"3,298,837","1,307","85,834,562",26.15,26.15,25.95,25.95,-,0.2,25.95,252,26.00,44,15.63,,2020-10-16
1409,新纖,"23,141,464","4,905","261,407,093",11.05,11.45,10.95,11.30,+,0.25,11.30,89,11.35,446,7.48,,2020-10-16
1410,南染,"4,051",4,"136,992",33.60,33.90,33.60,33.90,+,0.4,33.10,6,33.80,2,36.06,,2020-10-16
1413,宏洲,"151,446",47,"1,362,494",8.99,9.02,8.95,9.00,+,0.07,8.95,10,9.00,4,0.00,,2020-10-16
1414,東和,"4,479,007","1,689","44,708,416",9.55,10.30,9.51,9.70,+,0.15,9.69,18,9.70,1,40.42,,2020-10-16
1416,廣豐,"470,875",181,"6,528,376",13.65,14.00,13.65,13.80,+,0.2,13.75,28,13.85,9,0.00,,2020-10-16
1417,嘉裕,"8,442,089","2,653","97,438,049",11.15,12.00,11.10,11.45,+,0.4,11.45,30,11.50,38,8.01,,2020-10-16
1418,東華,"15,119",8,"120,899",7.99,8.00,7.99,8.00, ,0.0,7.60,1,8.04,1,0.00,,2020-10-16
1419,新紡,"51,000",30,"2,241,600",44.80,44.80,43.60,43.70,+,0.05,43.70,1,44.00,20,36.12,,2020-10-16
1423,利華,"34,004",24,"497,807",14.50,14.70,14.50,14.70,+,0.2,14.55,2,14.70,18,0.00,,2020-10-16
1432,大魯閣,"105,929",80,"1,912,772",18.10,18.30,17.95,18.00,-,0.05,17.95,3,18.00,3,0.00,,2020-10-16
1434,福懋,"2,120,879","1,235","66,182,658",31.15,31.35,31.05,31.25,+,0.2,31.20,15,31.25,21,12.60,,2020-10-16
1435,中福,"602,006",283,"10,419,899",17.15,17.85,17.00,17.25,+,0.2,17.25,9,17.35,3,0.00,,2020-10-16
1436,華友聯,"95,275",70,"3,519,231",37.45,37.60,36.75,36.75,-,0.8,36.75,2,37.05,1,14.30,,2020-10-16
1437,勤益控,"78,260",50,"1,862,287",23.80,23.95,23.50,23.90,+,0.05,23.85,2,23.90,17,18.11,,2020-10-16
1438,三地開發,"59,000",28,"770,350",13.10,13.30,12.95,13.20,+,0.2,13.00,2,13.25,2,32.20,,2020-10-16
1439,中和,"103,025",69,"2,827,980",27.40,27.60,27.30,27.45,-,0.15,27.30,6,27.45,4,161.47,,2020-10-16
1440,南紡,"4,267,252","1,054","51,541,924",12.05,12.25,11.95,12.00,-,0.05,11.95,205,12.00,91,0.00,,2020-10-16
1441,大東,"266,905",136,"2,184,847",8.14,8.35,8.08,8.20,+,0.05,8.12,1,8.20,2,0.00,,2020-10-16
1442,名軒,"626,374",264,"12,473,940",20.00,20.15,19.70,19.85,-,0.1,19.80,4,19.90,13,43.15,,2020-10-16
1443,立益,"18,452",15,"164,445",8.83,9.09,8.82,9.07,-,0.02,8.85,1,9.07,1,0.00,,2020-10-16
1444,力麗,"401,458,109","76,539","6,113,082,936",14.90,15.85,14.55,14.75,+,0.25,14.75,258,14.80,236,0.00,,2020-10-16
1445,大宇,"109,317",48,"1,040,829",9.56,9.58,9.38,9.55,-,0.01,9.52,5,9.55,12,0.00,,2020-10-16
1446,宏和,"458,876",336,"15,345,745",32.50,33.95,32.50,33.50,+,1.15,33.30,3,33.50,8,0.00,,2020-10-16
1447,力鵬,"45,499,475","6,814","398,123,613",8.73,8.77,8.53,8.77,+,0.79,8.77,"78,496",--,0,0.00,,2020-10-16
1449,佳和,"367,311",163,"5,682,436",15.50,15.70,15.20,15.50, ,0.0,15.50,5,15.55,2,0.00,,2020-10-16
1451,年興,"70,085",63,"1,162,976",16.70,16.70,16.55,16.60,-,0.05,16.60,6,16.65,24,0.00,,2020-10-16
1452,宏益,"38,463",26,"592,329",15.35,15.45,15.35,15.45,+,0.05,15.45,3,15.50,25,28.09,,2020-10-16
1453,大將,"143,300",87,"1,225,750",8.47,8.60,8.47,8.60,+,0.03,8.57,7,8.60,2,0.00,,2020-10-16
1454,台富,"113,153",49,"948,305",8.38,8.45,8.30,8.39,+,0.01,8.32,1,8.39,1,0.00,,2020-10-16
1455,集盛,"2,009,800",704,"17,251,976",8.70,8.75,8.41,8.45,-,0.24,8.45,9,8.47,2,0.00,,2020-10-16
1456,怡華,"17,230",14,"168,743",9.61,9.89,9.61,9.85,+,0.06,9.80,1,9.86,13,328.33,,2020-10-16
1457,宜進,"1,562,139",493,"21,804,612",13.75,14.10,13.75,13.90,+,0.15,13.85,57,13.90,4,6.21,,2020-10-16
1459,聯發,"171,345",76,"1,401,971",8.15,8.24,8.11,8.24,+,0.13,8.16,3,8.24,2,0.00,,2020-10-16
1460,宏遠,"1,132,418",444,"10,998,228",9.65,9.85,9.55,9.60,-,0.06,9.60,9,9.68,17,0.00,,2020-10-16
1463,強盛,"76,580",59,"943,326",12.25,12.45,12.25,12.25, ,0.0,12.25,9,12.30,18,25.52,,2020-10-16
1464,得力,"326,452",223,"5,868,885",17.85,18.10,17.85,17.85, ,0.0,17.85,10,17.90,2,63.75,,2020-10-16
1465,偉全,"82,999",52,"1,081,183",13.10,13.10,13.00,13.05,-,0.05,13.00,6,13.05,10,0.00,,2020-10-16
1466,聚隆,"7,105,698","2,863","179,283,749",23.95,26.15,23.65,26.15,+,2.35,26.15,"2,365",--,0,0.00,,2020-10-16
1467,南緯,"2,898,540",878,"54,645,817",18.90,19.25,18.50,18.55,-,0.1,18.55,55,18.60,3,0.00,,2020-10-16
1468,昶和,"27,074",23,"329,878",12.20,12.25,11.85,12.25, ,0.0,11.90,1,12.25,3,58.33,,2020-10-16
1470,大統新創,"1,000",1,"18,150",18.15,18.15,18.15,18.15,+,0.15,17.35,1,18.25,1,38.62,,2020-10-16
1471,首利,"1,199,063",396,"6,754,553",5.50,5.84,5.40,5.70,+,0.12,5.65,1,5.71,26,0.00,,2020-10-16
1472,三洋紡,"698,300",258,"7,898,272",11.50,11.50,11.20,11.40,-,0.05,11.30,6,11.40,4,0.00,,2020-10-16
1473,台南,"71,420",70,"1,283,753",17.95,18.00,17.90,17.95, ,0.0,17.90,28,18.00,10,0.00,,2020-10-16
1474,弘裕,"1,048,627",482,"12,932,550",12.10,12.70,12.05,12.20,+,0.1,12.20,25,12.25,25,19.06,,2020-10-16
1475,業旺,"11,186",13,"255,651",21.00,23.60,21.00,23.60,+,2.1,21.50,1,23.60,6,0.00,,2020-10-16
1476,儒鴻,"1,345,014","1,001","513,736,320",381.00,386.50,375.00,380.00,+,3.5,380.00,28,381.00,13,27.92,,2020-10-16
1477,聚陽,"6,400,924","4,119","1,143,034,896",173.00,180.50,173.00,179.50,+,7.0,179.50,100,180.00,199,21.42,,2020-10-16
1503,士電,"171,486",136,"8,388,814",49.10,49.20,48.60,48.90,-,0.1,48.70,3,48.90,8,15.19,,2020-10-16
1504,東元,"1,681,290",928,"50,223,988",29.90,29.95,29.75,29.95,+,0.1,29.95,26,30.00,363,17.31,,2020-10-16
1506,正道,"477,095",137,"5,547,001",11.70,11.80,11.40,11.45,-,0.15,11.40,16,11.60,14,0.00,,2020-10-16
1507,永大,"480,363",292,"31,455,874",65.50,66.00,65.00,65.50,-,0.1,65.50,24,65.60,4,21.55,,2020-10-16
1512,瑞利,"188,124",29,"866,043",4.60,4.64,4.60,4.64,+,0.04,4.63,5,4.64,2,0.00,,2020-10-16
1513,中興電,"25,551,713","11,817","1,228,536,786",49.50,49.80,46.85,47.40,-,1.9,47.30,17,47.40,71,26.33,,2020-10-16
1514,亞力,"4,008,063","2,231","114,722,097",29.30,29.60,28.05,28.20,-,1.1,28.20,18,28.25,5,17.52,,2020-10-16
1515,力山,"2,766,665","1,980","226,342,665",83.20,83.70,80.70,80.80,-,2.2,80.80,30,80.90,3,25.57,,2020-10-16
1516,川飛,"1,695,301",762,"34,408,717",20.10,21.30,19.80,21.15,+,1.15,21.10,6,21.15,3,28.58,,2020-10-16
1517,利奇,"1,743,135",640,"20,603,627",11.90,12.00,11.65,11.80,-,0.15,11.75,12,11.80,20,0.00,,2020-10-16
1519,華城,"8,988,913","5,273","455,051,532",51.60,52.70,49.50,50.40,-,1.2,50.30,15,50.40,1,28.64,,2020-10-16
1521,大億,"8,000",7,"433,600",54.30,54.30,54.00,54.30, ,0.0,54.00,12,54.60,1,19.60,,2020-10-16
1522,堤維西,"154,041",110,"3,189,806",20.90,20.90,20.55,20.60,-,0.1,20.60,1,20.65,1,21.91,,2020-10-16
1524,耿鼎,"196,200",78,"1,838,173",9.40,9.41,9.33,9.33,-,0.01,9.33,23,9.35,3,18.66,,2020-10-16
1525,江申,"367,360",313,"24,478,739",66.30,68.20,64.70,65.80,+,0.8,65.80,10,65.90,4,17.45,,2020-10-16
1526,日馳,"3,095,706","1,823","157,995,651",52.10,52.20,50.50,50.60,-,1.0,50.50,55,50.60,15,22.00,,2020-10-16
1527,鑽全,"181,142",111,"7,129,987",39.55,39.60,39.20,39.30,-,0.3,39.30,4,39.35,5,19.95,,2020-10-16
1528,恩德,"234,514",84,"1,886,637",8.02,8.09,8.01,8.06,+,0.04,8.05,1,8.06,7,0.00,,2020-10-16
1529,樂士,"103,000",50,"1,571,100",15.20,15.40,15.00,15.00,-,0.2,15.00,22,15.15,5,27.27,,2020-10-16
1530,亞崴,"19,578",47,"584,414",29.80,29.95,29.80,29.95,+,0.15,29.90,1,29.95,1,8.37,,2020-10-16
1531,高林股,"143,167",108,"1,645,784",11.45,11.55,11.45,11.50,-,0.05,11.45,1,11.50,2,0.00,,2020-10-16
1532,勤美,"1,180,234",465,"38,885,537",32.85,33.15,32.70,32.70,-,0.15,32.65,47,32.70,7,77.86,,2020-10-16
1533,車王電,"134,360",104,"4,005,184",29.75,30.00,29.45,29.70,+,0.45,29.60,1,29.70,1,41.83,,2020-10-16
1535,中宇,"561,166",406,"19,784,633",34.70,36.50,34.20,34.75,+,0.5,34.50,1,34.85,8,28.96,,2020-10-16
1536,和大,"1,809,507","1,235","171,186,362",93.30,95.30,93.00,94.10,+,1.1,94.10,4,94.30,26,61.91,,2020-10-16
1537,廣隆,"92,100",81,"12,736,500",137.50,139.00,137.50,139.00, ,0.0,138.00,12,139.00,3,12.65,,2020-10-16
1538,正峰,"33,494",21,"131,792",4.00,4.00,3.80,3.85,+,0.06,3.83,3,3.85,4,0.00,,2020-10-16
1539,巨庭,"94,000",55,"1,950,650",20.90,21.00,20.45,20.45,-,0.45,20.45,5,20.60,8,60.15,,2020-10-16
1540,喬福,"28,020",22,"404,043",14.35,14.45,14.35,14.45,-,0.1,14.45,1,14.50,6,0.00,,2020-10-16
1541,錩泰,"89,000",68,"4,685,500",53.40,53.50,51.80,52.10,-,1.3,52.10,1,52.20,3,11.06,,2020-10-16
1558,伸興,"98,087",91,"13,452,093",136.00,137.50,135.50,137.50,+,1.5,136.00,4,137.50,11,12.06,,2020-10-16
1560,中砂,"207,000",187,"12,453,497",60.20,60.60,59.90,60.10,+,0.1,60.00,6,60.10,3,15.06,,2020-10-16
1568,倉佑,"53,226",61,"854,078",15.95,16.15,15.80,16.00,-,0.1,15.85,1,16.10,2,0.00,,2020-10-16
1582,信錦,"689,164",583,"58,611,139",84.10,85.70,83.70,84.40,+,0.3,84.40,4,84.50,5,10.13,,2020-10-16
1583,程泰,"21,000",7,"1,256,800",59.90,60.00,59.50,60.00, ,0.0,59.40,2,60.00,6,13.30,,2020-10-16
1587,吉茂,"18,298,613","7,087","530,338,683",27.50,29.95,27.25,27.25, ,0.0,27.25,29,27.30,4,18.29,,2020-10-16
1589,永冠-KY,"2,530,926","1,750","246,399,251",97.30,98.70,95.90,96.70,-,1.0,96.60,2,96.70,6,30.89,,2020-10-16
1590,亞德客-KY,"425,606",405,"286,521,020",679.00,682.00,666.00,670.00,-,9.0,670.00,4,672.00,1,42.38,,2020-10-16
1592,英瑞-KY,"114,003",65,"1,248,231",11.15,11.15,10.85,10.85,-,0.15,10.85,3,10.90,12,0.00,,2020-10-16
1598,岱宇,"2,673,097","1,645","336,126,431",128.50,129.50,122.50,123.00,-,4.5,123.00,3,124.00,47,41.41,,2020-10-16
1603,華電,"8,700",14,"252,060",29.10,29.10,28.60,29.10, ,0.0,29.00,1,29.10,4,19.66,,2020-10-16
1604,聲寶,"426,378",254,"9,727,592",22.90,22.90,22.70,22.90, ,0.0,22.90,33,22.95,66,19.57,,2020-10-16
1605,華新,"6,148,591","1,770","105,524,616",17.30,17.40,16.90,17.05,-,0.25,17.05,17,17.10,217,13.98,,2020-10-16
1608,華榮,"1,656,687",544,"17,570,394",10.60,10.75,10.50,10.60,+,0.1,10.55,21,10.60,83,20.38,,2020-10-16
1609,大亞,"53,793,459","18,719","1,133,998,785",21.60,21.65,20.55,20.60,-,1.25,20.55,656,20.60,26,15.85,,2020-10-16
1611,中電,"255,063",122,"2,847,842",11.30,11.30,11.10,11.15,-,0.15,11.15,6,11.20,29,5.28,,2020-10-16
1612,宏泰,"2,336,145",965,"34,319,322",14.85,14.90,14.50,14.65,-,0.05,14.65,15,14.70,37,29.30,,2020-10-16
1614,三洋電,"281,123",184,"10,150,046",35.70,36.50,35.70,35.85,+,0.1,35.85,4,35.90,1,30.38,,2020-10-16
1615,大山,"47,300",21,"1,027,239",21.80,21.80,21.65,21.80,+,0.05,21.75,2,21.80,9,9.48,,2020-10-16
1616,億泰,"747,000",242,"4,337,310",5.73,5.92,5.67,5.67,-,0.06,5.67,18,5.70,8,0.00,,2020-10-16
1617,榮星,"44,000",24,"578,650",13.25,13.30,13.05,13.20,-,0.05,13.15,1,13.20,13,16.30,,2020-10-16
1618,合機,"4,259,790","1,552","47,053,930",11.20,11.50,10.70,10.90,-,0.25,10.85,24,10.90,39,16.52,,2020-10-16
1626,艾美特-KY,"189,000",125,"4,485,700",24.00,24.00,23.55,23.70,-,0.4,23.60,2,23.70,1,18.81,,2020-10-16
1701,中化,"913,033",580,"20,775,152",22.90,22.95,22.60,22.65,-,0.25,22.65,32,22.70,27,13.17,,2020-10-16
1702,南僑,"188,296",164,"7,964,182",42.35,42.50,42.10,42.15,-,0.3,42.15,11,42.20,28,12.01,,2020-10-16
1707,葡萄王,"456,250",461,"74,611,750",165.00,165.00,162.50,163.00,-,2.0,163.00,42,163.50,18,17.32,,2020-10-16
1708,東鹼,"101,298",85,"2,289,406",22.65,22.80,22.55,22.55,-,0.1,22.55,38,22.60,14,25.92,,2020-10-16
1709,和益,"299,562",121,"4,136,769",13.85,13.90,13.75,13.75,-,0.1,13.75,25,13.80,6,20.83,,2020-10-16
1710,東聯,"1,602,429",674,"26,322,330",16.30,16.55,16.25,16.35,+,0.1,16.35,11,16.40,23,0.00,,2020-10-16
1711,永光,"1,283,561",641,"20,881,193",16.30,16.45,16.05,16.05,-,0.25,16.05,68,16.20,43,36.48,,2020-10-16
1712,興農,"370,235",186,"7,298,434",19.60,19.80,19.55,19.75,+,0.15,19.70,3,19.75,4,12.74,,2020-10-16
1713,國化,"16,000",8,"285,800",17.90,17.90,17.85,17.85,-,0.05,17.80,7,17.90,3,46.97,,2020-10-16
1714,和桐,"2,533,764",821,"25,498,590",10.05,10.20,10.00,10.00, ,0.0,10.00,205,10.05,35,5.41,,2020-10-16
1717,長興,"1,971,889","1,198","64,902,710",33.20,33.30,32.60,32.60,-,0.6,32.60,56,32.65,94,20.38,,2020-10-16
1718,中纖,"10,827,765","2,490","88,195,161",8.09,8.25,8.03,8.06,+,0.02,8.06,21,8.07,14,0.00,,2020-10-16
1720,生達,"397,010",309,"14,883,980",37.50,37.85,37.30,37.30,-,0.25,37.30,16,37.40,3,14.63,,2020-10-16
1721,三晃,"633,020",86,"6,317,630",10.00,10.05,9.92,9.97,-,0.13,9.97,13,10.00,7,3.76,,2020-10-16
1722,台肥,"1,721,943",963,"86,333,175",50.00,50.40,49.95,50.20,+,0.25,50.10,53,50.20,9,19.16,,2020-10-16
1723,中碳,"149,426",154,"13,876,350",92.90,93.30,92.50,93.00,-,0.3,93.00,6,93.20,8,23.66,,2020-10-16
1724,台硝,"11,200",11,"143,630",12.85,12.85,12.75,12.80,-,0.05,12.75,5,12.85,4,31.22,,2020-10-16
1725,元禎,"13,100",12,"181,650",13.80,13.90,13.80,13.85,-,0.1,13.85,1,13.90,1,14.73,,2020-10-16
1726,永記,"11,087",14,"772,446",69.80,69.90,69.10,69.50,-,0.1,69.50,3,70.00,9,14.76,,2020-10-16
1727,中華化,"45,032",61,"480,189",10.75,10.75,10.60,10.70,-,0.05,10.60,8,10.75,2,0.00,,2020-10-16
1730,花仙子,"65,482",69,"4,789,587",73.50,73.50,72.10,72.80,-,0.2,72.70,1,72.90,2,17.46,,2020-10-16
1731,美吾華,"482,218",230,"7,836,331",16.30,16.35,16.15,16.20,-,0.1,16.15,19,16.20,15,16.04,,2020-10-16
1732,毛寶,"331,200",248,"6,759,390",20.35,20.80,20.00,20.35,-,0.1,20.30,4,20.45,1,20.35,,2020-10-16
1733,五鼎,"93,000",66,"2,237,500",24.00,24.20,23.95,23.95,-,0.05,23.95,12,24.00,3,23.03,,2020-10-16
1734,杏輝,"1,665,364","1,043","59,268,631",35.55,36.10,35.15,35.25,-,0.3,35.25,11,35.30,5,97.92,,2020-10-16
1735,日勝化,"1,000",1,"17,100",17.10,17.10,17.10,17.10,+,0.05,17.10,1,17.15,2,31.09,,2020-10-16
1736,喬山,"660,200",417,"45,617,200",69.10,70.00,68.50,68.90,-,0.5,68.80,6,68.90,6,26.60,,2020-10-16
1737,臺鹽,"1,732,581",950,"56,632,845",32.85,33.15,32.20,32.20,-,0.5,32.15,20,32.20,35,20.91,,2020-10-16
1760,寶齡富錦,"1,690,907","1,212","193,380,919",113.50,116.50,113.50,113.50, ,0.0,113.50,76,114.00,36,127.53,,2020-10-16
1762,中化生,"3,237,900","2,102","206,548,842",63.80,65.80,62.60,62.80,-,2.3,62.80,1,62.90,23,10.55,,2020-10-16
1773,勝一,"113,633",110,"11,228,954",99.10,99.30,98.50,98.70,-,0.6,98.70,17,98.80,4,14.04,,2020-10-16
1776,展宇,"28,000",19,"436,750",15.65,16.00,15.50,15.50, ,0.0,15.50,3,15.55,5,31.00,,2020-10-16
1783,和康生,"612,138",170,"14,213,107",22.90,23.45,22.80,22.95,+,0.05,22.95,25,23.00,1,27.65,,2020-10-16
1786,科妍,"122,293",97,"7,955,002",64.80,65.40,64.80,65.10,+,0.3,65.00,6,65.10,2,30.42,,2020-10-16
1789,神隆,"715,749",417,"21,338,681",30.00,30.00,29.70,29.75,-,0.15,29.75,14,29.80,16,85.00,,2020-10-16
1795,美時,"482,800",366,"38,843,678",80.30,81.10,80.00,80.00,-,0.3,79.90,14,80.00,5,25.56,,2020-10-16
1802,台玻,"5,374,738","1,529","69,300,293",13.00,13.10,12.70,12.80,-,0.15,12.75,74,12.80,91,0.00,,2020-10-16
1805,寶徠,"29,000",19,"303,200",10.30,10.60,10.25,10.50,+,0.2,10.35,1,10.50,9,0.00,,2020-10-16
1806,冠軍,"631,910",287,"3,905,300",6.10,6.29,6.10,6.17,+,0.07,6.16,10,6.17,17,0.00,,2020-10-16
1808,潤隆,"105,106",68,"6,580,445",62.70,62.80,62.40,62.60,-,0.1,62.50,28,62.60,1,30.39,,2020-10-16
1809,中釉,"3,194,392","1,220","38,157,474",11.80,12.25,11.65,11.70,-,0.1,11.70,27,11.75,10,0.00,,2020-10-16
1810,和成,"1,670,090",433,"16,064,524",9.61,9.72,9.50,9.50,-,0.12,9.50,84,9.51,3,27.14,,2020-10-16
1817,凱撒衛,"47,000",34,"1,436,300",30.45,30.65,30.45,30.60,+,0.05,30.55,2,30.65,8,11.72,,2020-10-16
1903,士紙,"962,386",452,"62,841,903",65.30,65.30,64.00,65.30,+,5.9,65.30,979,--,0,0.00,,2020-10-16
1904,正隆,"5,926,501","3,075","196,318,806",33.10,33.75,32.65,32.80,-,0.4,32.80,47,32.85,15,11.47,,2020-10-16
1905,華紙,"979,343",322,"8,678,573",8.87,8.94,8.82,8.83,-,0.03,8.83,20,8.84,13,0.00,,2020-10-16
1906,寶隆,"504,259",108,"7,294,478",14.45,14.55,14.20,14.40,-,0.05,14.40,38,14.50,3,26.67,,2020-10-16
1907,永豐餘,"4,696,907","1,362","85,606,054",18.10,18.45,18.00,18.20,+,0.15,18.20,20,18.25,22,8.58,,2020-10-16
1909,榮成,"4,333,135","1,522","70,470,339",16.40,16.45,16.10,16.15,-,0.25,16.15,28,16.20,89,35.89,,2020-10-16
2002,中鋼,"7,906,946","2,524","162,435,797",20.55,20.65,20.45,20.45,+,0.05,20.45,521,20.50,41,0.00,,2020-10-16
2002A,中鋼特,"42,284",40,"2,140,084",50.70,50.80,50.50,50.70,-,0.5,50.60,3,50.70,4,0.00,,2020-10-16
2006,東和鋼鐵,"5,025,084","1,883","146,761,400",28.90,29.40,28.75,29.30,+,0.35,29.20,3,29.30,129,14.43,,2020-10-16
2007,燁興,"1,503,876",708,"10,691,389",7.29,7.30,7.03,7.20,-,0.11,7.16,1,7.20,13,0.00,,2020-10-16
2008,高興昌,"17,000",12,"228,000",13.40,13.50,13.35,13.35,-,0.05,13.35,2,13.40,2,0.00,,2020-10-16
2009,第一銅,"540,621",193,"5,131,405",9.42,9.63,9.42,9.45,-,0.23,9.44,17,9.45,3,0.00,,2020-10-16
2010,春源,"466,211",165,"5,106,627",11.00,11.05,10.90,10.90,-,0.1,10.90,75,10.95,51,24.22,,2020-10-16
2012,春雨,"10,362",14,"170,936",16.50,16.50,16.50,16.50, ,0.0,16.40,1,16.50,11,14.47,,2020-10-16
2013,中鋼構,"836,412",496,"25,073,698",30.25,30.40,29.70,29.75,-,0.5,29.75,1,29.80,3,13.52,,2020-10-16
2014,中鴻,"4,261,722","1,417","41,743,389",9.95,9.95,9.65,9.68,-,0.27,9.68,111,9.69,40,0.00,,2020-10-16
2015,豐興,"124,200",119,"7,024,400",56.20,56.90,56.20,56.80,+,0.2,56.40,2,56.80,5,16.61,,2020-10-16
2017,官田鋼,"341,043",118,"2,911,851",8.60,8.61,8.46,8.46,-,0.14,8.46,6,8.48,8,0.00,,2020-10-16
2020,美亞,"222,087",85,"3,567,846",16.05,16.10,16.05,16.05,-,0.05,16.05,3,16.10,28,12.54,,2020-10-16
2022,聚亨,"1,059,575",246,"5,740,023",5.40,5.49,5.39,5.40,-,0.01,5.39,5,5.40,18,0.00,,2020-10-16
2023,燁輝,"7,401,974","2,272","79,055,714",10.95,11.00,10.45,10.55,-,0.45,10.55,17,10.60,49,0.00,,2020-10-16
2024,志聯,"138,505",72,"2,080,525",14.55,15.20,14.55,15.20,+,0.65,15.05,6,15.20,6,0.00,,2020-10-16
2025,千興,"696,000",176,"2,088,947",3.15,3.15,2.90,2.90,-,0.13,2.88,6,2.90,77,0.00,,2020-10-16
2027,大成鋼,"7,083,506","2,789","150,041,931",21.40,21.45,21.00,21.15,-,0.45,21.10,218,21.15,69,0.00,,2020-10-16
2028,威致,"10,000",8,"100,040",10.00,10.05,9.99,10.00,-,0.1,9.99,5,10.05,4,19.23,,2020-10-16
2029,盛餘,"99,999",63,"1,852,625",18.90,18.90,18.35,18.70,-,0.1,18.40,6,18.70,3,0.00,,2020-10-16
2030,彰源,"225,626",62,"2,289,470",10.15,10.20,10.10,10.15,-,0.05,10.15,5,10.20,27,26.71,,2020-10-16
2031,新光鋼,"2,231,437","1,185","69,760,265",32.00,32.00,30.80,30.90,-,1.05,30.85,30,30.90,60,47.54,,2020-10-16
2032,新鋼,"236,000",73,"2,328,170",9.92,9.92,9.85,9.86,-,0.06,9.86,69,9.89,2,22.93,,2020-10-16
2033,佳大,"72,047",32,"713,780",9.95,9.98,9.80,9.86,-,0.06,9.86,3,9.88,4,19.72,,2020-10-16
2034,允強,"291,352",193,"6,696,430",23.00,23.05,22.95,23.00, ,0.0,22.95,35,23.00,6,20.72,,2020-10-16
2038,海光,"787,183",298,"7,733,884",9.85,9.96,9.72,9.72,-,0.16,9.71,15,9.72,20,0.00,,2020-10-16
2049,上銀,"1,458,408","1,254","398,443,663",276.00,278.00,270.50,271.00,-,5.0,271.00,13,271.50,28,97.13,,2020-10-16
2059,川湖,"278,370",266,"81,179,670",289.00,294.00,289.00,292.00,+,3.5,292.00,2,292.50,9,20.08,,2020-10-16
2062,橋椿,"425,000",226,"11,387,150",26.65,27.20,26.15,26.50,+,0.05,26.50,3,26.55,1,0.00,,2020-10-16
2069,運錩,"24,000",10,"349,950",14.50,14.65,14.45,14.65,-,0.2,14.65,12,14.70,2,0.00,,2020-10-16
2101,南港,"889,523",554,"38,459,880",42.80,43.75,42.70,43.00,+,0.15,42.95,13,43.00,24,34.96,,2020-10-16
2102,泰豐,"1,018,059",476,"20,214,011",19.75,20.10,19.65,19.95,+,0.1,19.90,16,19.95,14,0.00,,2020-10-16
2103,台橡,"5,805,673","2,326","119,523,135",20.45,21.05,20.10,20.25,-,0.3,20.20,43,20.25,7,253.12,,2020-10-16
2104,國際中橡,"1,604,895",767,"31,349,006",19.55,19.75,19.35,19.35,-,0.15,19.35,15,19.40,1,0.00,,2020-10-16
2105,正新,"1,639,896",852,"60,289,567",36.60,36.90,36.60,36.70,+,0.1,36.70,74,36.75,27,118.39,,2020-10-16
2106,建大,"821,375",310,"24,893,606",30.40,30.55,30.05,30.05,-,0.35,30.00,60,30.05,29,51.81,,2020-10-16
2107,厚生,"719,947",253,"14,329,300",20.00,20.00,19.80,19.85,-,0.15,19.85,6,19.90,3,8.90,,2020-10-16
2108,南帝,"7,108,464","4,197","417,113,109",57.80,59.90,57.70,57.90,-,0.6,57.90,42,58.00,7,20.98,,2020-10-16
2109,華豐,"83,729",58,"995,889",12.00,12.00,11.85,11.85,-,0.1,11.85,15,11.90,3,47.40,,2020-10-16
2114,鑫永銓,"44,200",26,"3,601,980",81.90,81.90,81.40,81.50, ,0.0,81.30,5,81.50,7,14.98,,2020-10-16
2115,六暉-KY,"52,470",43,"2,172,354",41.65,41.65,41.20,41.30,-,0.05,41.20,4,41.30,6,6.57,,2020-10-16
2204,中華,"625,068",440,"27,661,348",43.75,44.45,43.75,44.40,+,0.55,44.35,4,44.40,8,0.00,,2020-10-16
2206,三陽工業,"1,528,085",505,"35,218,365",22.90,23.20,22.75,22.90, ,0.0,22.90,3,22.95,2,17.75,,2020-10-16
2207,和泰車,"222,433",221,"140,680,687",632.00,638.00,629.00,629.00,-,3.0,629.00,7,630.00,1,26.56,,2020-10-16
2208,台船,"1,002,243",510,"24,502,266",24.75,24.75,24.30,24.35,-,0.25,24.35,9,24.40,4,0.00,,2020-10-16
2227,裕日車,"46,858",59,"11,519,568",245.00,246.50,245.00,245.00, ,0.0,245.00,5,246.00,4,12.55,,2020-10-16
2228,劍麟,"96,300",86,"7,479,210",77.60,78.00,77.20,77.60, ,0.0,77.50,8,77.80,10,16.51,,2020-10-16
2231,為升,"3,008,080","2,323","507,655,120",168.50,173.00,164.00,164.00,-,5.0,164.00,22,164.50,2,44.20,,2020-10-16
