id,證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季,日期
31571,2929,淘帝-KY,5.67,108.0,,0.59,109/2,2020-11-04
31572,2929,淘帝-KY,5.62,108.0,,0.6,109/2,2020-10-29
31573,2929,淘帝-KY,3.88,105.0,9.11,1.87,106/3,2020-11-02
31574,2929,淘帝-KY,7.92,108.0,,0.48,109/3,2020-12-04
31575,2929,淘帝-KY,5.02,108.0,,0.67,109/2,2020-09-24
31576,2929,淘帝-KY,12.13,108.0,,0.32,109/3,2020-12-18
31577,2929,淘帝-KY,4.97,108.0,,0.68,109/2,2020-10-06
31578,2929,淘帝-KY,5.62,108.0,,0.6,109/2,2020-11-05
31579,2929,淘帝-KY,5.53,108.0,,0.61,109/2,2020-10-23
31580,2929,淘帝-KY,13.96,108.0,,0.27,109/3,2020-12-16
31581,2929,淘帝-KY,4.74,108.0,,0.71,109/2,2020-09-22
31582,2929,淘帝-KY,5.52,108.0,,0.61,109/2,2020-10-19
31583,2929,淘帝-KY,5.05,108.0,,0.67,109/2,2020-09-28
31584,2929,淘帝-KY,10.82,108.0,,0.35,109/3,2020-12-09
31585,2929,淘帝-KY,13.46,108.0,,0.28,109/3,2020-12-15
31586,2929,淘帝-KY,5.87,108.0,,0.57,109/2,2020-10-30
31587,2929,淘帝-KY,5.19,108.0,,0.74,109/3,2020-11-24
31588,2929,淘帝-KY,5.0,108.0,,0.77,109/3,2020-11-26
31589,2929,淘帝-KY,5.13,108.0,,0.75,109/3,2020-11-18
31590,2929,淘帝-KY,5.49,108.0,,0.61,109/2,2020-10-28
31591,2929,淘帝-KY,5.57,108.0,,0.6,109/2,2020-11-06
31592,2929,淘帝-KY,12.13,108.0,,0.32,109/3,2020-12-14
31593,2929,淘帝-KY,5.47,108.0,,0.62,109/2,2020-10-13
31594,2929,淘帝-KY,5.18,108.0,,0.65,109/2,2020-10-12
31595,2929,淘帝-KY,12.76,108.0,,0.3,109/3,2020-12-22
31596,2929,淘帝-KY,5.03,108.0,,0.67,109/2,2020-09-29
31597,2929,淘帝-KY,5.43,108.0,,0.71,109/3,2020-11-30
31598,2929,淘帝-KY,5.56,108.0,,0.61,109/2,2020-10-27
31599,2929,淘帝-KY,4.99,108.0,,0.77,109/3,2020-11-25
31600,2929,淘帝-KY,5.65,108.0,,0.6,109/2,2020-11-03
31601,2929,淘帝-KY,5.52,108.0,,0.69,109/3,2020-11-16
31602,2929,淘帝-KY,5.4,108.0,,0.71,109/3,2020-11-17
31603,2929,淘帝-KY,5.3,108.0,,0.63,109/2,2020-10-21
31604,2929,淘帝-KY,4.97,108.0,,0.68,109/2,2020-09-30
31605,2929,淘帝-KY,5.63,108.0,,0.6,109/2,2020-10-26
31606,2929,淘帝-KY,5.12,108.0,,0.66,109/2,2020-09-25
31607,2929,淘帝-KY,12.0,108.0,,0.32,109/3,2020-12-10
31608,2929,淘帝-KY,5.56,108.0,,0.61,109/2,2020-11-13
31609,2929,淘帝-KY,4.97,108.0,,0.68,109/2,2020-10-07
31610,2929,淘帝-KY,12.3,108.0,,0.31,109/3,2020-12-21
31611,2929,淘帝-KY,9.74,108.0,,0.39,109/3,2020-12-08
31612,2929,淘帝-KY,4.93,108.0,,0.68,109/2,2020-10-05
31613,2929,淘帝-KY,13.31,108.0,,0.29,109/3,2020-12-11
31614,2929,淘帝-KY,5.66,108.0,,0.6,109/2,2020-11-09
31615,2929,淘帝-KY,5.42,108.0,,0.62,109/2,2020-10-15
31616,2929,淘帝-KY,5.42,108.0,,0.62,109/2,2020-10-22
31617,2929,淘帝-KY,5.34,108.0,,0.63,109/2,2020-10-14
31618,2929,淘帝-KY,4.87,108.0,,0.69,109/2,2020-09-23
31619,2929,淘帝-KY,5.07,108.0,,0.76,109/3,2020-11-23
31620,2929,淘帝-KY,5.48,108.0,,0.62,109/2,2020-10-16
31621,2929,淘帝-KY,5.18,108.0,,0.65,109/2,2020-10-08
31622,2936,客思達-KY,13.11,105.0,9.81,0.8,106/3,2020-11-02
31623,2936,客思達-KY,0.0,108.0,16.35,0.63,109/3,2020-11-24
31624,2936,客思達-KY,0.0,108.0,167.08,0.59,109/2,2020-10-21
31625,2936,客思達-KY,0.0,108.0,17.63,0.68,109/3,2020-12-08
31626,2936,客思達-KY,0.0,108.0,17.59,0.68,109/3,2020-12-04
31627,2936,客思達-KY,0.0,108.0,17.37,0.67,109/3,2020-12-09
31628,2936,客思達-KY,0.0,108.0,17.11,0.66,109/3,2020-11-16
31629,2936,客思達-KY,0.0,108.0,16.73,0.65,109/3,2020-11-19
31630,2936,客思達-KY,0.0,108.0,16.43,0.64,109/3,2020-11-26
31631,2936,客思達-KY,0.0,108.0,167.08,0.59,109/2,2020-10-22
31632,2936,客思達-KY,0.0,108.0,168.75,0.6,109/2,2020-11-03
31633,2936,客思達-KY,0.0,108.0,181.25,0.64,109/2,2020-11-12
31634,2936,客思達-KY,0.0,108.0,167.5,0.59,109/2,2020-10-16
31635,2936,客思達-KY,0.0,108.0,16.58,0.64,109/3,2020-11-13
31636,2936,客思達-KY,0.0,108.0,17.97,0.7,109/3,2020-12-02
31637,2936,客思達-KY,0.0,108.0,167.08,0.59,109/2,2020-10-27
31638,2936,客思達-KY,0.0,108.0,16.84,0.65,109/3,2020-12-01
31639,2936,客思達-KY,0.0,108.0,168.33,0.6,109/2,2020-10-06
31640,2936,客思達-KY,0.0,108.0,15.9,0.62,109/3,2020-12-16
31641,2936,客思達-KY,0.0,108.0,16.5,0.64,109/3,2020-12-21
31642,2936,客思達-KY,0.0,108.0,16.5,0.64,109/3,2020-11-23
31643,2936,客思達-KY,0.0,108.0,167.08,0.59,109/2,2020-10-23
31644,2936,客思達-KY,0.0,108.0,167.5,0.59,109/2,2020-10-19
31645,2936,客思達-KY,0.0,108.0,167.92,0.59,109/2,2020-10-05
31646,2936,客思達-KY,0.0,108.0,16.62,0.64,109/3,2020-12-10
31647,2936,客思達-KY,0.0,108.0,16.2,0.63,109/3,2020-12-17
31648,2936,客思達-KY,0.0,108.0,165.83,0.59,109/2,2020-10-28
31649,2936,客思達-KY,0.0,108.0,16.32,0.63,109/3,2020-12-22
31650,2936,客思達-KY,0.0,108.0,166.67,0.59,109/2,2020-10-07
31651,2936,客思達-KY,0.0,108.0,166.67,0.59,109/2,2020-10-29
31652,2936,客思達-KY,0.0,108.0,166.67,0.59,109/2,2020-10-20
31653,2936,客思達-KY,0.0,108.0,17.67,0.68,109/3,2020-11-30
31654,2936,客思達-KY,0.0,108.0,17.93,0.69,109/3,2020-12-03
31655,2936,客思達-KY,0.0,108.0,169.17,0.6,109/2,2020-11-04
31656,2936,客思達-KY,0.0,108.0,167.5,0.59,109/2,2020-10-15
31657,2936,客思達-KY,0.0,108.0,167.5,0.59,109/2,2020-09-24
31658,2936,客思達-KY,0.0,108.0,16.77,0.65,109/3,2020-11-20
31659,2936,客思達-KY,0.0,108.0,16.43,0.64,109/3,2020-11-27
31660,2936,客思達-KY,0.0,108.0,16.39,0.63,109/3,2020-11-25
31661,2936,客思達-KY,0.0,108.0,167.92,0.59,109/2,2020-10-14
31662,2936,客思達-KY,0.0,108.0,16.2,0.63,109/3,2020-12-11
31663,2936,客思達-KY,0.0,108.0,169.58,0.6,109/2,2020-09-22
31664,2936,客思達-KY,0.0,108.0,169.58,0.6,109/2,2020-09-23
31665,2936,客思達-KY,0.0,108.0,177.92,0.63,109/2,2020-11-09
31666,2936,客思達-KY,0.0,108.0,179.17,0.63,109/2,2020-11-11
31667,2936,客思達-KY,0.0,108.0,16.2,0.63,109/3,2020-12-18
31668,2936,客思達-KY,0.0,108.0,174.58,0.62,109/2,2020-11-05
31669,2936,客思達-KY,0.0,108.0,15.71,0.61,109/3,2020-12-15
31670,2936,客思達-KY,0.0,108.0,166.67,0.59,109/2,2020-10-12
31671,2936,客思達-KY,0.0,108.0,167.08,0.59,109/2,2020-10-13
31672,2936,客思達-KY,0.0,108.0,16.17,0.63,109/3,2020-12-14
31673,2936,客思達-KY,0.0,108.0,16.92,0.66,109/3,2020-11-18
31674,2936,客思達-KY,0.0,108.0,172.5,0.61,109/2,2020-11-06
31675,2936,客思達-KY,0.0,108.0,164.58,0.58,109/2,2020-09-25
31676,2936,客思達-KY,0.0,108.0,168.75,0.6,109/2,2020-09-29
31677,2936,客思達-KY,0.0,108.0,169.58,0.6,109/2,2020-10-08
31678,2936,客思達-KY,0.0,108.0,17.07,0.66,109/3,2020-11-17
31679,2936,客思達-KY,0.0,108.0,170.0,0.6,109/2,2020-09-30
31680,2936,客思達-KY,0.0,108.0,165.83,0.59,109/2,2020-10-30
31681,2936,客思達-KY,0.0,108.0,176.67,0.63,109/2,2020-11-10
31682,2936,客思達-KY,0.0,108.0,17.67,0.68,109/3,2020-12-07
31683,2936,客思達-KY,0.0,108.0,166.67,0.59,109/2,2020-10-26
31684,2936,客思達-KY,0.0,108.0,170.0,0.6,109/2,2020-09-28
31685,2939,凱羿-KY,11.25,108.0,,1.86,109/3,2020-12-21
31686,2939,凱羿-KY,3.98,108.0,131.4,5.26,109/2,2020-09-25
31687,2939,凱羿-KY,4.78,108.0,109.53,4.38,109/2,2020-10-21
31688,2939,凱羿-KY,4.29,108.0,122.09,4.89,109/2,2020-10-07
31689,2939,凱羿-KY,8.33,108.0,,2.51,109/3,2020-11-27
31690,2939,凱羿-KY,4.59,108.0,113.95,4.56,109/2,2020-10-28
31691,2939,凱羿-KY,3.98,108.0,131.4,5.26,109/2,2020-09-23
31692,2939,凱羿-KY,4.61,108.0,113.49,4.54,109/2,2020-10-22
31693,2939,凱羿-KY,4.29,108.0,122.09,4.89,109/2,2020-10-06
31694,2939,凱羿-KY,4.87,108.0,107.44,4.3,109/2,2020-10-20
31695,2939,凱羿-KY,9.26,108.0,,2.26,109/3,2020-11-30
31696,2939,凱羿-KY,11.98,108.0,,1.74,109/3,2020-12-18
31697,2939,凱羿-KY,4.76,108.0,110.0,4.4,109/2,2020-10-30
31698,2939,凱羿-KY,4.56,108.0,114.77,4.59,109/2,2020-10-27
31699,2939,凱羿-KY,12.35,108.0,,1.69,109/3,2020-12-17
31700,2939,凱羿-KY,4.02,108.0,130.23,5.21,109/2,2020-09-28
31701,2939,凱羿-KY,11.38,108.0,,1.84,109/3,2020-12-22
31702,2939,凱羿-KY,11.98,108.0,,1.74,109/3,2020-12-09
31703,2939,凱羿-KY,4.33,108.0,120.93,4.84,109/2,2020-10-12
31704,2939,凱羿-KY,12.68,108.0,,1.65,109/3,2020-12-03
31705,2939,凱羿-KY,4.54,108.0,115.35,4.62,109/2,2020-10-13
31706,2939,凱羿-KY,5.0,108.0,104.65,4.19,109/2,2020-11-12
31707,2939,凱羿-KY,12.47,108.0,,1.68,109/3,2020-12-10
31708,2939,凱羿-KY,13.64,108.0,,1.53,109/3,2020-12-14
31709,2939,凱羿-KY,5.91,108.0,,3.54,109/3,2020-11-18
31710,2939,凱羿-KY,4.87,108.0,107.44,4.3,109/2,2020-11-06
31711,2939,凱羿-KY,3.96,108.0,131.98,5.28,109/2,2020-09-29
31712,2939,凱羿-KY,13.6,108.0,,1.54,109/3,2020-12-15
31713,2939,凱羿-KY,11.86,108.0,,1.76,109/3,2020-12-07
31714,2939,凱羿-KY,4.84,108.0,108.02,4.32,109/2,2020-11-05
31715,2939,凱羿-KY,3.95,108.0,132.56,5.3,109/2,2020-09-24
31716,2939,凱羿-KY,4.64,108.0,112.79,4.51,109/2,2020-10-29
31717,2939,凱羿-KY,4.84,108.0,108.14,4.33,109/2,2020-11-04
31718,2939,凱羿-KY,8.47,108.0,,2.47,109/3,2020-11-24
31719,2939,凱羿-KY,7.04,108.0,,2.97,109/3,2020-11-20
31720,2939,凱羿-KY,7.71,108.0,,2.71,109/3,2020-11-25
31721,2939,凱羿-KY,4.7,108.0,111.28,4.45,109/2,2020-10-14
31722,2939,凱羿-KY,3.91,108.0,133.72,5.35,109/2,2020-09-22
31723,2939,凱羿-KY,5.32,108.0,,3.93,109/3,2020-11-17
31724,2939,凱羿-KY,12.8,108.0,,1.63,109/3,2020-12-11
31725,2939,凱羿-KY,4.29,108.0,122.09,4.89,109/2,2020-10-08
31726,2939,凱羿-KY,4.62,108.0,113.37,4.54,109/2,2020-10-26
31727,2939,凱羿-KY,4.98,108.0,105.12,4.21,109/2,2020-11-10
31728,2939,凱羿-KY,4.95,108.0,105.81,4.23,109/2,2020-11-09
31729,2939,凱羿-KY,3.96,108.0,131.98,5.28,109/2,2020-09-30
31730,2939,凱羿-KY,4.99,108.0,104.88,4.2,109/2,2020-11-11
31731,2939,凱羿-KY,4.85,108.0,107.91,4.32,109/2,2020-10-15
31732,2939,凱羿-KY,4.77,108.0,109.77,4.39,109/2,2020-11-03
31733,2939,凱羿-KY,4.15,108.0,126.16,5.05,109/2,2020-10-05
31734,2939,凱羿-KY,13.04,108.0,,1.6,109/3,2020-12-04
31735,2939,凱羿-KY,4.97,108.0,105.35,4.22,109/2,2020-10-19
31736,2939,凱羿-KY,10.79,108.0,,1.94,109/3,2020-12-08
31737,2939,凱羿-KY,4.66,108.0,112.21,4.49,109/2,2020-10-23
31738,2939,凱羿-KY,13.57,108.0,,1.54,109/3,2020-12-16
31739,2939,凱羿-KY,4.89,108.0,107.09,4.29,109/2,2020-10-16
31740,2939,凱羿-KY,10.29,108.0,,2.03,109/3,2020-12-01
31741,2939,凱羿-KY,6.34,108.0,,3.3,109/3,2020-11-19
31742,2939,凱羿-KY,11.42,108.0,,1.83,109/3,2020-12-02
31743,2939,凱羿-KY,5.54,108.0,,3.77,109/3,2020-11-16
31744,2939,凱羿-KY,5.56,108.0,94.19,3.77,109/2,2020-11-13
31745,2939,凱羿-KY,7.5,108.0,,2.79,109/3,2020-11-26
31746,2939,凱羿-KY,7.63,108.0,,2.74,109/3,2020-11-23
31747,3002,歐格,3.72,108.0,23.87,1.07,109/2,2020-10-26
31748,3002,歐格,3.67,108.0,24.15,1.08,109/2,2020-11-11
31749,3002,歐格,3.75,108.0,23.68,1.06,109/2,2020-10-22
31750,3002,歐格,4.23,108.0,20.94,0.94,109/2,2020-09-30
31751,3002,歐格,3.88,108.0,22.83,1.02,109/2,2020-10-19
31752,3002,歐格,4.03,108.0,21.98,0.98,109/2,2020-09-22
31753,3002,歐格,4.29,108.0,20.66,0.92,109/2,2020-10-05
31754,3002,歐格,3.78,108.0,23.49,1.05,109/2,2020-10-28
31755,3002,歐格,4.12,108.0,21.51,0.96,109/2,2020-10-08
31756,3002,歐格,4.03,108.0,21.98,0.98,109/2,2020-09-23
31757,3002,歐格,3.82,108.0,18.36,1.02,109/3,2020-11-13
31758,3002,歐格,3.51,108.0,20.0,1.11,109/3,2020-12-09
31759,3002,歐格,3.78,108.0,23.49,1.05,109/2,2020-11-04
31760,3002,歐格,3.87,108.0,22.92,1.02,109/2,2020-10-16
31761,3002,歐格,3.82,108.0,18.36,1.02,109/3,2020-11-24
31762,3002,歐格,3.6,108.0,19.48,1.08,109/3,2020-12-04
31763,3002,歐格,3.39,108.0,20.67,1.15,109/3,2020-12-14
31764,3002,歐格,3.76,108.0,18.66,1.03,109/3,2020-11-26
31765,3002,歐格,3.55,108.0,19.78,1.1,109/3,2020-12-22
31766,3002,歐格,3.56,108.0,19.7,1.09,109/3,2020-12-10
31767,3002,歐格,3.76,108.0,18.66,1.03,109/3,2020-11-27
31768,3002,歐格,3.72,108.0,23.87,1.07,109/2,2020-10-27
31769,3002,歐格,3.7,108.0,23.96,1.07,109/2,2020-11-05
31770,3002,歐格,3.7,108.0,18.96,1.05,109/3,2020-12-01
31771,3002,歐格,3.76,108.0,23.58,1.05,109/2,2020-10-30
31772,3002,歐格,3.32,108.0,21.12,1.17,109/3,2020-12-18
31773,3002,歐格,4.23,108.0,20.94,0.94,109/2,2020-09-24
31774,3002,歐格,3.69,108.0,19.03,1.06,109/3,2020-11-30
31775,3002,歐格,3.47,108.0,20.22,1.12,109/3,2020-12-15
31776,3002,歐格,3.7,108.0,23.96,1.07,109/2,2020-11-06
31777,3002,歐格,4.37,108.0,20.28,0.91,109/2,2020-09-25
31778,3002,歐格,3.41,108.0,20.6,1.14,109/3,2020-12-17
31779,3002,歐格,3.72,108.0,23.87,1.07,109/2,2020-10-15
31780,3002,歐格,3.98,108.0,22.26,0.99,109/2,2020-10-12
31781,3002,歐格,3.48,108.0,20.15,1.12,109/3,2020-12-11
31782,3002,歐格,3.82,108.0,18.36,1.02,109/3,2020-11-17
31783,3002,歐格,3.97,108.0,22.36,1.0,109/2,2020-10-13
31784,3002,歐格,3.84,108.0,23.11,1.03,109/2,2020-10-20
31785,3002,歐格,3.78,108.0,18.58,1.03,109/3,2020-11-23
31786,3002,歐格,3.43,108.0,20.45,1.13,109/3,2020-12-16
31787,3002,歐格,3.76,108.0,23.58,1.05,109/2,2020-10-14
31788,3002,歐格,3.84,108.0,18.28,1.01,109/3,2020-11-25
31789,3002,歐格,3.43,108.0,20.45,1.13,109/3,2020-12-21
31790,3002,歐格,3.81,108.0,18.43,1.02,109/3,2020-11-20
31791,3002,歐格,4.29,108.0,20.66,0.92,109/2,2020-09-28
31792,3002,歐格,3.85,108.0,18.21,1.01,109/3,2020-11-16
31793,3002,歐格,3.84,108.0,18.28,1.01,109/3,2020-11-18
31794,3002,歐格,3.76,108.0,23.58,1.05,109/2,2020-10-21
31795,3002,歐格,4.33,108.0,20.47,0.91,109/2,2020-09-29
31796,3002,歐格,3.8,105.0,16.86,1.05,106/3,2020-11-02
31797,3002,歐格,3.51,108.0,20.0,1.11,109/3,2020-12-08
31798,3002,歐格,3.79,108.0,18.51,1.03,109/3,2020-11-19
31799,3002,歐格,3.66,108.0,19.18,1.06,109/3,2020-12-03
31800,3002,歐格,4.31,108.0,20.57,0.92,109/2,2020-10-07
31801,3002,歐格,3.69,108.0,19.03,1.06,109/3,2020-12-02
31802,3002,歐格,3.63,108.0,24.43,1.09,109/2,2020-11-10
31803,3002,歐格,4.29,108.0,20.66,0.92,109/2,2020-10-06
31804,3002,歐格,3.81,108.0,23.3,1.04,109/2,2020-10-29
31805,3002,歐格,3.85,108.0,18.21,1.01,109/3,2020-11-12
31806,3002,歐格,3.75,108.0,23.68,1.06,109/2,2020-11-03
31807,3002,歐格,3.73,108.0,23.77,1.06,109/2,2020-10-23
31808,3002,歐格,3.44,108.0,20.37,1.13,109/3,2020-12-07
31809,3002,歐格,3.67,108.0,24.15,1.08,109/2,2020-11-09
31810,3003,健和興,2.39,108.0,18.12,1.39,109/3,2020-12-15
31811,3003,健和興,2.31,108.0,18.7,1.43,109/3,2020-12-07
31812,3003,健和興,2.6,108.0,14.22,1.29,109/2,2020-10-28
31813,3003,健和興,2.4,108.0,18.07,1.39,109/3,2020-12-21
31814,3003,健和興,2.56,108.0,14.44,1.31,109/2,2020-09-29
31815,3003,健和興,2.57,108.0,14.43,1.3,109/2,2020-10-22
31816,3003,健和興,2.58,108.0,14.37,1.3,109/2,2020-11-05
31817,3003,健和興,2.51,108.0,14.76,1.33,109/2,2020-10-06
31818,3003,健和興,2.55,108.0,14.54,1.31,109/2,2020-10-21
31819,3003,健和興,2.59,108.0,14.31,1.29,109/2,2020-11-03
31820,3003,健和興,2.33,108.0,18.61,1.43,109/3,2020-12-10
31821,3003,健和興,2.31,108.0,18.72,1.44,109/3,2020-12-01
31822,3003,健和興,2.31,108.0,18.77,1.44,109/3,2020-12-02
31823,3003,健和興,2.55,108.0,14.52,1.31,109/2,2020-10-23
31824,3003,健和興,2.32,108.0,18.68,1.43,109/3,2020-11-26
31825,3003,健和興,2.58,108.0,14.37,1.3,109/2,2020-10-16
31826,3003,健和興,2.34,105.0,19.22,2.27,106/3,2020-11-02
31827,3003,健和興,2.39,108.0,18.1,1.39,109/3,2020-11-19
31828,3003,健和興,2.28,108.0,18.96,1.45,109/3,2020-12-08
31829,3003,健和興,2.54,108.0,14.59,1.32,109/2,2020-10-19
31830,3003,健和興,2.59,108.0,14.31,1.29,109/2,2020-10-15
31831,3003,健和興,2.31,108.0,18.72,1.44,109/3,2020-11-24
31832,3003,健和興,2.55,108.0,14.52,1.31,109/2,2020-10-05
31833,3003,健和興,2.3,108.0,18.85,1.45,109/3,2020-11-23
31834,3003,健和興,2.42,108.0,17.92,1.37,109/3,2020-11-13
31835,3003,健和興,2.32,108.0,18.64,1.43,109/3,2020-12-14
31836,3003,健和興,2.4,108.0,18.05,1.38,109/3,2020-11-18
31837,3003,健和興,2.44,108.0,17.75,1.36,109/3,2020-11-16
31838,3003,健和興,2.58,108.0,14.35,1.3,109/2,2020-11-06
31839,3003,健和興,2.31,108.0,18.74,1.44,109/3,2020-12-04
31840,3003,健和興,2.35,108.0,18.4,1.41,109/3,2020-12-16
31841,3003,健和興,2.4,108.0,18.01,1.38,109/3,2020-11-17
31842,3003,健和興,2.34,108.0,18.48,1.42,109/3,2020-12-11
31843,3003,健和興,2.3,108.0,18.81,1.44,109/3,2020-11-25
31844,3003,健和興,2.41,108.0,15.37,1.39,109/2,2020-11-11
31845,3003,健和興,2.38,108.0,18.16,1.39,109/3,2020-12-18
31846,3003,健和興,2.51,108.0,14.76,1.33,109/2,2020-10-07
31847,3003,健和興,2.4,108.0,15.44,1.4,109/2,2020-11-10
31848,3003,健和興,2.59,108.0,14.3,1.29,109/2,2020-10-14
31849,3003,健和興,2.57,108.0,14.39,1.3,109/2,2020-10-27
31850,3003,健和興,2.47,108.0,15.0,1.36,109/2,2020-09-23
31851,3003,健和興,2.44,108.0,15.2,1.37,109/2,2020-09-22
31852,3003,健和興,2.33,108.0,18.61,1.43,109/3,2020-11-30
31853,3003,健和興,2.3,108.0,18.79,1.44,109/3,2020-12-03
31854,3003,健和興,2.56,108.0,14.48,1.31,109/2,2020-10-20
31855,3003,健和興,2.55,108.0,14.5,1.31,109/2,2020-10-26
31856,3003,健和興,2.32,108.0,18.68,1.43,109/3,2020-11-27
31857,3003,健和興,2.54,108.0,14.59,1.32,109/2,2020-10-08
31858,3003,健和興,2.66,108.0,13.93,1.26,109/2,2020-10-30
31859,3003,健和興,2.43,108.0,15.26,1.38,109/2,2020-11-12
31860,3003,健和興,2.48,108.0,14.91,1.35,109/2,2020-11-09
31861,3003,健和興,2.55,108.0,14.52,1.31,109/2,2020-09-28
31862,3003,健和興,2.35,108.0,18.44,1.41,109/3,2020-12-17
31863,3003,健和興,2.35,108.0,18.44,1.41,109/3,2020-11-20
31864,3003,健和興,2.59,108.0,14.3,1.29,109/2,2020-09-25
31865,3003,健和興,2.42,108.0,17.88,1.37,109/3,2020-12-22
31866,3003,健和興,2.53,108.0,14.65,1.32,109/2,2020-09-24
31867,3003,健和興,2.6,108.0,14.24,1.29,109/2,2020-10-13
31868,3003,健和興,2.58,108.0,14.37,1.3,109/2,2020-10-12
31869,3003,健和興,2.55,108.0,14.5,1.31,109/2,2020-11-04
31870,3003,健和興,2.62,108.0,14.11,1.28,109/2,2020-10-29
31871,3003,健和興,2.55,108.0,14.52,1.31,109/2,2020-09-30
31872,3003,健和興,2.25,108.0,19.26,1.48,109/3,2020-12-09
31873,3004,豐達科,5.04,108.0,17.85,1.49,109/3,2020-11-10
31874,3004,豐達科,4.73,108.0,19.02,1.59,109/3,2020-12-02
31875,3004,豐達科,5.33,108.0,9.75,1.41,109/2,2020-09-30
31876,3004,豐達科,4.7,108.0,19.12,1.6,109/3,2020-12-11
31877,3004,豐達科,2.94,105.0,13.82,1.82,106/3,2020-11-02
31878,3004,豐達科,4.64,108.0,19.39,1.62,109/3,2020-11-26
31879,3004,豐達科,5.29,108.0,9.82,1.42,109/2,2020-10-08
31880,3004,豐達科,5.28,108.0,9.84,1.43,109/2,2020-09-24
31881,3004,豐達科,4.6,108.0,19.53,1.63,109/3,2020-12-04
31882,3004,豐達科,5.14,108.0,10.1,1.46,109/2,2020-09-22
31883,3004,豐達科,5.44,108.0,16.53,1.38,109/3,2020-10-29
31884,3004,豐達科,5.51,108.0,16.33,1.36,109/3,2020-11-04
31885,3004,豐達科,5.5,108.0,16.35,1.36,109/3,2020-11-05
31886,3004,豐達科,4.61,108.0,19.49,1.63,109/3,2020-12-15
31887,3004,豐達科,4.9,108.0,18.35,1.53,109/3,2020-11-20
31888,3004,豐達科,4.94,108.0,18.18,1.52,109/3,2020-11-17
31889,3004,豐達科,5.59,108.0,16.09,1.34,109/3,2020-11-06
31890,3004,豐達科,5.37,108.0,9.67,1.4,109/2,2020-09-29
31891,3004,豐達科,4.6,108.0,19.53,1.63,109/3,2020-11-25
31892,3004,豐達科,4.92,108.0,18.28,1.53,109/3,2020-11-18
31893,3004,豐達科,5.14,108.0,17.47,1.46,109/3,2020-11-11
31894,3004,豐達科,4.61,108.0,19.49,1.63,109/3,2020-12-14
31895,3004,豐達科,5.35,108.0,9.71,1.41,109/2,2020-10-14
31896,3004,豐達科,5.37,108.0,9.68,1.4,109/2,2020-10-15
31897,3004,豐達科,4.54,108.0,19.8,1.65,109/3,2020-11-24
31898,3004,豐達科,5.31,108.0,9.79,1.42,109/2,2020-10-26
31899,3004,豐達科,4.66,108.0,19.29,1.61,109/3,2020-12-07
31900,3004,豐達科,5.54,108.0,16.23,1.35,109/3,2020-11-09
31901,3004,豐達科,4.64,108.0,19.39,1.62,109/3,2020-11-27
31902,3004,豐達科,4.97,108.0,18.08,1.51,109/3,2020-11-16
31903,3004,豐達科,4.65,108.0,19.33,1.61,109/3,2020-12-09
31904,3004,豐達科,5.35,108.0,9.72,1.41,109/2,2020-10-21
31905,3004,豐達科,4.68,108.0,19.19,1.6,109/3,2020-12-10
31906,3004,豐達科,4.73,108.0,19.02,1.59,109/3,2020-11-30
31907,3004,豐達科,5.39,108.0,16.67,1.39,109/3,2020-10-28
31908,3004,豐達科,5.35,108.0,9.71,1.41,109/2,2020-10-20
31909,3004,豐達科,4.64,108.0,19.36,1.62,109/3,2020-12-21
31910,3004,豐達科,5.18,108.0,17.34,1.45,109/3,2020-11-12
31911,3004,豐達科,4.67,108.0,19.26,1.61,109/3,2020-12-18
31912,3004,豐達科,5.37,108.0,9.67,1.4,109/2,2020-10-22
31913,3004,豐達科,5.35,108.0,16.82,1.4,109/3,2020-10-27
31914,3004,豐達科,4.53,108.0,19.87,1.66,109/3,2020-12-16
31915,3004,豐達科,4.58,108.0,19.63,1.64,109/3,2020-12-17
31916,3004,豐達科,5.47,108.0,16.43,1.37,109/3,2020-10-30
31917,3004,豐達科,5.34,108.0,9.73,1.41,109/2,2020-09-28
31918,3004,豐達科,5.34,108.0,9.73,1.41,109/2,2020-10-12
31919,3004,豐達科,5.4,108.0,9.61,1.39,109/2,2020-10-13
31920,3004,豐達科,5.35,108.0,9.72,1.41,109/2,2020-10-06
31921,3004,豐達科,4.79,108.0,18.75,1.57,109/3,2020-11-23
31922,3004,豐達科,4.78,108.0,18.82,1.57,109/3,2020-12-22
31923,3004,豐達科,5.31,108.0,9.79,1.42,109/2,2020-10-19
31924,3004,豐達科,4.64,108.0,19.36,1.62,109/3,2020-12-03
31925,3004,豐達科,5.39,108.0,9.63,1.39,109/2,2020-09-25
31926,3004,豐達科,5.39,108.0,9.64,1.4,109/2,2020-10-05
31927,3004,豐達科,4.72,108.0,19.06,1.59,109/3,2020-12-08
31928,3004,豐達科,5.37,108.0,9.67,1.4,109/2,2020-10-16
31929,3004,豐達科,5.49,108.0,16.38,1.37,109/3,2020-11-03
31930,3004,豐達科,4.88,108.0,18.42,1.54,109/3,2020-11-19
31931,3004,豐達科,5.26,108.0,9.88,1.43,109/2,2020-10-23
31932,3004,豐達科,4.75,108.0,18.92,1.58,109/3,2020-12-01
31933,3004,豐達科,5.0,108.0,17.98,1.5,109/3,2020-11-13
31934,3004,豐達科,5.24,108.0,9.92,1.44,109/2,2020-09-23
