id,證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季,日期
0,1101,台泥,6.94,108.0,10.3,1.33,109/3,2020-12-10
1,1101,台泥,7.34,108.0,9.63,1.26,109/2,2020-11-06
2,1101,台泥,6.98,108.0,10.23,1.32,109/3,2020-12-18
3,1101,台泥,7.4,108.0,9.56,1.25,109/2,2020-10-30
4,1101,台泥,7.44,108.0,9.5,1.24,109/2,2020-10-21
5,1101,台泥,7.1,108.0,10.06,1.3,109/3,2020-11-13
6,1101,台泥,7.44,108.0,9.5,1.24,109/2,2020-10-16
7,1101,台泥,7.25,108.0,9.76,1.28,109/2,2020-09-30
8,1101,台泥,7.03,108.0,10.17,1.31,109/3,2020-11-18
9,1101,台泥,7.02,108.0,10.18,1.31,109/3,2020-11-17
10,1101,台泥,7.03,108.0,10.17,1.31,109/3,2020-11-20
11,1101,台泥,7.33,108.0,9.66,1.26,109/2,2020-11-03
12,1101,台泥,7.32,108.0,9.67,1.27,109/2,2020-10-22
13,1101,台泥,7.41,108.0,9.55,1.25,109/2,2020-10-14
14,1101,台泥,7.03,108.0,10.15,1.31,109/3,2020-11-11
15,1101,台泥,6.88,108.0,10.38,1.34,109/3,2020-12-08
16,1101,台泥,7.03,108.0,10.15,1.31,109/3,2020-12-17
17,1101,台泥,7.42,108.0,9.54,1.25,109/2,2020-10-19
18,1101,台泥,6.92,108.0,10.32,1.33,109/3,2020-12-09
19,1101,台泥,7.33,108.0,9.65,1.26,109/2,2020-11-04
20,1101,台泥,6.98,108.0,10.23,1.32,109/3,2020-12-22
21,1101,台泥,7.49,108.0,9.45,1.24,109/2,2020-09-24
22,1101,台泥,6.89,108.0,10.37,1.34,109/3,2020-12-07
23,1101,台泥,6.95,108.0,10.27,1.32,109/3,2020-12-01
24,1101,台泥,7.4,108.0,9.56,1.25,109/2,2020-09-25
25,1101,台泥,7.25,108.0,9.76,1.28,109/2,2020-10-06
26,1101,台泥,6.99,108.0,10.21,1.32,109/3,2020-11-19
27,1101,台泥,7.32,108.0,9.67,1.27,109/2,2020-10-05
28,1101,台泥,7.38,108.0,9.59,1.26,109/2,2020-10-23
29,1101,台泥,7.29,108.0,9.71,1.27,109/2,2020-10-07
30,1101,台泥,7.4,108.0,9.56,1.25,109/2,2020-10-28
31,1101,台泥,6.93,108.0,10.31,1.33,109/3,2020-11-27
32,1101,台泥,7.33,108.0,9.66,1.26,109/2,2020-10-12
33,1101,台泥,7.18,108.0,9.86,1.29,109/2,2020-09-22
34,1101,台泥,6.99,108.0,10.21,1.32,109/3,2020-12-11
35,1101,台泥,7.29,108.0,9.71,1.27,109/2,2020-10-08
36,1101,台泥,6.98,108.0,10.24,1.32,109/3,2020-11-23
37,1101,台泥,6.9,108.0,10.36,1.33,109/3,2020-12-03
38,1101,台泥,7.04,108.0,10.14,1.31,109/3,2020-11-25
39,1101,台泥,7.08,108.0,10.1,1.3,109/3,2020-11-12
40,1101,台泥,7.41,108.0,9.55,1.25,109/2,2020-10-13
41,1101,台泥,6.94,108.0,10.29,1.32,109/3,2020-12-02
42,1101,台泥,7.28,108.0,9.72,1.27,109/2,2020-09-29
43,1101,台泥,4.25,105.0,18.63,1.12,106/3,2020-11-02
44,1101,台泥,7.43,108.0,9.52,1.25,109/2,2020-10-20
45,1101,台泥,7.02,108.0,10.18,1.31,109/3,2020-11-24
46,1101,台泥,6.9,108.0,10.36,1.33,109/3,2020-12-21
47,1101,台泥,7.29,108.0,9.71,1.27,109/2,2020-11-09
48,1101,台泥,7.22,108.0,9.8,1.28,109/2,2020-11-10
49,1101,台泥,7.33,108.0,9.66,1.26,109/2,2020-09-28
50,1101,台泥,7.44,108.0,9.5,1.24,109/2,2020-10-15
51,1101,台泥,6.99,108.0,10.21,1.32,109/3,2020-11-30
52,1101,台泥,7.32,108.0,9.67,1.27,109/2,2020-09-23
53,1101,台泥,7.41,108.0,9.55,1.25,109/2,2020-10-27
54,1101,台泥,6.98,108.0,10.23,1.32,109/3,2020-11-26
55,1101,台泥,6.97,108.0,10.25,1.32,109/3,2020-12-16
56,1101,台泥,7.06,108.0,10.12,1.3,109/3,2020-12-15
57,1101,台泥,7.08,108.0,10.08,1.3,109/3,2020-11-16
58,1101,台泥,7.01,108.0,10.19,1.31,109/3,2020-12-14
59,1101,台泥,7.41,108.0,9.55,1.25,109/2,2020-10-26
60,1101,台泥,6.87,108.0,10.39,1.34,109/3,2020-12-04
61,1101,台泥,7.31,108.0,9.68,1.27,109/2,2020-11-05
62,1101,台泥,7.43,108.0,9.52,1.25,109/2,2020-10-29
63,1102,亞泥,7.27,108.0,10.09,1.01,109/2,2020-10-26
64,1102,亞泥,7.11,108.0,10.32,1.04,109/2,2020-11-04
65,1102,亞泥,6.82,108.0,10.3,1.04,109/3,2020-11-26
66,1102,亞泥,7.26,108.0,10.11,1.02,109/2,2020-09-29
67,1102,亞泥,6.94,108.0,10.13,1.02,109/3,2020-12-02
68,1102,亞泥,6.87,108.0,10.67,1.07,109/2,2020-11-11
69,1102,亞泥,7.28,108.0,10.07,1.01,109/2,2020-10-07
70,1102,亞泥,7.4,108.0,9.91,1.0,109/2,2020-10-13
71,1102,亞泥,6.82,108.0,10.3,1.04,109/3,2020-12-08
72,1102,亞泥,6.86,108.0,10.68,1.07,109/2,2020-11-12
73,1102,亞泥,6.84,108.0,10.27,1.03,109/3,2020-12-16
74,1102,亞泥,6.8,108.0,10.34,1.04,109/3,2020-12-07
75,1102,亞泥,7.1,108.0,10.33,1.04,109/2,2020-11-10
76,1102,亞泥,6.93,108.0,10.14,1.02,109/3,2020-12-01
77,1102,亞泥,6.78,108.0,10.36,1.04,109/3,2020-11-19
78,1102,亞泥,7.3,108.0,10.05,1.01,109/2,2020-10-23
79,1102,亞泥,7.01,108.0,10.02,1.01,109/3,2020-12-14
80,1102,亞泥,7.35,108.0,9.98,1.0,109/2,2020-10-20
81,1102,亞泥,7.01,108.0,10.02,1.01,109/3,2020-12-17
82,1102,亞泥,7.32,108.0,10.02,1.01,109/2,2020-10-19
83,1102,亞泥,7.14,108.0,10.27,1.03,109/2,2020-11-09
84,1102,亞泥,6.76,108.0,10.4,1.05,109/3,2020-11-17
85,1102,亞泥,6.97,108.0,10.08,1.02,109/3,2020-12-21
86,1102,亞泥,6.83,108.0,10.28,1.04,109/3,2020-12-09
87,1102,亞泥,7.14,108.0,10.27,1.03,109/2,2020-11-05
88,1102,亞泥,3.36,105.0,16.72,0.71,106/3,2020-11-02
89,1102,亞泥,7.43,108.0,9.88,0.99,109/2,2020-10-15
90,1102,亞泥,6.86,108.0,10.25,1.03,109/3,2020-11-24
91,1102,亞泥,7.26,108.0,10.1,1.01,109/2,2020-09-23
92,1102,亞泥,7.03,108.0,10.0,1.01,109/3,2020-12-22
93,1102,亞泥,7.27,108.0,10.09,1.01,109/2,2020-10-27
94,1102,亞泥,7.46,108.0,9.83,0.99,109/2,2020-09-24
95,1102,亞泥,7.17,108.0,10.23,1.03,109/2,2020-11-06
96,1102,亞泥,6.93,108.0,10.14,1.02,109/3,2020-11-30
97,1102,亞泥,6.8,108.0,10.34,1.04,109/3,2020-11-23
98,1102,亞泥,7.25,108.0,10.12,1.02,109/2,2020-09-28
99,1102,亞泥,6.8,108.0,10.33,1.04,109/3,2020-11-20
100,1102,亞泥,6.86,108.0,10.23,1.03,109/3,2020-11-13
101,1102,亞泥,7.29,108.0,10.06,1.01,109/2,2020-10-05
102,1102,亞泥,7.32,108.0,10.02,1.01,109/2,2020-10-29
103,1102,亞泥,6.8,108.0,10.33,1.04,109/3,2020-11-27
104,1102,亞泥,7.44,108.0,9.85,0.99,109/2,2020-10-14
105,1102,亞泥,6.83,108.0,10.29,1.04,109/3,2020-12-04
106,1102,亞泥,7.37,108.0,9.95,1.0,109/2,2020-10-12
107,1102,亞泥,6.87,108.0,10.22,1.03,109/3,2020-12-10
108,1102,亞泥,7.35,108.0,9.98,1.0,109/2,2020-09-25
109,1102,亞泥,7.32,108.0,10.02,1.01,109/2,2020-10-21
110,1102,亞泥,7.16,108.0,10.24,1.03,109/2,2020-10-28
111,1102,亞泥,7.14,108.0,10.27,1.03,109/2,2020-11-03
112,1102,亞泥,7.23,108.0,10.15,1.02,109/2,2020-09-30
113,1102,亞泥,7.18,108.0,10.22,1.03,109/2,2020-10-06
114,1102,亞泥,7.23,108.0,10.15,1.02,109/2,2020-09-22
115,1102,亞泥,6.83,108.0,10.29,1.04,109/3,2020-11-16
116,1102,亞泥,7.3,108.0,10.05,1.01,109/2,2020-10-08
117,1102,亞泥,7.4,108.0,9.91,1.0,109/2,2020-10-16
118,1102,亞泥,6.96,108.0,10.09,1.02,109/3,2020-12-11
119,1102,亞泥,6.74,108.0,10.42,1.05,109/3,2020-11-18
120,1102,亞泥,7.06,108.0,9.95,1.0,109/3,2020-12-18
121,1102,亞泥,7.29,108.0,10.06,1.01,109/2,2020-10-30
122,1102,亞泥,6.98,108.0,10.06,1.01,109/3,2020-12-15
123,1102,亞泥,6.86,108.0,10.23,1.03,109/3,2020-11-25
124,1102,亞泥,6.88,108.0,10.21,1.03,109/3,2020-12-03
125,1102,亞泥,7.24,108.0,10.13,1.02,109/2,2020-10-22
126,1103,嘉泥,5.81,108.0,22.05,0.52,109/2,2020-11-11
127,1103,嘉泥,5.49,108.0,34.34,0.53,109/3,2020-11-30
128,1103,嘉泥,5.7,108.0,33.11,0.51,109/3,2020-11-18
129,1103,嘉泥,5.73,108.0,32.92,0.5,109/3,2020-11-17
130,1103,嘉泥,6.37,108.0,20.13,0.47,109/2,2020-09-30
131,1103,嘉泥,6.25,108.0,20.51,0.48,109/2,2020-10-19
132,1103,嘉泥,6.33,108.0,20.26,0.48,109/2,2020-09-28
133,1103,嘉泥,6.33,108.0,20.26,0.48,109/2,2020-10-15
134,1103,嘉泥,6.33,108.0,20.26,0.48,109/2,2020-10-14
135,1103,嘉泥,5.85,108.0,32.26,0.49,109/3,2020-11-13
136,1103,嘉泥,6.29,108.0,20.38,0.48,109/2,2020-10-22
137,1103,嘉泥,5.68,108.0,33.21,0.51,109/3,2020-11-19
138,1103,嘉泥,6.41,108.0,20.0,0.47,109/2,2020-10-30
139,1103,嘉泥,6.29,108.0,20.38,0.48,109/2,2020-10-23
140,1103,嘉泥,5.46,108.0,34.53,0.53,109/3,2020-12-04
141,1103,嘉泥,6.35,108.0,20.19,0.47,109/2,2020-10-16
142,1103,嘉泥,6.27,108.0,20.45,0.48,109/2,2020-10-21
143,1103,嘉泥,6.25,108.0,20.51,0.48,109/2,2020-10-07
144,1103,嘉泥,6.35,108.0,20.19,0.47,109/2,2020-11-03
145,1103,嘉泥,5.52,108.0,34.15,0.52,109/3,2020-11-26
146,1103,嘉泥,5.52,108.0,34.15,0.52,109/3,2020-12-08
147,1103,嘉泥,5.54,108.0,34.06,0.52,109/3,2020-12-14
148,1103,嘉泥,5.48,108.0,34.43,0.53,109/3,2020-12-17
149,1103,嘉泥,5.71,108.0,33.02,0.5,109/3,2020-11-20
150,1103,嘉泥,6.29,108.0,20.38,0.48,109/2,2020-10-27
151,1103,嘉泥,6.17,108.0,20.77,0.49,109/2,2020-09-23
152,1103,嘉泥,5.42,108.0,34.81,0.53,109/3,2020-12-16
153,1103,嘉泥,6.31,108.0,20.32,0.48,109/2,2020-11-06
154,1103,嘉泥,6.37,108.0,20.13,0.47,109/2,2020-10-29
155,1103,嘉泥,6.29,108.0,20.38,0.48,109/2,2020-11-04
156,1103,嘉泥,6.31,108.0,20.32,0.48,109/2,2020-09-29
157,1103,嘉泥,5.52,108.0,34.15,0.52,109/3,2020-11-27
158,1103,嘉泥,5.49,108.0,34.34,0.53,109/3,2020-12-10
159,1103,嘉泥,5.46,108.0,34.53,0.53,109/3,2020-12-02
160,1103,嘉泥,6.39,108.0,20.06,0.47,109/2,2020-09-25
161,1103,嘉泥,6.37,108.0,20.13,0.47,109/2,2020-10-13
162,1103,嘉泥,5.78,108.0,22.18,0.52,109/2,2020-11-12
163,1103,嘉泥,6.33,108.0,20.26,0.48,109/2,2020-10-12
164,1103,嘉泥,5.49,108.0,34.34,0.53,109/3,2020-12-07
165,1103,嘉泥,6.06,108.0,21.15,0.5,109/2,2020-09-22
166,1103,嘉泥,5.87,108.0,21.86,0.51,109/2,2020-11-10
167,1103,嘉泥,5.46,108.0,34.53,0.53,109/3,2020-12-01
168,1103,嘉泥,5.68,108.0,33.21,0.51,109/3,2020-11-23
169,1103,嘉泥,5.57,108.0,33.87,0.52,109/3,2020-12-11
170,1103,嘉泥,5.54,108.0,34.06,0.52,109/3,2020-11-25
171,1103,嘉泥,5.49,108.0,34.34,0.53,109/3,2020-12-03
172,1103,嘉泥,6.29,108.0,20.38,0.48,109/2,2020-10-06
173,1103,嘉泥,1.64,105.0,76.25,0.46,106/3,2020-11-02
174,1103,嘉泥,6.25,108.0,20.51,0.48,109/2,2020-10-08
175,1103,嘉泥,6.39,108.0,20.06,0.47,109/2,2020-09-24
176,1103,嘉泥,6.27,108.0,20.45,0.48,109/2,2020-11-09
177,1103,嘉泥,6.31,108.0,20.32,0.48,109/2,2020-10-20
178,1103,嘉泥,6.31,108.0,20.32,0.48,109/2,2020-10-28
179,1103,嘉泥,5.59,108.0,33.77,0.52,109/3,2020-11-24
180,1103,嘉泥,6.27,108.0,20.45,0.48,109/2,2020-10-26
181,1103,嘉泥,5.48,108.0,34.43,0.53,109/3,2020-12-09
182,1103,嘉泥,5.42,108.0,34.81,0.53,109/3,2020-12-18
183,1103,嘉泥,6.33,108.0,20.26,0.48,109/2,2020-11-05
184,1103,嘉泥,6.37,108.0,20.13,0.47,109/2,2020-10-05
185,1103,嘉泥,5.81,108.0,32.45,0.5,109/3,2020-11-16
186,1103,嘉泥,5.6,108.0,33.68,0.52,109/3,2020-12-15
187,1103,嘉泥,5.46,108.0,34.53,0.53,109/3,2020-12-22
188,1103,嘉泥,5.25,108.0,35.94,0.55,109/3,2020-12-21
189,1104,環泥,4.99,108.0,11.33,0.75,109/2,2020-10-16
190,1104,環泥,4.34,108.0,11.53,0.85,109/3,2020-12-18
191,1104,環泥,4.6,108.0,10.88,0.8,109/3,2020-12-11
192,1104,環泥,5.04,108.0,11.21,0.75,109/2,2020-09-22
193,1104,環泥,5.25,108.0,10.76,0.72,109/2,2020-09-30
194,1104,環泥,4.29,108.0,11.65,0.86,109/3,2020-11-18
195,1104,環泥,4.77,108.0,11.84,0.79,109/2,2020-10-12
196,1104,環泥,4.94,108.0,11.44,0.76,109/2,2020-10-28
197,1104,環泥,4.46,108.0,11.2,0.82,109/3,2020-12-10
198,1104,環泥,5.13,108.0,11.02,0.73,109/2,2020-10-08
199,1104,環泥,4.71,108.0,12.01,0.8,109/2,2020-11-13
200,1104,環泥,4.6,108.0,10.88,0.8,109/3,2020-11-16
201,1104,環泥,4.9,108.0,11.53,0.77,109/2,2020-10-21
202,1104,環泥,4.19,108.0,11.93,0.88,109/3,2020-11-27
203,1104,環泥,5.28,108.0,10.71,0.71,109/2,2020-09-28
204,1104,環泥,5.01,108.0,11.27,0.75,109/2,2020-10-30
205,1104,環泥,4.96,108.0,11.38,0.76,109/2,2020-10-15
206,1104,環泥,4.95,108.0,11.41,0.76,109/2,2020-11-10
207,1104,環泥,4.99,108.0,11.33,0.75,109/2,2020-11-09
208,1104,環泥,4.31,108.0,11.6,0.85,109/3,2020-12-21
209,1104,環泥,4.18,108.0,11.95,0.88,109/3,2020-11-24
210,1104,環泥,4.39,108.0,11.4,0.84,109/3,2020-11-30
211,1104,環泥,5.17,108.0,10.93,0.73,109/2,2020-09-23
212,1104,環泥,4.93,108.0,11.47,0.76,109/2,2020-10-26
213,1104,環泥,4.98,108.0,11.36,0.76,109/2,2020-10-27
214,1104,環泥,4.5,108.0,11.1,0.82,109/3,2020-12-14
215,1104,環泥,6.62,105.0,9.81,0.92,106/3,2020-11-02
216,1104,環泥,4.44,108.0,11.25,0.83,109/3,2020-12-03
217,1104,環泥,4.87,108.0,11.61,0.77,109/2,2020-10-20
218,1104,環泥,4.16,108.0,12.03,0.88,109/3,2020-11-26
219,1104,環泥,5.1,108.0,11.07,0.74,109/2,2020-10-07
220,1104,環泥,4.41,108.0,11.35,0.83,109/3,2020-12-02
221,1104,環泥,4.96,108.0,11.38,0.76,109/2,2020-10-13
222,1104,環泥,4.89,108.0,11.55,0.77,109/2,2020-10-23
223,1104,環泥,4.71,108.0,12.01,0.8,109/2,2020-11-12
224,1104,環泥,4.36,108.0,11.48,0.84,109/3,2020-12-16
225,1104,環泥,4.32,108.0,11.58,0.85,109/3,2020-11-19
226,1104,環泥,4.46,108.0,11.2,0.82,109/3,2020-12-04
227,1104,環泥,4.18,108.0,11.95,0.88,109/3,2020-11-25
228,1104,環泥,5.01,108.0,11.27,0.75,109/2,2020-11-06
229,1104,環泥,5.25,108.0,10.76,0.72,109/2,2020-09-29
230,1104,環泥,4.21,108.0,11.88,0.87,109/3,2020-11-23
231,1104,環泥,4.47,108.0,11.18,0.82,109/3,2020-12-15
232,1104,環泥,4.35,108.0,11.5,0.84,109/3,2020-11-17
233,1104,環泥,4.46,108.0,11.2,0.82,109/3,2020-12-22
234,1104,環泥,5.03,108.0,11.24,0.75,109/2,2020-11-05
235,1104,環泥,5.31,108.0,10.65,0.71,109/2,2020-09-24
236,1104,環泥,4.94,108.0,11.44,0.76,109/2,2020-10-14
237,1104,環泥,4.99,108.0,11.33,0.75,109/2,2020-10-29
238,1104,環泥,5.0,108.0,11.3,0.75,109/2,2020-11-04
239,1104,環泥,4.51,108.0,11.08,0.81,109/3,2020-12-07
240,1104,環泥,4.9,108.0,11.53,0.77,109/2,2020-10-22
241,1104,環泥,4.31,108.0,11.6,0.85,109/3,2020-12-01
242,1104,環泥,4.95,108.0,11.41,0.76,109/2,2020-10-19
243,1104,環泥,5.0,108.0,11.3,0.75,109/2,2020-11-03
244,1104,環泥,4.3,108.0,11.63,0.85,109/3,2020-11-20
245,1104,環泥,4.55,108.0,11.0,0.81,109/3,2020-12-08
246,1104,環泥,4.37,108.0,11.45,0.84,109/3,2020-12-17
247,1104,環泥,5.35,108.0,10.56,0.7,109/2,2020-09-25
248,1104,環泥,4.47,108.0,11.18,0.82,109/3,2020-12-09
249,1104,環泥,5.22,108.0,10.82,0.72,109/2,2020-10-05
250,1104,環泥,4.78,108.0,11.81,0.79,109/2,2020-11-11
251,1104,環泥,5.12,108.0,11.05,0.74,109/2,2020-10-06
252,1108,幸福,1.28,108.0,12.72,1.03,109/3,2020-12-07
253,1108,幸福,1.38,108.0,15.07,0.98,109/2,2020-09-28
254,1108,幸福,1.33,108.0,15.63,1.02,109/2,2020-10-13
255,1108,幸福,1.35,108.0,15.49,1.01,109/2,2020-10-30
256,1108,幸福,1.31,108.0,15.9,1.03,109/2,2020-11-10
257,1108,幸福,1.4,108.0,14.93,0.97,109/2,2020-09-29
258,1108,幸福,1.29,108.0,12.61,1.02,109/3,2020-12-14
259,1108,幸福,1.29,108.0,12.66,1.03,109/3,2020-12-02
260,1108,幸福,1.33,108.0,15.69,1.02,109/2,2020-11-06
261,1108,幸福,1.32,108.0,15.76,1.02,109/2,2020-11-04
262,1108,幸福,1.28,108.0,12.77,1.04,109/3,2020-12-04
263,1108,幸福,1.29,108.0,12.66,1.03,109/3,2020-12-17
264,1108,幸福,1.39,108.0,15.0,0.97,109/2,2020-10-05
265,1108,幸福,1.31,108.0,15.9,1.03,109/2,2020-10-28
266,1108,幸福,1.38,108.0,15.14,0.98,109/2,2020-10-06
267,1108,幸福,1.32,108.0,12.34,1.0,109/3,2020-11-19
268,1108,幸福,1.32,108.0,12.39,1.01,109/3,2020-12-09
269,1108,幸福,1.34,108.0,12.17,0.99,109/3,2020-11-24
270,1108,幸福,1.3,108.0,12.5,1.02,109/3,2020-12-15
271,1108,幸福,1.28,108.0,12.77,1.04,109/3,2020-12-22
272,1108,幸福,1.32,108.0,12.39,1.01,109/3,2020-11-17
273,1108,幸福,1.32,108.0,12.34,1.0,109/3,2020-11-18
274,1108,幸福,1.3,108.0,12.5,1.02,109/3,2020-11-27
275,1108,幸福,1.36,108.0,15.28,0.99,109/2,2020-09-24
276,1108,幸福,1.33,108.0,15.69,1.02,109/2,2020-10-14
277,1108,幸福,1.3,108.0,12.55,1.02,109/3,2020-12-16
278,1108,幸福,1.3,108.0,15.97,1.04,109/2,2020-10-23
279,1108,幸福,7.19,105.0,52.19,0.75,106/3,2020-11-02
280,1108,幸福,1.31,108.0,15.9,1.03,109/2,2020-11-09
281,1108,幸福,1.3,108.0,15.97,1.04,109/2,2020-10-20
282,1108,幸福,1.3,108.0,16.04,1.04,109/2,2020-10-26
283,1108,幸福,1.27,108.0,16.39,1.06,109/2,2020-09-23
284,1108,幸福,1.34,108.0,15.56,1.01,109/2,2020-11-05
285,1108,幸福,1.26,108.0,16.53,1.07,109/2,2020-11-12
286,1108,幸福,1.26,108.0,12.93,1.05,109/3,2020-11-30
287,1108,幸福,1.4,108.0,14.86,0.97,109/2,2020-09-25
288,1108,幸福,1.33,108.0,15.69,1.02,109/2,2020-10-12
289,1108,幸福,1.29,108.0,16.18,1.05,109/2,2020-11-11
290,1108,幸福,1.28,108.0,12.72,1.03,109/3,2020-12-10
291,1108,幸福,1.29,108.0,16.11,1.05,109/2,2020-11-13
292,1108,幸福,1.4,108.0,14.86,0.97,109/2,2020-09-30
293,1108,幸福,1.34,108.0,12.17,0.99,109/3,2020-11-20
294,1108,幸福,1.29,108.0,12.66,1.03,109/3,2020-12-18
295,1108,幸福,1.32,108.0,15.76,1.02,109/2,2020-10-29
296,1108,幸福,1.3,108.0,12.55,1.02,109/3,2020-12-08
297,1108,幸福,1.3,108.0,16.04,1.04,109/2,2020-10-27
298,1108,幸福,1.32,108.0,15.83,1.03,109/2,2020-11-03
299,1108,幸福,1.32,108.0,15.76,1.02,109/2,2020-10-22
300,1108,幸福,1.33,108.0,15.69,1.02,109/2,2020-10-08
301,1108,幸福,1.3,108.0,15.97,1.04,109/2,2020-10-21
302,1108,幸福,1.29,108.0,12.66,1.03,109/3,2020-12-03
303,1108,幸福,1.29,108.0,16.11,1.05,109/2,2020-10-19
304,1108,幸福,1.33,108.0,12.28,1.0,109/3,2020-11-25
305,1108,幸福,1.27,108.0,16.39,1.06,109/2,2020-10-15
306,1108,幸福,1.32,108.0,12.39,1.01,109/3,2020-11-16
307,1108,幸福,1.26,108.0,16.53,1.07,109/2,2020-10-16
308,1108,幸福,1.26,108.0,12.93,1.05,109/3,2020-12-01
309,1108,幸福,1.32,108.0,12.39,1.01,109/3,2020-11-26
310,1108,幸福,1.33,108.0,12.23,0.99,109/3,2020-11-23
311,1108,幸福,1.25,108.0,13.04,1.06,109/3,2020-12-21
312,1108,幸福,1.3,108.0,12.55,1.02,109/3,2020-12-11
313,1108,幸福,1.38,108.0,15.14,0.98,109/2,2020-10-07
314,1108,幸福,1.2,108.0,17.29,1.12,109/2,2020-09-22
315,1109,信大,5.74,108.0,7.09,0.98,109/2,2020-09-28
316,1109,信大,5.25,108.0,7.85,1.02,109/3,2020-12-09
317,1109,信大,5.39,108.0,7.64,1.0,109/3,2020-11-30
318,1109,信大,5.61,108.0,7.26,1.0,109/2,2020-09-23
319,1109,信大,5.71,108.0,7.13,0.99,109/2,2020-10-15
320,1109,信大,5.77,108.0,7.06,0.98,109/2,2020-11-09
321,1109,信大,5.67,108.0,7.19,0.99,109/2,2020-10-19
322,1109,信大,5.7,108.0,7.15,0.99,109/2,2020-11-10
323,1109,信大,5.58,108.0,7.3,1.01,109/2,2020-11-11
324,1109,信大,5.31,108.0,7.75,1.01,109/3,2020-12-02
325,1109,信大,5.42,108.0,7.6,0.99,109/3,2020-11-24
326,1109,信大,5.54,108.0,7.43,0.97,109/3,2020-12-15
327,1109,信大,5.79,108.0,7.04,0.97,109/2,2020-10-28
328,1109,信大,5.64,108.0,7.22,1.0,109/2,2020-10-05
329,1109,信大,5.49,108.0,7.51,0.98,109/3,2020-11-16
330,1109,信大,5.56,108.0,7.42,0.97,109/3,2020-12-18
331,1109,信大,5.39,108.0,7.64,1.0,109/3,2020-11-27
332,1109,信大,5.56,108.0,7.33,1.01,109/2,2020-10-06
333,1109,信大,5.61,108.0,7.26,1.0,109/2,2020-10-12
334,1109,信大,5.87,108.0,6.94,0.96,109/2,2020-09-25
335,1109,信大,5.29,108.0,7.79,1.02,109/3,2020-12-10
336,1109,信大,5.77,108.0,7.06,0.98,109/2,2020-11-05
337,1109,信大,5.56,108.0,7.33,1.01,109/2,2020-10-08
338,1109,信大,5.34,108.0,7.72,1.01,109/3,2020-12-03
339,1109,信大,5.47,108.0,7.53,0.98,109/3,2020-12-21
340,1109,信大,5.31,108.0,7.75,1.01,109/3,2020-12-01
341,1109,信大,5.41,108.0,7.62,0.99,109/3,2020-11-23
342,1109,信大,5.47,108.0,7.53,0.98,109/3,2020-12-11
343,1109,信大,5.49,108.0,7.43,1.03,109/2,2020-09-22
344,1109,信大,5.58,108.0,7.38,0.96,109/3,2020-11-12
345,1109,信大,5.19,108.0,7.94,1.04,109/3,2020-12-07
346,1109,信大,5.68,108.0,7.17,0.99,109/2,2020-10-13
347,1109,信大,5.71,108.0,7.13,0.99,109/2,2020-10-26
348,1109,信大,5.79,108.0,7.04,0.97,109/2,2020-11-04
349,1109,信大,5.64,108.0,7.22,1.0,109/2,2020-09-29
350,1109,信大,5.67,108.0,7.19,0.99,109/2,2020-10-20
351,1109,信大,0.77,105.0,13.54,0.86,106/3,2020-11-02
352,1109,信大,5.85,108.0,6.96,0.96,109/2,2020-09-24
353,1109,信大,5.5,108.0,7.49,0.98,109/3,2020-12-22
354,1109,信大,5.45,108.0,7.57,0.99,109/3,2020-11-25
355,1109,信大,5.53,108.0,7.45,0.97,109/3,2020-12-14
356,1109,信大,5.73,108.0,7.11,0.98,109/2,2020-10-23
357,1109,信大,5.84,108.0,6.98,0.97,109/2,2020-10-29
358,1109,信大,5.38,108.0,7.66,1.0,109/3,2020-11-26
359,1109,信大,5.45,108.0,7.57,0.99,109/3,2020-11-19
360,1109,信大,5.84,108.0,6.98,0.97,109/2,2020-10-30
361,1109,信大,5.23,108.0,7.88,1.03,109/3,2020-12-08
362,1109,信大,5.71,108.0,7.13,0.99,109/2,2020-10-14
363,1109,信大,5.2,108.0,7.92,1.03,109/3,2020-12-04
364,1109,信大,5.45,108.0,7.57,0.99,109/3,2020-11-20
365,1109,信大,5.45,108.0,7.57,0.99,109/3,2020-11-17
366,1109,信大,5.76,108.0,7.07,0.98,109/2,2020-10-16
367,1109,信大,5.82,108.0,7.0,0.97,109/2,2020-11-03
368,1109,信大,5.63,108.0,7.24,1.0,109/2,2020-09-30
369,1109,信大,5.45,108.0,7.57,0.99,109/3,2020-11-18
370,1109,信大,5.8,108.0,7.02,0.97,109/2,2020-11-06
371,1109,信大,5.76,108.0,7.07,0.98,109/2,2020-10-27
372,1109,信大,5.5,108.0,7.49,0.98,109/3,2020-12-17
373,1109,信大,5.73,108.0,7.11,0.98,109/2,2020-10-22
374,1109,信大,5.67,108.0,7.19,0.99,109/2,2020-10-21
375,1109,信大,5.54,108.0,7.35,1.02,109/2,2020-10-07
376,1109,信大,5.5,108.0,7.49,0.98,109/3,2020-12-16
377,1109,信大,5.51,108.0,7.47,0.97,109/3,2020-11-13
378,1110,東泥,0.6,108.0,,1.14,109/2,2020-10-16
379,1110,東泥,0.58,108.0,,1.17,109/3,2020-12-22
380,1110,東泥,0.57,108.0,,1.19,109/3,2020-12-01
381,1110,東泥,0.58,108.0,,1.17,109/2,2020-11-03
382,1110,東泥,0.57,108.0,,1.19,109/3,2020-12-21
383,1110,東泥,0.57,108.0,,1.18,109/3,2020-12-03
